shell,profile_id,first_size,second_size,rest_size,scale_max_abs_gap_coeff,nnls_linf_residual,nnls_l2_residual,nnls_reported_resnorm,nnls_nonzero_coefficients,max_scaled_coefficient,status
16,651,5,2,17,14089640214528.0,1.5543122344752194e-15,3.336340508404752e-15,3.522479977826364e-16,125,1.8262532677410712,PASS_NUMERICAL
16,652,5,2,17,14309790842880.0,1.0787740265463952e-15,2.7062019610460664e-15,6.914746560318931e-16,119,1.7264237170891432,PASS_NUMERICAL
16,653,5,2,17,17612050268160.0,1.3322676295501878e-15,3.499717229119957e-15,4.2823205942163463e-16,123,1.5572299788088944,PASS_NUMERICAL
16,654,5,3,16,14860167413760.0,1.6653345369377348e-15,3.608713656505019e-15,3.265221821168849e-16,123,1.44735020019773,PASS_NUMERICAL
16,655,5,3,16,15410543984640.0,1.6930901125533637e-15,3.2637440389520883e-15,2.306006247298339e-16,125,1.4417584054641177,PASS_NUMERICAL
16,656,5,3,16,13869489586176.0,2.220446049250313e-15,4.10713721130641e-15,2.1264225963998006e-16,132,2.1717339588930176,PASS_NUMERICAL
16,657,5,3,16,13209037701120.0,2.4980018054066026e-15,3.945537737022263e-15,2.5396330277521285e-16,129,1.8335722150841252,PASS_NUMERICAL
16,658,5,3,16,17612050268160.0,1.1102230246251563e-15,2.5561003741526007e-15,2.5544974765219684e-16,119,1.1082565130074948,PASS_NUMERICAL
16,659,5,4,15,13649338957824.0,1.5543122344752194e-15,3.493868260811143e-15,5.7741370811432915e-16,132,2.307631246839347,PASS_NUMERICAL
16,660,5,4,15,13979564900352.0,9.992007221626409e-16,3.0341598224568414e-15,2.449849265251986e-16,135,2.667716331950703,PASS_NUMERICAL
16,661,5,4,15,13098962386944.0,1.0824674490095276e-15,2.657839005622192e-15,1.9530129180365542e-16,124,1.521979715702644,PASS_NUMERICAL
16,662,5,4,15,14089640214528.0,9.43689570931383e-16,2.0943636380772014e-15,2.4127153966342953e-16,128,1.7583985514271163,PASS_NUMERICAL
16,663,5,4,15,13429188329472.0,1.7763568394002505e-15,3.4315900077796494e-15,1.7063017531412643e-16,136,2.893448866404277,PASS_NUMERICAL
16,664,5,4,15,14419866157056.0,8.881784197001252e-16,2.197209516372211e-15,6.753245603482379e-17,125,1.3992591842401412,PASS_NUMERICAL
16,665,5,4,15,17612050268160.0,7.771561172376097e-16,2.441458613091603e-15,2.962276350835208e-16,133,1.448260879968985,PASS_NUMERICAL
16,666,5,4,15,13649338957824.0,1.7763568394002505e-15,3.0410259761664712e-15,1.7656155744166563e-16,129,1.728871322952262,PASS_NUMERICAL
16,667,5,4,15,16511297126400.0,2.4424906541753444e-15,4.663764897316991e-15,2.7174461546568995e-16,132,1.630870401858061,PASS_NUMERICAL
16,668,5,5,14,12108284559360.0,2.664535259100376e-15,5.5793335708515075e-15,1.2757371187203254e-16,126,2.376648708102932,PASS_NUMERICAL
16,669,5,5,14,12768736444416.0,3.0808688933348094e-15,5.0520005581656e-15,5.170672331681396e-16,131,1.8216845594228728,PASS_NUMERICAL
16,670,5,5,14,11998209245184.0,1.054711873393899e-15,2.7004985292156173e-15,5.946812439502494e-17,131,2.0494227265488045,PASS_NUMERICAL
16,671,5,5,14,11337757360128.0,1.7763568394002505e-15,4.2493426895129415e-15,1.977094793756779e-16,134,2.2648177936154745,PASS_NUMERICAL
16,672,5,5,14,11888133931008.0,1.5265566588595902e-15,4.112485272502136e-15,3.524393346372913e-16,137,2.167397843462983,PASS_NUMERICAL
16,673,5,5,14,11778058616832.0,2.0261570199409107e-15,4.4271280599107705e-15,5.834539653796792e-16,125,2.0443414916289515,PASS_NUMERICAL
16,674,5,5,14,11888133931008.0,2.914335439641036e-15,5.400985555015365e-15,2.2891466179758406e-16,137,2.1713516546097127,PASS_NUMERICAL
16,675,5,5,14,11998209245184.0,1.3322676295501878e-15,2.8980489672027284e-15,1.2161401982601183e-16,134,2.2737842900040843,PASS_NUMERICAL
16,676,5,5,14,13209037701120.0,8.881784197001252e-16,2.777873625338856e-15,2.5343943732797166e-16,120,1.8688465262353493,PASS_NUMERICAL
16,677,5,5,14,12108284559360.0,1.1102230246251563e-15,3.193228509362193e-15,4.1782287481641454e-16,140,2.485025778680113,PASS_NUMERICAL
16,678,5,5,14,12768736444416.0,1.9984014443252818e-15,3.861219695248907e-15,2.0647652330704042e-16,132,1.826038793234448,PASS_NUMERICAL
16,679,5,5,14,12108284559360.0,1.1102230246251563e-15,3.086722430458592e-15,3.8205645186478335e-16,132,2.352543481205106,PASS_NUMERICAL
16,680,5,5,14,11998209245184.0,1.0981849923787784e-15,3.0822657232342187e-15,1.380259432713943e-16,131,2.049437072099038,PASS_NUMERICAL
16,681,5,5,14,11998209245184.0,1.1102230246251563e-15,2.5228528436853777e-15,9.20744561047135e-17,134,2.273784063378134,PASS_NUMERICAL
16,682,5,5,14,13209037701120.0,9.020562075079397e-16,2.505381731287968e-15,1.509086018124795e-16,122,1.9685046283760987,PASS_NUMERICAL
16,683,5,6,13,16511297126400.0,8.396061623727746e-16,2.3456334312886895e-15,1.577359696362358e-16,129,1.5051081207547303,PASS_NUMERICAL
16,684,5,6,13,16511297126400.0,1.0685896612017132e-15,2.5492653350698688e-15,1.8236721332957676e-16,128,1.8313689850687371,PASS_NUMERICAL
16,685,5,6,13,11667983302656.0,1.0894063429134349e-15,2.796383585731536e-15,5.114819373793272e-16,133,1.9309324210356988,PASS_NUMERICAL
16,686,5,6,13,12438510501888.0,1.4779844015322396e-15,4.174580244819753e-15,2.455269479458623e-16,133,2.4547196336295505,PASS_NUMERICAL
16,687,5,6,13,13209037701120.0,1.8318679906315083e-15,4.593072927518709e-15,8.079640021112845e-16,126,2.241051275445895,PASS_NUMERICAL
16,688,5,6,13,11778058616832.0,2.5396351688300456e-15,5.919831176638216e-15,1.2437367145507747e-16,125,2.088875896135471,PASS_NUMERICAL
16,689,5,6,13,12548585816064.0,2.1094237467877974e-15,5.1165064088422266e-15,3.5695346493115303e-16,136,1.6947030657131863,PASS_NUMERICAL
16,690,5,6,13,9906778275840.0,2.3869795029440866e-15,5.104964183584411e-15,1.7963811235839423e-16,127,3.756767450249316,PASS_NUMERICAL
16,691,5,6,13,12548585816064.0,1.6653345369377348e-15,3.918791403572599e-15,3.1178479962201033e-16,131,2.1941543424874648,PASS_NUMERICAL
16,692,5,6,13,11557907988480.0,1.9984014443252818e-15,3.8333964445883e-15,3.4165667930048713e-16,119,2.1043526968010324,PASS_NUMERICAL
16,693,5,6,13,13209037701120.0,2.067790383364354e-15,4.148307193160662e-15,5.451234857120474e-16,138,1.6880750234714306,PASS_NUMERICAL
16,694,5,6,13,12548585816064.0,1.3322676295501878e-15,3.2453113295514e-15,1.4565100997493668e-16,136,1.8084292336573704,PASS_NUMERICAL
16,695,5,6,13,11778058616832.0,1.7763568394002505e-15,3.706490259814659e-15,3.3789288788923627e-16,133,1.8885755066252057,PASS_NUMERICAL
16,696,5,6,13,12548585816064.0,1.1657341758564144e-15,3.94590087615992e-15,6.127913885194749e-16,133,2.047031955287842,PASS_NUMERICAL
16,697,5,6,13,12548585816064.0,1.3322676295501878e-15,3.232188909467985e-15,2.6816808197215333e-16,137,2.23599823274402,PASS_NUMERICAL
16,698,5,6,13,11888133931008.0,2.664535259100376e-15,6.354758586344663e-15,4.163369546476898e-16,134,2.043142655706525,PASS_NUMERICAL
16,699,5,6,13,11998209245184.0,1.60288449180257e-15,3.615069826247143e-15,5.968433476971904e-16,131,2.657835230102114,PASS_NUMERICAL
16,700,5,6,13,12768736444416.0,1.2212453270876722e-15,3.8981871840223916e-15,2.108479722442085e-16,132,2.8017937159862765,PASS_NUMERICAL
16,701,5,6,13,11007531417600.0,5.10702591327572e-15,8.159248038371747e-15,2.04707993208124e-16,128,2.3305369772752647,PASS_NUMERICAL
16,702,5,6,13,10567230160896.0,2.3869795029440866e-15,4.379028211104756e-15,4.2444359294814655e-16,127,2.407747817937499,PASS_NUMERICAL
16,703,5,6,13,12768736444416.0,1.172389945086638e-15,3.811117427924342e-15,2.5135434917093765e-16,130,2.0218734250193218,PASS_NUMERICAL
16,704,5,6,13,9796702961664.0,2.220446049250313e-15,4.6917133808557934e-15,2.0863811645292963e-16,125,3.101443850972455,PASS_NUMERICAL
16,705,5,6,13,10567230160896.0,2.220446049250313e-15,4.062243098911746e-15,1.9811344465428422e-16,123,2.8360689712369744,PASS_NUMERICAL
16,706,5,7,12,23115815976960.0,4.718447854656915e-16,1.5877655444261224e-15,8.354570826685767e-17,129,0.8807744108421247,PASS_NUMERICAL
16,707,5,7,12,12548585816064.0,1.4432899320127037e-15,3.528396810332882e-15,1.648770436591524e-16,134,2.249738958677094,PASS_NUMERICAL
16,708,5,7,12,13209037701120.0,1.2212453270876722e-15,3.3917269330688868e-15,2.383353654055184e-16,129,2.399282063725636,PASS_NUMERICAL
16,709,5,7,12,11337757360128.0,2.664535259100376e-15,5.907015480270068e-15,4.768132176846016e-16,136,2.3064432845251672,PASS_NUMERICAL
16,710,5,7,12,10347079532544.0,2.664535259100376e-15,6.101971395257173e-15,5.65213492144365e-16,134,2.2524442817701864,PASS_NUMERICAL
16,711,5,7,12,11667983302656.0,1.2212453270876722e-15,3.748961885214279e-15,3.1082882170061547e-16,128,1.7929341194848123,PASS_NUMERICAL
16,712,5,7,12,11998209245184.0,1.3322676295501878e-15,3.946034649203308e-15,2.0439425868291983e-16,128,1.8542522532882095,PASS_NUMERICAL
16,713,5,7,12,11778058616832.0,1.4814538484841933e-15,4.11049821257241e-15,3.833599887092108e-16,128,2.723443221921042,PASS_NUMERICAL
16,714,5,7,12,11888133931008.0,3.996802888650564e-15,5.589484386930502e-15,2.940485680738454e-16,123,1.7057941362314666,PASS_NUMERICAL
16,715,5,7,12,10897456103424.0,2.275957200481571e-15,4.994577770826921e-15,1.6146648092648361e-16,122,2.378715085998861,PASS_NUMERICAL
16,716,5,7,12,11447832674304.0,1.2559397966072085e-15,3.328898529892593e-15,1.772127541108886e-16,124,2.1243305806885924,PASS_NUMERICAL
16,717,5,7,12,11117606731776.0,9.992007221626409e-16,3.5294811342627536e-15,5.027034531049719e-16,129,1.7583251584803352,PASS_NUMERICAL
16,718,5,7,12,14529941471232.0,1.1657341758564144e-15,3.1107414339495917e-15,4.742211620405636e-16,136,1.8639650288950236,PASS_NUMERICAL
16,719,5,7,12,11778058616832.0,1.054711873393899e-15,3.5339712482598603e-15,1.4908136547678958e-16,132,2.046261393135897,PASS_NUMERICAL
16,720,5,7,12,11667983302656.0,1.5543122344752194e-15,3.885333355348918e-15,6.03651840096342e-16,131,1.8374905639894776,PASS_NUMERICAL
16,721,5,7,12,11227682045952.0,2.1094237467877974e-15,5.75139441720325e-15,6.3388368619707935e-16,136,3.142677037854954,PASS_NUMERICAL
16,722,5,7,12,11888133931008.0,1.5543122344752194e-15,4.502019082426963e-15,1.5141053783621087e-16,132,2.4380408648168124,PASS_NUMERICAL
16,723,5,7,12,10897456103424.0,1.547373340571312e-15,5.073116087696381e-15,6.469917180451262e-16,131,3.3547965038411087,PASS_NUMERICAL
16,724,5,7,12,12548585816064.0,1.3322676295501878e-15,3.4776012738927238e-15,2.2316725522179257e-16,127,2.0053329061172565,PASS_NUMERICAL
16,725,5,7,12,14529941471232.0,8.049116928532385e-16,2.787212479473527e-15,6.037549001981491e-16,130,1.680108647339067,PASS_NUMERICAL
16,726,5,7,12,11227682045952.0,2.4424906541753444e-15,4.629377804690725e-15,5.815944986906937e-16,128,2.450093445052226,PASS_NUMERICAL
16,727,5,7,12,16511297126400.0,1.054711873393899e-15,2.806263378648227e-15,1.102784838748174e-16,128,1.51466059460588,PASS_NUMERICAL
16,728,5,7,12,13209037701120.0,9.610368056911513e-16,3.30796499460642e-15,4.270234673028965e-16,133,1.6947137948513415,PASS_NUMERICAL
16,729,5,7,12,11998209245184.0,1.3322676295501878e-15,3.593282209647268e-15,1.508775181817505e-16,135,1.8320109993294376,PASS_NUMERICAL
16,730,5,7,12,11778058616832.0,1.3877787807814457e-15,3.445296927593906e-15,1.7118021554419739e-16,125,1.913234356620576,PASS_NUMERICAL
16,731,5,7,12,12108284559360.0,1.7763568394002505e-15,3.044315806912004e-15,8.711637926515697e-17,125,2.085726145260796,PASS_NUMERICAL
16,732,5,7,12,11007531417600.0,1.942890293094024e-15,4.433205774269799e-15,2.1049129898116211e-16,129,2.619086367820542,PASS_NUMERICAL
16,733,5,7,12,12548585816064.0,1.27675647831893e-15,4.3391307738529606e-15,2.9161128270135333e-16,127,2.417667800117519,PASS_NUMERICAL
16,734,5,7,12,15410543984640.0,1.2941037130786979e-15,3.4339751525069387e-15,2.6432844340047923e-16,126,1.8324907474427428,PASS_NUMERICAL
16,735,5,7,12,11888133931008.0,1.1102230246251563e-15,3.5051056648326237e-15,1.6101811274416906e-16,125,2.168485987060765,PASS_NUMERICAL
16,736,5,7,12,10126928904192.0,1.186550857568136e-15,3.408810812229865e-15,4.192896819092608e-16,137,2.589054629712756,PASS_NUMERICAL
16,737,5,7,12,10567230160896.0,2.05391259555654e-15,5.018679910631188e-15,5.21228223657616e-16,133,2.3580654753134933,PASS_NUMERICAL
16,738,5,7,12,10567230160896.0,1.7763568394002505e-15,5.603452738997079e-15,2.2438222413416195e-16,135,1.987443001947184,PASS_NUMERICAL
16,739,5,7,12,15850845241344.0,1.4432899320127037e-15,3.149792484309817e-15,2.1978622522213646e-16,125,1.657238643878263,PASS_NUMERICAL
16,740,5,8,11,15190393356288.0,6.106226635438361e-16,1.857840575316183e-15,1.5925347669305122e-16,136,1.7857425735789498,PASS_NUMERICAL
16,741,5,8,11,10787380789248.0,1.637578961322106e-15,4.593674016349951e-15,4.325275719582264e-16,132,1.973969655268765,PASS_NUMERICAL
16,742,5,8,11,10897456103424.0,2.275957200481571e-15,5.196638987645683e-15,6.19033903861175e-16,139,2.0910219788631195,PASS_NUMERICAL
16,743,5,8,11,11117606731776.0,1.9984014443252818e-15,4.886506941099181e-15,5.183586983773434e-16,131,1.96319781303152,PASS_NUMERICAL
16,744,5,8,11,10567230160896.0,2.0816681711721685e-15,4.086166353042681e-15,2.9828307476565824e-16,135,2.4387989608586707,PASS_NUMERICAL
16,745,5,8,11,11447832674304.0,1.1102230246251563e-15,3.5500761223930267e-15,3.2819178459264144e-16,136,2.310585122457877,PASS_NUMERICAL
16,746,5,8,11,11337757360128.0,2.1094237467877974e-15,5.295023503374834e-15,2.5380498404695593e-16,126,2.5814149191492937,PASS_NUMERICAL
16,747,5,8,11,11117606731776.0,2.1649348980190556e-15,5.3902337981361506e-15,3.8711952312872624e-16,141,2.7801618853361,PASS_NUMERICAL
16,748,5,8,11,10787380789248.0,1.3877787807814457e-15,3.559645778657468e-15,2.5459931099758355e-16,134,2.2250706301200283,PASS_NUMERICAL
16,749,5,8,11,10787380789248.0,2.4424906541753444e-15,5.2615133775785496e-15,3.0957246014749443e-16,129,2.761559746695387,PASS_NUMERICAL
16,750,5,8,11,11007531417600.0,1.4432899320127037e-15,4.081306212652138e-15,1.856328539642564e-16,130,2.460661381043131,PASS_NUMERICAL
16,751,5,8,11,10787380789248.0,1.5543122344752194e-15,3.984467482681597e-15,5.624742602296327e-16,127,2.4093968774028083,PASS_NUMERICAL
16,752,5,8,11,11778058616832.0,2.3037127760972002e-15,5.791410066066137e-15,6.286920656583884e-16,136,1.803521070854833,PASS_NUMERICAL
16,753,5,8,11,11557907988480.0,1.7763568394002505e-15,5.47980899676027e-15,3.4940304885441773e-16,132,2.152273834756872,PASS_NUMERICAL
16,754,5,8,11,11337757360128.0,1.025221574302293e-15,3.3765871512188805e-15,2.3474975025674017e-16,126,2.599317296069702,PASS_NUMERICAL
16,755,5,8,11,11007531417600.0,1.637578961322106e-15,3.9707195896033765e-15,5.0412687326344365e-16,132,2.0609587049669287,PASS_NUMERICAL
16,756,5,8,11,11007531417600.0,1.6653345369377348e-15,4.3490205280543524e-15,5.287416082295505e-16,131,2.5688032461421137,PASS_NUMERICAL
16,757,5,8,11,10567230160896.0,1.609823385706477e-15,3.979748315088048e-15,4.729437489780339e-16,135,2.5264170254341467,PASS_NUMERICAL
16,758,5,8,11,11337757360128.0,1.3322676295501878e-15,4.183925747381271e-15,6.570050653585261e-17,133,1.7259313447455145,PASS_NUMERICAL
16,759,5,8,11,11007531417600.0,3.561387296180385e-15,6.224469867833142e-15,6.277033844422223e-16,133,1.9033217398720117,PASS_NUMERICAL
16,760,5,8,11,10897456103424.0,1.942890293094024e-15,4.433333252355889e-15,2.936721502022702e-16,128,3.0821249825342214,PASS_NUMERICAL
16,761,5,8,11,10677305475072.0,1.3027773304585821e-15,3.880478065606314e-15,5.083902290902196e-16,126,2.0708363396963674,PASS_NUMERICAL
16,762,5,8,11,11667983302656.0,9.992007221626409e-16,3.067959226526839e-15,2.0969483502529032e-16,132,1.9899555202613213,PASS_NUMERICAL
16,763,5,8,11,16511297126400.0,9.992007221626409e-16,2.2791705545029042e-15,1.0598287198948546e-16,120,1.2501226891151422,PASS_NUMERICAL
16,764,5,8,11,11007531417600.0,2.1094237467877974e-15,5.543588628036411e-15,8.26818631163974e-16,135,2.51141193138999,PASS_NUMERICAL
16,765,5,8,11,10787380789248.0,1.9984014443252818e-15,5.438185407760382e-15,1.5473482495945499e-16,130,2.5320426618708307,PASS_NUMERICAL
16,766,5,8,11,10897456103424.0,2.664535259100376e-15,5.075129396053211e-15,2.353866275604314e-16,124,2.1765375828995523,PASS_NUMERICAL
16,767,5,8,11,10347079532544.0,1.4068607390171906e-15,4.118300788182206e-15,1.6090075206787888e-16,133,1.9151341011965728,PASS_NUMERICAL
16,768,5,8,11,11888133931008.0,1.6410484082740597e-15,4.429616779510881e-15,2.099068513878061e-16,128,1.905521229685212,PASS_NUMERICAL
16,769,5,8,11,11227682045952.0,2.8310687127941488e-15,6.542081063417265e-15,1.749113813102397e-16,129,2.28712424437237,PASS_NUMERICAL
16,770,5,8,11,10897456103424.0,1.6653345369377348e-15,4.725840669198234e-15,1.5064892963994452e-16,126,2.7636490219689738,PASS_NUMERICAL
16,771,5,8,11,11667983302656.0,1.3253287356462806e-15,3.952167340144053e-15,3.1446417080618727e-16,131,2.0249010041328224,PASS_NUMERICAL
16,772,5,8,11,10677305475072.0,1.779826286352204e-15,3.998301131678624e-15,2.9014579326460083e-16,141,2.64105474680173,PASS_NUMERICAL
16,773,5,8,11,11007531417600.0,1.4432899320127037e-15,4.334471862491115e-15,1.904292047062368e-16,129,2.0691905380999933,PASS_NUMERICAL
16,774,5,8,11,10567230160896.0,1.7763568394002505e-15,3.817781849525777e-15,2.821834024690628e-16,133,2.5879405217766767,PASS_NUMERICAL
16,775,5,8,11,16291146498048.0,1.1102230246251563e-15,2.7537082293394787e-15,1.6899361391558755e-16,131,1.9025638023276323,PASS_NUMERICAL
16,776,5,8,11,19373255294976.0,1.1102230246251563e-15,2.7154015734984723e-15,2.9652725664644043e-16,121,1.35086211948611,PASS_NUMERICAL
16,777,5,8,11,16731447754752.0,1.4988010832439613e-15,3.0943454881487567e-15,1.9618953277144331e-16,127,1.3588845727533827,PASS_NUMERICAL
16,778,5,8,11,20914309693440.0,1.3322676295501878e-15,2.7499292451536814e-15,3.3788936942217513e-16,132,1.0616932375419543,PASS_NUMERICAL
16,779,5,8,11,11007531417600.0,2.581268532253489e-15,4.821517472758984e-15,4.780565260431595e-16,133,2.270067983607132,PASS_NUMERICAL
16,780,5,8,11,11667983302656.0,1.3877787807814457e-15,4.037445660998723e-15,3.446217847599224e-16,130,2.1047363315921226,PASS_NUMERICAL
16,781,5,8,11,11007531417600.0,3.740063814205996e-15,6.378421675916026e-15,5.113569315366773e-16,139,2.48925067530434,PASS_NUMERICAL
16,782,5,8,11,11778058616832.0,1.2212453270876722e-15,3.594467469769083e-15,3.850971577881616e-16,124,2.0763437909342395,PASS_NUMERICAL
16,783,5,8,11,10126928904192.0,1.887379141862766e-15,5.484131322303631e-15,1.0915760498952016e-15,135,2.180354257045186,PASS_NUMERICAL
16,784,5,9,10,11227682045952.0,1.5543122344752194e-15,3.420004671564188e-15,1.490502210122038e-16,135,2.274228913741469,PASS_NUMERICAL
16,785,5,9,10,11447832674304.0,1.8318679906315083e-15,3.973587775461948e-15,6.167003458509095e-16,141,2.232306312917377,PASS_NUMERICAL
16,786,5,9,10,11557907988480.0,1.609823385706477e-15,4.629804868852662e-15,2.7798702121938086e-16,133,2.4920569861273125,PASS_NUMERICAL
16,787,5,9,10,11778058616832.0,9.957312752106873e-16,2.8604989106247057e-15,2.4894623991518396e-16,137,2.110918517265051,PASS_NUMERICAL
16,788,5,9,10,12328435187712.0,1.3877787807814457e-15,3.8456311690239376e-15,7.779114293760803e-16,126,1.7113951805514307,PASS_NUMERICAL
16,789,5,9,10,10897456103424.0,1.1102230246251563e-15,2.9358463790680453e-15,2.1766941421476724e-16,134,2.155666726262835,PASS_NUMERICAL
16,790,5,9,10,11778058616832.0,1.2212453270876722e-15,3.182958459282632e-15,1.6984387157014242e-16,133,1.959004560255484,PASS_NUMERICAL
16,791,5,9,10,11888133931008.0,1.1102230246251563e-15,3.008092859973805e-15,3.1439807778215365e-16,138,1.985879179520931,PASS_NUMERICAL
16,792,5,9,10,12548585816064.0,2.123301534595612e-15,4.88324439725572e-15,3.347389857129546e-16,129,2.076150179272636,PASS_NUMERICAL
16,793,5,9,10,12328435187712.0,1.3322676295501878e-15,3.6416159752301945e-15,2.702404533577712e-16,134,1.923068289656632,PASS_NUMERICAL
16,794,5,9,10,10567230160896.0,1.5543122344752194e-15,3.5042667896054408e-15,6.045647971136251e-16,138,2.1899707554004504,PASS_NUMERICAL
16,795,5,9,10,10897456103424.0,1.054711873393899e-15,2.8099279998486786e-15,1.3855008861984368e-16,141,2.1847902777445287,PASS_NUMERICAL
16,796,5,9,10,10347079532544.0,1.6254358969902682e-15,4.177795706289961e-15,3.743094561497726e-16,134,2.214856875707352,PASS_NUMERICAL
16,797,5,9,10,11557907988480.0,1.2212453270876722e-15,3.0449760533585678e-15,4.38304744952635e-16,127,1.9973001094287075,PASS_NUMERICAL
16,798,5,9,10,11557907988480.0,1.3322676295501878e-15,3.792920235099334e-15,6.916227215954639e-17,136,1.804044936733856,PASS_NUMERICAL
16,799,5,9,10,10787380789248.0,8.881784197001252e-16,3.370646133058666e-15,5.897883591853959e-16,132,1.885184009098764,PASS_NUMERICAL
16,800,5,9,10,13649338957824.0,1.7486012637846217e-15,3.4134648805118216e-15,5.191809379168372e-16,137,1.7790960650915753,PASS_NUMERICAL
16,801,5,9,10,11888133931008.0,1.054711873393899e-15,3.175242097982801e-15,3.240930532146433e-16,130,1.9429625526644336,PASS_NUMERICAL
16,802,5,9,10,11227682045952.0,1.214306433183765e-15,3.3653299047499258e-15,3.6597461003336316e-16,137,2.2230671474092225,PASS_NUMERICAL
16,803,5,9,10,12218359873536.0,1.7208456881689926e-15,4.524107592293127e-15,4.540588181878319e-16,135,2.1670078584482404,PASS_NUMERICAL
16,804,5,9,10,11557907988480.0,8.326672684688674e-16,2.4881067585087937e-15,2.6172967451006834e-16,127,1.89455064190169,PASS_NUMERICAL
16,805,5,9,10,11998209245184.0,1.4432899320127037e-15,4.25137418929337e-15,2.503613206761005e-16,133,2.283392465578363,PASS_NUMERICAL
16,806,5,9,10,11447832674304.0,9.26342336171615e-16,2.8402023615432055e-15,2.2829808509282194e-16,139,2.1304140287428512,PASS_NUMERICAL
16,807,5,9,10,11998209245184.0,1.3322676295501878e-15,3.1280876268700586e-15,2.1887101423968135e-16,137,1.8199142588465835,PASS_NUMERICAL
16,808,5,9,10,12218359873536.0,9.705777848090236e-16,2.7680749172191587e-15,2.7256875603335093e-16,138,2.020325926433234,PASS_NUMERICAL
16,809,5,9,10,11447832674304.0,1.4432899320127037e-15,3.4878017997657537e-15,3.4705248509132133e-16,141,2.148851001716673,PASS_NUMERICAL
16,810,5,9,10,11227682045952.0,2.220446049250313e-15,4.571182482006795e-15,2.953586287093033e-16,128,1.9295033743991303,PASS_NUMERICAL
16,811,5,9,10,11557907988480.0,1.887379141862766e-15,4.720709602114613e-15,3.1839851497955823e-16,127,2.7795605356252584,PASS_NUMERICAL
16,812,5,9,10,11998209245184.0,9.731798700229888e-16,3.4150763540652244e-15,2.9563353268516443e-16,127,2.0722619115599694,PASS_NUMERICAL
16,813,5,9,10,10567230160896.0,1.7763568394002505e-15,4.509825561826946e-15,1.2498046304941968e-16,129,2.5555611736438486,PASS_NUMERICAL
16,814,5,9,10,11007531417600.0,1.7763568394002505e-15,4.151430094475608e-15,1.1884262764770976e-16,129,2.6411014867278064,PASS_NUMERICAL
16,815,5,9,10,10567230160896.0,8.881784197001252e-16,3.0814032045953054e-15,5.662021715620979e-16,134,2.184956219868245,PASS_NUMERICAL
16,816,5,9,10,12328435187712.0,1.880440247958859e-15,4.054789449022519e-15,5.686016186634781e-16,125,2.196616270786492,PASS_NUMERICAL
16,817,5,9,10,12328435187712.0,1.3322676295501878e-15,3.5812982747308355e-15,3.445908818135245e-16,127,2.577200795773998,PASS_NUMERICAL
16,818,5,9,10,10567230160896.0,1.5543122344752194e-15,3.495034716421061e-15,2.926521855191382e-16,138,2.377779008711126,PASS_NUMERICAL
16,819,5,9,10,9906778275840.0,2.116362640691705e-15,5.70920989813934e-15,1.1311015819175864e-15,138,2.6344532920819925,PASS_NUMERICAL
16,820,5,9,10,10567230160896.0,1.48318857196017e-15,4.533915047092021e-15,5.212956106379837e-16,131,2.5271163971311363,PASS_NUMERICAL
16,821,5,9,10,11557907988480.0,1.5959455978986625e-15,4.284261050791248e-15,4.518789744063925e-16,133,2.730415782262521,PASS_NUMERICAL
16,822,5,9,10,10567230160896.0,1.4085954624931674e-15,4.6726434014962336e-15,2.870917603369913e-16,130,1.8393312617223456,PASS_NUMERICAL
16,823,5,9,10,13209037701120.0,1.9984014443252818e-15,4.0563000307369776e-15,4.098158694334027e-16,131,2.17445528073172,PASS_NUMERICAL
16,824,5,9,10,14309790842880.0,1.1657341758564144e-15,3.0855475097219718e-15,7.384882345329099e-16,130,1.5414525082064008,PASS_NUMERICAL
16,825,5,9,10,10787380789248.0,1.7208456881689926e-15,4.277004853894538e-15,6.375690227789809e-16,137,1.9394767281874945,PASS_NUMERICAL
16,826,5,9,10,10457154846720.0,1.609823385706477e-15,4.923271420608154e-15,4.463251648581397e-16,129,2.3309628627466594,PASS_NUMERICAL
16,827,5,9,10,9466477019136.0,2.664535259100376e-15,5.772814227411363e-15,6.177405147712779e-16,132,2.0044407291595365,PASS_NUMERICAL
16,828,5,9,10,12548585816064.0,1.27675647831893e-15,3.515010712372956e-15,6.008275349314887e-16,130,2.214203234097088,PASS_NUMERICAL
16,829,5,9,10,9686627647488.0,1.9984014443252818e-15,5.016760843150087e-15,2.91852977184932e-16,130,2.8826760529274607,PASS_NUMERICAL
16,830,5,9,10,10677305475072.0,2.4980018054066026e-15,4.920084589004131e-15,4.021334115071911e-16,132,2.071495112152001,PASS_NUMERICAL
16,831,5,9,10,9686627647488.0,1.4432899320127037e-15,4.257313009051749e-15,3.2912280233308887e-16,130,2.225123423518653,PASS_NUMERICAL
16,832,5,10,9,11998209245184.0,1.281093287008872e-15,3.4527490137086104e-15,9.076167346439612e-17,133,2.3160600372044287,PASS_NUMERICAL
16,833,5,10,9,11998209245184.0,2.220446049250313e-15,4.345013880367869e-15,1.16954407141987e-16,130,1.811410906953862,PASS_NUMERICAL
16,834,5,10,9,10787380789248.0,1.7208456881689926e-15,4.064532946852654e-15,2.7769323173165287e-16,137,1.9394767281875,PASS_NUMERICAL
16,835,5,10,9,11447832674304.0,1.3322676295501878e-15,3.046257598065521e-15,2.9530622655560077e-16,139,2.130414028742853,PASS_NUMERICAL
