shell,profile_id,first_size,second_size,rest_size,linf_residual,l2_residual,resnorm,nonzero_coefficients,max_scaled_coefficient,status
12,674,5,5,14,1.6237011735142914e-15,3.5448347053609354e-15,1.177259000588703e-16,75,1.74585091061956,PASS_NUMERICAL
12,675,5,5,14,1.1657341758564144e-15,3.247497326611924e-15,3.5329856628078974e-16,79,1.749443946401506,PASS_NUMERICAL
12,676,5,5,14,1.3877787807814457e-15,2.1196358497497728e-15,2.2162493247155063e-16,71,1.8705950815736154,PASS_NUMERICAL
12,677,5,5,14,1.942890293094024e-15,3.346821593905568e-15,2.527867940487012e-16,81,1.5284471845772438,PASS_NUMERICAL
12,678,5,5,14,8.881784197001252e-16,3.130004737074643e-15,3.2964819937998385e-16,82,1.5608405749254648,PASS_NUMERICAL
12,679,5,5,14,2.6645352591003757e-15,3.7321138986406324e-15,4.21906579495143e-16,78,1.8789520430267985,PASS_NUMERICAL
12,680,5,5,14,1.1102230246251565e-15,2.759848186530674e-15,4.64594543702631e-16,82,1.5871193829007701,PASS_NUMERICAL
12,681,5,5,14,9.992007221626409e-16,2.8571821549766884e-15,4.122212231955181e-16,77,1.6372346322723856,PASS_NUMERICAL
12,682,5,5,14,1.3322676295501878e-15,2.4748583142796852e-15,3.8030340979133324e-16,71,1.8705950815736168,PASS_NUMERICAL
12,683,5,6,13,1.1102230246251565e-15,2.6041594968706832e-15,3.450389730924006e-16,78,1.5407158310421984,PASS_NUMERICAL
12,684,5,6,13,1.2212453270876722e-15,2.5384531534093526e-15,5.734888905685999e-16,76,1.6072795263990027,PASS_NUMERICAL
12,685,5,6,13,1.1379786002407855e-15,3.2383507870959345e-15,3.446891713155072e-16,81,1.9800609681526082,PASS_NUMERICAL
12,686,5,6,13,1.1102230246251565e-15,2.4279230245072125e-15,2.0550780467854683e-16,75,1.843700699354672,PASS_NUMERICAL
12,687,5,6,13,1.2212453270876722e-15,3.12478090486568e-15,4.590367782685942e-16,74,2.044434982444015,PASS_NUMERICAL
12,688,5,6,13,1.5543122344752192e-15,3.3488983728164728e-15,7.65905374469056e-16,76,1.967632283318272,PASS_NUMERICAL
12,689,5,6,13,1.1102230246251565e-15,2.8239380767702337e-15,2.8341714414738296e-16,79,1.7523579951039505,PASS_NUMERICAL
12,690,5,6,13,9.71445146547012e-16,2.3752694253561783e-15,7.522629391156049e-16,76,1.6032487633290886,PASS_NUMERICAL
12,691,5,6,13,1.6653345369377348e-15,3.261918390010799e-15,3.542674253092707e-16,79,1.8427021850172172,PASS_NUMERICAL
12,692,5,6,13,8.881784197001252e-16,2.4355669673755915e-15,1.0111614132313693e-16,74,1.5531366602739016,PASS_NUMERICAL
12,693,5,6,13,1.4432899320127035e-15,2.6810406102801716e-15,2.3633371890823283e-16,80,1.6560518915557383,PASS_NUMERICAL
12,694,5,6,13,8.534839501805891e-16,2.340827374293572e-15,9.144579384275127e-17,73,2.0121675347740227,PASS_NUMERICAL
12,695,5,6,13,1.1934897514720433e-15,2.8375438905261494e-15,5.63223200377868e-16,81,1.7694544460371366,PASS_NUMERICAL
12,696,5,6,13,1.6653345369377348e-15,2.9350888029697355e-15,4.096873974164317e-16,79,1.809931714836971,PASS_NUMERICAL
12,697,5,6,13,1.1136924715771102e-15,2.2633577908746237e-15,3.93298513976232e-16,80,1.6535150874476088,PASS_NUMERICAL
12,698,5,6,13,1.1657341758564144e-15,2.812015466474066e-15,6.171462315119983e-16,74,1.8875771045856164,PASS_NUMERICAL
12,699,5,6,13,1.3322676295501878e-15,2.6837241661591824e-15,4.426943243710563e-16,80,2.2129838506828605,PASS_NUMERICAL
12,700,5,6,13,1.1102230246251565e-15,2.7116729222964246e-15,3.6571340831235255e-16,80,1.8099362076761076,PASS_NUMERICAL
12,701,5,6,13,1.4432899320127035e-15,3.2602335041336074e-15,4.23864049336503e-16,74,1.7532561101119233,PASS_NUMERICAL
12,702,5,6,13,1.1102230246251565e-15,2.3460785616652107e-15,3.9685140422334955e-16,79,1.7018125925927658,PASS_NUMERICAL
12,703,5,6,13,1.4710455076283324e-15,2.8676007150340273e-15,3.9615064525024115e-16,82,1.7945152807345603,PASS_NUMERICAL
12,704,5,6,13,9.71445146547012e-16,2.870874431596348e-15,5.890610718266241e-16,76,1.6459162621138406,PASS_NUMERICAL
12,705,5,6,13,8.881784197001252e-16,2.7183437482018022e-15,1.0125303943460057e-15,81,1.5701197127792077,PASS_NUMERICAL
12,706,5,7,12,6.106226635438361e-16,1.4339026697692302e-15,3.1348431251492543e-16,73,0.9214972450374206,PASS_NUMERICAL
12,707,5,7,12,1.5959455978986625e-15,3.1506752284656208e-15,8.017904259163751e-16,83,1.55078604638897,PASS_NUMERICAL
12,708,5,7,12,1.0889726620444407e-15,3.025920707749671e-15,1.32203661764118e-16,78,2.4935995642541466,PASS_NUMERICAL
12,709,5,7,12,2.0122792321330962e-15,4.0061032222860885e-15,9.426211619551445e-16,81,1.6021455705174565,PASS_NUMERICAL
12,710,5,7,12,1.5543122344752192e-15,3.764943962801489e-15,6.658805842672268e-16,77,1.7163840348059476,PASS_NUMERICAL
12,711,5,7,12,1.609823385706477e-15,3.30716117895325e-15,5.268676472011566e-16,76,1.4649825725131738,PASS_NUMERICAL
12,712,5,7,12,2.0122792321330962e-15,3.692412989581066e-15,5.354837989961442e-16,82,1.3007592508780206,PASS_NUMERICAL
12,713,5,7,12,1.5612511283791264e-15,3.0779262642259253e-15,8.908081573182972e-16,76,1.5188306482258644,PASS_NUMERICAL
12,714,5,7,12,2.2551405187698492e-15,3.5228436660312794e-15,1.0536511036003851e-15,82,1.264568271371616,PASS_NUMERICAL
12,715,5,7,12,2.831068712794149e-15,4.721956234892073e-15,7.606607545621662e-16,75,1.5753022563162173,PASS_NUMERICAL
12,716,5,7,12,2.851885394505871e-15,4.2765426508379535e-15,1.0397099977419753e-15,78,1.5728526450336047,PASS_NUMERICAL
12,717,5,7,12,1.6792123247455493e-15,3.6476494789565675e-15,5.028851349305399e-16,80,1.957849420524308,PASS_NUMERICAL
12,718,5,7,12,1.4988010832439613e-15,3.2410798012427125e-15,1.6200822592652065e-16,82,1.4015396037772387,PASS_NUMERICAL
12,719,5,7,12,1.457167719820518e-15,3.122692015585505e-15,8.020727718655454e-16,79,1.3082789901688736,PASS_NUMERICAL
12,720,5,7,12,1.762479051592436e-15,3.0929286824200223e-15,8.612920764670958e-16,76,1.2826463381744828,PASS_NUMERICAL
12,721,5,7,12,1.5681900222830336e-15,3.3632492287330165e-15,6.625429747429071e-16,71,1.5614360804585166,PASS_NUMERICAL
12,722,5,7,12,1.5543122344752192e-15,3.639339684749949e-15,8.147931496424075e-16,80,1.4228028842103644,PASS_NUMERICAL
12,723,5,7,12,8.881784197001252e-16,2.6120142178403533e-15,2.299289405445978e-16,75,1.752538152656963,PASS_NUMERICAL
12,724,5,7,12,1.3322676295501878e-15,3.1957260713486562e-15,5.380657983301633e-16,76,1.8054505035966166,PASS_NUMERICAL
12,725,5,7,12,1.1657341758564144e-15,2.5095564299627054e-15,2.655256505087074e-16,73,2.67211649283787,PASS_NUMERICAL
12,726,5,7,12,1.0547118733938987e-15,3.041528417069134e-15,2.2688150767736155e-16,80,1.7667999238686916,PASS_NUMERICAL
12,727,5,7,12,1.2212453270876722e-15,3.1224910092559486e-15,9.686552662493953e-16,83,1.7242840805795017,PASS_NUMERICAL
12,728,5,7,12,1.2555061157382141e-15,3.1978451232691786e-15,1.1843764253654525e-16,80,2.4776665266371247,PASS_NUMERICAL
12,729,5,7,12,2.0122792321330962e-15,4.298542230315267e-15,6.847990936620473e-16,78,1.5192744905506896,PASS_NUMERICAL
12,730,5,7,12,1.339206523454095e-15,3.182855860722692e-15,6.604959204604055e-16,81,1.8502709358863578,PASS_NUMERICAL
12,731,5,7,12,3.2959746043559335e-15,4.518673015683421e-15,7.345286073765902e-16,83,1.294210563135347,PASS_NUMERICAL
12,732,5,7,12,1.4016565685892601e-15,3.035579048075703e-15,5.371042668669805e-16,73,2.2822895341227722,PASS_NUMERICAL
12,733,5,7,12,1.6653345369377348e-15,2.860213161269396e-15,2.0865596149025714e-16,80,2.3503207711005913,PASS_NUMERICAL
12,734,5,7,12,1.5404344466674047e-15,3.4761168737547353e-15,2.782350746575597e-16,80,2.074167729300908,PASS_NUMERICAL
12,735,5,7,12,1.1657341758564144e-15,2.914936636973787e-15,2.8559088035997987e-16,74,1.7243617333305263,PASS_NUMERICAL
12,736,5,7,12,1.7208456881689926e-15,3.2340520807472893e-15,7.298999242103875e-16,81,1.7919482675535203,PASS_NUMERICAL
12,737,5,7,12,1.1102230246251565e-15,2.75740945186302e-15,5.623375435841934e-16,80,1.8967456347732778,PASS_NUMERICAL
12,738,5,7,12,1.1102230246251565e-15,2.366184719283392e-15,9.123093668391523e-17,78,1.4394561165052955,PASS_NUMERICAL
12,739,5,7,12,8.743006318923108e-16,2.115108085212229e-15,2.070273349027908e-16,78,1.1539414547893894,PASS_NUMERICAL
12,740,5,8,11,1.7763568394002505e-15,3.308732323944588e-15,4.2242342687929293e-16,81,2.144333544421987,PASS_NUMERICAL
12,741,5,8,11,1.1102230246251565e-15,2.9845151351310668e-15,5.074444076830827e-16,81,1.8560445139815531,PASS_NUMERICAL
12,742,5,8,11,1.3322676295501878e-15,3.5471117040839213e-15,4.215534258477513e-16,80,1.9493976636329702,PASS_NUMERICAL
12,743,5,8,11,1.3322676295501878e-15,3.487008911471886e-15,3.0419487680305764e-16,81,1.7595793524114782,PASS_NUMERICAL
12,744,5,8,11,1.3322676295501878e-15,3.3431047093999626e-15,5.770893807354991e-16,78,1.7000171700812134,PASS_NUMERICAL
12,745,5,8,11,9.992007221626409e-16,2.523570836470203e-15,4.681707639601892e-16,78,2.652353369792439,PASS_NUMERICAL
12,746,5,8,11,1.0547118733938987e-15,2.9385924705212164e-15,4.354351047509477e-16,78,1.778718017753505,PASS_NUMERICAL
12,747,5,8,11,1.908195823574488e-15,3.94561181831995e-15,3.8340684976466384e-16,82,1.9643578451058636,PASS_NUMERICAL
12,748,5,8,11,1.3322676295501878e-15,2.901009148256495e-15,3.542352488536051e-16,80,1.6804280083592287,PASS_NUMERICAL
12,749,5,8,11,1.2212453270876722e-15,2.8054246323936644e-15,6.580467992665367e-16,81,1.9980455944881146,PASS_NUMERICAL
12,750,5,8,11,9.992007221626409e-16,2.7209616051315947e-15,4.533395671184357e-16,84,1.9664447439220532,PASS_NUMERICAL
12,751,5,8,11,1.3322676295501878e-15,3.2566098053257462e-15,3.790291680243554e-16,83,2.6197877519157116,PASS_NUMERICAL
12,752,5,8,11,1.0685896612017132e-15,2.925200460143877e-15,6.680369532317355e-16,78,1.8642320133972439,PASS_NUMERICAL
12,753,5,8,11,1.0547118733938987e-15,2.7714244139254764e-15,6.305328247854553e-16,76,1.5497936534739958,PASS_NUMERICAL
12,754,5,8,11,1.1102230246251565e-15,2.8647729252860028e-15,6.441842720893044e-16,83,1.8879159478486662,PASS_NUMERICAL
12,755,5,8,11,9.992007221626409e-16,2.9335986665555588e-15,4.461238145990091e-16,80,1.9818856233485254,PASS_NUMERICAL
12,756,5,8,11,1.1379786002407855e-15,3.167356697791854e-15,6.399737970289123e-16,79,1.811377806227328,PASS_NUMERICAL
12,757,5,8,11,8.881784197001252e-16,2.859438324219129e-15,3.716733164511208e-16,81,1.6477197413974969,PASS_NUMERICAL
12,758,5,8,11,1.5543122344752192e-15,3.7893742006706835e-15,3.983278180748595e-16,80,1.9661877523705529,PASS_NUMERICAL
12,759,5,8,11,9.992007221626409e-16,2.7709625926179685e-15,5.092589642659697e-16,83,1.899818822794488,PASS_NUMERICAL
12,760,5,8,11,1.4224732503009818e-15,3.812280088229793e-15,5.934323954161084e-16,81,1.8591696116235217,PASS_NUMERICAL
12,761,5,8,11,1.304512053934559e-15,2.930118038096047e-15,1.5309225758929228e-16,79,2.056880051138602,PASS_NUMERICAL
12,762,5,8,11,1.2212453270876722e-15,3.114398395523789e-15,2.8793502662165284e-16,81,1.9035010113281645,PASS_NUMERICAL
12,763,5,8,11,1.1102230246251565e-15,2.959399092278385e-15,3.815889874384988e-16,78,2.2276142881801406,PASS_NUMERICAL
12,764,5,8,11,1.1934897514720433e-15,2.8597772786888794e-15,4.1551048937894537e-16,81,1.763794079614092,PASS_NUMERICAL
12,765,5,8,11,1.1587952819525071e-15,3.175529698507112e-15,4.867050205706841e-16,78,1.6787480600625448,PASS_NUMERICAL
12,766,5,8,11,9.43689570931383e-16,2.8439554283863355e-15,1.1707098009183464e-16,81,1.9538030041038128,PASS_NUMERICAL
12,767,5,8,11,1.0547118733938987e-15,3.052097499558465e-15,4.29140140222967e-16,84,1.743912706841419,PASS_NUMERICAL
12,768,5,8,11,1.1102230246251565e-15,3.3626496475277675e-15,5.739315835765359e-16,84,2.028344487752967,PASS_NUMERICAL
12,769,5,8,11,1.1102230246251565e-15,3.4397971693874264e-15,3.27099699718238e-16,78,1.834564037717653,PASS_NUMERICAL
12,770,5,8,11,1.0547118733938987e-15,3.165192201373096e-15,8.2892360741363315e-16,80,1.8817609700962008,PASS_NUMERICAL
12,771,5,8,11,1.887379141862766e-15,3.5499509706815844e-15,8.479647458584721e-16,79,2.388778135363946,PASS_NUMERICAL
12,772,5,8,11,1.1102230246251565e-15,2.9993825331739564e-15,8.156075091934577e-16,83,1.8634378542952947,PASS_NUMERICAL
12,773,5,8,11,1.0408340855860843e-15,2.153225041962803e-15,3.8716057364602227e-16,81,1.8620572222081577,PASS_NUMERICAL
12,774,5,8,11,1.1102230246251565e-15,3.4774169992257896e-15,4.1529291908468677e-16,82,1.828213451634466,PASS_NUMERICAL
12,775,5,8,11,1.2212453270876722e-15,3.3884437425372283e-15,4.680955386785909e-16,76,1.4280526627666617,PASS_NUMERICAL
12,776,5,8,11,9.992007221626409e-16,2.0660162730809817e-15,4.3790991650210473e-16,78,0.8949274238716359,PASS_NUMERICAL
12,777,5,8,11,1.1102230246251565e-15,2.4922185778324405e-15,2.5169658452745556e-16,73,1.4045149175412908,PASS_NUMERICAL
12,778,5,8,11,8.604228440844963e-16,1.5757505883602586e-15,3.3504611332869725e-16,76,1.039118427639006,PASS_NUMERICAL
12,779,5,8,11,1.3877787807814457e-15,2.8988670634474395e-15,5.144398231353791e-16,76,2.041829439439486,PASS_NUMERICAL
12,780,5,8,11,1.5543122344752192e-15,3.001729126914669e-15,1.4953124886761767e-16,85,2.5239637329607736,PASS_NUMERICAL
12,781,5,8,11,1.2212453270876722e-15,2.647470090218201e-15,3.8297039239036245e-16,76,1.9411630966505538,PASS_NUMERICAL
12,782,5,8,11,8.881784197001252e-16,2.537433690134587e-15,1.628555840481348e-16,83,2.461976995267064,PASS_NUMERICAL
12,783,5,8,11,1.5265566588595902e-15,2.9360195676099503e-15,3.5211883626608044e-16,78,2.277094886076022,PASS_NUMERICAL
12,784,5,9,10,1.0130785099704553e-15,2.5429695236748893e-15,3.2892107305107385e-16,78,1.7332795091149689,PASS_NUMERICAL
12,785,5,9,10,1.609823385706477e-15,2.655550156209815e-15,5.285831710421114e-16,78,1.7980721909768402,PASS_NUMERICAL
12,786,5,9,10,1.2212453270876722e-15,2.9553533506481518e-15,3.522784321401931e-16,80,1.9828657837740142,PASS_NUMERICAL
12,787,5,9,10,1.7763568394002505e-15,3.5228475501929405e-15,5.830618130122132e-17,78,1.7521797298361699,PASS_NUMERICAL
12,788,5,9,10,1.1102230246251565e-15,3.3955653343384263e-15,2.337320981145198e-16,81,1.9991752787071626,PASS_NUMERICAL
12,789,5,9,10,1.3287981825982342e-15,3.0735771083028777e-15,4.850919939482132e-16,78,2.0610476602180747,PASS_NUMERICAL
12,790,5,9,10,1.6653345369377348e-15,3.834961145533235e-15,4.865694711918617e-16,80,1.9714976455599085,PASS_NUMERICAL
12,791,5,9,10,1.0547118733938987e-15,2.9862747913422877e-15,2.35538813771189e-16,82,1.9891119653242435,PASS_NUMERICAL
12,792,5,9,10,1.4432899320127035e-15,2.923129101956474e-15,1.9295085750429173e-16,82,1.8163096140078987,PASS_NUMERICAL
12,793,5,9,10,1.3322676295501878e-15,3.10378167566361e-15,3.689867854061169e-16,81,1.8977226147852275,PASS_NUMERICAL
12,794,5,9,10,1.5543122344752192e-15,2.9170073548421495e-15,2.364943511905663e-16,80,1.9107089106319817,PASS_NUMERICAL
12,795,5,9,10,1.4432899320127035e-15,3.0890005952203452e-15,2.340671752050084e-16,81,1.8895826474988244,PASS_NUMERICAL
12,796,5,9,10,1.4432899320127035e-15,3.00619749678632e-15,4.937913180638464e-16,78,1.489679922222228,PASS_NUMERICAL
12,797,5,9,10,1.3322676295501878e-15,2.902109509290888e-15,2.4739064567487075e-16,80,1.8283710070497035,PASS_NUMERICAL
12,798,5,9,10,1.5543122344752192e-15,3.2545228727271665e-15,2.5345083637195627e-16,79,1.952148074407672,PASS_NUMERICAL
12,799,5,9,10,9.992007221626409e-16,2.654296255754072e-15,9.143306490569087e-17,76,1.5321895876793141,PASS_NUMERICAL
12,800,5,9,10,1.3877787807814457e-15,3.2762226062062186e-15,5.092447484512928e-16,73,1.4944049020056795,PASS_NUMERICAL
12,801,5,9,10,1.1102230246251565e-15,2.797089621873317e-15,1.6824699592222126e-16,77,2.002707261054947,PASS_NUMERICAL
12,802,5,9,10,1.7763568394002505e-15,3.713688074941637e-15,4.576734169750675e-16,80,1.8429222922788044,PASS_NUMERICAL
12,803,5,9,10,1.5543122344752192e-15,3.0627973937645047e-15,5.61212001573261e-16,81,1.8149325861840928,PASS_NUMERICAL
12,804,5,9,10,1.0269562977782698e-15,2.9684326463670067e-15,4.143365506366601e-16,82,1.98828932106519,PASS_NUMERICAL
12,805,5,9,10,1.1102230246251565e-15,2.8394227533878564e-15,4.692721996421088e-16,83,2.0456775783101397,PASS_NUMERICAL
12,806,5,9,10,1.4259426972529354e-15,3.041539457858006e-15,3.6869504391013093e-16,76,2.075473828552705,PASS_NUMERICAL
12,807,5,9,10,1.3322676295501878e-15,2.833871309764785e-15,3.431127868226247e-16,83,2.0558748059544567,PASS_NUMERICAL
12,808,5,9,10,1.2212453270876722e-15,2.889096586767535e-15,2.2900552978919e-16,81,1.895142463684255,PASS_NUMERICAL
12,809,5,9,10,1.7208456881689926e-15,3.685479092968358e-15,2.378986340256646e-16,83,1.9709296511546748,PASS_NUMERICAL
12,810,5,9,10,1.5543122344752192e-15,3.573691149909269e-15,3.1265086438206154e-16,82,1.9139791169659424,PASS_NUMERICAL
12,811,5,9,10,1.2212453270876722e-15,2.855470417665572e-15,5.243681484343214e-16,82,1.9844084965466577,PASS_NUMERICAL
12,812,5,9,10,1.4710455076283324e-15,3.1270335631880587e-15,5.282435618403059e-16,78,2.0600411813851487,PASS_NUMERICAL
12,813,5,9,10,1.6930901125533637e-15,3.3644788260554896e-15,3.250919800447143e-16,76,1.8797104098821937,PASS_NUMERICAL
12,814,5,9,10,1.1449174941446927e-15,2.7277611103605987e-15,4.22513103969661e-16,77,1.59904587540358,PASS_NUMERICAL
12,815,5,9,10,1.3322676295501878e-15,3.061715537109579e-15,5.690467765762829e-16,80,1.4852802655012038,PASS_NUMERICAL
12,816,5,9,10,8.465450562766819e-16,2.2359480074486593e-15,2.4987417109744435e-16,77,1.7921382959223147,PASS_NUMERICAL
12,817,5,9,10,8.881784197001252e-16,2.2679601809964755e-15,2.0705808030505752e-16,74,1.6558104278141008,PASS_NUMERICAL
12,818,5,9,10,1.3322676295501878e-15,3.3721068292937877e-15,4.717841939544249e-16,79,1.7111408247652182,PASS_NUMERICAL
12,819,5,9,10,1.1102230246251565e-15,2.81359116534479e-15,4.955404415453467e-16,77,1.6348676326555662,PASS_NUMERICAL
12,820,5,9,10,1.4432899320127035e-15,3.0462459389630282e-15,1.7887551342816684e-16,79,1.9001481631428223,PASS_NUMERICAL
12,821,5,9,10,9.992007221626409e-16,2.5137989419561338e-15,1.963201302064682e-16,80,1.9132682812910977,PASS_NUMERICAL
12,822,5,9,10,1.1102230246251565e-15,2.6077307293601058e-15,3.167958942394543e-16,78,1.8158196969286728,PASS_NUMERICAL
12,823,5,9,10,8.951173136040325e-16,2.5061264869364794e-15,5.758600730903258e-16,77,1.7601894231140296,PASS_NUMERICAL
12,824,5,9,10,1.1102230246251565e-15,2.3748195822099984e-15,4.764266844696776e-16,75,1.4143536516397712,PASS_NUMERICAL
12,825,5,9,10,1.6653345369377348e-15,4.233142364141975e-15,6.421572108879279e-16,78,1.859942710967976,PASS_NUMERICAL
12,826,5,9,10,9.992007221626409e-16,2.3649271366834616e-15,6.903529179643462e-17,83,1.8691502628203194,PASS_NUMERICAL
12,827,5,9,10,1.394717674685353e-15,3.165773494288567e-15,4.197606480668011e-16,82,1.792025268590449,PASS_NUMERICAL
12,828,5,9,10,6.800116025829084e-16,2.0125132814487733e-15,3.269472434159614e-16,80,1.6058614703009746,PASS_NUMERICAL
12,829,5,9,10,1.0547118733938987e-15,2.945476039733683e-15,2.897473226008334e-16,80,1.5430304341328833,PASS_NUMERICAL
12,830,5,9,10,1.2212453270876722e-15,3.1558277309321708e-15,4.140227346383872e-16,77,1.9731621028727426,PASS_NUMERICAL
12,831,5,9,10,1.1310397063368782e-15,2.4781408355725437e-15,7.179877250005771e-16,83,1.8314140900531979,PASS_NUMERICAL
12,832,5,10,9,1.5543122344752192e-15,3.653961140271313e-15,7.465758861032592e-16,83,2.0456775783101384,PASS_NUMERICAL
12,833,5,10,9,1.3877787807814457e-15,3.1559169565803278e-15,6.545149605572128e-16,82,2.055600701991006,PASS_NUMERICAL
12,834,5,10,9,1.4432899320127035e-15,3.7830357372970565e-15,6.114685244869617e-16,77,1.8599427109679738,PASS_NUMERICAL
12,835,5,10,9,1.4988010832439613e-15,3.637448620798921e-15,7.323721076258559e-16,77,1.8930239320880689,PASS_NUMERICAL
12,836,5,10,9,1.304512053934559e-15,3.2130045049949287e-15,1.0350481441350837e-15,82,1.9882893210651893,PASS_NUMERICAL
12,837,5,10,9,1.5543122344752192e-15,3.4581211967489536e-15,8.402525252571269e-16,81,1.814932586184093,PASS_NUMERICAL
12,838,5,10,9,1.3322676295501878e-15,3.5175906545483352e-15,4.878486390195945e-16,79,1.845212910601774,PASS_NUMERICAL
12,839,5,10,9,9.08995101411847e-16,2.24526111165784e-15,2.299080963008899e-16,75,1.4141095190484747,PASS_NUMERICAL
12,840,5,10,9,1.4432899320127035e-15,3.429499770103874e-15,1.0612041460851606e-15,81,1.9291460529899693,PASS_NUMERICAL
12,841,5,10,9,1.0824674490095276e-15,2.9048841674705917e-15,7.769595122241082e-16,81,1.9991752787071633,PASS_NUMERICAL
12,842,5,10,9,1.3227266504323154e-15,3.622542017276408e-15,7.191444773732763e-16,81,1.8977226147852253,PASS_NUMERICAL
12,843,5,10,9,2.3314683517128287e-15,4.578832742730362e-15,9.177229021158487e-16,79,1.9714976455599067,PASS_NUMERICAL
12,844,5,10,9,1.186550857568136e-15,2.977894624285256e-15,6.887525448403793e-16,79,1.993986283870006,PASS_NUMERICAL
12,845,5,10,9,1.4988010832439613e-15,3.0812093228481077e-15,5.538748362310542e-16,80,1.828371007049705,PASS_NUMERICAL
12,846,5,10,9,1.2212453270876722e-15,3.211590032548406e-15,5.647549455040829e-16,79,1.6391787506196693,PASS_NUMERICAL
12,847,5,10,9,1.3877787807814457e-15,3.1178228538736953e-15,1.4004362710219997e-15,78,1.954000718673071,PASS_NUMERICAL
12,848,5,10,9,1.2212453270876722e-15,3.1682665920351668e-15,1.2295196113111986e-15,82,1.9891119653242413,PASS_NUMERICAL
12,849,5,10,9,1.2559397966072083e-15,3.1882703681926356e-15,7.374707670377915e-16,82,1.8012651999435365,PASS_NUMERICAL
12,850,5,10,9,1.0269562977782698e-15,2.7379805733885657e-15,5.668103037176128e-16,79,1.797982670831741,PASS_NUMERICAL
12,851,5,10,9,2.220446049250313e-15,3.5342663740745273e-15,6.803418603241568e-16,83,1.8314140900531988,PASS_NUMERICAL
12,852,5,10,9,1.4710455076283324e-15,3.152207490156818e-15,3.388848154558189e-16,80,1.485280265501208,PASS_NUMERICAL
12,853,5,10,9,1.366962099069724e-15,3.3517779204566694e-15,4.385826100237297e-16,78,1.5247721029468795,PASS_NUMERICAL
12,854,5,10,9,1.4432899320127035e-15,3.110099679340232e-15,5.410614789624032e-16,83,1.8751546580548655,PASS_NUMERICAL
12,855,5,10,9,1.366962099069724e-15,3.437259750281178e-15,5.517514146006167e-16,83,1.9140812131039886,PASS_NUMERICAL
12,856,5,10,9,1.1102230246251565e-15,2.787246832590995e-15,8.580461646310203e-16,82,1.7920252685904514,PASS_NUMERICAL
12,857,5,10,9,1.5543122344752192e-15,3.534138312855292e-15,5.615996173466156e-16,80,2.052759422389572,PASS_NUMERICAL
12,858,5,10,9,7.424616477180734e-16,2.144672517737158e-15,2.631363648006625e-16,77,1.5892227131208383,PASS_NUMERICAL
12,859,5,10,9,1.3322676295501878e-15,3.4814997790138177e-15,6.501134808724101e-16,77,1.9731621028727275,PASS_NUMERICAL
12,860,5,10,9,1.2212453270876722e-15,3.275184974080284e-15,6.152833935073667e-16,82,1.9844084965466575,PASS_NUMERICAL
12,861,5,10,9,1.5543122344752192e-15,2.7959418432052743e-15,1.1164240829058742e-15,77,1.9572303195401102,PASS_NUMERICAL
12,862,5,10,9,2.185751579730777e-15,3.5840974415382406e-15,2.070838585356877e-16,75,1.8797104098821924,PASS_NUMERICAL
12,863,5,10,9,1.0824674490095276e-15,2.6824412507294763e-15,6.943419441427454e-16,76,1.5066598051169318,PASS_NUMERICAL
12,864,5,10,9,1.1657341758564144e-15,3.059977733945732e-15,8.482437189747123e-16,80,1.5430304341328855,PASS_NUMERICAL
12,865,5,10,9,1.1657341758564144e-15,2.9920994499778625e-15,2.8596411050951837e-16,73,1.4944049020056807,PASS_NUMERICAL
12,866,5,10,9,1.3322676295501878e-15,3.277096336566522e-15,8.582891694142465e-16,80,1.9538008048612012,PASS_NUMERICAL
12,867,5,10,9,1.2906342661267445e-15,2.770091975909852e-15,3.5943043431470763e-16,75,1.633437077424076,PASS_NUMERICAL
12,868,5,10,9,9.992007221626409e-16,2.7648612452283455e-15,6.562851274785152e-16,77,1.8966854852627397,PASS_NUMERICAL
12,869,5,10,9,1.1310397063368782e-15,2.9382758630868893e-15,5.173643942623846e-16,77,1.476668742650185,PASS_NUMERICAL
12,870,5,10,9,1.3322676295501878e-15,3.008469717616469e-15,5.083154666759072e-16,78,1.8158196969286733,PASS_NUMERICAL
12,871,5,10,9,1.2663481374630692e-15,2.9434343724265643e-15,1.8884159424646398e-16,78,1.4896799222222314,PASS_NUMERICAL
12,872,5,10,9,1.349614864309956e-15,3.0602203604402512e-15,9.10150412514769e-16,82,1.9335936672549232,PASS_NUMERICAL
12,873,5,10,9,1.779826286352204e-15,3.1255159155892115e-15,4.999473261747262e-16,84,1.4401758809642338,PASS_NUMERICAL
12,874,5,10,9,1.5265566588595902e-15,3.635538412914653e-15,1.0209882655435167e-15,80,1.9107089106319828,PASS_NUMERICAL
12,875,5,10,9,1.3357370765021415e-15,3.03871085288949e-15,3.737183851893883e-16,81,2.053006322339718,PASS_NUMERICAL
12,876,5,10,9,1.2108369862318114e-15,3.3632059605207397e-15,6.122555035957565e-16,75,1.6647855157371692,PASS_NUMERICAL
12,877,5,10,9,1.1102230246251565e-15,2.699095679495678e-15,5.215675990499791e-16,78,1.6248367537224682,PASS_NUMERICAL
12,878,5,10,9,1.5543122344752192e-15,3.82592059177114e-15,3.904514354244316e-16,80,1.9132682812910988,PASS_NUMERICAL
12,879,5,10,9,8.881784197001252e-16,2.6596868270403878e-15,5.249180959367953e-16,75,1.7921382959223149,PASS_NUMERICAL
