transition_id,path_id,fiber_row_id,from_step_index,to_step_index,from_component_id,to_component_id,from_raw_row_id,to_raw_row_id,from_target_addr,to_source0_addr,to_source1_addr,left_margin,right_margin,zeta_left_flag,zeta_right_flag,zeta_both_flag,exact_left_flag,exact_right_flag,long_tens_gap_flag
1016,150,150,4,5,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1017,150,150,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1018,150,150,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1019,150,150,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1020,150,150,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1021,150,150,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1022,150,150,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1023,151,151,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1024,151,151,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1025,151,151,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1026,151,151,3,4,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1027,151,151,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1028,151,151,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1029,151,151,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1030,151,151,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1031,151,151,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1032,151,151,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1033,151,151,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1034,152,152,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1035,152,152,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1036,152,152,2,3,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1037,152,152,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1038,152,152,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1039,152,152,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1040,152,152,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1041,152,152,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1042,152,152,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1043,152,152,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1044,152,152,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1045,153,153,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1046,153,153,1,2,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1047,153,153,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1048,153,153,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1049,153,153,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1050,153,153,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1051,153,153,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1052,153,153,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1053,153,153,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1054,153,153,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1055,153,153,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1056,154,154,0,1,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1057,154,154,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1058,154,154,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1059,154,154,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1060,154,154,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1061,154,154,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1062,154,154,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1063,154,154,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1064,154,154,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1065,154,154,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1066,154,154,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1067,155,155,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1068,155,155,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1069,155,155,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1070,155,155,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1071,155,155,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1072,155,155,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1073,155,155,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1074,155,155,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1075,155,155,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1076,155,155,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1077,155,155,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1078,156,156,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1079,156,156,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1080,156,156,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1081,156,156,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1082,156,156,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1083,156,156,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1084,156,156,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1085,156,156,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1086,156,156,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1087,156,156,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1088,156,156,10,11,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1089,157,157,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1090,157,157,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1091,157,157,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1092,157,157,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1093,157,157,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1094,157,157,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1095,157,157,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1096,157,157,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1097,157,157,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1098,157,157,9,10,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1099,157,157,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1100,158,158,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1101,158,158,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1102,158,158,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1103,158,158,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1104,158,158,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1105,158,158,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1106,158,158,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1107,158,158,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1108,158,158,8,9,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1109,158,158,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1110,158,158,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1111,159,159,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1112,159,159,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1113,159,159,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1114,159,159,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1115,159,159,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1116,159,159,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1117,159,159,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1118,159,159,7,8,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1119,159,159,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1120,159,159,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1121,159,159,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1122,160,160,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1123,160,160,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1124,160,160,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1125,160,160,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1126,160,160,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1127,160,160,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1128,160,160,6,7,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1129,160,160,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1130,160,160,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1131,160,160,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1132,160,160,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1133,161,161,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1134,161,161,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1135,161,161,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1136,161,161,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1137,161,161,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1138,161,161,5,6,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1139,161,161,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1140,161,161,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1141,161,161,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1142,161,161,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1143,161,161,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1144,162,162,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1145,162,162,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1146,162,162,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1147,162,162,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1148,162,162,4,5,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1149,162,162,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1150,162,162,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1151,162,162,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1152,162,162,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1153,162,162,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1154,162,162,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1155,163,163,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1156,163,163,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1157,163,163,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1158,163,163,3,4,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1159,163,163,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1160,163,163,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1161,163,163,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1162,163,163,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1163,163,163,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1164,163,163,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1165,163,163,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1166,164,164,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1167,164,164,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1168,164,164,2,3,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1169,164,164,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1170,164,164,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1171,164,164,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1172,164,164,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1173,164,164,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1174,164,164,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1175,164,164,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1176,164,164,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1177,165,165,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1178,165,165,1,2,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1179,165,165,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1180,165,165,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1181,165,165,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1182,165,165,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1183,165,165,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1184,165,165,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1185,165,165,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1186,165,165,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1187,165,165,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1188,166,166,0,1,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
1189,166,166,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1190,166,166,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1191,166,166,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1192,166,166,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1193,166,166,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1194,166,166,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1195,166,166,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1196,166,166,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1197,166,166,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1198,166,166,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1199,167,167,0,1,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1200,167,167,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1201,167,167,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1202,167,167,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1203,167,167,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1204,167,167,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1205,167,167,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1206,167,167,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1207,167,167,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1208,167,167,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1209,167,167,10,11,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
1210,168,168,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1211,168,168,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1212,168,168,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1213,168,168,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1214,168,168,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1215,168,168,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1216,168,168,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1217,168,168,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1218,168,168,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1219,168,168,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1220,168,168,10,11,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1221,168,168,11,12,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1222,169,169,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1223,169,169,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1224,169,169,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1225,169,169,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1226,169,169,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1227,169,169,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1228,169,169,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1229,169,169,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1230,169,169,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1231,169,169,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1232,169,169,10,11,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1233,169,169,11,12,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1234,170,170,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1235,170,170,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1236,170,170,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1237,170,170,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1238,170,170,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1239,170,170,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1240,170,170,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1241,170,170,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1242,170,170,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1243,170,170,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1244,170,170,10,11,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1245,170,170,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1246,171,171,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1247,171,171,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1248,171,171,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1249,171,171,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1250,171,171,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1251,171,171,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1252,171,171,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1253,171,171,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1254,171,171,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1255,171,171,9,10,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1256,171,171,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1257,171,171,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1258,172,172,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1259,172,172,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1260,172,172,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1261,172,172,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1262,172,172,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1263,172,172,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1264,172,172,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1265,172,172,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1266,172,172,8,9,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1267,172,172,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1268,172,172,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1269,172,172,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1270,173,173,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1271,173,173,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1272,173,173,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1273,173,173,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1274,173,173,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1275,173,173,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1276,173,173,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1277,173,173,7,8,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1278,173,173,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1279,173,173,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1280,173,173,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1281,173,173,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1282,174,174,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1283,174,174,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1284,174,174,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1285,174,174,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1286,174,174,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1287,174,174,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1288,174,174,6,7,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1289,174,174,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1290,174,174,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1291,174,174,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1292,174,174,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1293,174,174,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1294,175,175,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1295,175,175,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1296,175,175,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1297,175,175,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1298,175,175,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1299,175,175,5,6,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1300,175,175,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1301,175,175,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1302,175,175,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1303,175,175,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1304,175,175,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1305,175,175,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1306,176,176,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1307,176,176,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1308,176,176,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1309,176,176,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1310,176,176,4,5,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1311,176,176,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1312,176,176,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1313,176,176,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1314,176,176,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1315,176,176,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1316,176,176,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1317,176,176,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1318,177,177,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1319,177,177,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1320,177,177,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1321,177,177,3,4,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1322,177,177,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1323,177,177,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1324,177,177,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1325,177,177,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1326,177,177,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1327,177,177,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1328,177,177,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1329,177,177,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1330,178,178,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1331,178,178,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1332,178,178,2,3,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1333,178,178,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1334,178,178,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1335,178,178,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1336,178,178,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1337,178,178,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1338,178,178,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1339,178,178,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1340,178,178,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1341,178,178,11,12,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1342,179,179,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1343,179,179,1,2,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1344,179,179,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
