transition_id,path_id,fiber_row_id,from_step_index,to_step_index,from_component_id,to_component_id,from_raw_row_id,to_raw_row_id,from_target_addr,to_source0_addr,to_source1_addr,left_margin,right_margin,zeta_left_flag,zeta_right_flag,zeta_both_flag,exact_left_flag,exact_right_flag,long_tens_gap_flag
681,117,117,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
682,117,117,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
683,117,117,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
684,117,117,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
685,117,117,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
686,117,117,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
687,118,118,0,1,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
688,118,118,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
689,118,118,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
690,118,118,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
691,118,118,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
692,118,118,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
693,118,118,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
694,118,118,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
695,118,118,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
696,119,119,0,1,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
697,119,119,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
698,119,119,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
699,119,119,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
700,119,119,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
701,119,119,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
702,119,119,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
703,119,119,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
704,119,119,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
705,120,120,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
706,120,120,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
707,120,120,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
708,120,120,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
709,120,120,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
710,120,120,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
711,120,120,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
712,120,120,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
713,120,120,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
714,120,120,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
715,121,121,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
716,121,121,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
717,121,121,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
718,121,121,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
719,121,121,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
720,121,121,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
721,121,121,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
722,121,121,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
723,121,121,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
724,121,121,9,10,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
725,122,122,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
726,122,122,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
727,122,122,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
728,122,122,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
729,122,122,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
730,122,122,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
731,122,122,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
732,122,122,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
733,122,122,8,9,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
734,122,122,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
735,123,123,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
736,123,123,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
737,123,123,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
738,123,123,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
739,123,123,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
740,123,123,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
741,123,123,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
742,123,123,7,8,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
743,123,123,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
744,123,123,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
745,124,124,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
746,124,124,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
747,124,124,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
748,124,124,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
749,124,124,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
750,124,124,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
751,124,124,6,7,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
752,124,124,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
753,124,124,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
754,124,124,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
755,125,125,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
756,125,125,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
757,125,125,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
758,125,125,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
759,125,125,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
760,125,125,5,6,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
761,125,125,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
762,125,125,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
763,125,125,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
764,125,125,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
765,126,126,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
766,126,126,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
767,126,126,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
768,126,126,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
769,126,126,4,5,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
770,126,126,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
771,126,126,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
772,126,126,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
773,126,126,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
774,126,126,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
775,127,127,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
776,127,127,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
777,127,127,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
778,127,127,3,4,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
779,127,127,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
780,127,127,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
781,127,127,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
782,127,127,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
783,127,127,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
784,127,127,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
785,128,128,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
786,128,128,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
787,128,128,2,3,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
788,128,128,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
789,128,128,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
790,128,128,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
791,128,128,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
792,128,128,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
793,128,128,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
794,128,128,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
795,129,129,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
796,129,129,1,2,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
797,129,129,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
798,129,129,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
799,129,129,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
800,129,129,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
801,129,129,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
802,129,129,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
803,129,129,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
804,129,129,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
805,130,130,0,1,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
806,130,130,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
807,130,130,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
808,130,130,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
809,130,130,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
810,130,130,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
811,130,130,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
812,130,130,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
813,130,130,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
814,130,130,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
815,131,131,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
816,131,131,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
817,131,131,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
818,131,131,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
819,131,131,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
820,131,131,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
821,131,131,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
822,131,131,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
823,131,131,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
824,131,131,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
825,132,132,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
826,132,132,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
827,132,132,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
828,132,132,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
829,132,132,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
830,132,132,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
831,132,132,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
832,132,132,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
833,132,132,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
834,132,132,9,10,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
835,133,133,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
836,133,133,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
837,133,133,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
838,133,133,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
839,133,133,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
840,133,133,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
841,133,133,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
842,133,133,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
843,133,133,8,9,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
844,133,133,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
845,134,134,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
846,134,134,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
847,134,134,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
848,134,134,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
849,134,134,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
850,134,134,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
851,134,134,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
852,134,134,7,8,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
853,134,134,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
854,134,134,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
855,135,135,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
856,135,135,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
857,135,135,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
858,135,135,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
859,135,135,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
860,135,135,5,6,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
861,135,135,6,7,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
862,135,135,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
863,135,135,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
864,135,135,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
865,136,136,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
866,136,136,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
867,136,136,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
868,136,136,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
869,136,136,4,5,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
870,136,136,5,6,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
871,136,136,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
872,136,136,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
873,136,136,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
874,136,136,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
875,137,137,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
876,137,137,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
877,137,137,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
878,137,137,3,4,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
879,137,137,4,5,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
880,137,137,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
881,137,137,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
882,137,137,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
883,137,137,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
884,137,137,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
885,138,138,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
886,138,138,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
887,138,138,2,3,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
888,138,138,3,4,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
889,138,138,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
890,138,138,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
891,138,138,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
892,138,138,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
893,138,138,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
894,138,138,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
895,139,139,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
896,139,139,1,2,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
897,139,139,2,3,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
898,139,139,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
899,139,139,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
900,139,139,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
901,139,139,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
902,139,139,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
903,139,139,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
904,139,139,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
905,140,140,0,1,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
906,140,140,1,2,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
907,140,140,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
908,140,140,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
909,140,140,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
910,140,140,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
911,140,140,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
912,140,140,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
913,140,140,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
914,140,140,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
915,141,141,0,1,1,2,0,206848,0,171,291,171,291,1,1,1,0,0,1
916,141,141,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
917,141,141,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
918,141,141,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
919,141,141,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
920,141,141,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
921,141,141,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
922,141,141,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
923,141,141,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
924,141,141,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
925,142,142,0,1,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
926,142,142,1,2,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
927,142,142,2,3,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
928,142,142,3,4,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
929,142,142,4,5,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
930,142,142,5,6,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
931,142,142,6,7,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
932,142,142,7,8,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
933,142,142,8,9,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
934,142,142,9,10,2,2,206848,206848,139,171,291,32,152,1,1,1,0,0,1
935,143,143,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
936,143,143,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
937,143,143,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
938,143,143,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
939,143,143,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
940,143,143,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
941,143,143,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
942,143,143,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
943,143,143,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
944,143,143,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
945,143,143,10,11,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
946,144,144,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
947,144,144,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
948,144,144,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
949,144,144,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
950,144,144,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
951,144,144,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
952,144,144,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
953,144,144,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
954,144,144,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
955,144,144,9,10,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
956,144,144,10,11,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
957,145,145,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
958,145,145,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
959,145,145,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
960,145,145,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
961,145,145,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
962,145,145,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
963,145,145,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
964,145,145,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
965,145,145,8,9,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
966,145,145,9,10,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
967,145,145,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
968,146,146,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
969,146,146,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
970,146,146,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
971,146,146,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
972,146,146,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
973,146,146,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
974,146,146,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
975,146,146,7,8,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
976,146,146,8,9,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
977,146,146,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
978,146,146,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
979,147,147,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
980,147,147,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
981,147,147,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
982,147,147,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
983,147,147,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
984,147,147,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
985,147,147,6,7,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
986,147,147,7,8,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
987,147,147,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
988,147,147,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
989,147,147,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
990,148,148,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
991,148,148,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
992,148,148,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
993,148,148,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
994,148,148,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
995,148,148,5,6,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
996,148,148,6,7,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
997,148,148,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
998,148,148,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
999,148,148,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1000,148,148,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1001,149,149,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1002,149,149,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1003,149,149,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1004,149,149,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1005,149,149,4,5,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1006,149,149,5,6,0,1,41694,0,45,53,291,8,246,1,1,1,0,0,1
1007,149,149,6,7,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1008,149,149,7,8,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1009,149,149,8,9,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1010,149,149,9,10,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1011,149,149,10,11,1,1,0,0,0,53,291,53,291,1,1,1,0,0,1
1012,150,150,0,1,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1013,150,150,1,2,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1014,150,150,2,3,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
1015,150,150,3,4,0,0,41694,41694,45,114,753,69,708,1,1,1,0,0,1
