observable_id,observable_code,value
0,0,6
1,1,6
2,2,36
3,3,35
4,4,1
5,5,20
6,6,19
7,7,1
8,8,20
9,9,642
10,10,642
11,11,20
12,12,100
13,13,1
14,14,1
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,5
22,22,1
