observable_id,observable_code,value_x1e12,aux_id
0,0,19500000000000000,-1
1,1,19500000000000000,-1
2,2,1726000000000000,-1
3,3,1094000000000000,-1
4,4,652000000000000,-1
5,5,240000000000000,-1
6,6,11000000000000,-1
7,7,6000000000000,-1
8,8,6000000000000,-1
9,9,1000000000000,-1
10,10,5000000000000,-1
11,11,1000000000000,-1
12,12,1000000000000,-1
13,13,13000000000000,-1
14,14,223000000000000,-1
15,15,240000000000000,-1
16,16,24000000000000,-1
17,17,2000000000000,-1
