splice_witness_id,normalized_tail_template_id,tail_entry_carrier_id,selected_splice_path_count,rank104_original_path_count,tail_carrier_0_id,tail_carrier_1_id,tail_carrier_2_id,tail_carrier_3_id,tail_carrier_4_id,tail_carrier_5_id,tail_cell_edge_0_id,tail_cell_edge_1_id,tail_cell_edge_2_id,tail_cell_edge_3_id,tail_cell_edge_4_id,tail_selected_atom_0_id,tail_selected_atom_1_id,tail_selected_atom_2_id,tail_selected_atom_3_id,tail_selected_atom_4_id
2,0,9,4,4,9,10,3,8,13,12,34,12,11,33,43,19,7,4,12,19
2,1,9,4,4,9,10,11,8,13,12,34,38,31,33,43,19,7,4,12,19
2,2,9,4,4,9,11,3,8,13,12,35,13,11,33,43,19,7,4,12,19
2,3,10,4,4,10,11,3,8,13,12,38,13,11,33,43,19,7,4,12,19
2,4,11,4,4,11,10,3,8,13,12,38,12,11,33,43,19,7,4,12,19
2,5,11,4,4,11,10,11,8,13,12,38,38,31,33,43,19,7,4,12,19
