shell,sample,kind,ratio,eig_radius,sv_norm,p_min,p_max,x_cv
12,29,start,1.6914401059484931e-09,0.9076746004705452,0.9504312109891088,0.021233921535056075,0.975737284033314,2.187102038161547
12,30,start,8.931452320530806e-13,0.9338334555710416,0.998471653242986,0.010607805949413468,0.9887604759462572,3.0395554422667788
12,31,start,5.857634700544295e-09,1.1403902682826672,1.176759343420245,0.026189013247281023,0.976610150310948,1.9643368438905098
12,32,start,5.434769359635065e-08,0.6480479401574224,0.7128543959997916,0.035159165631113466,0.9676737936602767,2.0172252689309147
12,33,start,1.8223806344802083e-07,1.234221672206394,1.3116126475908454,0.0006224741627539398,0.9559428411746176,1.597335457681113
12,34,start,2.565625522898803e-05,1.3641097325368938,1.4577555544810439,0.03879338415898444,0.9366372123023243,1.2133150650394318
12,35,start,8.536235141197644e-08,1.3494526837469727,1.4114991934382428,0.009635896436872493,0.9667566105009942,1.523549224041723
12,36,start,3.22069589219721e-15,1.844757724013385,1.9463795135804376,0.0008863579811873468,0.999507377388783,3.077178711258338
12,37,start,5.815050450219561e-22,1.4049616684446045,1.553158621176227,0.008948645906240092,0.9993366746201925,3.91364419907895
12,38,start,1.28340719778574e-25,1.4990409318267022,1.5961178702502046,0.009046654132415202,0.9991505633636687,4.521237495271833
12,39,start,1.2789431523979572e-09,1.5713938736449133,1.7919962983479254,0.0003334722480567081,0.98826561612421,1.8809538860082395
12,40,start,4.184749867104553e-16,1.7930277097008,2.1024196351496154,0.006408207120795247,0.9983374356711413,3.1963830360915035
12,41,start,0.7399052764088574,0.2647058823529418,0.26470588235294157,0.49275362318840576,0.6666666666666665,0.1918332609325088
12,42,start,0.0003035284968180972,0.27049180327868555,0.27049180327868516,0.48221343873518474,0.9090909090909095,1.3079540518125599
12,43,start,9.518586178669132e-15,0.27248201438849234,0.27248201438849134,0.47869134739560715,0.9900990099009943,3.860059518763896
12,44,start,0.5869746086956539,0.2685714285714288,0.2685714285714285,0.4854368932038834,0.6601941747572816,0.2551249838734923
12,45,start,4.688642511082135e-05,0.28069374714742273,0.2806937471474224,0.4633604737231675,0.903034789045165,1.4214106244380287
12,46,start,7.24892635586875e-15,0.28515073568388105,0.285150735683881,0.45552481518711946,0.9892270329416084,2.9580707589656265
12,47,start,0.4315960773287663,0.27651006711409454,0.27651006711409454,0.4706253948199621,0.6468730259001896,0.3194382824999699
12,48,start,2.6383497094658277e-05,0.30958087899930903,0.30958087899930825,0.4223060057783373,0.8884699711083246,1.3416407864998738
12,49,start,2.284394141899928e-13,0.33012839893174944,0.33012839893174917,0.4026137543639256,0.986931228180405,2.1082926644998015
12,50,start,0.34842051630434867,0.29463121716114204,0.2946312171611423,0.4404094564952474,0.6189199540405975,0.3535533905932738
12,51,start,0.00020254979284121532,0.7951617868196668,0.7951617868196666,0.2846718164390936,0.8492655437672396,1.0606601717798212
12,52,start,6.6204518954232916e-09,1.8394003629070637,1.8394003629070625,0.05467996888154063,0.9805174564241738,1.3726190458327097
12,53,start,0.3811442484472051,0.30835481055277547,0.3083553990201328,0.41038948035910955,0.5896105196408904,0.33333333333333337
12,54,start,0.0030629094862585807,0.5838030222839556,0.6074304824509802,0.2364137846047593,0.7635862153952331,0.8181818181818182
12,55,start,1.1182854570928508e-05,1.197413838331472,1.3251033417236582,0.028562579864957513,0.9714374201350449,0.9801980198019802
12,56,start,0.4894137293493182,0.3225216994061221,0.3225216994061219,0.38108004595940237,0.5595905435047525,0.28284271247461906
12,57,start,0.03459047209759019,0.4967686594903528,0.5370321337763155,0.15073445623275414,0.7153281835609004,0.6060915267313264
12,58,start,0.010353769123202612,1.597462887801555,1.5974628878015547,0.01948254357582822,0.9453200311184812,0.6965529486315243
12,59,start,0.9073836934316903,0.342857142857143,0.3428571428571428,0.33333333333333326,0.5072463768115942,0.10203896858112169
12,60,start,0.70815842729726,0.4580152671755759,0.45801526717557584,0.09090909090908877,0.5177865612648274,0.18685057883036565
12,61,start,0.6518992522436391,0.49545829892651344,0.4954582989265132,0.009900990099009726,0.521308652604388,0.20633955706560594
16,0,start,1.0,0.17391304347826106,0.17391304347826095,0.6666666666666666,0.6666666666666666,0.0
16,1,start,0.4558094584967216,0.22918490374740516,0.22918494150256702,0.5613803578059747,0.7785528811411615,0.24834299779159555
16,2,start,0.5453982916802605,0.23713406038881865,0.23713451394254004,0.5429795333698122,0.7671044566881674,0.21581661682342576
16,3,start,0.5191457915501848,0.2382157228987076,0.23821599880061273,0.5419830604977103,0.7605974918666849,0.22371845835972687
16,4,start,0.4592232071679587,0.25448001789972574,0.2544800440822645,0.5142155436782846,0.7657956301920352,0.24253608007573857
16,5,start,0.5061869704910553,0.2759301692737853,0.2759322775737589,0.4653060547104823,0.7435804053819942,0.22320854255821013
16,6,start,0.33408044561559413,0.23706170805520674,0.23706232943995778,0.5437390161458525,0.8171865336918965,0.29927557227668217
16,7,start,0.5520002955087229,0.25112897721454736,0.25112959388709705,0.5149388314581336,0.7349159033606008,0.21135910914130646
16,8,start,0.42768941349363704,0.2357179425146658,0.23571856869507152,0.5463501500389366,0.767093563969404,0.2568130369089228
16,9,start,0.004647456476777765,0.3038252634198111,0.303912734373973,0.414661757094389,0.8958926890812247,0.6952865284123858
16,10,start,0.15216168128321025,0.2860481951593072,0.2860541700378003,0.4469416886664272,0.7988454357770326,0.38361694692126413
16,11,start,0.020825246816769977,0.2837260866026326,0.28373771553101074,0.4517833788910546,0.8812050140897817,0.5875950188367105
16,12,start,0.164214077323355,0.27750075454248047,0.2775035629360468,0.4654781613206643,0.8043793066724494,0.37249402386925584
16,13,start,0.11927977266489392,0.2601684789069654,0.26016908161848423,0.5022749882789123,0.8610418448333603,0.42929330539557536
16,14,start,0.11361436260266629,0.29691564061428355,0.29692952284745927,0.4244214674879097,0.8316617101802226,0.42035523075180653
16,15,start,0.08741235377418285,0.319743248851313,0.3197647000826314,0.3780245252411094,0.8474748774377865,0.4447994659421052
16,16,start,0.00125668020079543,0.2847877291696975,0.2848010143698736,0.45286231406195543,0.9243908598913735,0.8386815011879664
16,17,start,1.1139027807666813e-08,0.6426186726800218,0.6533416514556222,0.29410558918131574,0.9708769894908591,1.5059630387027507
16,18,start,1.5865137095558515e-11,1.0890435668187464,1.1047200508755308,0.2519054773171786,0.9897424036102866,2.101555968681581
16,19,start,0.0004073089988200724,0.48728576184300276,0.49342108614175934,0.15662457026361315,0.9134673053123267,0.8402737871011405
16,20,start,0.006852937390327908,0.43632067545272657,0.44588958090463543,0.16268735318294308,0.8875644160597103,0.6204321693449512
16,21,start,0.0023030736863080153,0.485090171440917,0.49557040998231133,0.11616667305499628,0.9012816891296083,0.7066467726382547
16,22,start,3.155241094273201e-06,0.3633592999617027,0.36654770815436993,0.34623087643794004,0.9596912328022269,1.240138796693033
16,23,start,8.532538582331813e-05,0.3608094695692761,0.36221757338557914,0.325042524013565,0.9254817864062416,0.9420437448051213
16,24,start,0.00017415717098498906,0.451773219435631,0.4601064104089673,0.11748786843863344,0.9073339137726584,0.83960491675486
16,25,start,1.2341650088221012e-14,1.7429006338419608,1.8516815290162707,0.05496784226251851,0.999172763316881,1.7131230333235483
16,26,start,4.3252679801640126e-15,0.5828183135166325,0.5987980559330753,0.21239080815868464,0.9917316249760022,2.512742885381148
16,27,start,1.658063354968048e-12,1.0832880334207036,1.1039747071073058,0.21626025923798833,0.9906846844030729,1.8273095196049383
16,28,start,1.163106341813193e-12,1.0882304267564418,1.1316298343914561,0.14195966191065723,0.9856663746363808,1.7489165815229268
16,29,start,6.269211169990921e-08,0.6254828845545295,0.8329230903331757,0.08139969836355106,0.9448498556643802,1.3355539092426834
16,30,start,3.7021915721778e-10,0.6247874750439024,0.6489442528753869,0.1585447305063497,0.9737601152749359,1.479567084225876
16,31,start,6.213014569846564e-08,0.9054678627118827,0.9631314914049885,0.12471841353694382,0.9801511530332409,1.0872309920887777
16,32,start,3.361342366431098e-13,1.2921426278217043,1.330587902646781,0.13565426950376092,0.9903417784111493,1.8533327106863322
16,33,start,1.68221532761769e-20,1.7506069174243453,2.0203332396025173,0.02764957034210586,0.999419286517349,2.706447091422673
16,34,start,2.674462343557883e-17,1.4851269788420742,1.692512688481609,0.0022598850170729005,0.9954894430204569,2.2862901808424003
16,35,start,1.3879230973969217e-13,1.514789953380572,1.6749406142014749,0.0166839013752452,0.9958990044222518,1.8491918510698602
16,36,start,1.050001510481476e-44,1.5637932176274147,1.733915025778136,0.0692863211013416,0.9992953924878802,4.702857899939226
16,37,start,1.0022404634026084e-39,1.4003733576949928,1.441071150767245,0.1178844708335951,0.9998825002401389,3.861168440000918
16,38,start,8.078070435800551e-29,1.9767445820356366,2.416777180752202,0.003652026889698976,0.9999847155555005,3.7487026107550765
16,39,start,3.9206143014894215e-35,1.1323119153274113,1.1826212727403886,0.04691997682919932,0.9998956910923859,4.599795600108749
16,40,start,6.208915097166733e-33,1.548076989610001,1.5887472144527817,0.06507401533080044,0.9998843476212577,4.260163607976073
16,41,start,0.6495739052149083,0.17703349282296657,0.17703349282296652,0.6608695652173913,0.8,0.1918332609325088
16,42,start,1.4707778548970591e-05,0.1806674338319903,0.18066743383199005,0.654244306418222,0.952380952380954,1.3079540518125599
16,43,start,7.240739006116001e-20,0.1816976127320966,0.18169761273209636,0.6523902227990471,0.9950248756218906,3.860059518763896
16,44,start,0.464412790724639,0.18023255813953495,0.18023255813953487,0.6549262256068539,0.7958115183246074,0.2551249838734923
16,45,start,8.996422606811968e-07,0.18792633015006935,0.18792633015006913,0.6409268519277505,0.9498046287947125,1.4214106244380287
16,46,start,1.872925100836201e-20,0.19020590794216516,0.19020590794216463,0.6368454554149467,0.9946999904355772,2.9580707589656265
16,47,start,0.29472032907352236,0.18729641693811086,0.1872964169381109,0.642595499738357,0.7870225013082156,0.31943828249996997
16,48,start,2.4633493284394017e-07,0.21446874714011271,0.2144687471401124,0.6112468040215355,0.9437659798923147,1.3416407864998738
16,49,start,2.936392872473115e-19,0.22876805353001248,0.22876805353001198,0.6012190711277168,0.9939046443614389,2.1082926644998015
16,50,start,0.20973320158102804,0.2033824624953929,0.2033825557135459,0.6160188457008245,0.7676678445229682,0.3535533905932738
16,51,start,1.8554668676158764e-06,0.35889276754045757,0.35891574959040395,0.524318029383211,0.9255366466311454,1.0606601717798212
16,52,start,1.2068008227357014e-14,0.5392908590471499,0.5392921265692918,0.4701530473523569,0.9910036375253752,1.3726190458327097
16,53,start,0.23375370118577085,0.2173986167085184,0.21739928945260137,0.5875886524822695,0.7457446808510638,0.33333333333333337
16,54,start,6.252485951956026e-05,0.37405862569427223,0.3768699859569612,0.46000744659207077,0.8733258867412592,0.8181818181818181
16,55,start,3.6619723731818254e-09,1.9402955948437137,2.277355335525315,0.039946810779298014,0.9987623552565117,0.9801980198019802
16,56,start,0.33543522539765225,0.23345920443473292,0.23346010004387838,0.5567816091954023,0.7218390804597701,0.282842712474619
16,57,start,0.002848676218035182,0.5604989825618593,0.5800716704382846,0.34487827874365284,0.8645515094752454,0.6060915267313264
16,58,start,1.4626120920524038e-05,1.1988462366670227,1.3282574355147851,0.26000336077672564,0.9808271562749594,0.6965529486315244
16,59,start,0.8594389197123834,0.2580645161290323,0.25806451612903225,0.5,0.6739130434782609,0.1020389685811217
16,60,start,0.5602952951482213,0.42105263157894857,0.42105263157894846,0.16666666666666816,0.688405797101445,0.18685057883036568
16,61,start,0.4778934264558618,0.4907975460122724,0.49079754601227243,0.01960784313725466,0.6947996589940322,0.20633955706560594
