shell,sample,kind,ratio,eig_radius,sv_norm,p_min,p_max,x_cv
12,0,start,1.0,0.2608695652173916,0.26086956521739146,0.5,0.5,0.0
12,1,start,0.5819763639099078,0.3177814694114263,0.31778150983695175,0.388392460255142,0.6456088486010014,0.2510183564545399
12,2,start,0.5634497268077686,0.3358261632541506,0.33582706950663144,0.34895151457221385,0.6710396712333745,0.26019193189336454
12,3,start,0.598736905062929,0.3226576073351812,0.322658069472178,0.37635216513412106,0.6260996505625879,0.24363780208089328
12,4,start,0.5405696303710811,0.3125890508811858,0.3125890633321586,0.3997223022562293,0.6586723252012854,0.2697919388630051
12,5,start,0.5896963505309133,0.32860823742734235,0.32860866654433935,0.3644136025086417,0.6333092475244503,0.2467910762973278
12,6,start,0.5326798135498214,0.3142273467817632,0.3142274200627891,0.39559401506887254,0.6473056598144428,0.2723735403256549
12,7,start,0.6580219322191024,0.32637258299189953,0.3263731831535853,0.3679888818987765,0.6217681889482727,0.2203838570016467
12,8,start,0.5825056359695427,0.32164793608925735,0.321648239238739,0.37902223410252356,0.605767948304523,0.24916686962475992
12,9,start,0.013074247589247417,0.3493350896947841,0.3493440308177076,0.3271707529149103,0.8528166526253566,0.8111742060509297
12,10,start,0.07916155864584293,0.3929450319418496,0.3929941189861374,0.23129602900401225,0.740843185583806,0.5639014146763484
12,11,start,0.24860495886185593,0.3562233938148434,0.3562272648853379,0.30995678972561996,0.6830119079321821,0.40541012035130236
12,12,start,0.17907519266019725,0.40974311457545304,0.4097826515380506,0.19758031278153607,0.704471023206063,0.4483474045125192
12,13,start,0.18275315227607591,0.3521831825224647,0.35218903364429544,0.3174429696015322,0.6900360182385004,0.45136190853797853
12,14,start,0.19074296674369373,0.3482472469242788,0.348250290117286,0.32738292940898933,0.7215008302644015,0.4488389181495228
12,15,start,0.1090941982550542,0.4040665237084105,0.4040775989638428,0.21501146112366698,0.742746592728839,0.5204179834509348
12,16,start,0.185061364268903,0.40798742390722165,0.40800963198394347,0.19919805021757409,0.6984198407148736,0.4461308323200319
12,17,start,0.0004825749833392048,0.46187852567203885,0.4685191687461849,0.1421980336477478,0.8702672907329477,1.071026422378327
12,18,start,1.8234042577097726e-06,0.5049855869482103,0.5202805067962815,0.166846527401957,0.9515932102364429,1.742301795687571
12,19,start,0.007015280629619384,0.4384643441950413,0.4417371994124158,0.14653124408977453,0.8471302211143448,0.8249265978374805
12,20,start,0.001353712174182597,0.5373320555062329,0.5500494876521305,0.04488690229261031,0.8573737117314829,0.9596107908973702
12,21,start,0.0022330150087545237,0.5458819323586463,0.5485827557634502,0.15470098085010495,0.8639791891251587,0.9320677354107348
12,22,start,0.005730556206673039,0.4435796842180534,0.44669727832504746,0.19289530778599145,0.8200929987165172,0.821432435267659
12,23,start,0.04226054892588543,0.4108581536896363,0.4109199285808225,0.20040089759648197,0.7901143820662584,0.636950425861177
12,24,start,0.0006197673412356821,0.624224121752197,0.6314343355427031,0.15096488478052666,0.8986310274838869,1.075305204694641
12,25,start,0.0005085577815141814,0.5323947539086855,0.650301839739009,0.05485816513508157,0.8831143349101209,1.0169921170389706
12,26,start,3.260979152207916e-10,0.9301030992641894,0.9654844226785274,0.030603034023022932,0.9757018397500622,2.076224957669981
12,27,start,1.089585346451571e-06,0.6448958092435959,0.6619654093062121,0.038978912919005806,0.9503422405709271,1.6952060579281694
12,28,start,4.5223704684157525e-09,1.2418437285609345,1.3325705329311883,0.021822632965977782,0.9772386757835911,2.0720701330230895
