shell,pair,d0,d1,contraction_ratio
12,0,3.2810557338211535,0.8407133377036875,0.25623256838876785
12,2,0.6931471805599453,0.19209794826890358,0.2771387573324918
12,3,6.5838650877116285,2.0182768455553,0.3065489372378373
12,4,1.7135999079740658,0.4087718530329949,0.2385456786796124
12,5,11.582036116174418,3.656205768508421,0.3156790163520986
12,6,3.9064434394971483,0.9814252089619733,0.25123241233675864
12,7,10.94912515238457,3.506492439431354,0.32025320659228085
12,8,2.1841858776236007,0.6356510254043598,0.2910242355819778
12,9,13.41775203958174,4.584006102563971,0.34163741355790206
12,10,6.467345516881468,1.8639596312224025,0.28821092461458553
12,11,4.229863192744669,1.0496245377567957,0.24814621417477015
12,12,7.743567882538519,0.8705316255071635,0.11241996437716811
12,13,12.751048613163668,4.229936421449915,0.33173243627062166
12,14,5.298317366548036,2.151989299927912,0.40616466531712836
12,15,5.1963868225580505,1.0753629959928275,0.206944369754108
12,16,5.298317366548036,2.111137868132109,0.3984544001575276
12,17,3.629479009708764,1.0180385528355913,0.28049164910786484
12,18,9.690623034966915,3.505042607628925,0.3616942476228404
12,19,9.986433029597944,3.933041360276468,0.3938384554945354
12,20,11.40838480378441,3.5528777237131646,0.3114268833686779
12,21,6.907755278982138,0.7047659666634345,0.10202532345171357
12,22,1.4584457181064958,0.33029538752803544,0.22647081302200187
12,23,7.1007469712761635,2.4324172128533785,0.34255793407270485
12,24,7.986028895876158,1.21643683937442,0.15232061581978074
12,26,2.9957322735539913,0.7166529932737076,0.23922464620762163
12,27,4.832947187641403,0.8705316255071635,0.18012438201957764
12,28,4.317381870777609,0.723635075936854,0.16760969902496006
12,29,9.155151509571683,2.5633978093433343,0.2799951269690414
12,30,11.40838480378441,3.5528777237131646,0.3114268833686779
12,31,8.000504457373093,2.0003933775741656,0.2500334057973864
12,32,8.621528533772386,2.599472303323704,0.3015094473260757
12,33,1.4873654240029,0.36077090586350746,0.2425570072030961
12,34,8.412079126496439,2.3228814171632783,0.2761364202871852
12,35,7.780948205149083,1.896319306368203,0.24371313834389793
12,36,9.523912734622867,3.62984306364586,0.38112939133199614
