observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,1
4,4,1
5,5,60
6,6,33
7,7,3
8,8,2
9,9,4
10,10,792
11,11,24
12,12,9
13,13,216
14,14,0
15,15,0
16,16,958530
17,17,1014453
18,18,10
19,19,958530
20,20,0
21,21,24
22,22,0
