shell_weight,support_label,support_size,best_ratio,log_a_over_b,a_over_b,success,intersection_counts
8,prefix_22,22,1.0000000000000007,1.0439945584931494e-09,1.0000000010439947,True,0;0;0;0;0;0;77;352;330
8,prefix_23,23,1.0000000000000007,1.1733192309130645e-08,1.0000000117331924,True,0;0;0;0;0;0;0;253;506
8,prefix_24,24,1.000000000000001,-1.682325034300637,0.18594115351096335,True,0;0;0;0;0;0;0;0;759
8,codeword_w8_0_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_1,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_1_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_2,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_2_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_3,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_3_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_4,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_4_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_5,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_5_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_6,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_6_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w8_7,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w8_7_complement,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w12_0,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_0_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_1,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_1_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_2,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_2_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_3,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_3_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_4,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_4_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_5,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_5_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_6,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_6_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_7,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w12_7_complement,12,1.0000000000000004,-3.8972844970933235e-09,0.9999999961027155,True,0;0;132;0;495;0;132;0;0
8,codeword_w16_0_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_1,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_1_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_2,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_2_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_3,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_3_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_4,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_4_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_5,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_5_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_6,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_6_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,codeword_w16_7,16,1.0000000000000002,7.723244070568035e-10,1.0000000007723244,True,1;0;0;0;280;0;448;0;30
8,codeword_w16_7_complement,8,1.0000000000000002,3.056280287477349e-09,1.0000000030562803,True,30;0;448;0;280;0;0;0;1
8,random_k8_0,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_1,8,1.0000000000000007,-6.519270810849825e-09,0.9999999934807292,True,15;85;252;231;140;35;0;1;0
8,random_k8_2,8,1.0000000000000007,-6.519270810849825e-09,0.9999999934807292,True,15;85;252;231;140;35;0;1;0
8,random_k8_3,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_4,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_5,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_6,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_7,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_8,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_9,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k8_10,8,1.0000000000000007,-6.519270810849825e-09,0.9999999934807292,True,15;85;252;231;140;35;0;1;0
8,random_k8_11,8,1.0000000000000004,-7.585456146903493e-10,0.9999999992414544,True,13;96;228;256;130;32;4;0;0
8,random_k9_0,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_1,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_2,9,1.0000000000000004,-3.8307170914273847e-10,0.9999999996169283,True,7;58;189;259;175;63;7;1;0
8,random_k9_3,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_4,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_5,9,1.0000000000000004,-3.8307170914273847e-10,0.9999999996169283,True,7;58;189;259;175;63;7;1;0
8,random_k9_6,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_7,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_8,9,1.0000000000000004,-3.8307170914273847e-10,0.9999999996169283,True,7;58;189;259;175;63;7;1;0
8,random_k9_9,9,1.0000000000000004,-3.8307170914273847e-10,0.9999999996169283,True,7;58;189;259;175;63;7;1;0
8,random_k9_10,9,1.0000000000000007,4.687156096465368e-09,1.000000004687156,True,6;63;180;264;180;54;12;0;0
8,random_k9_11,9,1.0000000000000004,-3.8307170914273847e-10,0.9999999996169283,True,7;58;189;259;175;63;7;1;0
8,random_k10_0,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_1,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_2,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_3,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_4,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_5,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_6,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_7,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_8,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_9,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_10,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k10_11,10,1.0000000000000002,2.858534659439576e-10,1.0000000002858536,True,3;36;138;250;215;96;19;2;0
8,random_k11_0,11,1.0000000000000007,2.7312937965148213e-09,1.0000000027312939,True,3;12;108;219;230;148;36;2;1
8,random_k11_1,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_2,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_3,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_4,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_5,11,1.0000000000000007,2.7312937965148213e-09,1.0000000027312939,True,3;12;108;219;230;148;36;2;1
8,random_k11_6,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_7,11,1.0000000000000007,2.7312937965148213e-09,1.0000000027312939,True,3;12;108;219;230;148;36;2;1
8,random_k11_8,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_9,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_10,11,1.0000000000000004,-9.944167692073853e-09,0.9999999900558324,True,1;21;95;220;245;135;37;5;0
8,random_k11_11,11,1.0000000000000007,2.7312937965148213e-09,1.0000000027312939,True,3;12;108;219;230;148;36;2;1
8,random_k12_0,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_1,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_2,12,1.0000000000000004,-3.8980767126470126e-09,0.9999999961019232,True,0;12;60;180;255;180;60;12;0
8,random_k12_3,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_4,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_5,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_6,12,1.0000000000000004,-3.8980767126470126e-09,0.9999999961019232,True,0;12;60;180;255;180;60;12;0
8,random_k12_7,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_8,12,1.0000000000000004,-3.8980767126470126e-09,0.9999999961019232,True,0;12;60;180;255;180;60;12;0
8,random_k12_9,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k12_10,12,1.0000000000000007,-4.516122815691048e-09,0.9999999954838772,True,0;11;66;165;275;165;66;11;0
8,random_k12_11,12,1.0000000000000002,-1.4798639741985334e-08,0.9999999852013604,True,1;8;64;184;245;184;64;8;1
8,random_k13_0,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_1,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_2,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_3,13,1.0000000000000004,-7.412526585892945e-09,0.9999999925874734,True,1;2;36;148;230;219;108;12;3
8,random_k13_4,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_5,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_6,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_7,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_8,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_9,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_10,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k13_11,13,1.0000000000000004,1.9973634088851048e-09,1.0000000019973634,True,0;5;37;135;245;220;95;21;1
8,random_k14_0,14,1.0,1.2019227724547205e-08,1.0000000120192278,True,0;0;30;72;240;240;135;40;2
8,random_k14_1,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_2,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_3,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_4,14,1.0000000000000007,3.642829524132784e-09,1.0000000036428296,True,1;0;14;112;210;224;175;16;7
8,random_k14_5,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_6,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_7,14,1.0000000000000007,3.642829524132784e-09,1.0000000036428296,True,1;0;14;112;210;224;175;16;7
8,random_k14_8,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_9,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_10,14,1.0000000000000004,1.7409611922426838e-09,1.0000000017409612,True,0;2;19;96;215;250;138;36;3
8,random_k14_11,14,1.0000000000000007,3.642829524132784e-09,1.0000000036428296,True,1;0;14;112;210;224;175;16;7
8,random_k15_0,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_1,15,1.0000000000000007,1.0669118394093324e-08,1.0000000106691185,True,0;0;12;54;180;264;180;63;6
8,random_k15_2,15,1.0000000000000007,1.0669118394093324e-08,1.0000000106691185,True,0;0;12;54;180;264;180;63;6
8,random_k15_3,15,1.0000000000000007,1.0669118394093324e-08,1.0000000106691185,True,0;0;12;54;180;264;180;63;6
8,random_k15_4,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_5,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_6,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_7,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_8,15,1.0000000000000007,1.0669118394093324e-08,1.0000000106691185,True,0;0;12;54;180;264;180;63;6
8,random_k15_9,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_10,15,1.0000000000000004,2.453215755421742e-10,1.0000000002453215,True,0;1;7;63;175;259;189;58;7
8,random_k15_11,15,1.0000000000000007,1.0669118394093324e-08,1.0000000106691185,True,0;0;12;54;180;264;180;63;6
8,random_k16_0,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_1,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_2,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_3,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_4,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_5,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_6,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_7,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_8,16,1.0000000000000002,-3.26944688865156e-09,0.9999999967305531,True,0;1;0;35;140;231;252;85;15
8,random_k16_9,16,1.0000000000000002,-3.26944688865156e-09,0.9999999967305531,True,0;1;0;35;140;231;252;85;15
8,random_k16_10,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k16_11,16,1.0000000000000002,-4.551781545587262e-10,0.9999999995448219,True,0;0;4;32;130;256;228;96;13
8,random_k18_0,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_1,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_2,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_3,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_4,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_5,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_6,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_7,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_8,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_9,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_10,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k18_11,18,1.0000000000000007,-1.7546421098374654e-11,0.9999999999824536,True,0;0;0;6;45;180;285;198;45
8,random_k20_0,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_1,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_2,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_3,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_4,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_5,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_6,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_7,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_8,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_9,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_10,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
8,random_k20_11,20,1.0000000000000007,9.105366153056645e-09,1.0000000091053662,True,0;0;0;0;5;64;240;320;130
12,prefix_0,0,1.0,7.9999998224647975,2980.9574578167953,True,2576;0;0;0;0;0;0;0;0;0;0;0;0
12,prefix_1,1,1.0000000000000007,-7.316469947916758e-10,0.999999999268353,True,1288;1288;0;0;0;0;0;0;0;0;0;0;0
12,prefix_2,2,1.0000000000000009,2.282597554504046e-09,1.0000000022825977,True,616;1344;616;0;0;0;0;0;0;0;0;0;0
12,prefix_3,3,1.0000000000000007,9.761662062765803e-10,1.0000000009761663,True,280;1008;1008;280;0;0;0;0;0;0;0;0;0
12,prefix_4,4,1.0000000000000004,-4.9046347716068536e-09,0.9999999950953652,True,120;640;1056;640;120;0;0;0;0;0;0;0;0
12,prefix_5,5,1.0000000000000009,7.82315537522418e-11,1.0000000000782316,True,48;360;880;880;360;48;0;0;0;0;0;0;0
12,prefix_6,6,1.0000000000000004,-7.077050606290928e-09,0.9999999929229494,True,16;192;600;960;600;192;16;0;0;0;0;0;0
12,prefix_7,7,1.0000000000000004,-8.872749559520556e-10,0.9999999991127251,True,0;112;336;840;840;336;112;0;0;0;0;0;0
12,prefix_8,8,1.0000000000000004,6.941259918037664e-09,1.00000000694126,True,0;0;448;0;1680;0;448;0;0;0;0;0;0
12,prefix_9,9,1.0000000000000004,-1.415737692889712e-08,0.9999999858426232,True,0;0;168;280;840;840;280;168;0;0;0;0;0
12,prefix_10,10,1.0000000000000009,1.828654939922843e-09,1.000000001828655,True,0;0;56;224;560;896;560;224;56;0;0;0;0
12,prefix_11,11,1.0000000000000004,7.798225543017937e-09,1.0000000077982256,True,0;0;16;120;384;768;768;384;120;16;0;0;0
12,prefix_12,12,1.0000000000000002,-1.3354586264970995e-08,0.9999999866454138,True,0;0;0;64;216;576;864;576;216;64;0;0;0
12,prefix_13,13,1.0000000000000007,-1.249680364642669e-09,0.9999999987503196,True,0;0;0;16;120;384;768;768;384;120;16;0;0
12,prefix_14,14,1.0000000000000004,-4.746286476606891e-10,0.9999999995253713,True,0;0;0;0;56;224;560;896;560;224;56;0;0
12,prefix_15,15,1.0000000000000007,-7.861098594775605e-10,0.9999999992138902,True,0;0;0;0;0;168;280;840;840;280;168;0;0
12,prefix_16,16,1.0000000000000004,2.7235588320138907e-09,1.000000002723559,True,0;0;0;0;0;0;448;0;1680;0;448;0;0
12,prefix_17,17,1.000000000000001,1.8261065962446877e-09,1.0000000018261066,True,0;0;0;0;0;0;112;336;840;840;336;112;0
12,prefix_18,18,1.0000000000000007,-4.402523896618777e-09,0.9999999955974761,True,0;0;0;0;0;0;16;192;600;960;600;192;16
12,prefix_19,19,1.0000000000000009,4.233860294589763e-09,1.0000000042338604,True,0;0;0;0;0;0;0;48;360;880;880;360;48
12,prefix_20,20,1.0000000000000009,-3.7789026671366435e-09,0.9999999962210974,True,0;0;0;0;0;0;0;0;120;640;1056;640;120
