shell_weight,cases,best_ratio,best_label,best_num_cells,best_cv,best_profile_count,exceeds_1_plus_1e-9,near_equal_best
12,50,1.0000000000000013,random_t2_w8-16_1,4,6.688246559434625e-09,21,False,True
16,50,1.000000000000002,pair_w8_1_w16_1,4,3.8192511433908095e-09,16,False,True
