weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
full_pair_coefficient_mass,symmetric_relation_pair_stack,38,606563093069136737324258072886420520933253382157156989531115956452118667306661315746373749928614295599708747279877557301403046786586133085645210902906672755327770522262968183901442244,60225372252762891197503080183912358485686610745531011246463357076891464587217932063344135682667954747386099569792516628457998452373658393767039109878419964879219824952579897432041212466,99.28954290316231,7370869115621117311716474217493114933561265618182199410993652417800368116909730590531922594660871572101878312012493982328916849424735851388394683078088165643634028100641023837217789270060
full_pair_coefficient_mass,symmetric_relation_pair_stack,39,15090268516691335360957436806820910588133623479123500435282925193530426102923693155965918243100449831583511279055118687382648787578262666248955120708027606494961937652481183916236339980946,1537705631601323077389268549536420460936900040920240867267522082686662199896138527589158673294870437616838742961585339988426285886874073444713095369521832776574760494639334251934662008414034,101.90048175090244,192200138299592434202931787460893438722240511851807776740763464967379919952499566246351806511914499761908238890804864386488306298761570973043870312147749364054292207485322564221132825341175816
full_pair_coefficient_mass,symmetric_relation_pair_stack,40,366035150167637501817908218587507089919246113054770650628920069826857742140293214244062811843425164717376968691261735246449728777164304991957685119259858162617539213106004358666629991143334806,38254778113673972978662253929213023053469829706172356948387275644899030535985950917965310835258311123568899478006915264986662972986960096084182386149080536523734571065658983486074270822277842862,104.51121455454202,4881093550563616874996337662461534028874425751081285875258686119472264827719545701574589192351466085652184987161193993637482545976581513564457973763665234114939280338379879469835279340930336989708
full_pair_output_support,symmetric_relation_pair_stack,0,1,0,0.0,0
full_pair_output_support,symmetric_relation_pair_stack,1,970225,1414965,1.4583885181272385,15386245
full_pair_output_support,symmetric_relation_pair_stack,2,470668760425,1372835832090,2.916777036254477,16930276278840
full_pair_output_support,symmetric_relation_pair_stack,3,152218513140288825,665981195430592215,4.375165554381716,9184371373309801185
full_pair_output_support,symmetric_relation_pair_stack,4,36921665891769036525525,215384534426744207858340,5.833554072508954,3284427845115814335806280
full_pair_output_support,symmetric_relation_pair_stack,5,7164494195301036107824719045,52243080363081401511547339965,7.291942590636193,872853001480463665275400775625
full_pair_output_support,symmetric_relation_pair_stack,6,1158534533851154043815796193171725,10137560772134493637709715130848390,8.750331108763431,184158234137067843542720790365799120
full_pair_output_support,symmetric_relation_pair_stack,7,160578017044705577012206250899599416925,1639295954251470316101455770186360713015,10.20871962689067,32170084250203148627703834158051817325365
full_pair_output_support,symmetric_relation_pair_stack,8,19474741329164847674463361902852517685247075,227213913183616078247392519259921875329995640,11.667108145017908,4790289107462111885475067212932976109333161360
full_pair_output_support,symmetric_relation_pair_stack,9,2099448522668844183748623445454478532367813924275,27556304578734922305775298267388972608380957473015,13.125496663145146,621150137069656248406167264785928562348632219963855
full_pair_output_support,symmetric_relation_pair_stack,10,203695633794308336777516191997708052437335357500503035,2970673735182699845380176748795763605524432210319248390,14.583885181272386,71294756638669732168083226784721270701904771491937280600
