observable_id,observable_code,value,scale_code
0,0,984,0
1,1,860,0
2,2,2571,0
3,3,6,0
4,4,4329004000,0
5,5,15,0
6,6,171,0
7,7,145,0
8,8,6,0
9,9,21,0
10,10,0,0
11,11,1,0
12,12,2114,0
13,13,-1,0
14,14,945,0
15,15,3045,0
16,16,6,0
17,17,6,0
18,18,1972362000,0
19,19,2645503000,0
20,20,1683501000,0
