observable_id,observable_code,value
0,0,1
1,1,1
2,2,56
3,3,6
4,4,14
5,5,24
6,6,12
7,7,6
8,8,24
9,9,23
10,10,16
11,11,12
12,12,1
13,13,65536
14,14,1
15,15,13
16,16,50844
17,17,0
18,18,1
19,19,16
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
