observable_id,observable_code,value
0,0,3
1,1,2576
2,2,9216
3,3,6
4,4,2576
5,5,41
6,6,9216
7,7,768
8,8,6
9,9,1
10,10,8
11,11,0
12,12,0
13,13,0
14,14,3
