observable_id,observable_code,value,scale_code
0,0,984,0
1,1,860,0
2,2,2571,0
3,3,6,0
4,4,4329004000,0
5,5,2114,0
6,6,123,0
7,7,14,0
8,8,13,0
9,9,28,0
10,10,0,0
11,11,2114,0
12,12,5255,0
13,13,952,0
14,14,3058,0
15,15,6,0
16,16,6,0
17,17,1969615000,0
18,18,2615519000,0
19,19,1713485000,0
20,20,13,0
