observable_id,observable_code,value_x1e12,aux_id
0,0,8,0
1,1,6,0
2,2,6,0
3,3,7,0
4,4,1,0
5,5,3,0
6,6,1,0
7,7,2,0
8,8,2,0
9,9,0,0
10,10,1,0
11,11,9,0
12,12,0,0
13,13,4,0
14,14,14,0
15,15,15,0
16,16,1,0
17,17,1,0
18,18,35,0
19,19,141,0
20,20,32,0
