observable_id,observable_code,value
0,0,9
1,1,8
2,2,985
3,3,970225
4,4,259
5,5,13
6,6,51
7,7,208
8,8,3
9,9,4584
10,10,80
11,11,777
12,12,675
13,13,0
14,14,51
15,15,624
16,16,119
17,17,3
18,18,137
19,19,33
20,20,1
21,21,17
22,22,255
23,23,256
24,24,92
25,25,92
26,26,0
27,27,1819
28,28,1820
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
