basis_id,component_id,prob_num,prob_den,prob_num_digits,prob_den_digits,prob_num_mod_1000000007,prob_den_mod_1000000007,prob_num_mod_1000000009,prob_den_mod_1000000009,prob_sha256,active_owner_flag,dominant_component_flag,positive_flag
41,1,234624964788315384134177459016297924307300925242577802044837806835983237401122634825116747547554991874603850319210787792100826317810349383912215741557578148171963030758938353571781750421180616930680813354007609316311569358406251059997744541361600,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,524219588,253126048,550701119,867253560,61d64c3bba8fa3811c71f2a7e473c324117d6bd69d765917f048f1d9bf7bbce3,0,0,1
41,2,57407128324081485587537599228738993618425996890845046386113072406760102941657398585275316429154607088880097741379400375223785351078003069893785402714190625077863746099599558374482068574783877220311093885861930262730320911574149994215832068706161725650,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,251,254,830900240,253126048,646643929,867253560,08c94f8bc51514e82700c63d16d97665bc0cb2dbcd20160505d0b48588fcafbf,0,0,1
42,0,28640020495733104974900137108099621657586978449756299064616186814241974445557604973125194990121917845337321748294866860388858722448076670968850890587248274477822349724515172387033039107693714169534809826082162963401975894267651437701866781329411239871106,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,969772508,253126048,328032452,867253560,cf4f5ffd2dd1ef34a02858c9d097d4a6694413ac37a3e9601d28d6de34b8daf6,0,1,1
42,1,284596480595753630792697152512069467985325222111376107126125264040592972434913818895031611790294250649897912676539654644164576526192194377812663892037992860748539407624611250571102631785046658353279244060267194461970570785580569613611013498716640,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,461614737,253126048,607267538,867253560,3515f06782542e4fe488263521b0bba77a833efbf9aa962363d330377648ec4f,0,0,1
42,2,69633965408936062633583625964332810518509959546472939909000063860552188681011941131300610944501126207244470320754841789975243042832263541699527964618509381381766609895263345363408892141975229620765907212460904463587192524042191466160090764358235366385,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,251,254,821738817,253126048,931953579,867253560,c8fdd1dae8b322228350e9d51f9ec131bb26e3885e4fcc273058aa84249fe300,0,0,1
43,0,28598697284555161531368715585045443197155740147742636885131310240767338120857630934597650610829759490488645871649692866030306419248453818640172893897725899461384422895339489791553666049015349083503721455084697040551213064827806923719575240568609576454556,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,608729289,253126048,876922649,867253560,354bd170fd24045a47052b6ec40f7c5174cbede8fd2e3f3e3401357b9577ffee,0,1,1
43,1,453485216630722028884794870429431059791669662854747910415893157423230554441021309040703820465825107190366193801451117062424677721866432366861295743877341733788137360490332611815899713781233678110918289270260635409712200667119801158030785180306720,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,719947222,253126048,317963435,867253560,3df72f5db68eeae98b029cae0842861468a94651dbfd4952cb84ffa998a9a74b,0,0,1
43,2,110957007698143471196607056920793353588156455215694376022073347567295130743403973551354844564450805525063806497647711237065127982353920196139535605509032558470820399472993075121420706023258319464834520570881617320909074222256823909220087105388217192855,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,924449551,253126048,672367485,867253560,9bc303c1e43197152758c8d8f68bb972f0ca14260e2c8be3504df0fc3296ebb3,0,0,1
44,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
44,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
44,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
45,0,28589672235604956109776369163179302277873014079384020238868193580245333905177518419053640929944545131340909083590808053850332290722545578765560818773196320613001566521548502163064155152798413696052366514240615257535689266344062994373141273338161769852256,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,302339101,253126048,591265842,867253560,032a4e822173613042cbbd832c98056dd1c037b99618daad2013a8b3bd212395,0,1,1
45,1,490370760285361341476811309957670835907825296552784064863174374100098652095730193025706339739950114417182162824045184967689842616358332991620152028388793411724434870497522021054633485236038605676964448836426519113255891077178944182025138577348000,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,540268782,253126048,25640674,867253560,fc86d73f637bbd318f03a5272ad2203b92a681882bacfeab5e71b851ea307514,0,0,1
45,2,119982019762805238149640886770494744631106407418677324249035560808082669555418834386480540447145890547793367740563500822971351243097265578850985971182326895401998836966470696421522363506422252111261895368803834170549169162310343196511030341482626753875,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,410518172,253126048,250347044,867253560,f96a81b6baa7f04340d0b9c0ed5fac6d20b14d571ca93145abe262fe07baa591,0,0,1
46,0,28591063027012416748056113312682543026864685088349520798520189046194994129437458452499856715115103431031137243367819075525852698345251866303780209309434727619729842167392391576745024427358283871759701668246783783578036342736454531697394509831623818467756,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,915007329,253126048,155738837,867253560,405070b36491a9d59b18b3cb9233072fa9191823108b0e04505b034d0720eaee,0,1,1
46,1,484686569821971226616805570019310496564996764724177598759705283383870189207926422140254426709079638524808964317497724289142410607079392162706918477524612268829783917948870816924743644963985780923181950732367540829636074870560054044819490749927200,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,699239209,253126048,849379888,867253560,3f985ebd36619795c42a50c1a4107545e09e5f760d2fa99c0d61370481bac930,0,0,1
46,2,118591234039535063260011597272993933999774741281708593203506198327513161523941688744035640728500621728041100336750985694911622167822987319572424348177470752854866085773533831391857218836392348456751495145133412187180376389735012491147931053668405559175,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,638879524,253126048,862134844,867253560,9bcefea4c9114b8829a74ee9a8bfbb4c425bfeb544aa105949851bd0d98ac2f0,0,0,1
47,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
47,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
47,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
48,0,28586210352284593241302999339326124354556972046887405831213058783521970586537166037294494389741563970954084934639967328372439792687462489043826305793620369791531812731133072189298121354820959011430352189421207578689553773429885214323720252081562157711956,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,446621811,253126048,563501033,867253560,9466103caf910d8617c6bee2febcb02130ce0b068ae45205f91361566b315174,0,1,1
48,1,504519542086440194628804789732469254652666802936394354896579227912052898199223993468901206890593218074505337820449410158765279473734470300726074109443520518082128570310106613773807895602632234227880615986356489682320316660762526657196900664706080,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,996472050,253126048,28274742,867253560,90c3a6e04d3169b179ee797c83f10ddf50f1bbd377afef9db1930d5e7013a5d2,0,0,1
48,2,123443888934386305544157558630192893148729695073785348293880324126592176241525112651826637455259900291513859368229229896638658202743497924448189844836196662144646269688200857602963442309466570139647669272044363086714093012062539662349576426320151536095,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,810032201,253126048,275477785,867253560,f33534fafccb37a74e3404f7db73ba47965475e5ae27f05ae9fc0b8cf8d179db,0,0,1
49,0,28582408318711509576872688753049598218574580007107984779382352054386585832836577498101990364607650530064076870990717261831121453257544141999443926860494850566055457691353816642329939932414647160204665856198264586462697610451010081573841956690124788117006,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,275714097,253126048,586326819,867253560,c43a2334d7ae2d656f4ede2785df1714c0c4d245c427e6e09abc68599197ef06,0,1,1
49,1,520058524324668359496789269456306543427100530683203323843217417913755804466660923248241594585687397668116901808508287266831002750519735435471723680161430034724018167480332298722679670880469852300472368607192467252297138829519010232748895968322400,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,839747372,253126048,855965058,867253560,5e8b93a5164f917f830d61fba32748602b7f4ce6c8df4b5910e39cc3aad9384a,0,0,1
49,2,127245906968487731746303276922239305293832960419478653315618106623786928239207384407400883248785646087342329405915308379079889566938568183565434032312145169711484667577859234345459915844003143527715929903234734477592686014115503655744296265762217514725,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,137664586,253126048,424961692,867253560,61d6cc0f773f22537c5b94e604d097b4375cd3ba3a98dbad79ad58dbd4b14d11,0,0,1
50,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
50,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
50,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
51,0,28575616241167649729573053437246882316505762778291870985779054711687950444451934955236411817549759349637043978412436945375534745635462616931163350284688692342205688351356720710995375974118772992038997346551347629758591840222399052557901009591577516019906,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,627941394,253126048,107011744,867253560,4e7151c0179b82e20c1b6d9a6204a86eb7bb5e7fe3c656c8a5f91f7f356ee348,0,1,1
51,1,547817872127877270457873954572229578937517598631439423705633891246611739790200483134738516327911957975572692043782433660600324537849482644810133025554030413920644038582647646139857380922356693348020071377725034641627899697005591170772679267092960,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,21286061,253126048,195747598,867253560,032b0fe32e2b6532df0f922ef91e19a2c829f7d3e872fa9b1420a33db778cc86,0,0,1
51,2,134037956752999775837027631640270091439614678818524498682815586905948983767914603733419543809755084289814914528405389560520203419698305922098801269708958000960874810949084063364676456962167269806543392002448920649131066911965665185104305340526190841265,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,603898600,253126048,564494218,867253560,bf321d8930918af064d413b6b0857bda0c7d128114a41e9d364228cf5d9e6e50,0,0,1
52,0,28572321701096008241118359011439316411708350020226655127734670554785149515136680500743551231922055722092650436463324264226122638229141250524583584658091223258668671273803349640653318855785429599741876111327760279875239774574235942610407491502844813357956,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,15810377,253126048,176733379,867253560,7a9cbf753c867d4aec0726372a114d1eb31fe0d1f59b3ef703be99690706be16,0,1,1
52,1,561282718945325798591555762838722153937919834162384743882984639579220972800553475618963995493028763269329669943814055879689719835734258366960226473744928271758062808729038317038375505879076564484589447454098894867465419696995583363149545002920480,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,673928919,253126048,76189111,867253560,bd924e52d25b770d9d6e133bf3aa87fb433ff7181b9b802b00d256b500a12f07,0,0,1
52,2,137332483359794446843193923766027729744452436481504825781879566458001580473936047873287645211979546717403162720540170678310091736624374443902844746212978893600034051083684987316062676777385705383793490656660194158622906722608775142605631052393157675695,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,563386759,253126048,614331070,867253560,70b544bbba4e85969bd208578d29a04a0109100ba22b5865a93bf4a32530f1c9,0,0,1
53,0,41958821154051885676389577869959555342949450354709700708134019941485199248509399584716355729995089432987461307150620582706332826002164143034825912422167707358393843042573881091057893620366709530368353532770568941031430234753143717905189304226638843565036,86128964237215564899862054580283320940524869183883982347703882012683372024494768047510943488294092285516450605540603136155465828966456382108234389093592027691590931248849530071023095712814963552606702259721603784398272646286793244245789457114348921862393,254,254,523256342,759378144,610054011,601760662,89f1d5b108a610744a2a9cce3eeab07334ea923b6e277106e8099e558b859d83,0,0,1
53,1,624112178587237529864958207086951009199641772986788721464272601112212069012236108833626036761377177758330093662140941824336186276223398166727147178956813145700144378729438849267604656033203234620002766846531594472442044644329526737175791004184659165707,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,99809807,253126048,118663242,867253560,0e610fa998b69995c00d6a6ffb9f92ecc8f01647f5d9513e73fd3e1c96c67cb9,0,0,1
53,2,42297806547401966633877602089062912569976493510213915475177044267861536568948660136293709648014871319253999017403559727976124444135622044573227035134553880896096655070087332432162388124348644318378340426411440059949516277600660946129072779875156100800236,86128964237215564899862054580283320940524869183883982347703882012683372024494768047510943488294092285516450605540603136155465828966456382108234389093592027691590931248849530071023095712814963552606702259721603784398272646286793244245789457114348921862393,254,254,936692388,759378144,635716934,601760662,acc95227936a1dacec75c3950bca4870bc036be7b2074a1ceb95fea92ea9c71a,0,1,1
54,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
54,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
54,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
55,0,28585499861382574194937136714669580030898001052487518559912207182396353232397698318714993574432870232270224604259774988823771067854426716150902647164481099592816739584016833922021547329118803168930361052222109679408648037166888382400381563857775624005756,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,464334431,253126048,897846848,867253560,f1da2fc788a26b48e5128589e0e56dcff105aa56e5e023241218370f6d51f91d,0,1,1
55,1,507423331675531686056828529772751853936310892038603463173581646248784040759141505682062078832561542094301758343687567003332138644195155478359852680981336840408387728143475633444303006052197079938311943148603453964115339697035614593642082059610400,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,63357501,253126048,554423059,867253560,1a236377e0ba0153fd9071b4c98d074765bf6d6812ed5611275f998fb43e4683,0,0,1
55,2,124154376932615762818528755262997176525101405829583517385623648249791193649850271313815239603081697007050169952001046207150538468920100356686670840196895323043397090545281291510517797516511963074793096039815100120655547480036335312600328204925290337975,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,725434123,253126048,414983662,867253560,56a614f0d9af90b4b7b5f986065160d2c922c4cb56b26c55ca270170cab68ca6,0,0,1
56,0,28555646003337223928454640418213902795247294517214893759998220741378111338806274594399390927981053659032436918037705904322299608388095626236563711202492657784207850701146140498292583542489525254684843896010081273521077807401135583751985990138099433275006,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,531644637,253126048,906583218,867253560,064f2ee5014b00c030a676834cccde10f74d1da55febbeb4c75784b19d504927,0,1,1
56,1,629436607200880293953685872754122914449543608703456804277453357909904607155152012958137354730603739458056393879183068930727227516718332742748916163710222224466944990270525677151107590791123018941845278453753042934308740564452140878303925509173600,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,813396175,253126048,57296199,867253560,8d67fc7afa0d3dc6e58a69f834c3d9364d1a7ecdff5e7466a651ca0399f2fbf4,0,0,1
56,2,154008112964690503952417154861331430804747427869491652446268985396321426120707599618910609979622372202640492419434595213120070540162317747848342413121854402766901914858712588189437877341205138394371248718508200858636807052388266544469617262758031505525,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,908085250,253126048,903374152,867253560,24159c53024d45f3bb68d191c459adee1e85e12418066864dc78369f4e148785,0,0,1
57,0,28014596338017224787187242295369219421935583590615172293658234259945275406607470723050521685374479884786494222882557711808684911923717215394637757623648773902677807046990474594299114922026898640835028609818598280168632977816765386132060460859759810902581,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,854447710,253126048,612998220,867253560,2c0aaab5f7cc90eb1f961a736816657195c1ee840b8baa5b38b7eb7f4ee36cda,0,1,1
57,1,753531383278411722626920307509911326677844674440482536697341805085237994169780500106151520113286697315153566344732758970936140301585377963943602795702100367199136815464519024459973987977781113233803620891901599538220990567042761457210260983287350892,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,249,254,601171043,253126048,41646083,867253560,37b5f5287d18b6391e916f911b09a9ce98410d83191f19fa15bcb953b8cc4177,0,0,1
57,2,694304876338018434377482311084377646912694959338381339706362402477430030229948845619686659203437590355007492064631934150832761591466659930143095138086199894151970899143904243684123674923444762253971673134377746364586349954931985855078814584039875700658,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,797507309,253126048,212609257,867253560,2a6dfee151aacd67804bbab4428b6fc032943948022c2d454edc073e2a3103d4,0,0,1
58,0,28522396106519943738322326463856867608562179367534212063282585629010551751022529598650999008000291495581132785526496661593034795110723773788084486952601136863674077148276899108896337776712310256356492484974594389281454692521077270595619942869149606495706,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,254,254,275068488,253126048,175662046,867253560,be2a1b5f2b4fc8b1d16ea84d675cb85f54de7f1bf40ba34bcbcaca3df8d90f71,0,1,1
58,1,765329556627833357331085558293455492717984859342428195312533306237453141212932300177461091499758216975538924532315644055006977282906383611807184319135407798123815187948733394566501030550992378469152465144168915599167521865611957631977660608122080,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,654204190,253126048,230060618,867253560,ce1ed1d47a36c54d1dc11c5eddf510b4d8664b3d289022d4f2e6c146842c284c,0,0,1
58,2,187257873889021267131667731818681078157284309108922710190513062683932686355918537587015310636647766499467107448113184809809759537784404008276697604745219898115101810857756299377966227724980376853363132446808394682387257073665278541018910857972759336345,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,323853377,253126048,461530896,867253560,4854f2cd09210f47a2a34dd6b9df331dddd3c5278e758f48bfdd1266e496c872,0,0,1
59,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
59,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
59,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
60,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
60,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
60,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
61,0,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
61,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
61,2,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
62,0,57003072419574870647733361718981482081440529818559580681111740837939157754880901082481322783086446968397263573207475543887227738101302475025647299689220877840691337473751164411426278680875295563019998382531955280970832625196162266934107929391513463056937,57419309491477043266574703053522213960349912789255988231802588008455581349663178698340628992196061523677633737027068757436977219310970921405489592729061351794393954165899686714015397141876642368404468173147735856265515097524528829497192971409565947908262,254,254,385406145,506252096,231206813,734507111,3d718c4f3e59391c04c52ef3db21e6934b102ccccb9c0e8aa4d3962d3a29d415,0,1,1
62,1,850584344253189550301777324703776636316043567163296114272557612692135370452648781919834414670041069256755687493421688639309658606517147400120389995053260778742351637599991274737665907568262233157663824422505920398668521877376965339870407190707760,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,246,254,757363887,253126048,499745009,867253560,176180824d65978ddd4d14b0c2cc60b5fafe42631eb4799078bbbd9b82e83635,0,0,1
62,2,416235370733484112462240730986082471356110338609273224098618625401198210511536710561742369440785215198231650308218226706372202590351233345547492799060483847181059207445247102606568985669531668860003475288131730282841674991322807809154362277238103435805,57419309491477043266574703053522213960349912789255988231802588008455581349663178698340628992196061523677633737027068757436977219310970921405489592729061351794393954165899686714015397141876642368404468173147735856265515097524528829497192971409565947908262,252,254,606118191,506252096,503810289,734507111,01b67db5fa6bd6f141589c434b82393dbe4aa9b65eb4ad411d1a146044c237d6,0,0,1
63,0,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
63,1,0,1,1,1,0,1,0,1,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,0,0
63,2,1,1,1,1,1,1,1,1,253d950f11ebdbeb4c2d54c57803deb69869b832a2e03010620d462a85d15290,1,1,1
64,0,519732034629559195927097180816770110888970737278168754919795852637426760712367055777989301839508577763159628839581818790796608271589185800814216129574239586409396542213095956797802211798988406580511394844867753094603779264376484293553461055257765443936009,1378063427795449038397792873284533135048397906942143717563262112202933952391916288760175095812705476568263209688649650178487453263463302113731750225497472443065454899981592481136369531405039416841707236155545660550372362340588691907932631313829582749798288,255,256,361080567,150050220,235886175,628170511,6070d37c4affbd7353b66f8d7e179d5311e549cf14fd7f4605ba43a7e2e7bfa4,0,0,1
64,1,289111085910697434409154089808915520411231891070446015143994573161602045258848067372099136275594801137532165842199664237935904888075714482281034066613065091479977110348113666298420943802704442573590273193117087681312703883404490462899449760372239765264,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,699224741,253126048,838600781,867253560,b5768076f32d2a61ea690b11c5454e49fc90b724c6bb2c64550eee94a991e04f,0,0,1
64,2,844454061042176365619056296156935079179688038892593553916554520053750293507124525748325035431968348350502036888642247504269921557246482017768044460725805732265019456471787068356243114303521197017663508197408287247065573289808792072159996670073949797129607,1378063427795449038397792873284533135048397906942143717563262112202933952391916288760175095812705476568263209688649650178487453263463302113731750225497472443065454899981592481136369531405039416841707236155545660550372362340588691907932631313829582749798288,255,256,226182323,150050220,139447208,628170511,715979cf2f6c3ce0fafb5f81abd98e1d3d51b08f3d8c2143febedb6e192110b6,0,1,1
65,0,814186126526793759432931409853435729757678425287238162730902716520533599491949561228620067825161458727770052285338686693654258742962622679995359807891501561277750890860580409506548929236611531542342607939188071673050958798315282608659389390343626915246599,1378063427795449038397792873284533135048397906942143717563262112202933952391916288760175095812705476568263209688649650178487453263463302113731750225497472443065454899981592481136369531405039416841707236155545660550372362340588691907932631313829582749798288,255,256,877573694,150050220,406116361,628170511,60b555af8a4033b607e6c24e998b8342d07f6f76613dbf66bf29bae91fa2e779,0,1,1
65,1,206507918507641024577967207006368228865165636478890010817138980829715746613462905265785097339710572241094404172999760169954217777196938915915024333295046493914269364534366904498872102716217458981135909423655062629509074202431778902071035543123028403760,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,252,254,70874812,253126048,741857702,867253560,ab1927dccbc0e92bd81bd329aed14503e107f0cf5b0e9db889192fe6afbb6617,0,0,1
65,2,553964921180288509785119037494791730305191531103918834313136724602573997062520508078797343315237910372920626003006974996675392067195226365772469249607808650079819079623362460213874741238049447268270104564022145871104967980556683911973832217416050471171209,1378063427795449038397792873284533135048397906942143717563262112202933952391916288760175095812705476568263209688649650178487453263463302113731750225497472443065454899981592481136369531405039416841707236155545660550372362340588691907932631313829582749798288,255,256,870485585,150050220,612884778,628170511,482fc9d273500edda629b3485a20b66c305c71a67cac80ee4c203c0ed2ec9eeb,0,0,1
