invariant_id,invariant_name,value_num,value_den,value_num_digits,value_den_digits,value_num_mod_1000000007,value_den_mod_1000000007,value_num_mod_1000000009,value_den_mod_1000000009,value_sha256
0,trace,45164754438666635707830688408385435220084614050706306306321136059865918228744541988467032344670636571972909515275920426069123059442121905265969119635225921924791991921666299669522395147212530335196735323271776279832218888296299644188612326183193926873702018447909,19790013346206072414578796822677872942881199854936134854846875871721386133340592708482374425791543670983873342430597954603512266553654508123356322196811023406972686931271454370739269657168668565094212457962863100383475499503710332607308271679027669837503766009696,263,263,553278613,481379416,151183804,559290216,e27b917d1cacb7075a7437d1d7171e2b744ee7019a4158710f84bde441c41ef6
1,principal_minor_sum,133167145849289347190428169008012700030672816827609644713109190831997293395296110121074625725739897052184313719573064512805364124067891499672119889643381091801526747501301160147319131256732325458855663832107621822728831012861844742731178432409372077598719643736917,79160053384824289658315187290711491771524799419744539419387503486885544533362370833929497703166174683935493369722391818414049066214618032493425288787244093627890747725085817482957078628674674260376849831851452401533901998014841330429233086716110679350015064038784,264,263,144483733,925517657,810273291,237160846,ba3435e795d4abd9175fe8d9d7307b22af79f626f025184a1a84d1c3afa5f5b1
2,determinant,10556060493149031339140200888394150307286386681509652969070716693139721671226771000378664683407841816076056342730591542314306984171340637033889566629907165910083175846573926317395543098852292792815190790290656368311285819230495832135320738130902349817975544661355,26386684461608096552771729096903830590508266473248179806462501162295181511120790277976499234388724894645164456574130606138016355404872677497808429595748031209296915908361939160985692876224891420125616610617150800511300666004947110143077695572036893116671688012928,263,263,285628984,975172557,147566307,745720288,07048877e5f45916ad62441632ff5c0697fcc0c75eb3891f86c9eee9c84837bb
3,nontrivial_sum,25374741092460563293251891585707562277203414195770171451474260188144532095403949279984657918879092900989036172845322471465610792888467397142612797438414898517819304990394845298783125490043861770102522865308913179448743388792589311581304054504166257036198252438213,19790013346206072414578796822677872942881199854936134854846875871721386133340592708482374425791543670983873342430597954603512266553654508123356322196811023406972686931271454370739269657168668565094212457962863100383475499503710332607308271679027669837503766009696,263,263,71899197,481379416,591893597,559290216,86ae7e59005e25c7115532b706642267b83620f392707f9d818ac55ee8f8bd43
4,nontrivial_product,10556060493149031339140200888394150307286386681509652969070716693139721671226771000378664683407841816076056342730591542314306984171340637033889566629907165910083175846573926317395543098852292792815190790290656368311285819230495832135320738130902349817975544661355,26386684461608096552771729096903830590508266473248179806462501162295181511120790277976499234388724894645164456574130606138016355404872677497808429595748031209296915908361939160985692876224891420125616610617150800511300666004947110143077695572036893116671688012928,263,263,285628984,975172557,147566307,745720288,07048877e5f45916ad62441632ff5c0697fcc0c75eb3891f86c9eee9c84837bb
5,nontrivial_discriminant,17163751381072747181243677891187534083734790311810139892586887138420772806597255306241676491383843466118687325739529440758363913237666265364287077697492326841566234268544634611542534157418896239998645873826366146612411812009956452114671881990823282541057588239932366810623453674942408302284495820277417166750240601320324239235964225216167560501837101733448127705318600885471335806885829497775340326761826987751893516596603742880843338174171538371044525095268495397274322675921877176233327869478359749930341714299267483139129,391644628243014467385556134018885337510287005848750372543375534552137111942332472479708888683500086813251150317584245376315535512261192527324491075697499975850735838799086042806535914725750050166977033953533088378252863305318114806338931239797325312346968662707568837473783670752467494328215045565253119960696875703416332186881654719381891317092568882552266861934775639576395106734423486124596684741898531630792127710696278559434568439840946070031136461814370497574839276933322654021677345768115717215170637671629030366012416,524,525,848692485,526418076,95873787,898076778,78e366c31903dae28aaa6c44a45f15c5f13ba31a2dd2eb0cd4188ae264568193
