row_component_id,col_component_id,prob_num,prob_den,prob_num_digits,prob_den_digits,prob_num_mod_1000000007,prob_den_mod_1000000007,prob_num_mod_1000000009,prob_den_mod_1000000009,prob_sha256,diagonal_flag
0,0,758402940992736471145807766656925500490055164646317158292946048283917848421701703629156383102713767683504008039576336125401644630671357875600369811574389176322026554217765137471958038663641239805105291243050604469003260733757350870709929742550756387113850879,924680560050746304764919017973921733617474995558178434484948877288168682054975829758077489290325374777304613701083915269765081139783875718314004401308804009296920237887648554842503955572781448700785555460371138229299855130535012270222795611579650025114651248,258,258,618582603,683696920,518772888,502409092,1729cc1b5ce50d36f348d94343810179cf8e82ed121e37c0dec48431aedb457c,1
0,1,950607278339527881017564118867991915061254081655074476501000054670574070233691756434227486175711444679751479087505945758875786548583034676834528766043989645527739606883751388134831162358629862794048662291274226746997295009043440483073225264087195919248106,19264178334390548015935812874456702783697395740795384051769768276836847542811996453293281026881778641193846118772581568120105857078830744131541758360600083527019171622659344892552165741099613514599699072091065379777080315219479422296308241907909375523221901,255,257,844593645,847577025,240707565,927133531,d8926338e97355cadb1cbecb0739501d5c1155e2c3939aefac3a71432cc75eb6,0
0,2,120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,924680560050746304764919017973921733617474995558178434484948877288168682054975829758077489290325374777304613701083915269765081139783875718314004401308804009296920237887648554842503955572781448700785555460371138229299855130535012270222795611579650025114651248,258,258,524619644,683696920,429673192,502409092,ce381b257111a6ed047ce683d9a4e53686bbddc71ab318dd406c3868ed940495,0
1,0,475303639169763940508782059433995957530627040827537238250500027335287035116845878217113743087855722339875739543752972879437893274291517338417264383021994822763869803441875694067415581179314931397024331145637113373498647504521720241536612632043597959624053,6201285425079520672790067929780399107717790581239646729034679504913202785763623299420787931157174644557184443598923425803193539685584859511792876014738625993794547049917166165113662891322677375787682562699955472476675630532649113585696840912233122374092296,255,256,922296826,675225990,620353787,326767277,f9db3315e2fd5836c0e09060749d1ff625cc3ca7db3b5bc14f101a38da1911f5,0
1,1,15849906577625374182913765357835937238082481580332528848249557962590835960045402213692090056348220807384718730887184593526113835279703480370385656809338801395824036989272703161595862036871016604515113425834177675101302799777316882574280179739340833170666727,24805141700318082691160271719121596430871162324958586916138718019652811143054493197683151724628698578228737774395693703212774158742339438047171504058954503975178188199668664660454651565290709503150730250799821889906702522130596454342787363648932489496369184,257,257,500341420,700903946,752850196,307069099,9d89c8d75f266b7ff2c29af8d88dcd68314f01bf8aef863e7dfd5c209174742b,1
1,2,7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,24805141700318082691160271719121596430871162324958586916138718019652811143054493197683151724628698578228737774395693703212774158742339438047171504058954503975178188199668664660454651565290709503150730250799821889906702522130596454342787363648932489496369184,256,257,511375250,700903946,72803782,307069099,82b97ed57ceb8ae1017e78280669322b8798fdbca595555416f015079679d19b,0
2,0,120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,1638517415648788906654975726335309897572545111354208880182718651409288469393988467335848188921306811639664956319804434062221581930257866213227051018116494734804825876078113460071143372840591866624789903788943790394392738822959954678531898632143373889510164432,258,259,524619644,409710334,429673192,894730865,0275e85bd7be7b5af09a951c54a964ab105dc540becba668119f535f997f724f,0
2,1,7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,68271558985366204443957321930637912398856046306425370007613277142053686224749519472327007871721117151652706513325184752592565913760744425551127125754853947283534411503254727502964307201691327776032912657872657933099697450956664778272162443005973912062923518,256,257,511375250,933737937,72803782,328947122,97336a72fa51ec9d91a36730b7d41d4628b685180d841c1b21feb50be63ec1ba,0
2,2,1348572452366748745415634477758785067664077334410209360105471986283925342110930566208827441367832036734864035606493207078230373166706056715246670855931526045896095565619567099988930298835807494990083507352410121246478291410571753842949889974636651307940323271,1638517415648788906654975726335309897572545111354208880182718651409288469393988467335848188921306811639664956319804434062221581930257866213227051018116494734804825876078113460071143372840591866624789903788943790394392738822959954678531898632143373889510164432,259,259,612084781,409710334,717766923,894730865,2903f29462be8af480dd14c3e5ac9a6d40a867a9d1c6d8e351a59ac9f46fc797,1
