step_id,path_id,fiber_row_id,step_index,component_id,raw_row_id,basis_id,source0_addr,source1_addr,target_addr,coeff
616,99,99,1,0,41694,19,114,753,45,2
617,99,99,2,0,41694,19,114,753,45,2
618,99,99,3,0,41694,19,114,753,45,2
619,99,99,4,0,41694,19,114,753,45,2
620,99,99,5,0,41694,19,114,753,45,2
621,99,99,6,0,41694,19,114,753,45,2
622,99,99,7,0,41694,19,114,753,45,2
623,99,99,8,0,41694,19,114,753,45,2
624,99,99,9,0,41694,19,114,753,45,2
625,100,100,0,0,41694,19,114,753,45,2
626,100,100,1,0,41694,19,114,753,45,2
627,100,100,2,0,41694,19,114,753,45,2
628,100,100,3,0,41694,19,114,753,45,2
629,100,100,4,0,41694,19,114,753,45,2
630,100,100,5,0,41694,19,114,753,45,2
631,100,100,6,0,41694,19,114,753,45,2
632,100,100,7,0,41694,19,114,753,45,2
633,100,100,8,0,41694,19,114,753,45,2
634,100,100,9,1,0,7,53,291,0,8
635,101,101,0,0,41694,19,114,753,45,2
636,101,101,1,0,41694,19,114,753,45,2
637,101,101,2,0,41694,19,114,753,45,2
638,101,101,3,0,41694,19,114,753,45,2
639,101,101,4,0,41694,19,114,753,45,2
640,101,101,5,0,41694,19,114,753,45,2
641,101,101,6,0,41694,19,114,753,45,2
642,101,101,7,0,41694,19,114,753,45,2
643,101,101,8,1,0,7,53,291,0,8
644,101,101,9,1,0,7,53,291,0,8
645,102,102,0,0,41694,19,114,753,45,2
646,102,102,1,0,41694,19,114,753,45,2
647,102,102,2,0,41694,19,114,753,45,2
648,102,102,3,0,41694,19,114,753,45,2
649,102,102,4,0,41694,19,114,753,45,2
650,102,102,5,0,41694,19,114,753,45,2
651,102,102,6,0,41694,19,114,753,45,2
652,102,102,7,1,0,7,53,291,0,8
653,102,102,8,1,0,7,53,291,0,8
654,102,102,9,1,0,7,53,291,0,8
655,103,103,0,0,41694,19,114,753,45,2
656,103,103,1,0,41694,19,114,753,45,2
657,103,103,2,0,41694,19,114,753,45,2
658,103,103,3,0,41694,19,114,753,45,2
659,103,103,4,0,41694,19,114,753,45,2
660,103,103,5,0,41694,19,114,753,45,2
661,103,103,6,1,0,7,53,291,0,8
662,103,103,7,1,0,7,53,291,0,8
663,103,103,8,1,0,7,53,291,0,8
664,103,103,9,1,0,7,53,291,0,8
665,104,104,0,0,41694,19,114,753,45,2
666,104,104,1,0,41694,19,114,753,45,2
667,104,104,2,0,41694,19,114,753,45,2
668,104,104,3,0,41694,19,114,753,45,2
669,104,104,4,0,41694,19,114,753,45,2
670,104,104,5,1,0,7,53,291,0,8
671,104,104,6,1,0,7,53,291,0,8
672,104,104,7,1,0,7,53,291,0,8
673,104,104,8,1,0,7,53,291,0,8
674,104,104,9,1,0,7,53,291,0,8
675,105,105,0,0,41694,19,114,753,45,2
676,105,105,1,0,41694,19,114,753,45,2
677,105,105,2,0,41694,19,114,753,45,2
678,105,105,3,0,41694,19,114,753,45,2
679,105,105,4,1,0,7,53,291,0,8
680,105,105,5,1,0,7,53,291,0,8
681,105,105,6,1,0,7,53,291,0,8
682,105,105,7,1,0,7,53,291,0,8
683,105,105,8,1,0,7,53,291,0,8
684,105,105,9,1,0,7,53,291,0,8
685,106,106,0,0,41694,19,114,753,45,2
686,106,106,1,0,41694,19,114,753,45,2
687,106,106,2,0,41694,19,114,753,45,2
688,106,106,3,1,0,7,53,291,0,8
689,106,106,4,1,0,7,53,291,0,8
690,106,106,5,1,0,7,53,291,0,8
691,106,106,6,1,0,7,53,291,0,8
692,106,106,7,1,0,7,53,291,0,8
693,106,106,8,1,0,7,53,291,0,8
694,106,106,9,1,0,7,53,291,0,8
695,107,107,0,0,41694,19,114,753,45,2
696,107,107,1,0,41694,19,114,753,45,2
697,107,107,2,1,0,7,53,291,0,8
698,107,107,3,1,0,7,53,291,0,8
699,107,107,4,1,0,7,53,291,0,8
700,107,107,5,1,0,7,53,291,0,8
701,107,107,6,1,0,7,53,291,0,8
702,107,107,7,1,0,7,53,291,0,8
703,107,107,8,1,0,7,53,291,0,8
704,107,107,9,1,0,7,53,291,0,8
705,108,108,0,0,41694,19,114,753,45,2
706,108,108,1,1,0,7,53,291,0,8
707,108,108,2,1,0,7,53,291,0,8
708,108,108,3,1,0,7,53,291,0,8
709,108,108,4,1,0,7,53,291,0,8
710,108,108,5,1,0,7,53,291,0,8
711,108,108,6,1,0,7,53,291,0,8
712,108,108,7,1,0,7,53,291,0,8
713,108,108,8,1,0,7,53,291,0,8
714,108,108,9,1,0,7,53,291,0,8
715,109,109,0,1,0,7,53,291,0,8
716,109,109,1,1,0,7,53,291,0,8
717,109,109,2,1,0,7,53,291,0,8
718,109,109,3,1,0,7,53,291,0,8
719,109,109,4,1,0,7,53,291,0,8
720,109,109,5,1,0,7,53,291,0,8
721,109,109,6,1,0,7,53,291,0,8
722,109,109,7,1,0,7,53,291,0,8
723,109,109,8,1,0,7,53,291,0,8
724,109,109,9,1,0,7,53,291,0,8
725,110,110,0,1,0,7,53,291,0,8
726,110,110,1,1,0,7,53,291,0,8
727,110,110,2,1,0,7,53,291,0,8
728,110,110,3,1,0,7,53,291,0,8
729,110,110,4,1,0,7,53,291,0,8
730,110,110,5,1,0,7,53,291,0,8
731,110,110,6,1,0,7,53,291,0,8
732,110,110,7,1,0,7,53,291,0,8
733,110,110,8,1,0,7,53,291,0,8
734,110,110,9,2,206848,63,171,291,139,2
735,111,111,0,1,0,7,53,291,0,8
736,111,111,1,1,0,7,53,291,0,8
737,111,111,2,1,0,7,53,291,0,8
738,111,111,3,1,0,7,53,291,0,8
739,111,111,4,1,0,7,53,291,0,8
740,111,111,5,1,0,7,53,291,0,8
741,111,111,6,1,0,7,53,291,0,8
742,111,111,7,1,0,7,53,291,0,8
743,111,111,8,2,206848,63,171,291,139,2
744,111,111,9,2,206848,63,171,291,139,2
745,112,112,0,1,0,7,53,291,0,8
746,112,112,1,1,0,7,53,291,0,8
747,112,112,2,1,0,7,53,291,0,8
748,112,112,3,1,0,7,53,291,0,8
749,112,112,4,1,0,7,53,291,0,8
750,112,112,5,1,0,7,53,291,0,8
751,112,112,6,1,0,7,53,291,0,8
752,112,112,7,2,206848,63,171,291,139,2
753,112,112,8,2,206848,63,171,291,139,2
754,112,112,9,2,206848,63,171,291,139,2
755,113,113,0,1,0,7,53,291,0,8
756,113,113,1,1,0,7,53,291,0,8
757,113,113,2,1,0,7,53,291,0,8
758,113,113,3,1,0,7,53,291,0,8
759,113,113,4,1,0,7,53,291,0,8
760,113,113,5,1,0,7,53,291,0,8
761,113,113,6,2,206848,63,171,291,139,2
762,113,113,7,2,206848,63,171,291,139,2
763,113,113,8,2,206848,63,171,291,139,2
764,113,113,9,2,206848,63,171,291,139,2
765,114,114,0,1,0,7,53,291,0,8
766,114,114,1,1,0,7,53,291,0,8
767,114,114,2,1,0,7,53,291,0,8
768,114,114,3,1,0,7,53,291,0,8
769,114,114,4,1,0,7,53,291,0,8
770,114,114,5,2,206848,63,171,291,139,2
771,114,114,6,2,206848,63,171,291,139,2
772,114,114,7,2,206848,63,171,291,139,2
773,114,114,8,2,206848,63,171,291,139,2
774,114,114,9,2,206848,63,171,291,139,2
775,115,115,0,1,0,7,53,291,0,8
776,115,115,1,1,0,7,53,291,0,8
777,115,115,2,1,0,7,53,291,0,8
778,115,115,3,1,0,7,53,291,0,8
779,115,115,4,2,206848,63,171,291,139,2
780,115,115,5,2,206848,63,171,291,139,2
781,115,115,6,2,206848,63,171,291,139,2
782,115,115,7,2,206848,63,171,291,139,2
783,115,115,8,2,206848,63,171,291,139,2
784,115,115,9,2,206848,63,171,291,139,2
785,116,116,0,1,0,7,53,291,0,8
786,116,116,1,1,0,7,53,291,0,8
787,116,116,2,1,0,7,53,291,0,8
788,116,116,3,2,206848,63,171,291,139,2
789,116,116,4,2,206848,63,171,291,139,2
790,116,116,5,2,206848,63,171,291,139,2
791,116,116,6,2,206848,63,171,291,139,2
792,116,116,7,2,206848,63,171,291,139,2
793,116,116,8,2,206848,63,171,291,139,2
794,116,116,9,2,206848,63,171,291,139,2
795,117,117,0,1,0,7,53,291,0,8
796,117,117,1,1,0,7,53,291,0,8
797,117,117,2,2,206848,63,171,291,139,2
798,117,117,3,2,206848,63,171,291,139,2
799,117,117,4,2,206848,63,171,291,139,2
800,117,117,5,2,206848,63,171,291,139,2
801,117,117,6,2,206848,63,171,291,139,2
802,117,117,7,2,206848,63,171,291,139,2
803,117,117,8,2,206848,63,171,291,139,2
804,117,117,9,2,206848,63,171,291,139,2
805,118,118,0,1,0,7,53,291,0,8
806,118,118,1,2,206848,63,171,291,139,2
807,118,118,2,2,206848,63,171,291,139,2
808,118,118,3,2,206848,63,171,291,139,2
809,118,118,4,2,206848,63,171,291,139,2
810,118,118,5,2,206848,63,171,291,139,2
811,118,118,6,2,206848,63,171,291,139,2
812,118,118,7,2,206848,63,171,291,139,2
813,118,118,8,2,206848,63,171,291,139,2
814,118,118,9,2,206848,63,171,291,139,2
815,119,119,0,2,206848,63,171,291,139,2
816,119,119,1,2,206848,63,171,291,139,2
817,119,119,2,2,206848,63,171,291,139,2
818,119,119,3,2,206848,63,171,291,139,2
819,119,119,4,2,206848,63,171,291,139,2
820,119,119,5,2,206848,63,171,291,139,2
821,119,119,6,2,206848,63,171,291,139,2
822,119,119,7,2,206848,63,171,291,139,2
823,119,119,8,2,206848,63,171,291,139,2
824,119,119,9,2,206848,63,171,291,139,2
825,120,120,0,0,41694,19,114,753,45,2
826,120,120,1,0,41694,19,114,753,45,2
827,120,120,2,0,41694,19,114,753,45,2
828,120,120,3,0,41694,19,114,753,45,2
829,120,120,4,0,41694,19,114,753,45,2
830,120,120,5,0,41694,19,114,753,45,2
831,120,120,6,0,41694,19,114,753,45,2
832,120,120,7,0,41694,19,114,753,45,2
833,120,120,8,0,41694,19,114,753,45,2
834,120,120,9,0,41694,19,114,753,45,2
835,120,120,10,0,41694,19,114,753,45,2
836,121,121,0,0,41694,19,114,753,45,2
837,121,121,1,0,41694,19,114,753,45,2
838,121,121,2,0,41694,19,114,753,45,2
839,121,121,3,0,41694,19,114,753,45,2
840,121,121,4,0,41694,19,114,753,45,2
841,121,121,5,0,41694,19,114,753,45,2
842,121,121,6,0,41694,19,114,753,45,2
843,121,121,7,0,41694,19,114,753,45,2
844,121,121,8,0,41694,19,114,753,45,2
845,121,121,9,0,41694,19,114,753,45,2
846,121,121,10,1,0,7,53,291,0,8
847,122,122,0,0,41694,19,114,753,45,2
848,122,122,1,0,41694,19,114,753,45,2
849,122,122,2,0,41694,19,114,753,45,2
850,122,122,3,0,41694,19,114,753,45,2
851,122,122,4,0,41694,19,114,753,45,2
852,122,122,5,0,41694,19,114,753,45,2
853,122,122,6,0,41694,19,114,753,45,2
854,122,122,7,0,41694,19,114,753,45,2
855,122,122,8,0,41694,19,114,753,45,2
856,122,122,9,1,0,7,53,291,0,8
857,122,122,10,1,0,7,53,291,0,8
858,123,123,0,0,41694,19,114,753,45,2
859,123,123,1,0,41694,19,114,753,45,2
860,123,123,2,0,41694,19,114,753,45,2
861,123,123,3,0,41694,19,114,753,45,2
862,123,123,4,0,41694,19,114,753,45,2
863,123,123,5,0,41694,19,114,753,45,2
864,123,123,6,0,41694,19,114,753,45,2
865,123,123,7,0,41694,19,114,753,45,2
866,123,123,8,1,0,7,53,291,0,8
867,123,123,9,1,0,7,53,291,0,8
868,123,123,10,1,0,7,53,291,0,8
869,124,124,0,0,41694,19,114,753,45,2
870,124,124,1,0,41694,19,114,753,45,2
871,124,124,2,0,41694,19,114,753,45,2
872,124,124,3,0,41694,19,114,753,45,2
873,124,124,4,0,41694,19,114,753,45,2
874,124,124,5,0,41694,19,114,753,45,2
875,124,124,6,0,41694,19,114,753,45,2
876,124,124,7,1,0,7,53,291,0,8
877,124,124,8,1,0,7,53,291,0,8
878,124,124,9,1,0,7,53,291,0,8
879,124,124,10,1,0,7,53,291,0,8
880,125,125,0,0,41694,19,114,753,45,2
881,125,125,1,0,41694,19,114,753,45,2
882,125,125,2,0,41694,19,114,753,45,2
883,125,125,3,0,41694,19,114,753,45,2
884,125,125,4,0,41694,19,114,753,45,2
885,125,125,5,0,41694,19,114,753,45,2
886,125,125,6,1,0,7,53,291,0,8
887,125,125,7,1,0,7,53,291,0,8
888,125,125,8,1,0,7,53,291,0,8
889,125,125,9,1,0,7,53,291,0,8
890,125,125,10,1,0,7,53,291,0,8
891,126,126,0,0,41694,19,114,753,45,2
892,126,126,1,0,41694,19,114,753,45,2
893,126,126,2,0,41694,19,114,753,45,2
894,126,126,3,0,41694,19,114,753,45,2
895,126,126,4,0,41694,19,114,753,45,2
896,126,126,5,1,0,7,53,291,0,8
897,126,126,6,1,0,7,53,291,0,8
898,126,126,7,1,0,7,53,291,0,8
899,126,126,8,1,0,7,53,291,0,8
900,126,126,9,1,0,7,53,291,0,8
901,126,126,10,1,0,7,53,291,0,8
902,127,127,0,0,41694,19,114,753,45,2
903,127,127,1,0,41694,19,114,753,45,2
904,127,127,2,0,41694,19,114,753,45,2
905,127,127,3,0,41694,19,114,753,45,2
906,127,127,4,1,0,7,53,291,0,8
907,127,127,5,1,0,7,53,291,0,8
908,127,127,6,1,0,7,53,291,0,8
909,127,127,7,1,0,7,53,291,0,8
910,127,127,8,1,0,7,53,291,0,8
911,127,127,9,1,0,7,53,291,0,8
912,127,127,10,1,0,7,53,291,0,8
913,128,128,0,0,41694,19,114,753,45,2
914,128,128,1,0,41694,19,114,753,45,2
915,128,128,2,0,41694,19,114,753,45,2
916,128,128,3,1,0,7,53,291,0,8
917,128,128,4,1,0,7,53,291,0,8
918,128,128,5,1,0,7,53,291,0,8
919,128,128,6,1,0,7,53,291,0,8
920,128,128,7,1,0,7,53,291,0,8
921,128,128,8,1,0,7,53,291,0,8
922,128,128,9,1,0,7,53,291,0,8
923,128,128,10,1,0,7,53,291,0,8
924,129,129,0,0,41694,19,114,753,45,2
925,129,129,1,0,41694,19,114,753,45,2
926,129,129,2,1,0,7,53,291,0,8
927,129,129,3,1,0,7,53,291,0,8
928,129,129,4,1,0,7,53,291,0,8
929,129,129,5,1,0,7,53,291,0,8
930,129,129,6,1,0,7,53,291,0,8
931,129,129,7,1,0,7,53,291,0,8
932,129,129,8,1,0,7,53,291,0,8
933,129,129,9,1,0,7,53,291,0,8
934,129,129,10,1,0,7,53,291,0,8
935,130,130,0,0,41694,19,114,753,45,2
936,130,130,1,1,0,7,53,291,0,8
937,130,130,2,1,0,7,53,291,0,8
938,130,130,3,1,0,7,53,291,0,8
939,130,130,4,1,0,7,53,291,0,8
940,130,130,5,1,0,7,53,291,0,8
941,130,130,6,1,0,7,53,291,0,8
942,130,130,7,1,0,7,53,291,0,8
943,130,130,8,1,0,7,53,291,0,8
944,130,130,9,1,0,7,53,291,0,8
945,130,130,10,1,0,7,53,291,0,8
946,131,131,0,1,0,7,53,291,0,8
947,131,131,1,1,0,7,53,291,0,8
948,131,131,2,1,0,7,53,291,0,8
949,131,131,3,1,0,7,53,291,0,8
950,131,131,4,1,0,7,53,291,0,8
951,131,131,5,1,0,7,53,291,0,8
952,131,131,6,1,0,7,53,291,0,8
953,131,131,7,1,0,7,53,291,0,8
954,131,131,8,1,0,7,53,291,0,8
955,131,131,9,1,0,7,53,291,0,8
956,131,131,10,1,0,7,53,291,0,8
957,132,132,0,1,0,7,53,291,0,8
958,132,132,1,1,0,7,53,291,0,8
959,132,132,2,1,0,7,53,291,0,8
960,132,132,3,1,0,7,53,291,0,8
961,132,132,4,1,0,7,53,291,0,8
962,132,132,5,1,0,7,53,291,0,8
963,132,132,6,1,0,7,53,291,0,8
964,132,132,7,1,0,7,53,291,0,8
965,132,132,8,1,0,7,53,291,0,8
966,132,132,9,1,0,7,53,291,0,8
967,132,132,10,2,206848,63,171,291,139,2
968,133,133,0,1,0,7,53,291,0,8
969,133,133,1,1,0,7,53,291,0,8
970,133,133,2,1,0,7,53,291,0,8
971,133,133,3,1,0,7,53,291,0,8
972,133,133,4,1,0,7,53,291,0,8
973,133,133,5,1,0,7,53,291,0,8
974,133,133,6,1,0,7,53,291,0,8
975,133,133,7,1,0,7,53,291,0,8
976,133,133,8,1,0,7,53,291,0,8
977,133,133,9,2,206848,63,171,291,139,2
978,133,133,10,2,206848,63,171,291,139,2
979,134,134,0,1,0,7,53,291,0,8
980,134,134,1,1,0,7,53,291,0,8
981,134,134,2,1,0,7,53,291,0,8
982,134,134,3,1,0,7,53,291,0,8
983,134,134,4,1,0,7,53,291,0,8
984,134,134,5,1,0,7,53,291,0,8
985,134,134,6,1,0,7,53,291,0,8
986,134,134,7,1,0,7,53,291,0,8
987,134,134,8,2,206848,63,171,291,139,2
988,134,134,9,2,206848,63,171,291,139,2
989,134,134,10,2,206848,63,171,291,139,2
990,135,135,0,1,0,7,53,291,0,8
991,135,135,1,1,0,7,53,291,0,8
992,135,135,2,1,0,7,53,291,0,8
993,135,135,3,1,0,7,53,291,0,8
994,135,135,4,1,0,7,53,291,0,8
995,135,135,5,1,0,7,53,291,0,8
996,135,135,6,1,0,7,53,291,0,8
997,135,135,7,2,206848,63,171,291,139,2
998,135,135,8,2,206848,63,171,291,139,2
999,135,135,9,2,206848,63,171,291,139,2
1000,135,135,10,2,206848,63,171,291,139,2
1001,136,136,0,1,0,7,53,291,0,8
1002,136,136,1,1,0,7,53,291,0,8
1003,136,136,2,1,0,7,53,291,0,8
1004,136,136,3,1,0,7,53,291,0,8
1005,136,136,4,1,0,7,53,291,0,8
1006,136,136,5,1,0,7,53,291,0,8
1007,136,136,6,2,206848,63,171,291,139,2
1008,136,136,7,2,206848,63,171,291,139,2
1009,136,136,8,2,206848,63,171,291,139,2
1010,136,136,9,2,206848,63,171,291,139,2
1011,136,136,10,2,206848,63,171,291,139,2
1012,137,137,0,1,0,7,53,291,0,8
1013,137,137,1,1,0,7,53,291,0,8
1014,137,137,2,1,0,7,53,291,0,8
1015,137,137,3,1,0,7,53,291,0,8
1016,137,137,4,1,0,7,53,291,0,8
1017,137,137,5,2,206848,63,171,291,139,2
1018,137,137,6,2,206848,63,171,291,139,2
1019,137,137,7,2,206848,63,171,291,139,2
1020,137,137,8,2,206848,63,171,291,139,2
1021,137,137,9,2,206848,63,171,291,139,2
1022,137,137,10,2,206848,63,171,291,139,2
1023,138,138,0,1,0,7,53,291,0,8
1024,138,138,1,1,0,7,53,291,0,8
1025,138,138,2,1,0,7,53,291,0,8
1026,138,138,3,1,0,7,53,291,0,8
1027,138,138,4,2,206848,63,171,291,139,2
1028,138,138,5,2,206848,63,171,291,139,2
1029,138,138,6,2,206848,63,171,291,139,2
1030,138,138,7,2,206848,63,171,291,139,2
1031,138,138,8,2,206848,63,171,291,139,2
1032,138,138,9,2,206848,63,171,291,139,2
1033,138,138,10,2,206848,63,171,291,139,2
1034,139,139,0,1,0,7,53,291,0,8
1035,139,139,1,1,0,7,53,291,0,8
1036,139,139,2,1,0,7,53,291,0,8
1037,139,139,3,2,206848,63,171,291,139,2
1038,139,139,4,2,206848,63,171,291,139,2
1039,139,139,5,2,206848,63,171,291,139,2
1040,139,139,6,2,206848,63,171,291,139,2
1041,139,139,7,2,206848,63,171,291,139,2
1042,139,139,8,2,206848,63,171,291,139,2
1043,139,139,9,2,206848,63,171,291,139,2
1044,139,139,10,2,206848,63,171,291,139,2
1045,140,140,0,1,0,7,53,291,0,8
1046,140,140,1,1,0,7,53,291,0,8
1047,140,140,2,2,206848,63,171,291,139,2
1048,140,140,3,2,206848,63,171,291,139,2
1049,140,140,4,2,206848,63,171,291,139,2
1050,140,140,5,2,206848,63,171,291,139,2
1051,140,140,6,2,206848,63,171,291,139,2
1052,140,140,7,2,206848,63,171,291,139,2
1053,140,140,8,2,206848,63,171,291,139,2
1054,140,140,9,2,206848,63,171,291,139,2
1055,140,140,10,2,206848,63,171,291,139,2
1056,141,141,0,1,0,7,53,291,0,8
1057,141,141,1,2,206848,63,171,291,139,2
1058,141,141,2,2,206848,63,171,291,139,2
1059,141,141,3,2,206848,63,171,291,139,2
1060,141,141,4,2,206848,63,171,291,139,2
1061,141,141,5,2,206848,63,171,291,139,2
1062,141,141,6,2,206848,63,171,291,139,2
1063,141,141,7,2,206848,63,171,291,139,2
1064,141,141,8,2,206848,63,171,291,139,2
1065,141,141,9,2,206848,63,171,291,139,2
1066,141,141,10,2,206848,63,171,291,139,2
1067,142,142,0,2,206848,63,171,291,139,2
1068,142,142,1,2,206848,63,171,291,139,2
1069,142,142,2,2,206848,63,171,291,139,2
1070,142,142,3,2,206848,63,171,291,139,2
1071,142,142,4,2,206848,63,171,291,139,2
1072,142,142,5,2,206848,63,171,291,139,2
1073,142,142,6,2,206848,63,171,291,139,2
1074,142,142,7,2,206848,63,171,291,139,2
1075,142,142,8,2,206848,63,171,291,139,2
1076,142,142,9,2,206848,63,171,291,139,2
1077,142,142,10,2,206848,63,171,291,139,2
1078,143,143,0,0,41694,19,114,753,45,2
1079,143,143,1,0,41694,19,114,753,45,2
1080,143,143,2,0,41694,19,114,753,45,2
1081,143,143,3,0,41694,19,114,753,45,2
1082,143,143,4,0,41694,19,114,753,45,2
1083,143,143,5,0,41694,19,114,753,45,2
1084,143,143,6,0,41694,19,114,753,45,2
1085,143,143,7,0,41694,19,114,753,45,2
1086,143,143,8,0,41694,19,114,753,45,2
1087,143,143,9,0,41694,19,114,753,45,2
1088,143,143,10,0,41694,19,114,753,45,2
1089,143,143,11,0,41694,19,114,753,45,2
1090,144,144,0,0,41694,19,114,753,45,2
1091,144,144,1,0,41694,19,114,753,45,2
1092,144,144,2,0,41694,19,114,753,45,2
1093,144,144,3,0,41694,19,114,753,45,2
1094,144,144,4,0,41694,19,114,753,45,2
1095,144,144,5,0,41694,19,114,753,45,2
1096,144,144,6,0,41694,19,114,753,45,2
1097,144,144,7,0,41694,19,114,753,45,2
1098,144,144,8,0,41694,19,114,753,45,2
1099,144,144,9,0,41694,19,114,753,45,2
1100,144,144,10,0,41694,19,114,753,45,2
1101,144,144,11,1,0,7,53,291,0,8
1102,145,145,0,0,41694,19,114,753,45,2
1103,145,145,1,0,41694,19,114,753,45,2
1104,145,145,2,0,41694,19,114,753,45,2
1105,145,145,3,0,41694,19,114,753,45,2
1106,145,145,4,0,41694,19,114,753,45,2
1107,145,145,5,0,41694,19,114,753,45,2
1108,145,145,6,0,41694,19,114,753,45,2
1109,145,145,7,0,41694,19,114,753,45,2
1110,145,145,8,0,41694,19,114,753,45,2
1111,145,145,9,0,41694,19,114,753,45,2
1112,145,145,10,1,0,7,53,291,0,8
1113,145,145,11,1,0,7,53,291,0,8
1114,146,146,0,0,41694,19,114,753,45,2
1115,146,146,1,0,41694,19,114,753,45,2
1116,146,146,2,0,41694,19,114,753,45,2
1117,146,146,3,0,41694,19,114,753,45,2
1118,146,146,4,0,41694,19,114,753,45,2
1119,146,146,5,0,41694,19,114,753,45,2
1120,146,146,6,0,41694,19,114,753,45,2
1121,146,146,7,0,41694,19,114,753,45,2
1122,146,146,8,0,41694,19,114,753,45,2
1123,146,146,9,1,0,7,53,291,0,8
1124,146,146,10,1,0,7,53,291,0,8
1125,146,146,11,1,0,7,53,291,0,8
1126,147,147,0,0,41694,19,114,753,45,2
1127,147,147,1,0,41694,19,114,753,45,2
1128,147,147,2,0,41694,19,114,753,45,2
1129,147,147,3,0,41694,19,114,753,45,2
1130,147,147,4,0,41694,19,114,753,45,2
1131,147,147,5,0,41694,19,114,753,45,2
1132,147,147,6,0,41694,19,114,753,45,2
1133,147,147,7,0,41694,19,114,753,45,2
1134,147,147,8,1,0,7,53,291,0,8
1135,147,147,9,1,0,7,53,291,0,8
1136,147,147,10,1,0,7,53,291,0,8
1137,147,147,11,1,0,7,53,291,0,8
1138,148,148,0,0,41694,19,114,753,45,2
1139,148,148,1,0,41694,19,114,753,45,2
1140,148,148,2,0,41694,19,114,753,45,2
1141,148,148,3,0,41694,19,114,753,45,2
1142,148,148,4,0,41694,19,114,753,45,2
1143,148,148,5,0,41694,19,114,753,45,2
1144,148,148,6,0,41694,19,114,753,45,2
1145,148,148,7,1,0,7,53,291,0,8
1146,148,148,8,1,0,7,53,291,0,8
1147,148,148,9,1,0,7,53,291,0,8
1148,148,148,10,1,0,7,53,291,0,8
1149,148,148,11,1,0,7,53,291,0,8
1150,149,149,0,0,41694,19,114,753,45,2
1151,149,149,1,0,41694,19,114,753,45,2
1152,149,149,2,0,41694,19,114,753,45,2
1153,149,149,3,0,41694,19,114,753,45,2
1154,149,149,4,0,41694,19,114,753,45,2
1155,149,149,5,0,41694,19,114,753,45,2
1156,149,149,6,1,0,7,53,291,0,8
1157,149,149,7,1,0,7,53,291,0,8
1158,149,149,8,1,0,7,53,291,0,8
1159,149,149,9,1,0,7,53,291,0,8
1160,149,149,10,1,0,7,53,291,0,8
1161,149,149,11,1,0,7,53,291,0,8
1162,150,150,0,0,41694,19,114,753,45,2
1163,150,150,1,0,41694,19,114,753,45,2
1164,150,150,2,0,41694,19,114,753,45,2
1165,150,150,3,0,41694,19,114,753,45,2
1166,150,150,4,0,41694,19,114,753,45,2
1167,150,150,5,1,0,7,53,291,0,8
1168,150,150,6,1,0,7,53,291,0,8
1169,150,150,7,1,0,7,53,291,0,8
1170,150,150,8,1,0,7,53,291,0,8
1171,150,150,9,1,0,7,53,291,0,8
1172,150,150,10,1,0,7,53,291,0,8
1173,150,150,11,1,0,7,53,291,0,8
1174,151,151,0,0,41694,19,114,753,45,2
1175,151,151,1,0,41694,19,114,753,45,2
1176,151,151,2,0,41694,19,114,753,45,2
1177,151,151,3,0,41694,19,114,753,45,2
1178,151,151,4,1,0,7,53,291,0,8
1179,151,151,5,1,0,7,53,291,0,8
1180,151,151,6,1,0,7,53,291,0,8
1181,151,151,7,1,0,7,53,291,0,8
1182,151,151,8,1,0,7,53,291,0,8
1183,151,151,9,1,0,7,53,291,0,8
1184,151,151,10,1,0,7,53,291,0,8
1185,151,151,11,1,0,7,53,291,0,8
1186,152,152,0,0,41694,19,114,753,45,2
1187,152,152,1,0,41694,19,114,753,45,2
1188,152,152,2,0,41694,19,114,753,45,2
1189,152,152,3,1,0,7,53,291,0,8
1190,152,152,4,1,0,7,53,291,0,8
1191,152,152,5,1,0,7,53,291,0,8
1192,152,152,6,1,0,7,53,291,0,8
1193,152,152,7,1,0,7,53,291,0,8
1194,152,152,8,1,0,7,53,291,0,8
1195,152,152,9,1,0,7,53,291,0,8
1196,152,152,10,1,0,7,53,291,0,8
1197,152,152,11,1,0,7,53,291,0,8
1198,153,153,0,0,41694,19,114,753,45,2
1199,153,153,1,0,41694,19,114,753,45,2
1200,153,153,2,1,0,7,53,291,0,8
1201,153,153,3,1,0,7,53,291,0,8
1202,153,153,4,1,0,7,53,291,0,8
1203,153,153,5,1,0,7,53,291,0,8
1204,153,153,6,1,0,7,53,291,0,8
1205,153,153,7,1,0,7,53,291,0,8
1206,153,153,8,1,0,7,53,291,0,8
1207,153,153,9,1,0,7,53,291,0,8
1208,153,153,10,1,0,7,53,291,0,8
1209,153,153,11,1,0,7,53,291,0,8
1210,154,154,0,0,41694,19,114,753,45,2
1211,154,154,1,1,0,7,53,291,0,8
1212,154,154,2,1,0,7,53,291,0,8
1213,154,154,3,1,0,7,53,291,0,8
1214,154,154,4,1,0,7,53,291,0,8
1215,154,154,5,1,0,7,53,291,0,8
1216,154,154,6,1,0,7,53,291,0,8
1217,154,154,7,1,0,7,53,291,0,8
1218,154,154,8,1,0,7,53,291,0,8
1219,154,154,9,1,0,7,53,291,0,8
1220,154,154,10,1,0,7,53,291,0,8
1221,154,154,11,1,0,7,53,291,0,8
1222,155,155,0,1,0,7,53,291,0,8
1223,155,155,1,1,0,7,53,291,0,8
1224,155,155,2,1,0,7,53,291,0,8
