observable_id,observable_code,value
0,0,6
1,1,6
2,2,63
3,3,124
4,4,88704
5,5,1
6,6,1
7,7,144
8,8,100
9,9,64
10,10,18
11,11,11
12,12,63
13,13,18
14,14,15
15,15,59
16,16,18781825174
17,17,13211212940
18,18,63
19,19,642
20,20,642
21,21,0
22,22,0
23,23,0
24,24,0
25,25,1
26,26,7
