projector,against,trace_overlap,fraction_of_against_rank,rank_projector,rank_against
CSDO_support,active_P16,1.25,0.6250000000000002,7.0,1.9999999999999993
CSDO_support,pair_P16,1.7499999999999998,0.4375000000000001,7.0,3.9999999999999987
CSDO_signspan,active_P16,1.25,0.6250000000000002,5.0,1.9999999999999993
CSDO_signspan,pair_P16,1.7499999999999996,0.43750000000000006,5.0,3.9999999999999987
CSDO_support_wedge,active_P16,0.2499999999999998,0.12499999999999994,6.0,1.9999999999999993
CSDO_support_wedge,pair_P16,0.7499999999999997,0.18749999999999997,6.0,3.9999999999999987
CSDO_signspan_wedge,active_P16,0.24999999999999992,0.125,4.0,1.9999999999999993
CSDO_signspan_wedge,pair_P16,0.7499999999999996,0.18749999999999994,4.0,3.9999999999999987
