status,full_signed_fano_group_status,tested_group,row_pattern_classes,column_pattern_classes,row_pattern_class_sizes,column_pattern_class_sizes,generator_swap_count,exact_swap_count,min_swap_relative_error,max_swap_relative_error,mean_swap_relative_error,R_norm,invariant_projection_norm,breaking_norm,invariant_energy_fraction,breaking_energy_fraction,invariant_participation_rank,breaking_participation_rank,invariant_rank,breaking_rank
NOT_EQUIVARIANT_UNDER_VISIBLE_FLAG_STABILIZER,not certified: source_drop/source_drop bundles do not include explicit signed-Fano permutation generators on the 16 builder and 16 jabber strategy sets,maximal row/column permutation subgroup preserving the source_drop Fano-coordinate flag tensor exactly,"[[""BASIN_SWITCHER"", ""DIVERGENCE_MIN"", ""EMERGENCE_SEEKER"", ""FACE12_ANCHOR"", ""FACE15_ANCHOR"", ""FACE17_ANCHOR"", ""H954_CORRIDOR"", ""STOCHASTIC_CONTROL""], [""BLUFF_REVEAL""], [""CURVATURE_ZERO""], [""H2047_PURIST""], [""MONODROME_PURIST""], [""Q4_BALANCER""], [""ROBUST_REVEAL""], [""SIGMA_MIN""], [""SPREAD_CONTROL""]]","[[""BLUFF_ENGINE""], [""CURVATURE_INJECTOR"", ""DIVERGENCE_TAX"", ""FACE12_DENIAL"", ""FACE15_DENIAL"", ""FACE17_DENIAL"", ""HOMOLOGY_PUNCTURE"", ""H_MASK_SPLIT"", ""KERNEL_DRIP"", ""KERNEL_SPIKE"", ""NONE"", ""OMEGA_LOCK"", ""RANK4_TAX""], [""EXTRACTOR_LURE""], [""MONODROME_CONTAMINATOR""], [""RANDOM_JABBER""]]","[8, 1, 1, 1, 1, 1, 1, 1, 1]","[12, 1, 1, 1, 1]",94,0,0.02945753597556975,0.9394737007493053,0.27690188332891164,2251.533688388933,1348.6613643128373,1802.9188762559759,0.3587971078154081,0.6412028921845921,2.5341579390517173,3.333152925351606,5,16
