,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
BLUFF_REVEAL,10.211385518187882,63.13722136338368,63.13722136338368,9.868352703704543,63.13722136338368,63.13722136338368,63.13722136338368,63.13722136338368,63.13722136338368,63.13722136338368,63.13722136338368,-79.5613502453408,63.13722136338368,63.13722136338368,22.21683451063957,63.13722136338368
CURVATURE_ZERO,-76.42094132861669,208.39732962920155,208.39732962920155,2.5133150498340058,208.39732962920155,208.39732962920155,208.39732962920155,208.39732962920155,208.39732962920155,208.39732962920155,208.39732962920155,-102.06085549180392,208.39732962920155,208.39732962920155,-129.15881032512456,208.39732962920155
DIVERGENCE_MIN,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
EMERGENCE_SEEKER,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
FACE12_ANCHOR,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
FACE15_ANCHOR,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
FACE17_ANCHOR,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
H2047_PURIST,-38.9415518228943,99.50549489733424,99.50549489733424,78.18022673496174,99.50549489733424,99.50549489733424,99.50549489733424,99.50549489733424,99.50549489733424,99.50549489733424,99.50549489733424,-52.22016584023383,99.50549489733424,99.50549489733424,-90.6351793390836,99.50549489733424
H954_CORRIDOR,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
MONODROME_PURIST,71.50873847228053,56.92316127464909,56.92316127464909,154.6267303958485,56.92316127464909,56.92316127464909,56.92316127464909,56.92316127464909,56.92316127464909,56.92316127464909,56.92316127464909,168.6805189422023,56.92316127464909,56.92316127464909,0.5008513856301704,56.92316127464909
Q4_BALANCER,-100.90866888428718,-14.841401804054593,-14.841401804054593,-22.89081105673364,-14.841401804054593,-14.841401804054593,-14.841401804054593,-14.841401804054593,-14.841401804054593,-14.841401804054593,-14.841401804054593,-96.81158845718228,-14.841401804054593,-14.841401804054593,-153.19209626332733,-14.841401804054593
ROBUST_REVEAL,163.47576490398632,131.25874672989602,131.25874672989602,165.44243157065296,131.25874672989602,131.25874672989602,131.25874672989602,131.25874672989602,131.25874672989602,131.25874672989602,131.25874672989602,192.41900812237225,131.25874672989602,131.25874672989602,140.445177532437,131.25874672989602
SIGMA_MIN,-75.63473278119888,40.22824591006576,40.22824591006576,50.166228835692095,40.22824591006576,40.22824591006576,40.22824591006576,40.22824591006576,40.22824591006576,40.22824591006576,40.22824591006576,-64.31235045942526,40.22824591006576,40.22824591006576,-123.05533488846434,40.22824591006576
SPREAD_CONTROL,-67.26134155207532,-0.9412134842243844,-0.9412134842243844,-31.551380123848944,-0.9412134842243844,-0.9412134842243844,-0.9412134842243844,-0.9412134842243844,-0.9412134842243844,-0.9412134842243844,-0.9412134842243844,-100.09184696178318,-0.9412134842243844,-0.9412134842243844,-91.70597874576788,-0.9412134842243844
STOCHASTIC_CONTROL,-118.45298841670893,-33.02435319294352,-33.02435319294352,-54.784047444486724,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-33.02435319294352,-150.2324035642784,-33.02435319294352,-33.02435319294352,-122.46977154749598,-33.02435319294352
