builder,jabber,payoff,win,pure,flat,curved,monodrome,loss,hpop,sigma_H,omega,divergence,C,V,X,bluff,q4,sealed,J_pressure,S_score,F7_minus_L3,L3_minus_P1,P1_point
BLUFF_REVEAL,OMEGA_LOCK,241.9396527777778,0.75,0.0,0.0,0.75,0.0,0.0,9.75,1.25,1.0,15.652777777777773,86.25,4.75,0.0,0.0,0.0,86.25,0.04779563492063485,0.8147043650793652,0.0,0.0,1.0
BLUFF_REVEAL,EXTRACTOR_LURE,167.0896527777778,0.75,0.0,0.0,0.125,0.625,0.125,9.75,1.25,1.5,15.652777777777773,86.25,8.875,5.666666666666667,0.0,0.0,86.25,0.13589087301587296,0.726609126984127,0.0,0.25,0.75
BLUFF_REVEAL,RANDOM_JABBER,116.6848090277778,0.7291666666666666,0.0,0.0,0.0,0.7291666666666666,0.2708333333333333,8.229166666666666,2.7708333333333335,1.5625,15.642361111111107,86.10416666666667,32.041666666666664,8.3125,0.0,0.0,86.10416666666667,0.1971899801587301,0.6638516865079365,0.20833333333333334,0.3125,0.4791666666666667
H2047_PURIST,NONE,400.9097222222222,1.0,0.75,1.0,0.0,0.0,0.0,11.0,0.0,0.0,19.72222222222221,100.0,71.5,0.0,0.0,0.0,100.0,0.026865079365079324,0.9731349206349207,0.0,0.0,1.0
H2047_PURIST,KERNEL_SPIKE,-50.88779513888889,0.4166666666666667,0.0,0.2916666666666667,0.125,0.0,0.5833333333333334,11.0,0.0,0.875,13.996527777777771,70.875,60.416666666666664,0.0,0.0,0.5833333333333334,70.875,0.5211393849206348,0.18761061507936513,0.0,0.0,1.0
H2047_PURIST,KERNEL_DRIP,252.1597222222222,1.0,0.125,0.375,0.625,0.0,0.0,11.0,0.0,0.625,19.72222222222221,100.0,71.5,0.0,0.0,0.0,100.0,0.2768650793650793,0.7231349206349207,0.0,0.0,1.0
H2047_PURIST,BLUFF_ENGINE,111.5470775462963,0.75,0.125,0.16666666666666666,0.0,0.5833333333333334,0.25,10.541666666666666,0.4583333333333333,0.6666666666666666,18.11921296296295,92.54166666666667,65.91666666666667,8.0,8.0,0.08333333333333333,92.54166666666667,0.3705001653439153,0.5549165013227514,0.0,0.375,0.625
H2047_PURIST,CURVATURE_INJECTOR,309.49305555555554,1.0,0.125,0.875,0.125,0.0,0.0,11.0,0.0,0.125,19.72222222222221,100.0,83.41666666666667,0.0,0.0,0.0,100.0,0.18162698412698408,0.8183730158730159,0.0,0.0,1.0
H2047_PURIST,MONODROME_CONTAMINATOR,91.53579282407408,0.5,0.125,0.16666666666666666,0.0,0.3333333333333333,0.5,10.583333333333334,0.4166666666666667,1.4166666666666667,16.417824074074066,84.70833333333333,67.875,9.416666666666666,0.0,0.125,84.70833333333333,0.18784639550264545,0.6592369378306878,0.0,0.5,0.5
H2047_PURIST,DIVERGENCE_TAX,313.1057060185185,0.75,0.5,0.5833333333333334,0.16666666666666666,0.0,0.0,11.0,0.0,0.25,19.122685185185176,95.83333333333333,70.83333333333333,0.0,0.0,0.0,95.83333333333333,0.03340839947089943,0.9249249338624339,0.0,0.0,1.0
H2047_PURIST,HOMOLOGY_PUNCTURE,279.1955555555556,1.0,0.125,0.5,0.5,0.0,0.0,11.0,0.0,0.5,19.88888888888888,100.0,95.375,0.0,0.0,0.0,100.0,0.214531746031746,0.7854682539682539,0.0,0.0,1.0
H2047_PURIST,FACE15_DENIAL,321.9763888888889,1.0,0.125,0.2916666666666667,0.7083333333333334,0.0,0.0,11.0,0.0,0.7083333333333334,19.72222222222221,100.0,73.54166666666667,0.0,0.0,0.0,100.0,0.0649603174603174,0.9350396825396826,0.0,0.0,1.0
H2047_PURIST,FACE12_DENIAL,346.8097222222222,1.0,0.3333333333333333,0.5,0.5,0.0,0.0,11.0,0.0,0.5,19.72222222222221,100.0,71.83333333333333,0.0,0.0,0.0,100.0,0.0530555555555555,0.9469444444444445,0.0,0.0,1.0
H2047_PURIST,FACE17_DENIAL,339.07638888888886,1.0,0.125,0.5833333333333334,0.4166666666666667,0.0,0.0,11.0,0.0,0.4166666666666667,19.72222222222221,100.0,72.16666666666667,0.0,0.0,0.0,100.0,0.056626984126984053,0.9433730158730159,0.0,0.0,1.0
H2047_PURIST,RANK4_TAX,77.89772569444443,0.5,0.0,0.4166666666666667,0.08333333333333333,0.0,0.0,11.0,0.0,0.875,16.434027777777768,85.125,62.083333333333336,0.0,0.0,0.5,85.125,0.4247673611111111,0.42648263888888893,0.0,0.0,1.0
H2047_PURIST,H_MASK_SPLIT,331.24305555555554,1.0,0.125,1.0,0.0,0.0,0.0,11.0,0.0,0.0,19.72222222222221,100.0,82.54166666666667,0.0,0.0,0.0,100.0,0.13400793650793646,0.8659920634920635,0.0,0.0,1.0
H2047_PURIST,OMEGA_LOCK,321.32638888888886,1.0,0.125,0.16666666666666666,0.8333333333333334,0.0,0.0,11.0,0.0,0.8333333333333334,19.72222222222221,100.0,71.5,0.0,0.0,0.0,100.0,0.050674603174603094,0.9493253968253968,0.0,0.0,1.0
H2047_PURIST,EXTRACTOR_LURE,233.15730324074073,0.9166666666666666,0.125,0.16666666666666666,0.0,0.75,0.08333333333333333,10.833333333333334,0.16666666666666666,0.9166666666666666,19.55324074074073,99.33333333333333,80.33333333333333,6.166666666666667,0.0,0.041666666666666664,99.33333333333333,0.13502943121693117,0.8583039021164022,0.0,0.2916666666666667,0.7083333333333334
H2047_PURIST,RANDOM_JABBER,55.36500289351852,0.875,0.0,0.0,0.0,0.875,0.125,10.895833333333334,0.10416666666666667,0.6458333333333334,19.482060185185173,98.39583333333333,80.58333333333333,8.3125,8.3125,0.041666666666666664,98.39583333333333,0.5796011078042328,0.40435722552910053,0.0,0.4583333333333333,0.5416666666666666
H954_CORRIDOR,NONE,200.19583333333333,0.75,0.0,0.0,0.75,0.0,0.0,9.75,1.25,1.0,23.33333333333333,98.75,0.0,0.0,0.0,0.0,98.75,0.09476190476190473,0.8927380952380952,0.0,0.0,1.0
H954_CORRIDOR,KERNEL_SPIKE,-108.31759837962964,0.375,0.0,0.041666666666666664,0.3333333333333333,0.0,0.5416666666666666,7.625,3.375,1.4583333333333333,17.526620370370367,73.5,3.7083333333333335,0.0,0.0,0.875,73.5,0.5877647156084657,0.1472352843915344,0.0,0.0,1.0
H954_CORRIDOR,KERNEL_DRIP,101.94583333333333,0.75,0.0,0.0,0.75,0.0,0.20833333333333334,9.75,1.25,1.0833333333333333,23.33333333333333,98.75,0.0,0.0,0.0,0.0,98.75,0.3161904761904762,0.6713095238095237,0.0,0.0,1.0
H954_CORRIDOR,BLUFF_ENGINE,48.86477430555555,0.7083333333333334,0.0,0.0,0.125,0.5833333333333334,0.25,9.666666666666666,1.3333333333333333,1.25,23.149305555555554,98.16666666666667,0.0,6.875,6.875,0.08333333333333333,98.16666666666667,0.3838635912698412,0.5978030753968254,0.0,0.0,1.0
H954_CORRIDOR,CURVATURE_INJECTOR,159.07083333333333,0.75,0.0,0.125,0.625,0.0,0.0,9.75,1.25,1.1666666666666667,23.33333333333333,98.75,11.166666666666666,0.0,0.0,0.0,98.75,0.22690476190476186,0.7605952380952381,0.0,0.0,1.0
H954_CORRIDOR,MONODROME_CONTAMINATOR,24.122899305555546,0.5,0.0,0.0,0.125,0.375,0.4583333333333333,9.041666666666666,1.9583333333333333,1.9583333333333333,23.274305555555554,95.33333333333333,0.0,8.791666666666666,0.0,0.16666666666666666,95.33333333333333,0.24351240079365077,0.7098209325396825,0.0,0.0,1.0
H954_CORRIDOR,DIVERGENCE_TAX,153.2339525462963,0.5416666666666666,0.0,0.20833333333333334,0.3333333333333333,0.0,0.0,9.666666666666666,1.3333333333333333,1.125,49.32754629629628,83.70833333333333,0.0,0.0,0.0,0.25,83.70833333333333,0.13266087962962958,0.7044224537037037,0.0,0.0,1.0
H954_CORRIDOR,HOMOLOGY_PUNCTURE,153.72261284722222,0.875,0.0,0.0,0.875,0.0,0.08333333333333333,8.291666666666666,2.7083333333333335,1.3333333333333333,71.6753472222223,98.20833333333333,9.833333333333334,0.0,0.0,0.020833333333333332,98.20833333333333,0.34221106150793656,0.6398722718253967,0.0,0.0,1.0
H954_CORRIDOR,FACE15_DENIAL,200.9126736111111,0.75,0.0,0.20833333333333334,0.5416666666666666,0.0,0.0,9.75,1.25,1.25,23.090277777777775,98.75,0.0,0.0,0.0,0.0,98.75,0.11951884920634916,0.8679811507936508,0.0,0.0,1.0
H954_CORRIDOR,FACE12_DENIAL,204.82472222222222,0.75,0.0,0.20833333333333334,0.5416666666666666,0.0,0.0,9.75,1.25,1.125,23.222222222222218,98.75,0.0,0.0,0.0,0.0,98.75,0.11488888888888883,0.8726111111111111,0.0,0.0,1.0
H954_CORRIDOR,FACE17_DENIAL,202.92354166666667,0.75,0.0,0.20833333333333334,0.5416666666666666,0.0,0.0,9.708333333333334,1.2916666666666667,1.375,23.374999999999996,98.75,0.0,0.0,0.0,0.0,98.75,0.129922619047619,0.8575773809523809,0.0,0.0,1.0
H954_CORRIDOR,RANK4_TAX,-38.6141550925926,0.2916666666666667,0.0,0.0,0.2916666666666667,0.0,0.0,8.458333333333334,2.5416666666666665,1.7916666666666667,14.51157407407407,65.125,0.0,0.0,0.0,1.3333333333333333,65.125,0.4359401455026455,0.21530985449735449,0.0,0.0,1.0
H954_CORRIDOR,H_MASK_SPLIT,194.25833333333333,0.75,0.0,0.0,0.75,0.0,0.0,9.541666666666666,1.4583333333333333,1.4166666666666667,23.33333333333333,98.75,0.0,0.0,0.0,0.0,98.75,0.12749999999999997,0.86,0.0,0.0,1.0
H954_CORRIDOR,OMEGA_LOCK,200.19583333333333,0.75,0.0,0.0,0.75,0.0,0.0,9.75,1.25,1.0,23.33333333333333,98.75,0.0,0.0,0.0,0.0,98.75,0.09476190476190473,0.8927380952380952,0.0,0.0,1.0
H954_CORRIDOR,EXTRACTOR_LURE,114.4492824074074,0.75,0.0,0.0,0.125,0.625,0.125,9.583333333333334,1.4166666666666667,1.5,23.949074074074073,98.75,0.0,5.625,0.0,0.0,98.75,0.18585383597883595,0.8016461640211641,0.0,0.0,1.0
H954_CORRIDOR,RANDOM_JABBER,-10.249001736111111,0.75,0.0,0.0,0.0,0.75,0.20833333333333334,8.3125,2.6875,1.5416666666666667,57.769097222222236,95.08333333333333,0.0,6.708333333333333,6.708333333333333,0.041666666666666664,95.08333333333333,0.6068762400793651,0.3439570932539682,0.0,0.0,1.0
FACE15_ANCHOR,NONE,262.56468750000005,1.0,0.0,0.0,1.0,0.0,0.0,6.5,4.5,1.75,32.4375,100.0,0.0,0.0,0.0,0.0,100.0,0.1752946428571428,0.8247053571428572,0.0,0.0,1.0
FACE15_ANCHOR,KERNEL_SPIKE,-88.84767361111109,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.5833333333333334,7.125,3.875,2.0,22.493055555555557,76.375,3.5416666666666665,0.0,0.0,0.6666666666666666,76.375,0.6052311507936508,0.15851884920634923,0.0,0.0,1.0
FACE15_ANCHOR,KERNEL_DRIP,209.64802083333333,1.0,0.0,0.0,1.0,0.0,0.0,6.5,4.5,1.3333333333333333,32.4375,100.0,0.0,0.0,0.0,0.0,100.0,0.31815178571428565,0.6818482142857144,0.0,0.0,1.0
FACE15_ANCHOR,BLUFF_ENGINE,131.44314814814814,0.9166666666666666,0.0,0.0,0.16666666666666666,0.75,0.08333333333333333,6.416666666666667,4.583333333333333,1.5416666666666667,31.98148148148148,99.08333333333333,0.0,5.708333333333333,5.708333333333333,0.0,99.08333333333333,0.3974576719576719,0.5933756613756614,0.0,0.0,1.0
FACE15_ANCHOR,CURVATURE_INJECTOR,227.5646875,1.0,0.0,0.0,1.0,0.0,0.0,6.5,4.5,1.5416666666666667,32.4375,100.0,7.291666666666667,0.0,0.0,0.0,100.0,0.2657708333333333,0.7342291666666667,0.0,0.0,1.0
FACE15_ANCHOR,MONODROME_CONTAMINATOR,75.50604166666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,6.333333333333333,4.666666666666667,2.2916666666666665,29.708333333333332,94.91666666666667,0.0,8.5,0.0,0.16666666666666666,94.91666666666667,0.30232738095238093,0.6468392857142857,0.0,0.0,1.0
FACE15_ANCHOR,DIVERGENCE_TAX,226.8177662037037,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,0.0,6.75,4.25,1.4583333333333333,32.34953703703704,99.16666666666667,0.0,0.0,0.0,0.0,99.16666666666667,0.16449239417989414,0.8271742724867724,0.0,0.0,1.0
FACE15_ANCHOR,HOMOLOGY_PUNCTURE,217.49177083333333,1.0,0.0,0.0,1.0,0.0,0.0,6.604166666666667,4.395833333333333,1.4791666666666667,32.4375,100.0,7.291666666666667,0.0,0.0,0.0,100.0,0.27916369047619044,0.7208363095238095,0.0,0.0,1.0
FACE15_ANCHOR,FACE15_DENIAL,262.577650462963,1.0,0.0,0.0,1.0,0.0,0.0,6.833333333333333,4.166666666666667,1.2916666666666667,33.7337962962963,100.0,0.0,0.0,0.0,0.0,100.0,0.17301951058201057,0.8269804894179894,0.0,0.0,1.0
FACE15_ANCHOR,FACE12_DENIAL,258.7984837962963,1.0,0.0,0.0,1.0,0.0,0.0,6.833333333333333,4.166666666666667,1.75,32.90046296296296,100.0,0.0,0.0,0.0,0.0,100.0,0.17932903439153436,0.8206709656084655,0.0,0.0,1.0
FACE15_ANCHOR,FACE17_DENIAL,262.5239409722222,1.0,0.0,0.0,1.0,0.0,0.0,6.75,4.25,1.5,32.64930555555556,100.0,0.0,0.0,0.0,0.0,100.0,0.17788740079365073,0.8221125992063492,0.0,0.0,1.0
FACE15_ANCHOR,RANK4_TAX,23.59745370370371,0.5,0.0,0.0,0.5,0.0,0.0,7.208333333333333,3.7916666666666665,1.875,25.37037037037037,84.79166666666667,0.0,0.0,0.0,0.5,84.79166666666667,0.5200132275132274,0.32790343915343917,0.0,0.0,1.0
FACE15_ANCHOR,H_MASK_SPLIT,255.48135416666665,1.0,0.0,0.0,1.0,0.0,0.0,6.5,4.5,1.3333333333333333,32.4375,100.0,0.0,0.0,0.0,0.0,100.0,0.1991041666666666,0.8008958333333333,0.0,0.0,1.0
FACE15_ANCHOR,OMEGA_LOCK,262.56468750000005,1.0,0.0,0.0,1.0,0.0,0.0,6.5,4.5,1.75,32.4375,100.0,0.0,0.0,0.0,0.0,100.0,0.1752946428571428,0.8247053571428572,0.0,0.0,1.0
FACE15_ANCHOR,EXTRACTOR_LURE,184.9939699074074,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,6.583333333333333,4.416666666666667,1.7083333333333333,32.55324074074074,100.0,0.0,4.916666666666667,0.0,0.0,100.0,0.23969609788359783,0.7603039021164021,0.0,0.0,1.0
FACE15_ANCHOR,RANDOM_JABBER,104.49653067129628,0.9791666666666666,0.0,0.0,0.020833333333333332,0.9583333333333334,0.020833333333333332,6.833333333333333,4.166666666666667,1.5416666666666667,32.926504629629626,99.8125,0.0,5.291666666666667,5.291666666666667,0.0,99.8125,0.47875983796296295,0.5193651620370371,0.0,0.0,1.0
FACE12_ANCHOR,NONE,246.5474305555556,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,2.0,37.93055555555555,100.0,0.0,0.0,0.0,0.0,100.0,0.18435912698412696,0.8156408730158731,0.0,0.0,1.0
FACE12_ANCHOR,KERNEL_SPIKE,-92.79181712962962,0.4583333333333333,0.0,0.0,0.4583333333333333,0.0,0.5416666666666666,6.666666666666667,4.333333333333333,2.25,26.0162037037037,75.375,3.5,0.0,0.0,0.6666666666666666,75.375,0.6164923941798942,0.13725760582010585,0.0,0.0,1.0
FACE12_ANCHOR,KERNEL_DRIP,190.50576388888894,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,1.5833333333333333,37.93055555555555,100.0,0.0,0.0,0.0,0.0,100.0,0.33912103174603175,0.6608789682539683,0.0,0.0,1.0
FACE12_ANCHOR,BLUFF_ENGINE,101.53461805555555,0.875,0.0,0.0,0.16666666666666666,0.7083333333333334,0.125,6.166666666666667,4.833333333333333,1.5833333333333333,37.284722222222214,98.95833333333333,0.0,6.166666666666667,6.166666666666667,0.0,98.95833333333333,0.42418948412698415,0.5653938492063492,0.0,0.0,1.0
FACE12_ANCHOR,CURVATURE_INJECTOR,210.96409722222225,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,1.5,37.93055555555555,100.0,7.916666666666667,0.0,0.0,0.0,100.0,0.2760257936507936,0.7239742063492064,0.0,0.0,1.0
FACE12_ANCHOR,MONODROME_CONTAMINATOR,56.72871527777778,0.6666666666666666,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,5.916666666666667,5.083333333333333,2.4166666666666665,35.96527777777777,97.08333333333333,0.0,8.458333333333334,0.0,0.16666666666666666,97.08333333333333,0.3276319444444444,0.6432013888888889,0.0,0.0,1.0
FACE12_ANCHOR,DIVERGENCE_TAX,219.3863136574074,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0,0.0,6.375,4.625,1.7916666666666667,38.60532407407407,99.16666666666667,0.0,0.0,0.0,0.0,99.16666666666667,0.21658151455026453,0.775085152116402,0.0,0.0,1.0
FACE12_ANCHOR,HOMOLOGY_PUNCTURE,204.9536805555556,1.0,0.0,0.0,1.0,0.0,0.0,6.9375,4.0625,1.5416666666666667,37.93055555555555,100.0,7.916666666666667,0.0,0.0,0.0,100.0,0.28049007936507936,0.7195099206349207,0.0,0.0,1.0
FACE12_ANCHOR,FACE15_DENIAL,244.13909722222226,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,1.375,37.93055555555555,100.0,0.0,0.0,0.0,0.0,100.0,0.19626388888888888,0.8037361111111111,0.0,0.0,1.0
FACE12_ANCHOR,FACE12_DENIAL,234.74789351851857,1.0,0.0,0.0,1.0,0.0,0.0,6.333333333333333,4.666666666666667,1.375,38.39351851851851,100.0,0.0,0.0,0.0,0.0,100.0,0.20982208994708995,0.7901779100529102,0.0,0.0,1.0
FACE12_ANCHOR,FACE17_DENIAL,248.33881944444445,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,1.2916666666666667,38.65277777777777,100.0,0.0,0.0,0.0,0.0,100.0,0.18865277777777775,0.8113472222222221,0.0,0.0,1.0
FACE12_ANCHOR,RANK4_TAX,-38.66188657407407,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.16666666666666666,6.708333333333333,4.291666666666667,2.1666666666666665,29.863425925925924,80.41666666666667,0.0,0.0,0.0,0.625,80.41666666666667,0.5566491402116401,0.24751752645502645,0.0,0.0,1.0
FACE12_ANCHOR,H_MASK_SPLIT,232.1724305555556,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,1.5833333333333333,37.93055555555555,100.0,0.0,0.0,0.0,0.0,100.0,0.21412103174603173,0.7858789682539683,0.0,0.0,1.0
FACE12_ANCHOR,OMEGA_LOCK,246.5474305555556,1.0,0.0,0.0,1.0,0.0,0.0,6.25,4.75,2.0,37.93055555555555,100.0,0.0,0.0,0.0,0.0,100.0,0.18435912698412696,0.8156408730158731,0.0,0.0,1.0
FACE12_ANCHOR,EXTRACTOR_LURE,166.52682870370373,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,6.291666666666667,4.708333333333333,2.0,38.16203703703703,100.0,0.0,4.583333333333333,0.0,0.0,100.0,0.2637572751322751,0.7362427248677249,0.0,0.0,1.0
FACE12_ANCHOR,RANDOM_JABBER,59.48201099537036,0.9375,0.0,0.0,0.0,0.9375,0.0625,6.770833333333333,4.229166666666667,1.5833333333333333,38.07349537037036,98.75,0.0,5.5625,5.5625,0.0,98.75,0.5365854001322751,0.45091459986772486,0.0,0.0,1.0
FACE17_ANCHOR,NONE,218.0801041666667,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.5,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.22913988095238091,0.7708601190476191,0.0,0.0,1.0
FACE17_ANCHOR,KERNEL_SPIKE,-116.5352199074074,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.5833333333333334,5.666666666666667,5.333333333333333,2.0833333333333335,26.780092592592595,75.20833333333333,3.4166666666666665,0.0,0.0,0.6666666666666666,75.20833333333333,0.6422562830687831,0.10982705026455027,0.0,0.0,1.0
FACE17_ANCHOR,KERNEL_DRIP,161.20510416666667,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.7083333333333333,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.3898541666666666,0.6101458333333333,0.0,0.0,1.0
FACE17_ANCHOR,BLUFF_ENGINE,82.77386574074075,0.9166666666666666,0.0,0.0,0.16666666666666666,0.75,0.08333333333333333,4.833333333333333,6.166666666666667,1.5,39.199074074074076,98.91666666666667,0.0,6.125,6.125,0.041666666666666664,98.91666666666667,0.4725324074074074,0.5166342592592593,0.0,0.0,1.0
FACE17_ANCHOR,CURVATURE_INJECTOR,181.99677083333336,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.5833333333333333,39.854166666666664,100.0,7.833333333333333,0.0,0.0,0.0,100.0,0.3267589285714285,0.6732410714285715,0.0,0.0,1.0
FACE17_ANCHOR,MONODROME_CONTAMINATOR,38.95671875,0.6666666666666666,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,5.208333333333333,5.791666666666667,2.375,36.59375,93.83333333333333,0.0,8.25,0.0,0.16666666666666666,93.83333333333333,0.35266517857142854,0.5856681547619048,0.0,0.0,1.0
FACE17_ANCHOR,DIVERGENCE_TAX,163.72936921296295,0.625,0.0,0.0,0.625,0.0,0.0,5.5,5.5,1.4583333333333333,35.410879629629626,94.375,0.0,0.0,0.0,0.0,94.375,0.20564897486772482,0.7381010251322752,0.0,0.0,1.0
FACE17_ANCHOR,HOMOLOGY_PUNCTURE,186.7051041666667,1.0,0.0,0.0,1.0,0.0,0.0,5.25,5.75,1.5416666666666667,39.854166666666664,100.0,7.833333333333333,0.0,0.0,0.0,100.0,0.3214017857142857,0.6785982142857142,0.0,0.0,1.0
FACE17_ANCHOR,FACE15_DENIAL,205.98010416666668,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.5833333333333333,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.26723511904761904,0.7327648809523809,0.0,0.0,1.0
FACE17_ANCHOR,FACE12_DENIAL,215.37177083333336,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.7083333333333333,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.23509226190476185,0.7649077380952382,0.0,0.0,1.0
FACE17_ANCHOR,FACE17_DENIAL,220.33335069444445,1.0,0.0,0.0,1.0,0.0,0.0,4.625,6.375,1.4166666666666667,39.64236111111111,100.0,0.0,0.0,0.0,0.0,100.0,0.23785664682539678,0.7621433531746032,0.0,0.0,1.0
FACE17_ANCHOR,RANK4_TAX,-20.071579861111104,0.5,0.0,0.0,0.5,0.0,0.125,5.583333333333333,5.416666666666667,1.9166666666666667,30.378472222222225,83.5,0.0,0.0,0.0,0.5833333333333334,83.5,0.5779975198412698,0.2570024801587301,0.0,0.0,1.0
FACE17_ANCHOR,H_MASK_SPLIT,219.12177083333336,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.5,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.23509226190476185,0.7649077380952382,0.0,0.0,1.0
FACE17_ANCHOR,OMEGA_LOCK,218.0801041666667,1.0,0.0,0.0,1.0,0.0,0.0,4.75,6.25,1.5,39.854166666666664,100.0,0.0,0.0,0.0,0.0,100.0,0.22913988095238091,0.7708601190476191,0.0,0.0,1.0
FACE17_ANCHOR,EXTRACTOR_LURE,141.29337962962964,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,4.666666666666667,6.333333333333333,2.0833333333333335,39.71296296296296,100.0,0.0,4.791666666666667,0.0,0.0,100.0,0.31352248677248673,0.6864775132275133,0.0,0.0,1.0
FACE17_ANCHOR,RANDOM_JABBER,64.19134837962963,1.0,0.0,0.0,0.0,1.0,0.0,4.729166666666667,6.270833333333333,1.5833333333333333,39.473379629629626,100.0,0.0,5.1875,5.1875,0.0,100.0,0.5742948082010582,0.4257051917989418,0.0,0.0,1.0
BASIN_SWITCHER,NONE,250.86677083333333,1.0,0.0,0.0,1.0,0.0,0.0,7.25,3.75,1.75,24.52083333333333,100.0,0.0,0.0,0.0,0.0,100.0,0.1495208333333333,0.8504791666666667,0.0,0.0,1.0
BASIN_SWITCHER,KERNEL_SPIKE,-82.18137152777778,0.4583333333333333,0.0,0.0,0.4583333333333333,0.0,0.5416666666666666,7.666666666666667,3.3333333333333335,1.875,17.086805555555554,76.5,3.4166666666666665,0.0,0.0,0.9583333333333334,76.5,0.5879201388888889,0.1770798611111111,0.0,0.0,1.0
BASIN_SWITCHER,KERNEL_DRIP,201.07510416666665,1.0,0.0,0.0,1.0,0.0,0.0,7.25,3.75,1.3333333333333333,24.52083333333333,100.0,0.0,0.0,0.0,0.0,100.0,0.2923779761904762,0.7076220238095238,0.0,0.0,1.0
BASIN_SWITCHER,BLUFF_ENGINE,119.03521412037037,0.9166666666666666,0.0,0.0,0.16666666666666666,0.75,0.08333333333333333,7.0,4.0,1.625,24.1724537037037,98.95833333333333,0.0,5.708333333333333,5.708333333333333,0.041666666666666664,98.95833333333333,0.37655340608465604,0.6130299272486772,0.0,0.0,1.0
BASIN_SWITCHER,CURVATURE_INJECTOR,220.86677083333333,1.0,0.0,0.0,1.0,0.0,0.0,7.25,3.75,1.3333333333333333,24.52083333333333,100.0,7.291666666666667,0.0,0.0,0.0,100.0,0.2233303571428571,0.7766696428571428,0.0,0.0,1.0
BASIN_SWITCHER,MONODROME_CONTAMINATOR,60.426695601851854,0.625,0.0,0.0,0.16666666666666666,0.4583333333333333,0.375,6.166666666666667,4.833333333333333,2.0833333333333335,23.40393518518518,96.08333333333333,0.0,8.208333333333334,0.0,0.16666666666666666,96.08333333333333,0.2888801256613756,0.6719532076719577,0.0,0.0,1.0
BASIN_SWITCHER,DIVERGENCE_TAX,207.30078703703703,0.75,0.0,0.0,0.75,0.0,0.0,8.333333333333334,2.6666666666666665,1.6666666666666667,22.9537037037037,97.25,0.0,0.0,0.0,0.16666666666666666,97.25,0.12295370370370366,0.8495462962962964,0.0,0.0,1.0
BASIN_SWITCHER,HOMOLOGY_PUNCTURE,209.0646875,1.0,0.0,0.0,1.0,0.0,0.0,7.1875,3.8125,1.5,24.52083333333333,100.0,7.291666666666667,0.0,0.0,0.0,100.0,0.25517559523809524,0.7448244047619048,0.0,0.0,1.0
BASIN_SWITCHER,FACE15_DENIAL,174.8015740740741,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,7.416666666666667,3.5833333333333335,1.5833333333333333,23.407407407407405,96.58333333333333,0.0,0.0,0.0,0.08333333333333333,96.58333333333333,0.2305502645502645,0.7352830687830688,0.0,0.0,1.0
BASIN_SWITCHER,FACE12_DENIAL,261.21265625,1.0,0.0,0.0,1.0,0.0,0.0,7.5,3.5,1.5,25.11458333333333,100.0,0.0,0.0,0.0,0.0,100.0,0.14178124999999997,0.8582187499999999,0.0,0.0,1.0
BASIN_SWITCHER,FACE17_DENIAL,253.89542245370373,1.0,0.0,0.0,1.0,0.0,0.0,7.458333333333333,3.5416666666666665,1.7083333333333333,24.2974537037037,100.0,0.0,0.0,0.0,0.0,100.0,0.14870221560846555,0.8512977843915345,0.0,0.0,1.0
BASIN_SWITCHER,RANK4_TAX,6.306724537037044,0.5,0.0,0.0,0.5,0.0,0.08333333333333333,7.625,3.375,1.875,18.974537037037035,84.33333333333333,0.0,0.0,0.0,0.9166666666666666,84.33333333333333,0.5154031084656084,0.3279302248677249,0.0,0.0,1.0
