observable_id,observable_code,value,scale_code
0,0,1740,0
1,1,870,0
2,2,6,0
3,3,1734,0
4,4,96225044865,0
5,5,256,0
6,6,6415002991,0
7,7,15,0
8,8,3085616438671,0
9,9,7680,0
10,10,0,0
11,11,1734,0
12,12,2982976390815,0
13,13,128,0
14,14,6,0
15,15,1,0
16,16,0,0
17,17,0,0
