observable_id,observable_code,value
0,0,1
1,1,1
2,2,1000003
3,3,56
4,4,33
5,5,23
6,6,33
7,7,33
8,8,343
9,9,0
10,10,56
11,11,0
12,12,9
13,13,9
14,14,504
15,15,5508
16,16,5288
17,17,9
18,18,0
19,19,0
20,20,1
21,21,1
22,22,0
23,23,0
