observable_id,observable_code,value
0,0,8
1,1,6
2,2,2
3,3,56
4,4,20
5,5,15
6,6,15
7,7,6
8,8,16
9,9,33
10,10,30
11,11,26
12,12,33
13,13,23
14,14,3
15,15,30
16,16,26
17,17,3
18,18,0
19,19,0
20,20,1
21,21,0
