candidate_unit_label,target_i,target_j,max_residual_mod_1000003,nonzero_residual_count
"v_legacy[5;0,0]",0,0,0,0
"v_legacy[5;0,1]",0,1,0,0
"v_legacy[5;1,0]",1,0,0,0
"v_legacy[5;1,1]",1,1,0,0
