observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,59
4,4,20
5,5,30
6,6,0
7,7,13
8,8,78
9,9,6
10,10,8
11,11,8
12,12,6
13,13,0
14,14,0
15,15,1
16,16,0
17,17,0
18,18,0
