observable_id,observable_code,value_x1e12,aux_id
0,0,2,-1
1,1,0,-1
2,2,0,-1
3,3,8,-1
4,4,32,-1
5,5,8,-1
6,6,32,-1
7,7,4,-1
8,8,5,-1
9,9,0,-1
10,10,0,-1
11,11,0,-1
12,12,0,-1
13,13,80,-1
14,14,42,-1
