scope_code,word_id,frontier_path_id,prefix_length,start_carrier_id,end_carrier_id,carrier_0_id,carrier_1_id,carrier_2_id,carrier_3_id,carrier_4_id,carrier_5_id,cell_edge_0_id,cell_edge_1_id,cell_edge_2_id,cell_edge_3_id,cell_edge_4_id,selected_atom_0_id,selected_atom_1_id,selected_atom_2_id,selected_atom_3_id,selected_atom_4_id
0,0,0,3,12,5,12,3,8,5,-1,-1,14,11,21,-1,-1,7,4,12,-1,-1
0,0,1,3,12,6,12,3,8,6,-1,-1,14,11,24,-1,-1,7,4,12,-1,-1
0,0,2,3,12,7,12,3,8,7,-1,-1,14,11,27,-1,-1,7,4,12,-1,-1
0,0,3,3,12,13,12,3,8,13,-1,-1,14,11,33,-1,-1,7,4,12,-1,-1
0,0,4,3,12,5,12,11,8,5,-1,-1,41,31,21,-1,-1,7,4,12,-1,-1
0,0,5,3,12,6,12,11,8,6,-1,-1,41,31,24,-1,-1,7,4,12,-1,-1
0,0,6,3,12,7,12,11,8,7,-1,-1,41,31,27,-1,-1,7,4,12,-1,-1
0,0,7,3,12,13,12,11,8,13,-1,-1,41,31,33,-1,-1,7,4,12,-1,-1
1,0,0,3,2,5,2,3,8,5,-1,-1,6,11,21,-1,-1,7,4,12,-1,-1
1,0,1,3,2,6,2,3,8,6,-1,-1,6,11,24,-1,-1,7,4,12,-1,-1
1,0,2,3,2,7,2,3,8,7,-1,-1,6,11,27,-1,-1,7,4,12,-1,-1
1,0,3,3,2,13,2,3,8,13,-1,-1,6,11,33,-1,-1,7,4,12,-1,-1
1,0,4,3,2,5,2,11,8,5,-1,-1,8,31,21,-1,-1,7,4,12,-1,-1
1,0,5,3,2,6,2,11,8,6,-1,-1,8,31,24,-1,-1,7,4,12,-1,-1
1,0,6,3,2,7,2,11,8,7,-1,-1,8,31,27,-1,-1,7,4,12,-1,-1
1,0,7,3,2,13,2,11,8,13,-1,-1,8,31,33,-1,-1,7,4,12,-1,-1
1,0,8,3,3,5,3,11,8,5,-1,-1,13,31,21,-1,-1,7,4,12,-1,-1
1,0,9,3,3,6,3,11,8,6,-1,-1,13,31,24,-1,-1,7,4,12,-1,-1
1,0,10,3,3,7,3,11,8,7,-1,-1,13,31,27,-1,-1,7,4,12,-1,-1
1,0,11,3,3,13,3,11,8,13,-1,-1,13,31,33,-1,-1,7,4,12,-1,-1
1,0,12,3,10,5,10,3,8,5,-1,-1,12,11,21,-1,-1,7,4,12,-1,-1
1,0,13,3,10,6,10,3,8,6,-1,-1,12,11,24,-1,-1,7,4,12,-1,-1
1,0,14,3,10,7,10,3,8,7,-1,-1,12,11,27,-1,-1,7,4,12,-1,-1
1,0,15,3,10,13,10,3,8,13,-1,-1,12,11,33,-1,-1,7,4,12,-1,-1
1,0,16,3,10,5,10,11,8,5,-1,-1,38,31,21,-1,-1,7,4,12,-1,-1
1,0,17,3,10,6,10,11,8,6,-1,-1,38,31,24,-1,-1,7,4,12,-1,-1
1,0,18,3,10,7,10,11,8,7,-1,-1,38,31,27,-1,-1,7,4,12,-1,-1
1,0,19,3,10,13,10,11,8,13,-1,-1,38,31,33,-1,-1,7,4,12,-1,-1
1,0,20,3,11,5,11,3,8,5,-1,-1,13,11,21,-1,-1,7,4,12,-1,-1
1,0,21,3,11,6,11,3,8,6,-1,-1,13,11,24,-1,-1,7,4,12,-1,-1
1,0,22,3,11,7,11,3,8,7,-1,-1,13,11,27,-1,-1,7,4,12,-1,-1
1,0,23,3,11,13,11,3,8,13,-1,-1,13,11,33,-1,-1,7,4,12,-1,-1
1,0,24,3,12,5,12,3,8,5,-1,-1,14,11,21,-1,-1,7,4,12,-1,-1
1,0,25,3,12,6,12,3,8,6,-1,-1,14,11,24,-1,-1,7,4,12,-1,-1
1,0,26,3,12,7,12,3,8,7,-1,-1,14,11,27,-1,-1,7,4,12,-1,-1
1,0,27,3,12,13,12,3,8,13,-1,-1,14,11,33,-1,-1,7,4,12,-1,-1
1,0,28,3,12,5,12,11,8,5,-1,-1,41,31,21,-1,-1,7,4,12,-1,-1
1,0,29,3,12,6,12,11,8,6,-1,-1,41,31,24,-1,-1,7,4,12,-1,-1
1,0,30,3,12,7,12,11,8,7,-1,-1,41,31,27,-1,-1,7,4,12,-1,-1
1,0,31,3,12,13,12,11,8,13,-1,-1,41,31,33,-1,-1,7,4,12,-1,-1
0,1,0,4,12,2,12,3,11,10,2,-1,14,13,38,7,-1,7,4,19,7,-1
0,1,1,4,12,3,12,3,11,10,3,-1,14,13,38,12,-1,7,4,19,7,-1
0,1,2,4,12,11,12,3,11,10,11,-1,14,13,38,38,-1,7,4,19,7,-1
0,1,3,4,12,12,12,3,11,10,12,-1,14,13,38,39,-1,7,4,19,7,-1
0,1,4,4,12,2,12,3,11,12,2,-1,14,13,41,9,-1,7,4,19,7,-1
0,1,5,4,12,3,12,3,11,12,3,-1,14,13,41,14,-1,7,4,19,7,-1
0,1,6,4,12,10,12,3,11,12,10,-1,14,13,41,39,-1,7,4,19,7,-1
0,1,7,4,12,11,12,3,11,12,11,-1,14,13,41,41,-1,7,4,19,7,-1
1,1,0,4,2,2,2,3,11,10,2,-1,6,13,38,7,-1,7,4,19,7,-1
1,1,1,4,2,3,2,3,11,10,3,-1,6,13,38,12,-1,7,4,19,7,-1
1,1,2,4,2,11,2,3,11,10,11,-1,6,13,38,38,-1,7,4,19,7,-1
1,1,3,4,2,12,2,3,11,10,12,-1,6,13,38,39,-1,7,4,19,7,-1
1,1,4,4,2,2,2,3,11,12,2,-1,6,13,41,9,-1,7,4,19,7,-1
1,1,5,4,2,3,2,3,11,12,3,-1,6,13,41,14,-1,7,4,19,7,-1
1,1,6,4,2,10,2,3,11,12,10,-1,6,13,41,39,-1,7,4,19,7,-1
1,1,7,4,2,11,2,3,11,12,11,-1,6,13,41,41,-1,7,4,19,7,-1
1,1,8,4,10,2,10,3,11,10,2,-1,12,13,38,7,-1,7,4,19,7,-1
1,1,9,4,10,3,10,3,11,10,3,-1,12,13,38,12,-1,7,4,19,7,-1
1,1,10,4,10,11,10,3,11,10,11,-1,12,13,38,38,-1,7,4,19,7,-1
1,1,11,4,10,12,10,3,11,10,12,-1,12,13,38,39,-1,7,4,19,7,-1
1,1,12,4,10,2,10,3,11,12,2,-1,12,13,41,9,-1,7,4,19,7,-1
1,1,13,4,10,3,10,3,11,12,3,-1,12,13,41,14,-1,7,4,19,7,-1
1,1,14,4,10,10,10,3,11,12,10,-1,12,13,41,39,-1,7,4,19,7,-1
1,1,15,4,10,11,10,3,11,12,11,-1,12,13,41,41,-1,7,4,19,7,-1
1,1,16,4,11,2,11,3,11,10,2,-1,13,13,38,7,-1,7,4,19,7,-1
1,1,17,4,11,3,11,3,11,10,3,-1,13,13,38,12,-1,7,4,19,7,-1
1,1,18,4,11,11,11,3,11,10,11,-1,13,13,38,38,-1,7,4,19,7,-1
1,1,19,4,11,12,11,3,11,10,12,-1,13,13,38,39,-1,7,4,19,7,-1
1,1,20,4,11,2,11,3,11,12,2,-1,13,13,41,9,-1,7,4,19,7,-1
1,1,21,4,11,3,11,3,11,12,3,-1,13,13,41,14,-1,7,4,19,7,-1
1,1,22,4,11,10,11,3,11,12,10,-1,13,13,41,39,-1,7,4,19,7,-1
1,1,23,4,11,11,11,3,11,12,11,-1,13,13,41,41,-1,7,4,19,7,-1
1,1,24,4,12,2,12,3,11,10,2,-1,14,13,38,7,-1,7,4,19,7,-1
1,1,25,4,12,3,12,3,11,10,3,-1,14,13,38,12,-1,7,4,19,7,-1
1,1,26,4,12,11,12,3,11,10,11,-1,14,13,38,38,-1,7,4,19,7,-1
1,1,27,4,12,12,12,3,11,10,12,-1,14,13,38,39,-1,7,4,19,7,-1
1,1,28,4,12,2,12,3,11,12,2,-1,14,13,41,9,-1,7,4,19,7,-1
1,1,29,4,12,3,12,3,11,12,3,-1,14,13,41,14,-1,7,4,19,7,-1
1,1,30,4,12,10,12,3,11,12,10,-1,14,13,41,39,-1,7,4,19,7,-1
1,1,31,4,12,11,12,3,11,12,11,-1,14,13,41,41,-1,7,4,19,7,-1
