mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
1586,1 4 5 9 10,16,34,5176320,194.76289483634068,56.166666666666664,011110110001100101001001101011
1587,0 1 4 5 9 10,16,42,6251520,239.5954465348027,67.83333333333333,101101101011100101001001100011
1588,2 4 5 9 10,13,31,4629504,177.0287502142339,50.233333333333334,011000001110001111000001100011
1589,0 2 4 5 9 10,15,39,5704704,221.86130191269592,61.9,101011010100001111000001101011
1590,1 2 4 5 9 10,17,39,5950464,223.94074345437576,64.56666666666666,011110111110100101000001101011
1591,0 1 2 4 5 9 10,13,47,7025664,268.77329515283776,76.23333333333333,101101100100100101000001100011
1592,3 4 5 9 10,10,36,5047296,202.45318085701746,54.766666666666666,101100000000110101000001000011
1593,0 3 4 5 9 10,16,44,6122496,247.28573255547948,66.43333333333334,011111011010110101000001001011
1594,1 3 4 5 9 10,14,44,6368256,249.36517409715933,69.1,101010110000011111000001001011
1595,0 1 3 4 5 9 10,14,52,7443456,294.19772579562135,80.76666666666667,011001101010011111000001000011
1596,2 3 4 5 9 10,15,41,5821440,231.63102947505251,63.16666666666667,101100001111110101001001000011
1597,0 2 3 4 5 9 10,17,49,6896640,276.46358117351457,74.83333333333333,011111010101110101001001001011
1598,1 2 3 4 5 9 10,19,49,7142400,278.5430227151944,77.5,101010111111011111001001001011
1599,0 1 2 3 4 5 9 10,15,57,8217600,323.3755744136564,89.16666666666666,011001100101011111001001000011
1600,6 9 10,12,18,2985984,104.28686122320029,32.400000000000006,101010000011000000101001100111
1601,0 6 9 10,14,26,4061184,149.11941292166233,44.06666666666667,011001011001000000101001101111
1602,1 6 9 10,18,26,4306944,151.19885446334217,46.733333333333334,101100110011101010101001101111
1603,0 1 6 9 10,18,34,5382144,196.0314061618042,58.4,011111101001101010101001100111
1604,2 6 9 10,11,23,3760128,133.46470984123536,40.800000000000004,101010001100000000100001100111
1605,0 2 6 9 10,13,31,4835328,178.2972615396974,52.46666666666667,011001010110000000100001101111
1606,1 2 6 9 10,17,31,5081088,180.37670308137723,55.13333333333333,101100111100101010100001101111
1607,0 1 2 6 9 10,17,39,6156288,225.20925477983926,66.8,011111100110101010100001100111
1608,3 6 9 10,14,28,4177920,158.88914048401895,45.333333333333336,011110000010111010100001000111
1609,0 3 6 9 10,16,36,5253120,203.72169218248098,57.00000000000001,101101011000111010100001001111
1610,1 3 6 9 10,12,36,5498880,205.80113372416082,59.666666666666664,011000110010010000100001001111
1611,0 1 3 6 9 10,12,44,6574080,250.63368542262282,71.33333333333333,101011101000010000100001000111
1612,2 3 6 9 10,17,33,4952064,188.066989102054,53.73333333333334,011110001101111010101001000111
1613,0 2 3 6 9 10,19,41,6027264,232.89954080051604,65.39999999999999,101101010111111010101001001111
1614,1 2 3 6 9 10,15,41,6273024,234.97898234219588,68.06666666666666,011000111101010000101001001111
1615,0 1 2 3 6 9 10,15,49,7348224,279.8115340406579,79.73333333333332,101011100111010000101001000111
1616,4 6 9 10,12,26,4067328,148.94951388486695,44.13333333333333,000110000011001110101000100011
1617,0 4 6 9 10,16,34,5142528,193.78206558332897,55.800000000000004,110101011001001110101000101011
1618,1 4 6 9 10,12,34,5388288,195.8615071250088,58.46666666666667,000000110011100100101000101011
1619,0 1 4 6 9 10,14,42,6463488,240.6940588234708,70.13333333333333,110011101001100100101000100011
1620,2 4 6 9 10,11,31,4841472,178.127362502902,52.53333333333334,000110001100001110100000100011
1621,0 2 4 6 9 10,15,39,5916672,222.95991420136403,64.19999999999999,110101010110001110100000101011
1622,1 2 4 6 9 10,11,39,6162432,225.03935574304387,66.86666666666666,000000111100100100100000101011
1623,0 1 2 4 6 9 10,13,47,7237632,269.87190744150587,78.53333333333333,110011100110100100100000100011
1624,3 4 6 9 10,10,36,5259264,203.55179314568556,57.06666666666667,110010000010110100100000000011
1625,0 3 4 6 9 10,10,44,6334464,248.38434484414762,68.73333333333333,000001011000110100100000001011
1626,1 3 4 6 9 10,14,44,6580224,250.46378638582746,71.39999999999999,110100110010011110100000001011
1627,0 1 3 4 6 9 10,12,52,7655424,295.29633808428946,83.06666666666666,000111101000011110100000000011
1628,2 3 4 6 9 10,13,41,6033408,232.72964176372062,65.46666666666667,110010001101110100101000000011
1629,0 2 3 4 6 9 10,13,49,7108608,277.5621934621827,77.13333333333333,000001010111110100101000001011
1630,1 2 3 4 6 9 10,17,49,7354368,279.6416350038625,79.8,110100111101011110101000001011
1631,0 1 2 3 4 6 9 10,15,57,8429568,324.4741867023245,91.46666666666665,000111100111011110101000000011
1632,5 6 9 10,11,23,3677184,133.0592447331272,39.900000000000006,000110000011000001101000100111
1633,0 5 6 9 10,15,31,4752384,177.89179643158923,51.56666666666667,110101011001000001101000101111
1634,1 5 6 9 10,15,31,4998144,179.97123797326907,54.23333333333334,000000110011101011101000101111
1635,0 1 5 6 9 10,17,39,6073344,224.80378967173107,65.89999999999999,110011101001101011101000100111
1636,2 5 6 9 10,10,28,4451328,162.23709335116226,48.300000000000004,000110001100000001100000100111
1637,0 2 5 6 9 10,14,36,5526528,207.06964504962428,59.96666666666667,110101010110000001100000101111
1638,1 2 5 6 9 10,14,36,5772288,209.14908659130413,62.63333333333333,000000111100101011100000101111
1639,0 1 2 5 6 9 10,16,44,6847488,253.98163828976618,74.3,110011100110101011100000100111
1640,3 5 6 9 10,13,33,4869120,187.66152399394585,52.833333333333336,110010000010111011100000000111
1641,0 3 5 6 9 10,13,41,5944320,232.49407569240788,64.5,000001011000111011100000001111
1642,1 3 5 6 9 10,13,41,6190080,234.57351723408772,67.16666666666666,110100110010010001100000001111
1643,0 1 3 5 6 9 10,11,49,7265280,279.4060689325497,78.83333333333333,000111101000010001100000000111
1644,2 3 5 6 9 10,16,38,5643264,216.83937261198093,61.23333333333334,110010001101111011101000000111
1645,0 2 3 5 6 9 10,16,46,6718464,261.67192431044293,72.89999999999999,000001010111111011101000001111
1646,1 2 3 5 6 9 10,16,46,6964224,263.7513658521228,75.56666666666666,110100111101010001101000001111
1647,0 1 2 3 5 6 9 10,14,54,8039424,308.5839175505848,87.23333333333332,000111100111010001101000000111
1648,4 5 6 9 10,15,31,4758528,177.72189739479384,51.63333333333334,101010000011001111101001100011
1649,0 4 5 6 9 10,17,39,5833728,222.55444909325587,63.300000000000004,011001011001001111101001101011
1650,1 4 5 6 9 10,17,39,6079488,224.6338906349357,65.96666666666665,101100110011100101101001101011
1651,0 1 4 5 6 9 10,17,47,7154688,269.4664423333977,77.63333333333333,011111101001100101101001100011
1652,2 4 5 6 9 10,14,36,5532672,206.89974601282893,60.03333333333334,101010001100001111100001100011
1653,0 2 4 5 6 9 10,16,44,6607872,251.73229771129093,71.69999999999999,011001010110001111100001101011
1654,1 2 4 5 6 9 10,16,44,6853632,253.81173925297077,74.36666666666666,101100111100100101100001101011
1655,0 1 2 4 5 6 9 10,16,52,7928832,298.64429095143277,86.03333333333333,011111100110100101100001100011
1656,3 4 5 6 9 10,13,41,5950464,232.32417665561246,64.56666666666666,011110000010110101100001000011
1657,0 3 4 5 6 9 10,15,49,7025664,277.1567283540745,76.23333333333333,101101011000110101100001001011
1658,1 3 4 5 6 9 10,15,49,7271424,279.23616989575436,78.89999999999999,011000110010011111100001001011
1659,0 1 3 4 5 6 9 10,15,57,8346624,324.06872159421636,90.56666666666666,101011101000011111100001000011
1660,2 3 4 5 6 9 10,16,46,6724608,261.5020252736475,72.96666666666667,011110001101110101101001000011
1661,0 2 3 4 5 6 9 10,18,54,7799808,306.3345769721096,84.63333333333333,101101010111110101101001001011
1662,1 2 3 4 5 6 9 10,18,54,8045568,308.4140185137894,87.3,011000111101011111101001001011
1663,0 1 2 3 4 5 6 9 10,18,62,9120768,353.2465702122514,98.96666666666665,101011100111011111101001000011
1664,7 9 10,14,18,3151872,104.86222536810385,34.2,011110000001000010011001101111
1665,0 7 9 10,16,26,4227072,149.69477706656588,45.86666666666667,101101011011000010011001100111
1666,1 7 9 10,14,26,4472832,151.77421860824572,48.53333333333334,011000110001101000011001100111
1667,0 1 7 9 10,18,34,5548032,196.60677030670774,60.2,101011101011101000011001101111
1668,2 7 9 10,15,23,3926016,134.04007398613894,42.6,011110001110000010010001101111
1669,0 2 7 9 10,13,31,5001216,178.87262568460096,54.266666666666666,101101010100000010010001100111
1670,1 2 7 9 10,15,31,5246976,180.9520672262808,56.93333333333334,011000111110101000010001100111
1671,0 1 2 7 9 10,15,39,6322176,225.7846189247428,68.6,101011100100101000010001101111
1672,3 7 9 10,12,28,4343808,159.4645046289225,47.13333333333333,101010000000111000010001001111
1673,0 3 7 9 10,14,36,5419008,204.29705632738452,58.800000000000004,011001011010111000010001000111
1674,1 3 7 9 10,12,36,5664768,206.37649786906437,61.46666666666667,101100110000010010010001000111
1675,0 1 3 7 9 10,16,44,6739968,251.2090495675264,73.13333333333334,011111101010010010010001001111
1676,2 3 7 9 10,17,33,5117952,188.64235324695758,55.53333333333334,101010001111111000011001001111
1677,0 2 3 7 9 10,15,41,6193152,233.4749049454196,67.2,011001010101111000011001000111
1678,1 2 3 7 9 10,17,41,6438912,235.55434648709945,69.86666666666667,101100111111010010011001000111
1679,0 1 2 3 7 9 10,17,49,7514112,280.38689818556145,81.53333333333333,011111100101010010011001001111
1680,4 7 9 10,12,26,4233216,149.5248780297705,45.93333333333334,110010000001001100011000101011
1681,0 4 7 9 10,12,34,5308416,194.35742972823252,57.6,000001011011001100011000100011
1682,1 4 7 9 10,14,34,5554176,196.43687126991236,60.266666666666666,110100110001100110011000100011
1683,0 1 4 7 9 10,16,42,6629376,241.26942296837439,71.93333333333334,000111101011100110011000101011
1684,2 4 7 9 10,13,31,5007360,178.70272664780558,54.333333333333336,110010001110001100010000101011
1685,0 2 4 7 9 10,9,39,6082560,223.5352783462676,66.0,000001010100001100010000100011
1686,1 2 4 7 9 10,15,39,6328320,225.61471988794744,68.66666666666667,110100111110100110010000100011
1687,0 1 2 4 7 9 10,13,47,7403520,270.44727158640944,80.33333333333333,000111100100100110010000101011
1688,3 4 7 9 10,10,36,5425152,204.12715729058914,58.86666666666667,000110000000110110010000001011
1689,0 3 4 7 9 10,14,44,6500352,248.95970898905117,70.53333333333333,110101011010110110010000000011
1690,1 3 4 7 9 10,8,44,6746112,251.039150530731,73.2,000000110000011100010000000011
1691,0 1 3 4 7 9 10,14,52,7821312,295.87170222919303,84.86666666666667,110011101010011100010000001011
1692,2 3 4 7 9 10,15,41,6199296,233.3050059086242,67.26666666666667,000110001111110110011000001011
1693,0 2 3 4 7 9 10,15,49,7274496,278.13755760708625,78.93333333333334,110101010101110110011000000011
1694,1 2 3 4 7 9 10,13,49,7520256,280.2169991487661,81.60000000000001,000000111111011100011000000011
1695,0 1 2 3 4 7 9 10,15,57,8595456,325.0495508472281,93.26666666666665,110011100101011100011000001011
1696,5 7 9 10,13,23,3843072,133.63460887803075,41.7,110010000001000011011000101111
1697,0 5 7 9 10,13,31,4918272,178.46716057649277,53.36666666666667,000001011011000011011000100111
1698,1 5 7 9 10,15,31,5164032,180.54660211817261,56.03333333333334,110100110001101001011000100111
1699,0 1 5 7 9 10,17,39,6239232,225.37915381663464,67.7,000111101011101001011000101111
1700,2 5 7 9 10,14,28,4617216,162.81245749606583,50.1,110010001110000011010000101111
1701,0 2 5 7 9 10,10,36,5692416,207.64500919452786,61.766666666666666,000001010100000011010000100111
1702,1 2 5 7 9 10,16,36,5938176,209.7244507362077,64.43333333333334,110100111110101001010000100111
1703,0 1 2 5 7 9 10,14,44,7013376,254.55700243466973,76.1,000111100100101001010000101111
1704,3 5 7 9 10,11,33,5035008,188.2368881388494,54.63333333333333,000110000000111001010000001111
1705,0 3 5 7 9 10,15,41,6110208,233.06943983731142,66.3,110101011010111001010000000111
1706,1 3 5 7 9 10,9,41,6355968,235.14888137899126,68.96666666666667,000000110000010011010000000111
1707,0 1 3 5 7 9 10,15,49,7431168,279.9814330774533,80.63333333333334,110011101010010011010000001111
1708,2 3 5 7 9 10,16,38,5809152,217.41473675688448,63.03333333333334,000110001111111001011000001111
1709,0 2 3 5 7 9 10,16,46,6884352,262.2472884553465,74.7,110101010101111001011000000111
1710,1 2 3 5 7 9 10,14,46,7130112,264.32672999702635,77.36666666666667,000000111111010011011000000111
1711,0 1 2 3 5 7 9 10,16,54,8205312,309.15928169548835,89.03333333333332,110011100101010011011000001111
1712,4 5 7 9 10,15,31,4924416,178.2972615396974,53.43333333333334,011110000001001101011001101011
1713,0 4 5 7 9 10,17,39,5999616,223.12981323815941,65.1,101101011011001101011001100011
1714,1 4 5 7 9 10,15,39,6245376,225.20925477983926,67.76666666666667,011000110001100111011001100011
1715,0 1 4 5 7 9 10,19,47,7320576,270.0418064783013,79.43333333333334,101011101011100111011001101011
1716,2 4 5 7 9 10,16,36,5698560,207.47511015773247,61.833333333333336,011110001110001101010001101011
1717,0 2 4 5 7 9 10,14,44,6773760,252.3076618561945,73.5,101101010100001101010001100011
1718,1 2 4 5 7 9 10,16,44,7019520,254.38710339787434,76.16666666666667,011000111110100111010001100011
1719,0 1 2 4 5 7 9 10,16,52,8094720,299.21965509633634,87.83333333333333,101011100100100111010001101011
1720,3 4 5 7 9 10,13,41,6116352,232.89954080051604,66.36666666666666,101010000000110111010001001011
1721,0 3 4 5 7 9 10,15,49,7191552,277.73209249897803,78.03333333333333,011001011010110111010001000011
1722,1 3 4 5 7 9 10,13,49,7437312,279.8115340406579,80.7,101100110000011101010001000011
1723,0 1 3 4 5 7 9 10,17,57,8512512,324.64408573911993,92.36666666666666,011111101010011101010001001011
1724,2 3 4 5 7 9 10,18,46,6890496,262.0773894185511,74.76666666666667,101010001111110111011001001011
1725,0 2 3 4 5 7 9 10,16,54,7965696,306.90994111701315,86.43333333333334,011001010101110111011001000011
1726,1 2 3 4 5 7 9 10,18,54,8211456,308.989382658693,89.1,101100111111011101011001000011
1727,0 1 2 3 4 5 7 9 10,18,62,9286656,353.821934357155,100.76666666666665,011111100101011101011001001011
1728,6 7 9 10,15,23,4055040,134.73322116669888,44.0,101100000011000010111001101111
1729,0 6 7 9 10,17,31,5130240,179.5657728651609,55.66666666666667,011111011001000010111001100111
1730,1 6 7 9 10,17,31,5376000,181.64521440684075,58.333333333333336,101010110011101000111001100111
1731,0 1 6 7 9 10,17,39,6451200,226.47776610530275,70.0,011001101001101000111001101111
1732,2 6 7 9 10,14,28,4829184,163.91106978473394,52.400000000000006,101100001100000010110001101111
1733,0 2 6 7 9 10,16,36,5904384,208.74362148319597,64.06666666666666,011111010110000010110001100111
1734,1 2 6 7 9 10,16,36,6150144,210.8230630248758,66.73333333333333,101010111100101000110001100111
1735,0 1 2 6 7 9 10,16,44,7225344,255.65561472333783,78.4,011001100110101000110001101111
1736,3 6 7 9 10,13,33,5246976,189.33550042751753,56.93333333333334,011000000010111000110001001111
1737,0 3 6 7 9 10,15,41,6322176,234.16805212597956,68.60000000000001,101011011000111000110001000111
1738,1 3 6 7 9 10,15,41,6567936,236.2474936676594,71.26666666666667,011110110010010010110001000111
1739,0 1 3 6 7 9 10,15,49,7643136,281.0800453661214,82.93333333333334,101101101000010010110001001111
1740,2 3 6 7 9 10,16,38,6021120,218.5133490455526,65.33333333333333,011000001101111000111001001111
1741,0 2 3 6 7 9 10,18,46,7096320,263.3459007440146,77.0,101011010111111000111001000111
1742,1 2 3 6 7 9 10,18,46,7342080,265.42534228569446,79.66666666666667,011110111101010010111001000111
1743,0 1 2 3 6 7 9 10,18,54,8417280,310.25789398415645,91.33333333333331,101101100111010010111001001111
1744,4 6 7 9 10,11,31,5136384,179.39587382836552,55.733333333333334,000000000011001100111000101011
1745,0 4 6 7 9 10,15,39,6211584,224.22842552682755,67.4,110011011001001100111000100011
1746,1 4 6 7 9 10,15,39,6457344,226.3078670685074,70.06666666666666,000110110011100110111000100011
1747,0 1 4 6 7 9 10,17,47,7532544,271.1404187669694,81.73333333333333,110101101001100110111000101011
1748,2 4 6 7 9 10,10,36,5910528,208.57372244640058,64.13333333333333,000000001100001100110000101011
1749,0 2 4 6 7 9 10,14,44,6985728,253.4062741448626,75.8,110011010110001100110000100011
1750,1 2 4 6 7 9 10,14,44,7231488,255.48571568654245,78.46666666666667,000110111100100110110000100011
1751,0 1 2 4 6 7 9 10,16,52,8306688,300.31826738500445,90.13333333333333,110101100110100110110000101011
1752,3 4 6 7 9 10,13,41,6328320,233.99815308918414,68.66666666666667,110100000010110110110000001011
1753,0 3 4 6 7 9 10,13,49,7403520,278.8307047876462,80.33333333333334,000111011000110110110000000011
1754,1 3 4 6 7 9 10,13,49,7649280,280.91014632932604,83.0,110010110010011100110000000011
1755,0 1 3 4 6 7 9 10,11,57,8724480,325.74269802778804,94.66666666666666,000001101000011100110000001011
1756,2 3 4 6 7 9 10,16,46,7102464,263.1760017072192,77.06666666666668,110100001101110110111000001011
1757,0 2 3 4 6 7 9 10,16,54,8177664,308.00855340568125,88.73333333333332,000111010111110110111000000011
1758,1 2 3 4 6 7 9 10,16,54,8423424,310.0879949473611,91.39999999999999,110010111101011100111000000011
1759,0 1 2 3 4 6 7 9 10,14,62,9498624,354.9205466458231,103.06666666666665,000001100111011100111000001011
1760,5 6 7 9 10,12,28,4746240,163.50560467662578,51.5,000000000011000011111000101111
1761,0 5 6 7 9 10,16,36,5821440,208.3381563750878,63.166666666666664,110011011001000011111000100111
1762,1 5 6 7 9 10,16,36,6067200,210.41759791676765,65.83333333333333,000110110011101001111000100111
1763,0 1 5 6 7 9 10,18,44,7142400,255.25014961522965,77.5,110101101001101001111000101111
1764,2 5 6 7 9 10,11,33,5520384,192.68345329466084,59.900000000000006,000000001100000011110000101111
1765,0 2 5 6 7 9 10,15,41,6595584,237.51600499312286,71.56666666666666,110011010110000011110000100111
1766,1 2 5 6 7 9 10,15,41,6841344,239.5954465348027,74.23333333333333,000110111100101001110000100111
1767,0 1 2 5 6 7 9 10,17,49,7916544,284.42799823326476,85.9,110101100110101001110000101111
1768,3 5 6 7 9 10,14,38,5938176,218.1078839374444,64.43333333333334,110100000010111001110000001111
1769,0 3 5 6 7 9 10,14,46,7013376,262.94043563590645,76.10000000000001,000111011000111001110000000111
1770,1 3 5 6 7 9 10,14,46,7259136,265.0198771775863,78.76666666666667,110010110010010011110000000111
1771,0 1 3 5 6 7 9 10,12,54,8334336,309.8524288760483,90.43333333333332,000001101000010011110000001111
1772,2 3 5 6 7 9 10,17,43,6712320,247.2857325554795,72.83333333333334,110100001101111001111000001111
1773,0 2 3 5 6 7 9 10,17,51,7787520,292.1182842539415,84.5,000111010111111001111000000111
1774,1 2 3 5 6 7 9 10,17,51,8033280,294.19772579562135,87.16666666666666,110010111101010011111000000111
1775,0 1 2 3 5 6 7 9 10,15,59,9108480,339.03027749408335,98.83333333333331,000001100111010011111000001111
1776,4 5 6 7 9 10,16,36,5827584,208.1682573382924,63.233333333333334,101100000011001101111001101011
1777,0 4 5 6 7 9 10,18,44,6902784,253.00080903675445,74.9,011111011001001101111001100011
1778,1 4 5 6 7 9 10,18,44,7148544,255.0802505784343,77.56666666666666,101010110011100111111001100011
1779,0 1 4 5 6 7 9 10,18,52,8223744,299.9128022768963,89.23333333333332,011001101001100111111001101011
1780,2 4 5 6 7 9 10,15,41,6601728,237.3461059563275,71.63333333333334,101100001100001101110001101011
1781,0 2 4 5 6 7 9 10,17,49,7676928,282.1786576547895,83.3,011111010110001101110001100011
1782,1 2 4 5 6 7 9 10,17,49,7922688,284.25809919646935,85.96666666666667,101010111100100111110001100011
1783,0 1 2 4 5 6 7 9 10,17,57,8997888,329.09065089493134,97.63333333333333,011001100110100111110001101011
1784,3 4 5 6 7 9 10,14,46,7019520,262.77053659911104,76.16666666666667,011000000010110111110001001011
1785,0 3 4 5 6 7 9 10,16,54,8094720,307.6030882975731,87.83333333333333,101011011000110111110001000011
1786,1 3 4 5 6 7 9 10,16,54,8340480,309.68252983925294,90.49999999999999,011110110010011101110001000011
1787,0 1 3 4 5 6 7 9 10,16,62,9415680,354.51508153771493,102.16666666666666,101101101000011101110001001011
1788,2 3 4 5 6 7 9 10,17,51,7793664,291.9483852171461,84.56666666666668,011000001101110111111001001011
1789,0 2 3 4 5 6 7 9 10,19,59,8868864,336.78093691560815,96.23333333333332,101011010111110111111001000011
1790,1 2 3 4 5 6 7 9 10,19,59,9114624,338.860378457288,98.89999999999999,011110111101011101111001000011
1791,0 1 2 3 4 5 6 7 9 10,19,67,10189824,383.69293015575,110.56666666666665,101101100111011101111001001011
1792,8 9 10,8,18,2457600,101.22659042850873,26.666666666666668,000000000000000000001111100111
1793,0 8 9 10,16,26,3532800,146.05914212697076,38.333333333333336,110011011010000000001111101111
1794,1 8 9 10,16,26,3778560,148.1385836686506,41.0,000110110000101010001111101111
1795,0 1 8 9 10,18,34,4853760,192.97113536711262,52.66666666666667,110101101010101010001111100111
1796,2 8 9 10,11,23,3231744,130.4044390465438,35.06666666666667,000000001111000000000111100111
1797,0 2 8 9 10,15,31,4306944,175.23699074500584,46.733333333333334,110011010101000000000111101111
1798,1 2 8 9 10,19,31,4552704,177.31643228668568,49.400000000000006,000110111111101010000111101111
1799,0 1 2 8 9 10,17,39,5627904,222.1489839851477,61.06666666666667,110101100101101010000111100111
1800,3 8 9 10,14,28,3649536,155.82886968932738,39.6,110100000001111010000111000111
1801,0 3 8 9 10,18,36,4724736,200.6614213877894,51.26666666666667,000111011011111010000111001111
1802,1 3 8 9 10,14,36,4970496,202.74086292946924,53.93333333333334,110010110001010000000111001111
1803,0 1 3 8 9 10,12,44,6045696,247.57341462793127,65.6,000001101011010000000111000111
1804,2 3 8 9 10,17,33,4423680,185.00671830736246,48.00000000000001,110100001110111010001111000111
1805,0 2 3 8 9 10,17,41,5498880,229.8392700058245,59.666666666666664,000111010100111010001111001111
1806,1 2 3 8 9 10,17,41,5744640,231.91871154750433,62.333333333333336,110010111110010000001111001111
1807,0 1 2 3 8 9 10,11,49,6819840,276.7512632459663,73.99999999999999,000001100100010000001111000111
1808,4 8 9 10,12,26,3538944,145.88924309017537,38.4,101100000000001110001110100011
1809,0 4 8 9 10,18,34,4614144,190.7217947886374,50.06666666666667,011111011010001110001110101011
1810,1 4 8 9 10,14,34,4859904,192.80123633031724,52.733333333333334,101010110000100100001110101011
1811,0 1 4 8 9 10,14,42,5935104,237.63378802877926,64.39999999999999,011001101010100100001110100011
1812,2 4 8 9 10,15,31,4313088,175.06709170821046,46.800000000000004,101100001111001110000110100011
1813,0 2 4 8 9 10,17,39,5388288,219.89964340667245,58.46666666666666,011111010101001110000110101011
1814,1 2 4 8 9 10,17,39,5634048,221.9790849483523,61.13333333333333,101010111111100100000110101011
1815,0 1 2 4 8 9 10,13,47,6709248,266.8116366468143,72.8,011001100101100100000110100011
1816,3 4 8 9 10,10,36,4730880,200.49152235099402,51.333333333333336,011000000001110100000110000011
1817,0 3 4 8 9 10,16,44,5806080,245.32407404945604,63.00000000000001,101011011011110100000110001011
1818,1 3 4 8 9 10,16,44,6051840,247.40351559113589,65.66666666666666,011110110001011110000110001011
1819,0 1 3 4 8 9 10,16,52,7127040,292.2360672895979,77.33333333333333,101101101011011110000110000011
1820,2 3 4 8 9 10,13,41,5505024,229.66937096902907,59.73333333333334,011000001110110100001110000011
1821,0 2 3 4 8 9 10,15,49,6580224,274.5019226674911,71.39999999999999,101011010100110100001110001011
1822,1 2 3 4 8 9 10,19,49,6825984,276.58136420917094,74.06666666666666,011110111110011110001110001011
1823,0 1 2 3 4 8 9 10,15,57,7901184,321.413915907633,85.73333333333332,101101100100011110001110000011
1824,5 8 9 10,11,23,3148800,129.99897393843563,34.16666666666667,101100000000000001001110100111
1825,0 5 8 9 10,17,31,4224000,174.83152563689765,45.833333333333336,011111011010000001001110101111
1826,1 5 8 9 10,17,31,4469760,176.9109671785775,48.50000000000001,101010110000101011001110101111
1827,0 1 5 8 9 10,17,39,5544960,221.74351887703952,60.166666666666664,011001101010101011001110100111
1828,2 5 8 9 10,14,28,3922944,159.1768225564707,42.56666666666667,101100001111000001000110100111
1829,0 2 5 8 9 10,16,36,4998144,204.00937425493274,54.233333333333334,011111010101000001000110101111
1830,1 2 5 8 9 10,20,36,5243904,206.08881579661258,56.9,101010111111101011000110101111
1831,0 1 2 5 8 9 10,16,44,6319104,250.9213674950746,68.56666666666666,011001100101101011000110100111
1832,3 5 8 9 10,13,33,4340736,184.60125319925427,47.1,011000000001111011000110000111
1833,0 3 5 8 9 10,19,41,5415936,229.4338048977163,58.76666666666667,101011011011111011000110001111
1834,1 3 5 8 9 10,15,41,5661696,231.51324643939614,61.43333333333333,011110110001010001000110001111
1835,0 1 3 5 8 9 10,15,49,6736896,276.34579813785814,73.1,101101101011010001000110000111
1836,2 3 5 8 9 10,16,38,5114880,213.77910181728936,55.50000000000001,011000001110111011001110000111
1837,0 2 3 5 8 9 10,18,46,6190080,258.61165351575136,67.16666666666666,101011010100111011001110001111
1838,1 2 3 5 8 9 10,18,46,6435840,260.6910950574312,69.83333333333333,011110111110010001001110001111
1839,0 1 2 3 5 8 9 10,14,54,7511040,305.52364675589325,81.49999999999999,101101100100010001001110000111
1840,4 5 8 9 10,11,31,4230144,174.66162660010227,45.900000000000006,000000000000001111001111100011
1841,0 4 5 8 9 10,19,39,5305344,219.4941782985643,57.56666666666667,110011011010001111001111101011
1842,1 4 5 8 9 10,15,39,5551104,221.57361984024413,60.23333333333333,000110110000100101001111101011
1843,0 1 4 5 8 9 10,17,47,6626304,266.40617153870613,71.89999999999999,110101101010100101001111100011
1844,2 4 5 8 9 10,14,36,5004288,203.83947521813735,54.300000000000004,000000001111001111000111100011
1845,0 2 4 5 8 9 10,18,44,6079488,248.67202691659938,65.96666666666665,110011010101001111000111101011
1846,1 2 4 5 8 9 10,18,44,6325248,250.75146845827922,68.63333333333333,000110111111100101000111101011
1847,0 1 2 4 5 8 9 10,16,52,7400448,295.5840201567412,80.3,110101100101100101000111100011
1848,3 4 5 8 9 10,13,41,5422080,229.26390586092091,58.833333333333336,110100000001110101000111000011
1849,0 3 4 5 8 9 10,17,49,6497280,274.09645755938294,70.5,000111011011110101000111001011
1850,1 3 4 5 8 9 10,17,49,6743040,276.1758991010628,73.16666666666666,110010110001011111000111001011
1851,0 1 3 4 5 8 9 10,15,57,7818240,321.00845079952484,84.83333333333333,000001101011011111000111000011
1852,2 3 4 5 8 9 10,16,46,6196224,258.44175447895594,67.23333333333333,110100001110110101001111000011
1853,0 2 3 4 5 8 9 10,16,54,7271424,303.27430617741805,78.89999999999999,000111010100110101001111001011
1854,1 2 3 4 5 8 9 10,20,54,7517184,305.3537477190979,81.56666666666666,110010111110011111001111001011
1855,0 1 2 3 4 5 8 9 10,14,62,8592384,350.1862994175599,93.23333333333332,000001100100011111001111000011
1856,6 8 9 10,13,23,3360768,131.09758622710376,36.46666666666667,110010000010000000101111100111
1857,0 6 8 9 10,13,31,4435968,175.9301379255658,48.13333333333334,000001011000000000101111101111
1858,1 6 8 9 10,19,31,4681728,178.00957946724563,50.800000000000004,110100110010101010101111101111
1859,0 1 6 8 9 10,17,39,5756928,222.84213116570766,62.46666666666666,000111101000101010101111100111
1860,2 6 8 9 10,14,28,4134912,160.27543484513882,44.866666666666674,110010001101000000100111100111
1861,0 2 6 8 9 10,14,36,5210112,205.10798654360084,56.53333333333334,000001010111000000100111101111
1862,1 2 6 8 9 10,20,36,5455872,207.1874280852807,59.199999999999996,110100111101101010100111101111
1863,0 1 2 6 8 9 10,18,44,6531072,252.0199797837427,70.86666666666666,000111100111101010100111100111
1864,3 6 8 9 10,15,33,4552704,185.6998654879224,49.400000000000006,000110000011111010100111000111
1865,0 3 6 8 9 10,19,41,5627904,230.53241718638444,61.06666666666667,110101011001111010100111001111
