observable_id,observable_code,value,scale_code
0,0,6,0
1,1,1,0
2,2,1,0
3,3,170677590,0
4,4,1024065540,0
5,5,12,0
6,6,0,0
7,7,4,0
8,8,6,0
9,9,4,0
10,10,0,0
11,11,3,0
12,12,3,0
13,13,1,0
14,14,606,0
15,15,153,0
16,16,0,0
