observable_id,observable_code,value_x1e12,aux_id
0,0,2000000000000,-1
1,1,4000000000000,-1
2,2,2000000000000,-1
3,3,213000000000000,-1
4,4,161000000000000,-1
5,5,52000000000000,-1
6,6,6000000000000,-1
7,7,0,-1
8,8,6000000000000,-1
9,9,74000000000000,-1
10,10,22000000000000,-1
11,11,52000000000000,-1
12,12,88000000000000,-1
13,13,51000000000000,-1
14,14,21000000000000,-1
15,15,18000000000000,-1
