bridge_id,induction_start,source_end_sample_count,seed_count,transition_count,transition_type_count,seed_certificate_count,transition_certificate_count,long_suppind_certified_flag,support_row_count_match_flag
0,16,127,33,16095,10,33,16095,1,1
