shell,rest_exponents,rest_degree,support_size
16,1 0 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1,15,15
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,15,15
16,0 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1,15,15
16,0 1 0 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1,15,15
16,0 1 1 0 0 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,15,15
16,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1,15,15
16,1 0 0 1 0 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1,15,15
16,1 0 0 1 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1,15,15
16,1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1,15,15
16,0 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,15,15
16,0 1 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1,15,15
