path,kind,sha256,events,route_length
gnatural_ontological_computation_v20\audit\extracted_lrat_from_frat\contradiction_4.from_frat.lrat,proof,204401b43dd8435a643f6778bed520ebe70b38c3e56330752290d314b775a813,1,1
gnatural_ontological_computation_v20\audit\extracted_lrat_from_frat\horn_chain_12.from_frat.lrat,proof,1653c2e8dfb5cb51da114a074bc2829ee7f76f8b759e2670dc39649206faa025,12,12
gnatural_ontological_computation_v20\audit\extracted_lrat_from_frat\horn_chain_8.from_frat.lrat,proof,19f161161975eb9ee7ec154c9319b8ecf74c458b8601b0c15c3f661735a9cf82,8,8
gnatural_ontological_computation_v20\audit\extracted_lrat_from_frat\php_3_2.from_frat.lrat,proof,b426f8a94ade3724a9a090857ac059f4f59b949f22300c2146b63fefff17b849,7,7
gnatural_ontological_computation_v20\audit\extracted_lrat_from_frat\xor_unsat.from_frat.lrat,proof,438441d100c371c7d8261099334e7f05a6e06ab18f8db611d33632d591a99146,16,16
