,B-,B+,V-,V+,S-,S+
B-,3420.343196457627,2.3684757858670005e-15,-1.8503717077085944e-15,0.0,0.0,0.0
B+,2.3684757858670005e-15,3420.3431964576284,-1.5543122344752192e-15,0.0,0.0,0.0
V-,-5.921189464667501e-16,-5.921189464667501e-16,3420.3431964576052,0.0,0.0,0.0
V+,0.0,0.0,0.0,3420.3431964576052,0.0,0.0
S-,0.0,0.0,0.0,0.0,3420.3431964576466,0.0
S+,0.0,0.0,0.0,0.0,0.0,3420.3431964576466
