support_name,projector_column,source_sector,raw_sector,left_support_basis_index,right_support_basis_index,result_support_basis_index,left_support_unit_row,right_support_unit_row,result_support_unit_row,left_i,left_j,right_i,right_j,result_i,result_j,coefficient_mod_1000003,left_label,right_label,result_label,perennial_id,coordinate_fingerprint_id
unit_top_all_39,0,0,32,74,41,71,74,41,71,7,4,4,1,7,1,1,"u_sector[0;7,4]","u_sector[0;4,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,42,72,74,42,72,7,4,4,2,7,2,1,"u_sector[0;7,4]","u_sector[0;4,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,43,73,74,43,73,7,4,4,3,7,3,1,"u_sector[0;7,4]","u_sector[0;4,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,44,74,74,44,74,7,4,4,4,7,4,1,"u_sector[0;7,4]","u_sector[0;4,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,45,75,74,45,75,7,4,4,5,7,5,1,"u_sector[0;7,4]","u_sector[0;4,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,46,76,74,46,76,7,4,4,6,7,6,1,"u_sector[0;7,4]","u_sector[0;4,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,47,77,74,47,77,7,4,4,7,7,7,1,"u_sector[0;7,4]","u_sector[0;4,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,48,78,74,48,78,7,4,4,8,7,8,1,"u_sector[0;7,4]","u_sector[0;4,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,74,49,79,74,49,79,7,4,4,9,7,9,1,"u_sector[0;7,4]","u_sector[0;4,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,50,70,75,50,70,7,5,5,0,7,0,1,"u_sector[0;7,5]","u_sector[0;5,0]","u_sector[0;7,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,51,71,75,51,71,7,5,5,1,7,1,1,"u_sector[0;7,5]","u_sector[0;5,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,52,72,75,52,72,7,5,5,2,7,2,1,"u_sector[0;7,5]","u_sector[0;5,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,53,73,75,53,73,7,5,5,3,7,3,1,"u_sector[0;7,5]","u_sector[0;5,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,54,74,75,54,74,7,5,5,4,7,4,1,"u_sector[0;7,5]","u_sector[0;5,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,55,75,75,55,75,7,5,5,5,7,5,1,"u_sector[0;7,5]","u_sector[0;5,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,56,76,75,56,76,7,5,5,6,7,6,1,"u_sector[0;7,5]","u_sector[0;5,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,57,77,75,57,77,7,5,5,7,7,7,1,"u_sector[0;7,5]","u_sector[0;5,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,58,78,75,58,78,7,5,5,8,7,8,1,"u_sector[0;7,5]","u_sector[0;5,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,75,59,79,75,59,79,7,5,5,9,7,9,1,"u_sector[0;7,5]","u_sector[0;5,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,60,70,76,60,70,7,6,6,0,7,0,1,"u_sector[0;7,6]","u_sector[0;6,0]","u_sector[0;7,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,61,71,76,61,71,7,6,6,1,7,1,1,"u_sector[0;7,6]","u_sector[0;6,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,62,72,76,62,72,7,6,6,2,7,2,1,"u_sector[0;7,6]","u_sector[0;6,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,63,73,76,63,73,7,6,6,3,7,3,1,"u_sector[0;7,6]","u_sector[0;6,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,64,74,76,64,74,7,6,6,4,7,4,1,"u_sector[0;7,6]","u_sector[0;6,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,65,75,76,65,75,7,6,6,5,7,5,1,"u_sector[0;7,6]","u_sector[0;6,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,66,76,76,66,76,7,6,6,6,7,6,1,"u_sector[0;7,6]","u_sector[0;6,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,67,77,76,67,77,7,6,6,7,7,7,1,"u_sector[0;7,6]","u_sector[0;6,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,68,78,76,68,78,7,6,6,8,7,8,1,"u_sector[0;7,6]","u_sector[0;6,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,76,69,79,76,69,79,7,6,6,9,7,9,1,"u_sector[0;7,6]","u_sector[0;6,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,70,70,77,70,70,7,7,7,0,7,0,1,"u_sector[0;7,7]","u_sector[0;7,0]","u_sector[0;7,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,71,71,77,71,71,7,7,7,1,7,1,1,"u_sector[0;7,7]","u_sector[0;7,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,72,72,77,72,72,7,7,7,2,7,2,1,"u_sector[0;7,7]","u_sector[0;7,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,73,73,77,73,73,7,7,7,3,7,3,1,"u_sector[0;7,7]","u_sector[0;7,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,74,74,77,74,74,7,7,7,4,7,4,1,"u_sector[0;7,7]","u_sector[0;7,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,75,75,77,75,75,7,7,7,5,7,5,1,"u_sector[0;7,7]","u_sector[0;7,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,76,76,77,76,76,7,7,7,6,7,6,1,"u_sector[0;7,7]","u_sector[0;7,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,77,77,77,77,77,7,7,7,7,7,7,1,"u_sector[0;7,7]","u_sector[0;7,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,78,78,77,78,78,7,7,7,8,7,8,1,"u_sector[0;7,7]","u_sector[0;7,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,77,79,79,77,79,79,7,7,7,9,7,9,1,"u_sector[0;7,7]","u_sector[0;7,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,80,70,78,80,70,7,8,8,0,7,0,1,"u_sector[0;7,8]","u_sector[0;8,0]","u_sector[0;7,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,81,71,78,81,71,7,8,8,1,7,1,1,"u_sector[0;7,8]","u_sector[0;8,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,82,72,78,82,72,7,8,8,2,7,2,1,"u_sector[0;7,8]","u_sector[0;8,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,83,73,78,83,73,7,8,8,3,7,3,1,"u_sector[0;7,8]","u_sector[0;8,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,84,74,78,84,74,7,8,8,4,7,4,1,"u_sector[0;7,8]","u_sector[0;8,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,85,75,78,85,75,7,8,8,5,7,5,1,"u_sector[0;7,8]","u_sector[0;8,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,86,76,78,86,76,7,8,8,6,7,6,1,"u_sector[0;7,8]","u_sector[0;8,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,87,77,78,87,77,7,8,8,7,7,7,1,"u_sector[0;7,8]","u_sector[0;8,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,88,78,78,88,78,7,8,8,8,7,8,1,"u_sector[0;7,8]","u_sector[0;8,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,78,89,79,78,89,79,7,8,8,9,7,9,1,"u_sector[0;7,8]","u_sector[0;8,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,90,70,79,90,70,7,9,9,0,7,0,1,"u_sector[0;7,9]","u_sector[0;9,0]","u_sector[0;7,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,91,71,79,91,71,7,9,9,1,7,1,1,"u_sector[0;7,9]","u_sector[0;9,1]","u_sector[0;7,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,92,72,79,92,72,7,9,9,2,7,2,1,"u_sector[0;7,9]","u_sector[0;9,2]","u_sector[0;7,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,93,73,79,93,73,7,9,9,3,7,3,1,"u_sector[0;7,9]","u_sector[0;9,3]","u_sector[0;7,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,94,74,79,94,74,7,9,9,4,7,4,1,"u_sector[0;7,9]","u_sector[0;9,4]","u_sector[0;7,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,95,75,79,95,75,7,9,9,5,7,5,1,"u_sector[0;7,9]","u_sector[0;9,5]","u_sector[0;7,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,96,76,79,96,76,7,9,9,6,7,6,1,"u_sector[0;7,9]","u_sector[0;9,6]","u_sector[0;7,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,97,77,79,97,77,7,9,9,7,7,7,1,"u_sector[0;7,9]","u_sector[0;9,7]","u_sector[0;7,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,98,78,79,98,78,7,9,9,8,7,8,1,"u_sector[0;7,9]","u_sector[0;9,8]","u_sector[0;7,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,79,99,79,79,99,79,7,9,9,9,7,9,1,"u_sector[0;7,9]","u_sector[0;9,9]","u_sector[0;7,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,0,80,80,0,80,8,0,0,0,8,0,1,"u_sector[0;8,0]","u_sector[0;0,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,1,81,80,1,81,8,0,0,1,8,1,1,"u_sector[0;8,0]","u_sector[0;0,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,2,82,80,2,82,8,0,0,2,8,2,1,"u_sector[0;8,0]","u_sector[0;0,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,3,83,80,3,83,8,0,0,3,8,3,1,"u_sector[0;8,0]","u_sector[0;0,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,4,84,80,4,84,8,0,0,4,8,4,1,"u_sector[0;8,0]","u_sector[0;0,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,5,85,80,5,85,8,0,0,5,8,5,1,"u_sector[0;8,0]","u_sector[0;0,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,6,86,80,6,86,8,0,0,6,8,6,1,"u_sector[0;8,0]","u_sector[0;0,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,7,87,80,7,87,8,0,0,7,8,7,1,"u_sector[0;8,0]","u_sector[0;0,7]","u_sector[0;8,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,8,88,80,8,88,8,0,0,8,8,8,1,"u_sector[0;8,0]","u_sector[0;0,8]","u_sector[0;8,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,80,9,89,80,9,89,8,0,0,9,8,9,1,"u_sector[0;8,0]","u_sector[0;0,9]","u_sector[0;8,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,10,80,81,10,80,8,1,1,0,8,0,1,"u_sector[0;8,1]","u_sector[0;1,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,11,81,81,11,81,8,1,1,1,8,1,1,"u_sector[0;8,1]","u_sector[0;1,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,12,82,81,12,82,8,1,1,2,8,2,1,"u_sector[0;8,1]","u_sector[0;1,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,13,83,81,13,83,8,1,1,3,8,3,1,"u_sector[0;8,1]","u_sector[0;1,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,14,84,81,14,84,8,1,1,4,8,4,1,"u_sector[0;8,1]","u_sector[0;1,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,15,85,81,15,85,8,1,1,5,8,5,1,"u_sector[0;8,1]","u_sector[0;1,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,16,86,81,16,86,8,1,1,6,8,6,1,"u_sector[0;8,1]","u_sector[0;1,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,17,87,81,17,87,8,1,1,7,8,7,1,"u_sector[0;8,1]","u_sector[0;1,7]","u_sector[0;8,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,18,88,81,18,88,8,1,1,8,8,8,1,"u_sector[0;8,1]","u_sector[0;1,8]","u_sector[0;8,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,81,19,89,81,19,89,8,1,1,9,8,9,1,"u_sector[0;8,1]","u_sector[0;1,9]","u_sector[0;8,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,20,80,82,20,80,8,2,2,0,8,0,1,"u_sector[0;8,2]","u_sector[0;2,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,21,81,82,21,81,8,2,2,1,8,1,1,"u_sector[0;8,2]","u_sector[0;2,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,22,82,82,22,82,8,2,2,2,8,2,1,"u_sector[0;8,2]","u_sector[0;2,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,23,83,82,23,83,8,2,2,3,8,3,1,"u_sector[0;8,2]","u_sector[0;2,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,24,84,82,24,84,8,2,2,4,8,4,1,"u_sector[0;8,2]","u_sector[0;2,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,25,85,82,25,85,8,2,2,5,8,5,1,"u_sector[0;8,2]","u_sector[0;2,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,26,86,82,26,86,8,2,2,6,8,6,1,"u_sector[0;8,2]","u_sector[0;2,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,27,87,82,27,87,8,2,2,7,8,7,1,"u_sector[0;8,2]","u_sector[0;2,7]","u_sector[0;8,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,28,88,82,28,88,8,2,2,8,8,8,1,"u_sector[0;8,2]","u_sector[0;2,8]","u_sector[0;8,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,82,29,89,82,29,89,8,2,2,9,8,9,1,"u_sector[0;8,2]","u_sector[0;2,9]","u_sector[0;8,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,30,80,83,30,80,8,3,3,0,8,0,1,"u_sector[0;8,3]","u_sector[0;3,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,31,81,83,31,81,8,3,3,1,8,1,1,"u_sector[0;8,3]","u_sector[0;3,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,32,82,83,32,82,8,3,3,2,8,2,1,"u_sector[0;8,3]","u_sector[0;3,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,33,83,83,33,83,8,3,3,3,8,3,1,"u_sector[0;8,3]","u_sector[0;3,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,34,84,83,34,84,8,3,3,4,8,4,1,"u_sector[0;8,3]","u_sector[0;3,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,35,85,83,35,85,8,3,3,5,8,5,1,"u_sector[0;8,3]","u_sector[0;3,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,36,86,83,36,86,8,3,3,6,8,6,1,"u_sector[0;8,3]","u_sector[0;3,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,37,87,83,37,87,8,3,3,7,8,7,1,"u_sector[0;8,3]","u_sector[0;3,7]","u_sector[0;8,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,38,88,83,38,88,8,3,3,8,8,8,1,"u_sector[0;8,3]","u_sector[0;3,8]","u_sector[0;8,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,83,39,89,83,39,89,8,3,3,9,8,9,1,"u_sector[0;8,3]","u_sector[0;3,9]","u_sector[0;8,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,40,80,84,40,80,8,4,4,0,8,0,1,"u_sector[0;8,4]","u_sector[0;4,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,41,81,84,41,81,8,4,4,1,8,1,1,"u_sector[0;8,4]","u_sector[0;4,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,42,82,84,42,82,8,4,4,2,8,2,1,"u_sector[0;8,4]","u_sector[0;4,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,43,83,84,43,83,8,4,4,3,8,3,1,"u_sector[0;8,4]","u_sector[0;4,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,44,84,84,44,84,8,4,4,4,8,4,1,"u_sector[0;8,4]","u_sector[0;4,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,45,85,84,45,85,8,4,4,5,8,5,1,"u_sector[0;8,4]","u_sector[0;4,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,46,86,84,46,86,8,4,4,6,8,6,1,"u_sector[0;8,4]","u_sector[0;4,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,47,87,84,47,87,8,4,4,7,8,7,1,"u_sector[0;8,4]","u_sector[0;4,7]","u_sector[0;8,7]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,48,88,84,48,88,8,4,4,8,8,8,1,"u_sector[0;8,4]","u_sector[0;4,8]","u_sector[0;8,8]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,84,49,89,84,49,89,8,4,4,9,8,9,1,"u_sector[0;8,4]","u_sector[0;4,9]","u_sector[0;8,9]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,50,80,85,50,80,8,5,5,0,8,0,1,"u_sector[0;8,5]","u_sector[0;5,0]","u_sector[0;8,0]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,51,81,85,51,81,8,5,5,1,8,1,1,"u_sector[0;8,5]","u_sector[0;5,1]","u_sector[0;8,1]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,52,82,85,52,82,8,5,5,2,8,2,1,"u_sector[0;8,5]","u_sector[0;5,2]","u_sector[0;8,2]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,53,83,85,53,83,8,5,5,3,8,3,1,"u_sector[0;8,5]","u_sector[0;5,3]","u_sector[0;8,3]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,54,84,85,54,84,8,5,5,4,8,4,1,"u_sector[0;8,5]","u_sector[0;5,4]","u_sector[0;8,4]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,55,85,85,55,85,8,5,5,5,8,5,1,"u_sector[0;8,5]","u_sector[0;5,5]","u_sector[0;8,5]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
unit_top_all_39,0,0,32,85,56,86,85,56,86,8,5,5,6,8,6,1,"u_sector[0;8,5]","u_sector[0;5,6]","u_sector[0;8,6]",a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
