observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,4096
4,4,4096
5,5,759
6,6,759
7,7,42504
8,8,5
9,9,77
10,10,24
11,11,1
12,12,4096
13,13,4096
14,14,0
15,15,1
16,16,4
17,17,4
18,18,4
19,19,3
20,20,4
21,21,0
