row_id,combo_id,generator_id,hit_count,miss_count,multi_target_count,distinct_target_count,perfect_flag
869,96,5,10,46,2,10,0
870,96,6,12,44,4,12,0
871,96,7,12,44,2,12,0
872,96,8,23,33,16,23,0
873,97,0,2,54,2,2,0
874,97,1,0,56,0,0,0
875,97,2,3,53,1,3,0
876,97,3,0,56,0,0,0
877,97,4,25,31,14,25,0
878,97,5,12,44,4,12,0
879,97,6,11,45,4,11,0
880,97,7,16,40,6,16,0
881,97,8,23,33,16,23,0
882,98,0,0,56,0,0,0
883,98,1,1,55,0,1,0
884,98,2,0,56,0,0,0
885,98,3,3,53,2,3,0
886,98,4,23,33,14,23,0
887,98,5,15,41,8,15,0
888,98,6,24,32,18,24,0
889,98,7,13,43,6,13,0
890,98,8,25,31,20,25,0
891,99,0,3,53,1,3,0
892,99,1,0,56,0,0,0
893,99,2,3,53,1,3,0
894,99,3,3,53,2,3,0
895,99,4,23,33,14,23,0
896,99,5,16,40,10,16,0
897,99,6,23,33,18,23,0
898,99,7,17,39,10,17,0
899,99,8,22,34,18,22,0
900,100,0,4,52,0,4,0
901,100,1,1,55,0,1,0
902,100,2,1,55,0,1,0
903,100,3,1,55,0,1,0
904,100,4,24,32,14,24,0
905,100,5,10,46,2,10,0
906,100,6,21,35,12,21,0
907,100,7,11,45,6,11,0
908,100,8,23,33,16,23,0
909,101,0,4,52,2,4,0
910,101,1,0,56,0,0,0
911,101,2,1,55,0,1,0
912,101,3,1,55,0,1,0
913,101,4,23,33,14,23,0
914,101,5,15,41,8,15,0
915,101,6,24,32,16,24,0
916,101,7,15,41,10,15,0
917,101,8,25,31,20,25,0
918,102,0,0,56,0,0,0
919,102,1,1,55,0,1,0
920,102,2,4,52,1,4,0
921,102,3,2,54,2,2,0
922,102,4,25,31,14,25,0
923,102,5,12,44,4,12,0
924,102,6,10,46,4,10,0
925,102,7,13,43,6,13,0
926,102,8,23,33,16,23,0
927,103,0,0,56,0,0,0
928,103,1,0,56,0,0,0
929,103,2,5,51,1,5,0
930,103,3,2,54,2,2,0
931,103,4,23,33,14,23,0
932,103,5,16,40,10,16,0
933,103,6,13,43,8,13,0
934,103,7,17,39,10,17,0
935,103,8,22,34,18,22,0
936,104,0,4,52,0,4,0
937,104,1,7,49,4,7,0
938,104,2,2,54,0,2,0
939,104,3,2,54,0,2,0
940,104,4,23,33,14,23,0
941,104,5,10,46,2,10,0
942,104,6,11,45,4,11,0
943,104,7,11,45,6,11,0
944,104,8,13,43,4,13,0
945,105,0,6,50,0,6,0
946,105,1,7,49,4,7,0
947,105,2,2,54,0,2,0
948,105,3,2,54,0,2,0
949,105,4,24,32,14,24,0
950,105,5,11,45,2,11,0
951,105,6,8,48,0,8,0
952,105,7,13,43,6,13,0
953,105,8,13,43,4,13,0
954,106,0,5,51,4,5,0
955,106,1,8,48,4,8,0
956,106,2,5,51,1,5,0
957,106,3,1,55,0,1,0
958,106,4,24,32,14,24,0
959,106,5,12,44,4,12,0
960,106,6,13,43,6,13,0
961,106,7,13,43,6,13,0
962,106,8,10,46,2,10,0
963,107,0,5,51,4,5,0
964,107,1,8,48,4,8,0
965,107,2,4,52,1,4,0
966,107,3,1,55,0,1,0
967,107,4,26,30,14,26,0
968,107,5,13,43,4,13,0
969,107,6,10,46,2,10,0
970,107,7,15,41,6,15,0
971,107,8,11,45,2,11,0
972,108,0,12,44,3,12,0
973,108,1,3,53,0,3,0
974,108,2,3,53,0,3,0
975,108,3,3,53,0,3,0
976,108,4,23,33,14,23,0
977,108,5,18,38,8,18,0
978,108,6,24,32,16,24,0
979,108,7,19,37,10,19,0
980,108,8,30,26,22,30,0
981,109,0,12,44,3,12,0
982,109,1,2,54,0,2,0
983,109,2,2,54,0,2,0
984,109,3,1,55,0,1,0
985,109,4,23,33,14,23,0
986,109,5,16,40,8,16,0
987,109,6,21,35,12,21,0
988,109,7,17,39,10,17,0
989,109,8,30,26,22,30,0
990,110,0,1,55,0,1,0
991,110,1,4,52,0,4,0
992,110,2,4,52,1,4,0
993,110,3,5,51,4,5,0
994,110,4,26,30,16,26,0
995,110,5,17,39,10,17,0
996,110,6,13,43,8,13,0
997,110,7,21,35,10,21,0
998,110,8,27,29,20,27,0
999,111,0,1,55,0,1,0
1000,111,1,3,53,0,3,0
1001,111,2,4,52,1,4,0
1002,111,3,3,53,2,3,0
1003,111,4,24,32,14,24,0
1004,111,5,17,39,10,17,0
1005,111,6,10,46,4,10,0
1006,111,7,19,37,10,19,0
1007,111,8,28,28,20,28,0
1008,112,0,3,53,0,3,0
1009,112,1,3,53,0,3,0
1010,112,2,2,54,0,2,0
1011,112,3,1,55,0,1,0
1012,112,4,23,33,14,23,0
1013,112,5,10,46,2,10,0
1014,112,6,22,34,12,22,0
1015,112,7,15,41,6,15,0
1016,112,8,19,37,8,19,0
1017,113,0,13,43,10,13,0
1018,113,1,6,50,4,6,0
1019,113,2,3,53,0,3,0
1020,113,3,3,53,0,3,0
1021,113,4,23,33,14,23,0
1022,113,5,18,38,8,18,0
1023,113,6,25,31,16,25,0
1024,113,7,17,39,6,17,0
1025,113,8,22,34,14,22,0
1026,114,0,4,52,0,4,0
1027,114,1,3,53,0,3,0
1028,114,2,2,54,0,2,0
1029,114,3,1,55,0,1,0
1030,114,4,24,32,14,24,0
1031,114,5,11,45,2,11,0
1032,114,6,22,34,12,22,0
1033,114,7,14,42,4,14,0
1034,114,8,21,35,8,21,0
1035,115,0,6,50,4,6,0
1036,115,1,6,50,4,6,0
1037,115,2,2,54,0,2,0
1038,115,3,1,55,0,1,0
1039,115,4,23,33,14,23,0
1040,115,5,16,40,8,16,0
1041,115,6,25,31,16,25,0
1042,115,7,16,40,4,16,0
1043,115,8,21,35,14,21,0
1044,116,0,1,55,0,1,0
1045,116,1,3,53,0,3,0
1046,116,2,4,52,1,4,0
1047,116,3,4,52,2,4,0
1048,116,4,24,32,14,24,0
1049,116,5,12,44,4,12,0
1050,116,6,11,45,4,11,0
1051,116,7,15,41,6,15,0
1052,116,8,20,36,10,20,0
1053,117,0,3,53,0,3,0
1054,117,1,6,50,0,6,0
1055,117,2,4,52,1,4,0
1056,117,3,6,50,4,6,0
1057,117,4,26,30,16,26,0
1058,117,5,17,39,10,17,0
1059,117,6,14,42,8,14,0
1060,117,7,19,37,10,19,0
1061,117,8,23,33,16,23,0
1062,118,0,1,55,0,1,0
1063,118,1,3,53,0,3,0
1064,118,2,4,52,1,4,0
1065,118,3,3,53,2,3,0
1066,118,4,26,30,14,26,0
1067,118,5,13,43,4,13,0
1068,118,6,12,44,4,12,0
1069,118,7,14,42,4,14,0
1070,118,8,22,34,10,22,0
1071,119,0,1,55,0,1,0
1072,119,1,4,52,0,4,0
1073,119,2,5,51,1,5,0
1074,119,3,3,53,2,3,0
1075,119,4,24,32,14,24,0
1076,119,5,17,39,10,17,0
1077,119,6,15,41,8,15,0
1078,119,7,18,38,8,18,0
1079,119,8,22,34,16,22,0
1080,120,0,2,54,0,2,0
1081,120,1,2,54,0,2,0
1082,120,2,5,51,1,5,0
1083,120,3,3,53,2,3,0
1084,120,4,25,31,16,25,0
1085,120,5,17,39,10,17,0
1086,120,6,17,39,10,17,0
1087,120,7,18,38,14,18,0
1088,120,8,14,42,6,14,0
1089,121,0,4,52,0,4,0
1090,121,1,5,51,1,5,0
1091,121,2,0,56,0,0,0
1092,121,3,3,53,2,3,0
1093,121,4,26,30,16,26,0
1094,121,5,18,38,10,18,0
1095,121,6,9,47,2,9,0
1096,121,7,20,36,14,20,0
1097,121,8,14,42,6,14,0
1098,122,0,0,56,0,0,0
1099,122,1,2,54,0,2,0
1100,122,2,0,56,0,0,0
1101,122,3,0,56,0,0,0
1102,122,4,25,31,16,25,0
1103,122,5,19,37,12,19,0
1104,122,6,19,37,12,19,0
1105,122,7,15,41,8,15,0
1106,122,8,12,44,4,12,0
1107,123,0,0,56,0,0,0
1108,123,1,2,54,0,2,0
1109,123,2,0,56,0,0,0
1110,123,3,0,56,0,0,0
1111,123,4,27,29,16,27,0
1112,123,5,20,36,12,20,0
1113,123,6,11,45,4,11,0
1114,123,7,17,39,8,17,0
1115,123,8,12,44,4,12,0
1116,124,0,8,48,6,8,0
1117,124,1,4,52,4,4,0
1118,124,2,4,52,4,4,0
1119,124,3,11,45,7,11,0
1120,124,4,30,26,20,30,0
1121,124,5,25,31,16,25,0
1122,124,6,30,26,22,30,0
1123,124,7,26,30,18,26,0
1124,124,8,31,25,24,31,0
1125,125,0,8,48,6,8,0
1126,125,1,0,56,0,0,0
1127,125,2,4,52,4,4,0
1128,125,3,6,50,6,6,0
1129,125,4,25,31,16,25,0
1130,125,5,20,36,12,20,0
1131,125,6,22,34,14,22,0
1132,125,7,20,36,14,20,0
1133,125,8,31,25,24,31,0
1134,126,0,4,52,4,4,0
1135,126,1,8,48,8,8,0
1136,126,2,9,47,5,9,0
1137,126,3,2,54,2,2,0
1138,126,4,25,31,16,25,0
1139,126,5,24,32,18,24,0
1140,126,6,19,37,14,19,0
1141,126,7,23,33,12,23,0
1142,126,8,29,27,22,29,0
1143,127,0,0,56,0,0,0
1144,127,1,0,56,0,0,0
1145,127,2,4,52,4,4,0
1146,127,3,2,54,2,2,0
1147,127,4,25,31,16,25,0
1148,127,5,20,36,14,20,0
1149,127,6,11,45,6,11,0
1150,127,7,17,39,8,17,0
1151,127,8,29,27,22,29,0
1152,128,0,5,51,4,5,0
1153,128,1,1,55,0,1,0
1154,128,2,4,52,4,4,0
1155,128,3,6,50,6,6,0
1156,128,4,25,31,16,25,0
1157,128,5,17,39,10,17,0
1158,128,6,23,33,14,23,0
1159,128,7,24,32,16,24,0
1160,128,8,21,35,12,21,0
1161,129,0,7,49,4,7,0
1162,129,1,3,53,0,3,0
1163,129,2,4,52,4,4,0
1164,129,3,11,45,7,11,0
1165,129,4,30,26,20,30,0
1166,129,5,25,31,16,25,0
1167,129,6,31,25,22,31,0
1168,129,7,26,30,16,26,0
1169,129,8,25,31,18,25,0
1170,130,0,3,53,0,3,0
1171,130,1,4,52,1,4,0
1172,130,2,0,56,0,0,0
1173,130,3,2,54,2,2,0
1174,130,4,26,30,16,26,0
1175,130,5,18,38,10,18,0
1176,130,6,14,42,6,14,0
1177,130,7,12,44,4,12,0
1178,130,8,23,33,12,23,0
1179,131,0,1,55,0,1,0
1180,131,1,1,55,0,1,0
1181,131,2,5,51,1,5,0
1182,131,3,2,54,2,2,0
1183,131,4,25,31,16,25,0
1184,131,5,20,36,12,20,0
1185,131,6,22,34,14,22,0
1186,131,7,14,42,4,14,0
1187,131,8,23,33,18,23,0
1188,132,0,2,54,0,2,0
1189,132,1,0,56,0,0,0
1190,132,2,4,52,4,4,0
1191,132,3,3,53,2,3,0
1192,132,4,25,31,16,25,0
1193,132,5,19,37,12,19,0
1194,132,6,12,44,6,12,0
1195,132,7,24,32,16,24,0
1196,132,8,22,34,14,22,0
1197,133,0,12,44,10,12,0
1198,133,1,8,48,8,8,0
1199,133,2,9,47,5,9,0
1200,133,3,3,53,2,3,0
1201,133,4,25,31,16,25,0
1202,133,5,24,32,18,24,0
1203,133,6,20,36,14,20,0
1204,133,7,28,28,20,28,0
1205,133,8,26,30,20,26,0
1206,134,0,2,54,0,2,0
1207,134,1,0,56,0,0,0
1208,134,2,0,56,0,0,0
1209,134,3,2,54,2,2,0
1210,134,4,27,29,16,27,0
1211,134,5,20,36,12,20,0
1212,134,6,13,43,6,13,0
1213,134,7,12,44,4,12,0
1214,134,8,24,32,14,24,0
1215,135,0,2,54,0,2,0
1216,135,1,4,52,4,4,0
1217,135,2,0,56,0,0,0
1218,135,3,2,54,2,2,0
1219,135,4,25,31,16,25,0
1220,135,5,20,36,14,20,0
1221,135,6,21,35,14,21,0
1222,135,7,16,40,8,16,0
1223,135,8,24,32,20,24,0
1224,136,0,5,51,1,5,0
1225,136,1,4,52,0,4,0
1226,136,2,4,52,0,4,0
1227,136,3,3,53,2,3,0
1228,136,4,25,31,16,25,0
1229,136,5,14,42,4,14,0
1230,136,6,24,32,14,24,0
1231,136,7,13,43,2,13,0
1232,136,8,23,33,12,23,0
1233,137,0,9,47,5,9,0
1234,137,1,7,49,4,7,0
1235,137,2,2,54,0,2,0
1236,137,3,3,53,2,3,0
1237,137,4,25,31,16,25,0
1238,137,5,17,39,8,17,0
1239,137,6,24,32,14,24,0
1240,137,7,12,44,2,12,0
1241,137,8,23,33,12,23,0
1242,138,0,4,52,0,4,0
1243,138,1,10,46,5,10,0
1244,138,2,2,54,0,2,0
1245,138,3,3,53,2,3,0
1246,138,4,26,30,16,26,0
1247,138,5,13,43,4,13,0
1248,138,6,15,41,6,15,0
1249,138,7,13,43,2,13,0
1250,138,8,25,31,12,25,0
1251,139,0,1,55,0,1,0
1252,139,1,3,53,0,3,0
1253,139,2,3,53,2,3,0
1254,139,3,5,51,1,5,0
1255,139,4,26,30,16,26,0
1256,139,5,14,42,6,14,0
1257,139,6,13,43,6,13,0
1258,139,7,11,45,2,11,0
1259,139,8,24,32,14,24,0
1260,140,0,1,55,0,1,0
1261,140,1,3,53,0,3,0
1262,140,2,3,53,2,3,0
1263,140,3,5,51,1,5,0
1264,140,4,26,30,16,26,0
1265,140,5,18,38,10,18,0
1266,140,6,13,43,6,13,0
1267,140,7,16,40,6,16,0
1268,140,8,24,32,14,24,0
1269,141,0,6,50,1,6,0
1270,141,1,3,53,0,3,0
1271,141,2,3,53,2,3,0
1272,141,3,4,52,1,4,0
1273,141,4,28,28,16,28,0
1274,141,5,15,41,6,15,0
1275,141,6,14,42,6,14,0
1276,141,7,17,39,6,17,0
1277,141,8,26,30,14,26,0
1278,142,0,7,49,4,7,0
1279,142,1,2,54,0,2,0
1280,142,2,7,49,4,7,0
1281,142,3,9,47,6,9,0
1282,142,4,25,31,16,25,0
1283,142,5,23,33,14,23,0
1284,142,6,27,29,18,27,0
1285,142,7,28,28,18,28,0
1286,142,8,26,30,18,26,0
1287,143,0,7,49,4,7,0
1288,143,1,2,54,0,2,0
1289,143,2,6,50,4,6,0
1290,143,3,12,44,7,12,0
1291,143,4,30,26,20,30,0
1292,143,5,26,30,18,26,0
1293,143,6,32,24,22,32,0
1294,143,7,27,29,18,27,0
1295,143,8,27,29,18,27,0
1296,144,0,8,48,1,8,0
1297,144,1,2,54,0,2,0
1298,144,2,9,47,1,9,0
1299,144,3,3,53,2,3,0
1300,144,4,25,31,16,25,0
1301,144,5,22,34,14,22,0
1302,144,6,23,33,14,23,0
1303,144,7,14,42,6,14,0
1304,144,8,25,31,18,25,0
1305,145,0,4,52,1,4,0
1306,145,1,5,51,0,5,0
1307,145,2,8,48,5,8,0
1308,145,3,8,48,5,8,0
1309,145,4,28,28,18,28,0
1310,145,5,23,33,16,23,0
1311,145,6,16,40,10,16,0
1312,145,7,26,30,18,26,0
1313,145,8,27,29,20,27,0
1314,146,0,8,48,5,8,0
1315,146,1,12,44,8,12,0
1316,146,2,13,43,6,13,0
1317,146,3,6,50,3,6,0
1318,146,4,26,30,16,26,0
1319,146,5,27,29,20,27,0
1320,146,6,21,35,14,21,0
1321,146,7,31,25,22,31,0
1322,146,8,28,28,20,28,0
1323,147,0,1,55,0,1,0
1324,147,1,8,48,4,8,0
1325,147,2,4,52,1,4,0
1326,147,3,7,49,3,7,0
1327,147,4,26,30,16,26,0
1328,147,5,24,32,16,24,0
1329,147,6,22,34,14,22,0
1330,147,7,18,38,10,18,0
1331,147,8,26,30,20,26,0
1332,148,0,3,53,0,3,0
1333,148,1,3,53,0,3,0
1334,148,2,2,54,0,2,0
1335,148,3,3,53,2,3,0
1336,148,4,25,31,16,25,0
1337,148,5,17,39,8,17,0
1338,148,6,19,37,10,19,0
1339,148,7,11,45,6,11,0
1340,148,8,28,28,20,28,0
1341,149,0,3,53,0,3,0
1342,149,1,2,54,0,2,0
1343,149,2,9,47,6,9,0
1344,149,3,5,51,2,5,0
1345,149,4,25,31,16,25,0
1346,149,5,21,35,12,21,0
1347,149,6,21,35,12,21,0
1348,149,7,19,37,10,19,0
1349,149,8,30,26,24,30,0
1350,150,0,6,50,4,6,0
1351,150,1,3,53,0,3,0
1352,150,2,6,50,4,6,0
1353,150,3,7,49,6,7,0
1354,150,4,25,31,16,25,0
1355,150,5,17,39,8,17,0
1356,150,6,28,28,18,28,0
1357,150,7,19,37,14,19,0
1358,150,8,28,28,20,28,0
1359,151,0,6,50,4,6,0
1360,151,1,2,54,0,2,0
1361,151,2,8,48,6,8,0
1362,151,3,12,44,7,12,0
1363,151,4,30,26,20,30,0
1364,151,5,28,28,20,28,0
1365,151,6,30,26,20,30,0
1366,151,7,27,29,18,27,0
1367,151,8,30,26,24,30,0
1368,152,0,4,52,0,4,0
1369,152,1,6,50,1,6,0
1370,152,2,2,54,0,2,0
1371,152,3,4,52,2,4,0
1372,152,4,26,30,16,26,0
1373,152,5,19,37,8,19,0
1374,152,6,20,36,10,20,0
1375,152,7,21,35,14,21,0
1376,152,8,14,42,4,14,0
1377,153,0,6,50,4,6,0
1378,153,1,6,50,4,6,0
1379,153,2,4,52,2,4,0
1380,153,3,4,52,2,4,0
1381,153,4,25,31,16,25,0
1382,153,5,19,37,12,19,0
1383,153,6,22,34,12,22,0
1384,153,7,21,35,14,21,0
1385,153,8,16,40,8,16,0
1386,154,0,1,55,0,1,0
1387,154,1,3,53,0,3,0
1388,154,2,1,55,0,1,0
1389,154,3,6,50,3,6,0
1390,154,4,26,30,16,26,0
1391,154,5,17,39,8,17,0
1392,154,6,17,39,8,17,0
1393,154,7,13,43,6,13,0
1394,154,8,28,28,20,28,0
1395,155,0,1,55,0,1,0
1396,155,1,8,48,4,8,0
1397,155,2,1,55,0,1,0
1398,155,3,8,48,5,8,0
1399,155,4,28,28,18,28,0
1400,155,5,21,35,12,21,0
1401,155,6,28,28,18,28,0
1402,155,7,21,35,10,21,0
1403,155,8,27,29,22,27,0
1404,156,0,1,55,0,1,0
1405,156,1,3,53,0,3,0
1406,156,2,5,51,4,5,0
1407,156,3,6,50,3,6,0
1408,156,4,26,30,16,26,0
1409,156,5,17,39,8,17,0
1410,156,6,26,30,16,26,0
1411,156,7,16,40,8,16,0
1412,156,8,28,28,20,28,0
1413,157,0,5,51,4,5,0
1414,157,1,12,44,8,12,0
1415,157,2,10,46,5,10,0
1416,157,3,6,50,3,6,0
1417,157,4,26,30,16,26,0
1418,157,5,28,28,20,28,0
1419,157,6,37,19,26,37,0
1420,157,7,24,32,12,24,0
1421,157,8,28,28,22,28,0
1422,158,0,1,55,0,1,0
1423,158,1,3,53,0,3,0
1424,158,2,1,55,0,1,0
1425,158,3,6,50,3,6,0
1426,158,4,28,28,16,28,0
1427,158,5,19,37,8,19,0
1428,158,6,18,38,8,18,0
1429,158,7,18,38,8,18,0
1430,158,8,14,42,4,14,0
1431,159,0,1,55,0,1,0
1432,159,1,4,52,0,4,0
1433,159,2,1,55,0,1,0
1434,159,3,6,50,3,6,0
1435,159,4,26,30,16,26,0
1436,159,5,19,37,12,19,0
1437,159,6,29,27,18,29,0
1438,159,7,18,38,8,18,0
1439,159,8,14,42,6,14,0
1440,160,0,0,56,0,0,0
1441,160,1,2,54,0,2,0
1442,160,2,5,51,3,5,0
1443,160,3,5,51,2,5,0
1444,160,4,25,31,14,25,0
1445,160,5,11,45,4,11,0
1446,160,6,11,45,2,11,0
1447,160,7,15,41,10,15,0
1448,160,8,16,40,6,16,0
1449,161,0,2,54,0,2,0
1450,161,1,1,55,0,1,0
1451,161,2,2,54,0,2,0
1452,161,3,3,53,2,3,0
1453,161,4,25,31,14,25,0
1454,161,5,11,45,4,11,0
1455,161,6,9,47,0,9,0
1456,161,7,17,39,10,17,0
1457,161,8,11,45,2,11,0
1458,162,0,0,56,0,0,0
1459,162,1,2,54,0,2,0
1460,162,2,0,56,0,0,0
1461,162,3,1,55,0,1,0
1462,162,4,25,31,14,25,0
1463,162,5,13,43,6,13,0
1464,162,6,13,43,4,13,0
1465,162,7,12,44,4,12,0
1466,162,8,14,42,4,14,0
1467,163,0,0,56,0,0,0
1468,163,1,1,55,0,1,0
1469,163,2,0,56,0,0,0
1470,163,3,1,55,0,1,0
1471,163,4,26,30,14,26,0
1472,163,5,13,43,6,13,0
1473,163,6,11,45,2,11,0
1474,163,7,14,42,4,14,0
1475,163,8,11,45,2,11,0
1476,164,0,4,52,4,4,0
1477,164,1,8,48,8,8,0
1478,164,2,0,56,0,0,0
1479,164,3,0,56,0,0,0
1480,164,4,28,28,18,28,0
1481,164,5,19,37,10,19,0
1482,164,6,24,32,14,24,0
1483,164,7,23,33,16,23,0
1484,164,8,19,37,10,19,0
1485,165,0,4,52,4,4,0
1486,165,1,4,52,4,4,0
1487,165,2,0,56,0,0,0
1488,165,3,0,56,0,0,0
1489,165,4,24,32,14,24,0
1490,165,5,17,39,8,17,0
1491,165,6,22,34,12,22,0
1492,165,7,17,39,10,17,0
1493,165,8,14,42,6,14,0
1494,166,0,2,54,2,2,0
1495,166,1,6,50,6,6,0
1496,166,2,5,51,3,5,0
1497,166,3,3,53,2,3,0
1498,166,4,26,30,16,26,0
1499,166,5,18,38,12,18,0
1500,166,6,13,43,6,13,0
1501,166,7,20,36,10,20,0
1502,166,8,17,39,8,17,0
1503,167,0,0,56,0,0,0
1504,167,1,4,52,4,4,0
1505,167,2,0,56,0,0,0
1506,167,3,3,53,2,3,0
1507,167,4,24,32,14,24,0
1508,167,5,16,40,10,16,0
1509,167,6,11,45,4,11,0
1510,167,7,14,42,4,14,0
1511,167,8,14,42,6,14,0
1512,168,0,1,55,0,1,0
1513,168,1,1,55,0,1,0
1514,168,2,0,56,0,0,0
1515,168,3,2,54,0,2,0
1516,168,4,25,31,14,25,0
1517,168,5,11,45,4,11,0
1518,168,6,25,31,12,25,0
1519,168,7,23,33,14,23,0
1520,168,8,14,42,4,14,0
1521,169,0,1,55,0,1,0
1522,169,1,5,51,4,5,0
1523,169,2,0,56,0,0,0
1524,169,3,0,56,0,0,0
1525,169,4,28,28,18,28,0
1526,169,5,19,37,10,19,0
1527,169,6,23,33,14,23,0
1528,169,7,26,30,16,26,0
1529,169,8,18,38,10,18,0
1530,170,0,3,53,0,3,0
1531,170,1,1,55,0,1,0
1532,170,2,2,54,0,2,0
1533,170,3,0,56,0,0,0
1534,170,4,25,31,14,25,0
1535,170,5,11,45,4,11,0
1536,170,6,21,35,8,21,0
1537,170,7,20,36,12,20,0
1538,170,8,12,44,4,12,0
1539,171,0,1,55,0,1,0
1540,171,1,1,55,0,1,0
1541,171,2,2,54,2,2,0
1542,171,3,0,56,0,0,0
1543,171,4,24,32,14,24,0
1544,171,5,17,39,8,17,0
1545,171,6,19,37,10,19,0
1546,171,7,23,33,14,23,0
1547,171,8,12,44,4,12,0
1548,172,0,2,54,0,2,0
1549,172,1,0,56,0,0,0
1550,172,2,0,56,0,0,0
1551,172,3,6,50,4,6,0
1552,172,4,25,31,14,25,0
1553,172,5,13,43,6,13,0
1554,172,6,14,42,4,14,0
1555,172,7,22,34,14,22,0
1556,172,8,17,39,8,17,0
1557,173,0,4,52,2,4,0
1558,173,1,6,50,6,6,0
1559,173,2,2,54,2,2,0
1560,173,3,6,50,4,6,0
1561,173,4,26,30,16,26,0
1562,173,5,18,38,12,18,0
1563,173,6,12,44,6,12,0
1564,173,7,25,31,18,25,0
1565,173,8,21,35,14,21,0
1566,174,0,2,54,0,2,0
1567,174,1,0,56,0,0,0
1568,174,2,0,56,0,0,0
1569,174,3,1,55,0,1,0
1570,174,4,26,30,14,26,0
1571,174,5,13,43,6,13,0
1572,174,6,12,44,2,12,0
1573,174,7,19,37,12,19,0
1574,174,8,15,41,8,15,0
1575,175,0,2,54,0,2,0
1576,175,1,4,52,4,4,0
1577,175,2,0,56,0,0,0
1578,175,3,1,55,0,1,0
1579,175,4,24,32,14,24,0
1580,175,5,16,40,10,16,0
1581,175,6,10,46,4,10,0
1582,175,7,22,34,16,22,0
1583,175,8,15,41,8,15,0
1584,176,0,2,54,0,2,0
1585,176,1,7,49,4,7,0
1586,176,2,2,54,0,2,0
1587,176,3,4,52,1,4,0
1588,176,4,24,32,14,24,0
1589,176,5,15,41,4,15,0
1590,176,6,24,32,12,24,0
1591,176,7,12,44,0,12,0
1592,176,8,12,44,4,12,0
1593,177,0,4,52,2,4,0
1594,177,1,7,49,4,7,0
1595,177,2,2,54,0,2,0
1596,177,3,6,50,1,6,0
1597,177,4,25,31,14,25,0
1598,177,5,16,40,6,16,0
1599,177,6,26,30,12,26,0
1600,177,7,12,44,2,12,0
1601,177,8,16,40,4,16,0
1602,178,0,4,52,0,4,0
1603,178,1,7,49,4,7,0
1604,178,2,4,52,0,4,0
1605,178,3,1,55,0,1,0
1606,178,4,25,31,14,25,0
1607,178,5,14,42,4,14,0
1608,178,6,22,34,8,22,0
1609,178,7,11,45,2,11,0
1610,178,8,14,42,4,14,0
1611,179,0,3,53,0,3,0
1612,179,1,3,53,0,3,0
1613,179,2,6,50,1,6,0
1614,179,3,3,53,0,3,0
1615,179,4,25,31,14,25,0
1616,179,5,14,42,6,14,0
1617,179,6,13,43,4,13,0
1618,179,7,9,47,0,9,0
1619,179,8,15,41,8,15,0
1620,180,0,3,53,0,3,0
1621,180,1,3,53,0,3,0
1622,180,2,6,50,1,6,0
1623,180,3,3,53,0,3,0
1624,180,4,26,30,14,26,0
1625,180,5,17,39,8,17,0
1626,180,6,15,41,4,15,0
1627,180,7,13,43,4,13,0
1628,180,8,19,37,8,19,0
1629,181,0,8,48,1,8,0
1630,181,1,3,53,0,3,0
1631,181,2,6,50,1,6,0
1632,181,3,2,54,0,2,0
1633,181,4,27,29,14,27,0
1634,181,5,15,41,6,15,0
1635,181,6,13,43,2,13,0
1636,181,7,12,44,4,12,0
1637,181,8,17,39,8,17,0
1638,182,0,3,53,0,3,0
1639,182,1,2,54,0,2,0
1640,182,2,3,53,0,3,0
1641,182,3,3,53,0,3,0
1642,182,4,24,32,14,24,0
1643,182,5,19,37,10,19,0
1644,182,6,27,29,16,27,0
1645,182,7,27,29,16,27,0
1646,182,8,15,41,4,15,0
1647,183,0,3,53,0,3,0
1648,183,1,6,50,4,6,0
1649,183,2,2,54,0,2,0
1650,183,3,2,54,0,2,0
1651,183,4,28,28,18,28,0
1652,183,5,20,36,12,20,0
1653,183,6,24,32,14,24,0
1654,183,7,27,29,18,27,0
1655,183,8,20,36,10,20,0
1656,184,0,8,48,1,8,0
1657,184,1,2,54,0,2,0
1658,184,2,4,52,2,4,0
1659,184,3,1,55,0,1,0
1660,184,4,24,32,14,24,0
1661,184,5,18,38,10,18,0
1662,184,6,20,36,10,20,0
1663,184,7,25,31,16,25,0
1664,184,8,14,42,4,14,0
1665,185,0,3,53,0,3,0
1666,185,1,8,48,4,8,0
1667,185,2,1,55,0,1,0
1668,185,3,9,47,6,9,0
1669,185,4,27,29,16,27,0
1670,185,5,18,38,12,18,0
1671,185,6,16,40,8,16,0
1672,185,7,24,32,16,24,0
1673,185,8,18,38,8,18,0
1674,186,0,5,51,2,5,0
1675,186,1,10,46,6,10,0
1676,186,2,3,53,2,3,0
1677,186,3,7,49,4,7,0
1678,186,4,27,29,16,27,0
1679,186,5,21,35,14,21,0
1680,186,6,13,43,6,13,0
1681,186,7,28,28,20,28,0
1682,186,8,23,33,14,23,0
1683,187,0,3,53,0,3,0
1684,187,1,8,48,4,8,0
1685,187,2,1,55,0,1,0
1686,187,3,3,53,0,3,0
1687,187,4,25,31,14,25,0
1688,187,5,19,37,12,19,0
1689,187,6,11,45,4,11,0
1690,187,7,26,30,18,26,0
1691,187,8,17,39,8,17,0
1692,188,0,3,53,0,3,0
1693,188,1,3,53,0,3,0
1694,188,2,5,51,1,5,0
1695,188,3,1,55,0,1,0
1696,188,4,24,32,14,24,0
