shell,complement_size,support_size,contained_blocks,inclusion_mean_min,inclusion_mean_max,inclusion_mean_expected,hessian_min_tangent,hessian_max_tangent,local_strict_maximum_at_equal,zero_eigen_abs
12,0,24,2576,0.5,0.5,0.5,-0.7391304347826094,-0.739130434782607,True,7.051661257419024e-16
12,1,23,1288,0.5217391304347826,0.5217391304347826,0.5217391304347826,-0.7826086956521742,-0.7826086956521721,True,7.494005416219807e-16
12,2,22,616,0.5454545454545454,0.5454545454545454,0.5454545454545454,-0.831168831168832,-0.8311688311688291,True,9.992007221626409e-16
12,3,21,280,0.5714285714285714,0.5714285714285714,0.5714285714285714,-0.8857142857142878,-0.8857142857142848,True,7.680488189790319e-16
12,4,20,120,0.6,0.6,0.6,-0.9999999999999997,-0.933333333333331,True,3.847955271137223e-16
12,5,19,48,0.625,0.6666666666666666,0.631578947368421,-1.2631578947368423,-0.9298245614035083,True,2.5505485517805727e-20
16,0,24,759,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1.1014492753623222,-1.1014492753623173,True,1.3322676295501878e-15
16,1,23,253,0.6956521739130435,0.6956521739130435,0.6956521739130435,-1.1699604743083032,-1.1699604743083,True,8.881784197001252e-16
16,2,22,77,0.7272727272727273,0.7272727272727273,0.7272727272727273,-1.2467532467532492,-1.246753246753246,True,4.440892098500626e-16
