observable_id,observable_code,value
0,0,1
1,1,1
2,2,20
3,3,14
4,4,17
5,5,17
6,6,0
7,7,657962662788
8,8,180000000000
9,9,0
10,10,0
11,11,1
12,12,1
13,13,0
14,14,0
15,15,0
16,16,3
