shell,stress_rows,min_ratio_Dq_over_Dp,target_w_over_2,ratio_margin,min_entropy_gap,best_family,best_p_cv,status
12,320,11.330916878114616,6.0,5.330916878114616,0.11665085167446976,delta_mixture,1.0,NO_COUNTEREXAMPLE_FOUND
16,320,16.356528946077493,8.0,8.356528946077493,0.10759379893939723,delta_mixture,0.7071067811865476,NO_COUNTEREXAMPLE_FOUND
