shell,blocks,pair_intersection_histogram,chosen_closest_intersection,degree_min,degree_max,degree_mean,regular,route_status
12,2576,"{""0"": 1288, ""4"": 637560, ""6"": 2040192, ""8"": 637560}",8,495,495,495.0,True,spectral/logSobolev graph route not closed; graph data extracted
16,759,"{""8"": 11385, ""10"": 170016, ""12"": 106260}",12,280,280,280.0,True,spectral/logSobolev graph route not closed; graph data extracted
