shell,blocks,top_BtB_eigen,top_nontrivial_BtB_eigen,local_SDPI_eta,target_eta_2_over_w,local_margin_target_minus_eta,local_entropy_gap_hessian_positive
8,759,2024.000000000002,176.000000000001,0.086956521739,0.250000000000,0.163043478261,True
12,2576,15455.999999999998,672.000000000001,0.043478260870,0.166666666667,0.123188405797,True
16,759,8095.999999999998,176.000000000001,0.021739130435,0.125000000000,0.103260869565,True
