shell_weight,min_gauge_hessian_eigen,max_gauge_hessian_eigen,negative_definite_at_equal,eigen_count
12,-17.739130561086515,-0.7391304399461496,True,23
16,-26.434782772341435,-1.1014492821669144,True,23
