shell_weight,start_index,success,F_log_ratio,ratio,grad_norm,cv_x,max_x,min_x,nit,message
12,0,True,0.0,1.0,3.4971841706588852e-15,0.0,1.0,1.0,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,1,True,8.881784197001252e-16,1.0000000000000009,1.822186480558046e-14,4.151600781502179e-15,1.0000000000000022,0.9999999999999805,8,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,2,True,8.881784197001252e-16,1.0000000000000009,2.7702707737946105e-09,7.65059657050479e-10,1.000000003669097,0.9999999998404715,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,3,True,8.881784197001252e-16,1.0000000000000009,8.639858901770104e-13,2.376353058086448e-13,1.0000000000000522,0.9999999999988604,6,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,4,True,8.881784197001252e-16,1.0000000000000009,1.5846655209825856e-11,4.3753578064117895e-12,1.0000000000013207,0.9999999999854885,7,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,5,True,8.881784197001252e-16,1.0000000000000009,3.812392329371165e-09,1.0528612083874036e-09,1.0000000034919458,0.9999999996825483,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,6,True,0.0,1.0,1.0320774567807312e-10,2.8502381974496684e-11,1.0000000000945317,0.9999999999914043,7,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,7,True,8.881784197001252e-16,1.0000000000000009,1.6983998933654405e-08,4.690436336866407e-09,1.0000000017728192,0.9999999875902719,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,8,True,0.0,1.0,3.823942881139457e-11,1.0561347536119243e-11,1.0000000000279428,0.9999999999960076,7,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,9,True,8.881784197001252e-16,1.0000000000000009,2.7182445283937353e-08,7.506920516657365e-09,1.00000000283735,0.999999980138555,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,10,True,8.881784197001252e-16,1.0000000000000009,1.2235658104682275e-08,3.379096962400756e-09,1.0000000075558908,0.9999999984888215,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,11,True,8.881784197001252e-16,1.0000000000000009,1.9286885280155017e-11,5.325797078420892e-12,1.000000000011909,0.9999999999976176,8,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,12,True,8.881784197001252e-16,1.0000000000000009,3.1875288677989306e-13,8.861762871363648e-14,1.0000000000000409,0.9999999999998017,6,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,13,True,8.881784197001252e-16,1.0000000000000009,3.341444038010979e-11,9.228373556723828e-12,1.0000000000159832,0.9999999999943796,6,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,14,True,0.0,1.0,2.0583615984637396e-11,5.684550897398308e-12,1.0000000000055778,0.9999999999828408,7,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,15,True,8.881784197001252e-16,1.0000000000000009,4.0814884249357885e-09,1.1271768928128426e-09,1.0000000004913592,0.999999996354775,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,16,True,0.0,1.0,7.72797841094777e-11,2.1341102347566217e-11,1.000000000030181,0.9999999999849063,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,17,True,0.0,1.0,1.5664624852613417e-12,4.336153209141342e-13,1.0000000000003082,0.9999999999993867,6,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,18,True,8.881784197001252e-16,1.0000000000000009,1.0617995281515578e-12,2.9370497312218075e-13,1.0000000000002098,0.9999999999995844,8,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,19,True,8.881784197001252e-16,1.0000000000000009,1.2941903614399492e-11,3.5739468704322052e-12,1.0000000000050546,0.9999999999974059,7,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,20,True,0.0,1.0,4.2915389902220393e-10,1.1852036519142031e-10,1.0000000000881861,0.9999999997023752,9,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,21,True,8.881784197001252e-16,1.0000000000000009,7.650120652019883e-10,2.1127135708103675e-10,1.0000000001185467,0.9999999993123205,11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
