shell_weight,start_index,success,F_log_ratio,ratio,grad_norm,cv_x,max_x,min_x,nit,message
12,159,True,1.5543122344752192e-15,1.0000000000000016,3.0373808730242886e-09,8.388273087840503e-10,1.0000000036843875,0.9999999988988918,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,11,True,8.881784197001252e-16,1.0000000000000009,1.5769637219213157e-09,2.9224816358495236e-10,1.0000000006534866,0.9999999998693021,8,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
