cut_id,left_addr,right_addr,positive_crossing_section_count,reverse_crossing_section_count,total_crossing_section_count,signed_crossing_section_count,positive_crossing_coeff_sum,reverse_crossing_coeff_sum,total_crossing_coeff_sum,signed_crossing_coeff_sum,positive_crossing_coeff_square_sum,reverse_crossing_coeff_square_sum,total_crossing_coeff_square_sum,signed_crossing_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
516,516,517,17592,361792,379384,-344200,28928,608448,637376,-579520,72760,1437504,1510264,-1364744,1,1,1
517,517,518,16514,361304,377818,-344790,27240,606992,634232,-579752,68822,1433642,1502464,-1364820,1,1,1
518,518,519,15424,360804,376228,-345380,25536,605520,631056,-579984,64860,1429756,1494616,-1364896,1,1,1
519,519,520,14322,360292,374614,-345970,23816,604032,627848,-580216,60874,1425846,1486720,-1364972,1,1,1
520,520,521,13212,359772,372984,-346560,22080,602528,624608,-580448,56856,1421904,1478760,-1365048,1,1,1
521,521,522,12090,359240,371330,-347150,20328,601008,621336,-580680,52814,1417938,1470752,-1365124,1,1,1
522,522,523,10224,358366,368590,-348142,16704,600424,617128,-583720,41298,1419414,1460712,-1378116,1,1,1
523,523,524,8336,357470,365806,-349134,13048,599808,612856,-586760,29724,1420832,1450556,-1391108,1,1,1
524,524,525,7176,356900,364076,-349724,11232,598224,609456,-586992,25560,1416744,1442304,-1391184,1,1,1
525,525,526,6004,356318,362322,-350314,9400,596624,606024,-587224,21372,1412632,1434004,-1391260,1,1,1
526,526,527,4820,355724,360544,-350904,7552,595008,602560,-587456,17160,1408496,1425656,-1391336,1,1,1
527,527,528,3632,355126,358758,-351494,5688,593376,599064,-587688,12908,1404320,1417228,-1391412,1,1,1
528,528,529,2432,354516,356948,-352084,3808,591728,595536,-587920,8632,1400120,1408752,-1391488,1,1,1
529,529,530,1220,353894,355114,-352674,1912,590064,591976,-588152,4332,1395896,1400228,-1391564,1,1,1
530,530,531,0,353264,353264,-353264,0,588384,588384,-588384,0,1391640,1391640,-1391640,1,1,1
531,531,532,580,353254,353834,-352674,1268,587820,589088,-586552,3220,1389404,1392624,-1386184,1,1,1
532,532,533,1559,353325,354884,-351766,2488,587952,590440,-585464,4962,1389726,1394688,-1384764,1,1,1
533,533,534,2095,353307,355402,-351212,3696,587328,591024,-583632,8094,1387198,1395292,-1379104,1,1,1
534,534,535,2941,353327,356268,-350386,4832,587376,592208,-582544,9950,1387398,1397348,-1377448,1,1,1
535,535,536,3826,353304,357130,-349478,5920,587376,593296,-581456,11486,1387514,1399000,-1376028,1,1,1
536,536,537,4592,353254,357846,-348662,6960,587328,594288,-580368,13170,1387558,1400728,-1374388,1,1,1
537,537,538,5317,353115,358432,-347798,7952,587232,595184,-579280,14822,1387626,1402448,-1372804,1,1,1
538,538,539,6000,352934,358934,-346934,8896,587088,595984,-578192,16414,1387634,1404048,-1371220,1,1,1
539,539,540,6416,352760,359176,-346344,9900,586260,596160,-576360,19140,1384904,1404044,-1365764,1,1,1
540,540,541,6756,352594,359350,-345838,10880,585408,596288,-574528,22356,1381632,1403988,-1359276,1,1,1
541,541,542,7361,352335,359696,-344974,11704,585144,596848,-573440,23712,1381404,1405116,-1357692,1,1,1
542,542,543,7931,352079,360010,-344148,12480,584832,597312,-572352,25040,1381076,1406116,-1356036,1,1,1
543,543,544,8534,351774,360308,-343240,13208,584472,597680,-571264,26022,1380638,1406660,-1354616,1,1,1
544,544,545,9020,351444,360464,-342424,13888,584064,597952,-570176,27186,1380162,1407348,-1352976,1,1,1
545,545,546,9543,351059,360602,-341516,14520,583608,598128,-569088,28052,1379608,1407660,-1351556,1,1,1
546,546,547,9815,350741,360556,-340926,15296,582552,597848,-567256,30358,1376458,1406816,-1346100,1,1,1
547,547,548,10075,350447,360522,-340372,16048,581472,597520,-565424,32590,1373030,1405620,-1340440,1,1,1
548,548,549,10179,350329,360508,-340150,16920,580016,596936,-563096,38142,1363038,1401180,-1324896,1,1,1
549,549,550,10453,350071,360524,-339618,17632,578896,596528,-561264,39974,1359130,1399104,-1319156,1,1,1
550,550,551,10715,349803,360518,-339088,18320,577752,596072,-559432,41734,1355142,1396876,-1313408,1,1,1
551,551,552,11161,349535,360696,-338374,18732,577076,595808,-558344,41742,1353538,1395280,-1311796,1,1,1
552,552,553,11438,348948,360386,-337510,19096,576352,595448,-557256,42260,1352472,1394732,-1310212,1,1,1
553,553,554,11558,348562,360120,-337004,19688,575112,594800,-555424,44636,1348360,1392996,-1303724,1,1,1
554,554,555,11746,348218,359964,-336472,20256,573848,594104,-553592,46172,1344156,1390328,-1297984,1,1,1
555,555,556,11876,347758,359634,-335882,20800,572560,593360,-551760,48040,1340568,1388608,-1292528,1,1,1
556,556,557,12042,347392,359434,-335350,21320,571248,592568,-549928,49440,1336228,1385668,-1286788,1,1,1
557,557,558,12192,347012,359204,-334820,21816,569912,591728,-548096,50812,1331852,1382664,-1281040,1,1,1
558,558,559,12486,346592,359078,-334106,21952,568960,590912,-547008,50316,1329744,1380060,-1279428,1,1,1
559,559,560,12604,346178,358782,-333574,22388,567564,589952,-545176,51536,1325224,1376760,-1273688,1,1,1
560,560,561,12620,345972,358592,-333352,23040,565888,588928,-542848,56160,1314304,1370464,-1258144,1,1,1
561,561,562,13236,346014,359250,-332778,24272,566080,590352,-541808,59136,1315504,1374640,-1256368,1,1,1
562,562,563,13917,346057,359974,-332140,25408,566176,591584,-540768,61552,1315688,1377240,-1254136,1,1,1
563,563,564,14519,346039,360558,-331520,26448,566176,592624,-539728,63732,1315884,1379616,-1252152,1,1,1
564,564,565,15091,345969,361060,-330878,27392,566080,593472,-538688,65632,1315744,1381376,-1250112,1,1,1
565,565,566,15627,345863,361490,-330236,28240,565888,594128,-537648,67300,1315372,1382672,-1248072,1,1,1
566,566,567,16109,345725,361834,-329616,28992,565600,594592,-536608,68672,1314760,1383432,-1246088,1,1,1
567,567,568,16500,345478,361978,-328978,29648,565216,594864,-535568,70120,1313976,1384096,-1243856,1,1,1
568,568,569,16808,345212,362020,-328404,30208,564736,594944,-534528,71168,1313248,1384416,-1242080,1,1,1
569,569,570,16934,345040,361974,-328106,30960,563424,594384,-532464,75016,1305584,1380600,-1230568,1,1,1
570,570,571,17191,344659,361850,-327468,31360,562784,594144,-531424,75824,1304160,1379984,-1228336,1,1,1
571,571,572,17406,344236,361642,-326830,31664,562048,593712,-530384,76336,1302440,1378776,-1226104,1,1,1
572,572,573,17472,344004,361476,-326532,32256,560576,592832,-528320,79584,1294176,1373760,-1214592,1,1,1
573,573,574,18165,344065,362230,-325900,33472,561008,594480,-527536,82292,1295700,1377992,-1213408,1,1,1
574,574,575,18806,344074,362880,-325268,34560,561312,595872,-526752,84648,1296872,1381520,-1212224,1,1,1
575,575,576,19391,344027,363418,-324636,35520,561488,597008,-525968,86564,1297604,1384168,-1211040,1,1,1
576,576,577,19926,343930,363856,-324004,36352,561536,597888,-525184,88160,1298016,1386176,-1209856,1,1,1
577,577,578,20405,343777,364182,-323372,37056,561456,598512,-524400,89316,1297988,1387304,-1208672,1,1,1
578,578,579,20826,343566,364392,-322740,37632,561248,598880,-523616,90136,1297624,1387760,-1207488,1,1,1
579,579,580,21189,343297,364486,-322108,38080,560912,598992,-522832,90596,1296900,1387496,-1206304,1,1,1
580,580,581,21504,342980,364484,-321476,38400,560448,598848,-522048,90656,1295776,1386432,-1205120,1,1,1
581,581,582,22528,342992,365520,-320464,39664,560672,600336,-521008,92466,1296514,1388980,-1204048,1,1,1
582,582,583,23540,342986,366526,-319446,40896,560864,601760,-519968,94204,1297204,1391408,-1203000,1,1,1
583,583,584,24520,342954,367474,-318434,42096,561024,603120,-518928,95902,1297830,1393732,-1201928,1,1,1
584,584,585,25484,342900,368384,-317416,43264,561152,604416,-517888,97536,1298416,1395952,-1200880,1,1,1
585,585,586,26432,342830,369262,-316398,44400,561248,605648,-516848,99102,1298934,1398036,-1199832,1,1,1
586,586,587,27330,342710,370040,-315380,45504,561312,606816,-515808,100660,1299484,1400144,-1198824,1,1,1
587,587,588,28189,342593,370782,-314404,46576,561344,607920,-514768,102180,1299860,1402040,-1197680,1,1,1
588,588,589,29051,342443,371494,-313392,47616,561344,608960,-513728,103594,1300202,1403796,-1196608,1,1,1
589,589,590,29877,342251,372128,-312374,48624,561312,609936,-512688,105000,1300600,1405600,-1195600,1,1,1
590,590,591,30678,342076,372754,-311398,49600,561248,610848,-511648,106340,1300796,1407136,-1194456,1,1,1
591,591,592,31466,341846,373312,-310380,50544,561152,611696,-510608,107626,1301074,1408700,-1193448,1,1,1
592,592,593,32211,341615,373826,-309404,51456,561024,612480,-509568,108882,1301186,1410068,-1192304,1,1,1
593,593,594,32948,341376,374324,-308428,52336,560864,613200,-508528,110054,1301214,1411268,-1191160,1,1,1
594,594,595,33668,341078,374746,-307410,53184,560672,613856,-507488,111188,1301300,1412488,-1190112,1,1,1
595,595,596,34366,340764,375130,-306398,54000,560448,614448,-506448,112250,1301290,1413540,-1189040,1,1,1
596,596,597,35040,340420,375460,-305380,54784,560192,614976,-505408,113264,1301256,1414520,-1187992,1,1,1
597,597,598,35676,340044,375720,-304368,55536,559904,615440,-504368,114226,1301146,1415372,-1186920,1,1,1
598,598,599,36306,339656,375962,-303350,56256,559584,615840,-503328,115136,1301008,1416144,-1185872,1,1,1
599,599,600,36894,339226,376120,-302332,56944,559232,616176,-502288,116042,1300906,1416948,-1184864,1,1,1
600,600,601,37462,338776,376238,-301314,57600,558848,616448,-501248,116884,1300740,1417624,-1183856,1,1,1
601,601,602,38005,338343,376348,-300338,58224,558432,616656,-500208,117660,1300372,1418032,-1182712,1,1,1
602,602,603,38536,337898,376434,-299362,58816,557984,616800,-499168,118364,1299932,1418296,-1181568,1,1,1
603,603,604,39026,337376,376402,-298350,59376,557504,616880,-498128,119030,1299526,1418556,-1180496,1,1,1
604,604,605,39512,336844,376356,-297332,59904,556992,616896,-497088,119640,1299128,1418768,-1179488,1,1,1
605,605,606,39968,336288,376256,-296320,60400,556448,616848,-496048,120182,1298598,1418780,-1178416,1,1,1
606,606,607,40406,335708,376114,-295302,60864,555872,616736,-495008,120660,1298028,1418688,-1177368,1,1,1
607,607,608,40813,335139,375952,-294326,61296,555264,616560,-493968,121120,1297344,1418464,-1176224,1,1,1
608,608,609,41196,334546,375742,-293350,61696,554624,616320,-492928,121536,1296616,1418152,-1175080,1,1,1
609,609,610,41560,333892,375452,-292332,62064,553952,616016,-491888,121902,1295974,1417876,-1174072,1,1,1
610,610,611,41908,333222,375130,-291314,62400,553248,615648,-490848,122204,1295268,1417472,-1173064,1,1,1
611,611,612,42210,332512,374722,-290302,62704,552512,615216,-489808,122462,1294454,1416916,-1171992,1,1,1
612,612,613,42496,331780,374276,-289284,62976,551744,614720,-488768,122656,1293600,1416256,-1170944,1,1,1
613,613,614,43480,332847,376327,-289367,64220,553538,617758,-489318,124448,1298472,1422920,-1174024,1,1,1
614,614,615,44039,333396,377435,-289357,65428,553722,619150,-488294,127372,1297828,1425200,-1170456,1,1,1
615,615,616,44879,334238,379117,-289359,66546,555296,621842,-488750,129214,1303232,1432446,-1174018,1,1,1
616,616,617,45397,334752,380149,-289355,67688,555370,623058,-487682,132008,1301954,1433962,-1169946,1,1,1
617,617,618,46236,335644,381880,-289408,68691,556769,625460,-488078,133351,1306005,1439356,-1172654,1,1,1
618,618,619,46315,335718,382033,-289403,69862,555529,625391,-485667,152810,1282589,1435399,-1129779,1,1,1
619,619,620,46783,336212,382995,-289429,70929,555495,626424,-484566,155471,1279879,1435350,-1124408,1,1,1
620,620,621,47509,336868,384377,-289359,71832,556642,628474,-484810,156572,1283128,1439700,-1126556,1,1,1
621,621,622,48255,337605,385860,-289350,72662,557712,630374,-485050,157024,1285518,1442542,-1128494,1,1,1
622,622,623,48649,337922,386571,-289273,73595,557449,631044,-483854,159365,1283427,1442792,-1124062,1,1,1
623,623,624,49363,338553,387916,-289190,74381,558415,632796,-484034,160031,1286183,1446214,-1126152,1,1,1
624,624,625,50014,339125,389139,-289111,75097,559233,634330,-484136,160325,1288091,1448416,-1127766,1,1,1
625,625,626,50145,339196,389341,-289051,76067,558069,634136,-482002,166911,1278899,1445810,-1111988,1,1,1
626,626,627,50477,339401,389878,-288924,76890,557636,634526,-480746,169064,1276378,1445442,-1107314,1,1,1
627,627,628,51070,340016,391086,-288946,77598,558408,636006,-480810,169614,1278390,1448004,-1108776,1,1,1
628,628,629,51650,340443,392093,-288793,78229,558981,637210,-480752,170261,1279959,1450220,-1109698,1,1,1
629,629,630,52193,340771,392964,-288578,78801,559469,638270,-480668,170393,1281605,1451998,-1111212,1,1,1
630,630,631,52539,340998,393537,-288459,79620,558965,638585,-479345,172462,1278493,1450955,-1106031,1,1,1
631,631,632,53055,341239,394294,-288184,80163,559298,639461,-479135,172707,1279218,1451925,-1106511,1,1,1
632,632,633,53585,341522,395107,-287937,80746,559637,640383,-478891,173344,1280279,1453623,-1106935,1,1,1
633,633,634,54083,341743,395826,-287660,81279,559854,641133,-478575,173605,1280608,1454213,-1107003,1,1,1
634,634,635,54337,341757,396094,-287420,81969,559092,641061,-477123,175471,1277490,1452961,-1102019,1,1,1
635,635,636,54635,341876,396511,-287241,82697,558399,641096,-475702,177261,1273665,1450926,-1096404,1,1,1
636,636,637,54844,341936,396780,-287092,83481,557349,640830,-473868,180039,1267963,1448002,-1087924,1,1,1
637,637,638,55149,342058,397207,-286909,84224,556633,640857,-472409,181896,1263663,1445559,-1081767,1,1,1
638,638,639,55682,342206,397888,-286524,84779,556738,641517,-471959,182187,1263876,1446063,-1081689,1,1,1
639,639,640,55960,342186,398146,-286226,85484,555913,641397,-470429,183990,1260549,1444539,-1076559,1,1,1
640,640,641,56188,342076,398264,-285888,86090,555015,641105,-468925,185486,1257605,1443091,-1072119,1,1,1
641,641,642,56651,342125,398776,-285474,86563,554894,641457,-468331,185895,1257040,1442935,-1071145,1,1,1
642,642,643,56891,342055,398946,-285164,87197,553931,641128,-466734,187551,1253041,1440592,-1065490,1,1,1
643,643,644,56969,341989,398958,-285020,87909,552414,640323,-464505,192225,1242054,1434279,-1049829,1,1,1
644,644,645,57204,341845,399049,-284641,88550,551432,639982,-462882,193946,1238752,1432698,-1044806,1,1,1
645,645,646,57470,341830,399300,-284360,89172,550461,639633,-461289,195432,1234143,1429575,-1038711,1,1,1
646,646,647,57743,341810,399553,-284067,89803,549475,639278,-459672,196901,1229645,1426546,-1032744,1,1,1
647,647,648,58011,341788,399799,-283777,90426,548471,638897,-458045,198316,1224531,1422847,-1026215,1,1,1
648,648,649,58537,341789,400326,-283252,90981,548276,639257,-457295,198343,1223800,1422143,-1025457,1,1,1
649,649,650,59057,341989,401046,-282932,91587,548098,639685,-456511,198739,1222366,1421105,-1023627,1,1,1
650,650,651,59353,341962,401315,-282609,92290,547088,639378,-454798,200484,1217244,1417728,-1016760,1,1,1
651,651,652,59931,341952,401883,-282021,92982,546872,639854,-453890,201424,1216448,1417872,-1015024,1,1,1
652,652,653,60248,341786,402034,-281538,93725,545860,639585,-452135,203291,1213096,1416387,-1009805,1,1,1
653,653,654,60367,341707,402074,-281340,94484,544318,638802,-449834,208028,1202052,1410080,-994024,1,1,1
654,654,655,60600,341667,402267,-281067,95238,543038,638276,-447800,210572,1195668,1406240,-985096,1,1,1
655,655,656,60717,341590,402307,-280873,96001,541496,637497,-445495,215857,1184920,1400777,-969063,1,1,1
656,656,657,60760,341552,402312,-280792,96768,539776,636544,-443008,229536,1155648,1385184,-926112,1,1,1
657,657,658,60042,341542,401584,-281500,95250,539990,635240,-444740,225026,1157118,1382144,-932092,1,1,1
658,658,659,59239,341487,400726,-282248,93696,540168,633864,-446472,220702,1158538,1379240,-937836,1,1,1
659,659,660,58453,341409,399862,-282956,92106,540310,632416,-448204,216112,1159928,1376040,-943816,1,1,1
660,660,661,57582,341294,398876,-283712,90480,540416,630896,-449936,211468,1161180,1372648,-949712,1,1,1
661,661,662,56744,341164,397908,-284420,88818,540486,629304,-451668,206750,1162442,1369192,-955692,1,1,1
662,662,663,55807,340983,396790,-285176,87120,540520,627640,-453400,202022,1163610,1365632,-961588,1,1,1
663,663,664,54901,340785,395686,-285884,85386,540518,625904,-455132,197224,1164792,1362016,-967568,1,1,1
664,664,665,53898,340538,394436,-286640,83616,540480,624096,-456864,192412,1165876,1358288,-973464,1,1,1
665,665,666,52865,340261,393126,-287396,81810,540406,622216,-458596,187552,1166912,1354464,-979360,1,1,1
666,666,667,51813,339957,391770,-288144,79968,540296,620264,-460328,182966,1167974,1350940,-985008,1,1,1
667,667,668,50767,339619,390386,-288852,78090,540150,618240,-462060,178016,1169004,1347020,-990988,1,1,1
668,668,669,49610,339210,388820,-289600,76176,539968,616144,-463792,173320,1170052,1343372,-996732,1,1,1
669,669,670,48392,338740,387132,-290348,74226,539750,613976,-465524,168674,1171126,1339800,-1002452,1,1,1
670,670,671,47218,338314,385532,-291096,72240,539496,611736,-467256,163784,1171956,1335740,-1008172,1,1,1
671,671,672,46018,337822,383840,-291804,70218,539206,609424,-468988,158726,1172878,1331604,-1014152,1,1,1
672,672,673,45542,337610,383152,-292068,69864,537712,607576,-467848,158708,1166668,1325376,-1007960,1,1,1
673,673,674,44312,337088,381400,-292776,67782,537362,605144,-469580,153502,1167442,1320944,-1013940,1,1,1
674,674,675,43130,336574,379704,-293444,65664,536976,602640,-471312,147684,1168152,1315836,-1020468,1,1,1
675,675,676,41782,335974,377756,-294192,63510,536554,600064,-473044,142742,1168858,1311600,-1026116,1,1,1
676,676,677,40654,335482,376136,-294828,61320,536096,597416,-474776,136404,1169448,1305852,-1033044,1,1,1
677,677,678,39286,334822,374108,-295536,59094,535602,594696,-476508,131058,1170082,1301140,-1039024,1,1,1
678,678,679,37860,334144,372004,-296284,56832,535072,591904,-478240,125832,1170576,1296408,-1044744,1,1,1
679,679,680,36530,333482,370012,-296952,54534,534506,589040,-479972,119770,1171042,1290812,-1051272,1,1,1
680,680,681,35036,332736,367772,-297700,52200,533904,586104,-481704,114464,1171456,1285920,-1056992,1,1,1
681,681,682,33540,331948,365488,-298408,49830,533266,583096,-483436,108942,1171914,1280856,-1062972,1,1,1
682,682,683,32012,331128,363140,-299116,47424,532592,580016,-485168,103376,1172328,1275704,-1068952,1,1,1
683,683,684,30452,330276,360728,-299824,44982,531882,576864,-486900,97766,1172698,1270464,-1074932,1,1,1
684,684,685,29100,329560,358660,-300460,42504,531136,573640,-488632,91012,1172872,1263884,-1081860,1,1,1
685,685,686,27602,328730,356332,-301128,39990,530354,570344,-490364,84638,1173026,1257664,-1088388,1,1,1
686,686,687,25968,327804,353772,-301836,37440,529536,566976,-492096,78836,1173204,1252040,-1094368,1,1,1
687,687,688,24138,326722,350860,-302584,34854,528682,563536,-493828,73494,1173582,1247076,-1100088,1,1,1
688,688,689,22307,325639,347946,-303332,32232,527792,560024,-495560,68010,1173842,1241852,-1105832,1,1,1
689,689,690,20569,324609,345178,-304040,29574,526866,556440,-497292,62092,1173904,1235996,-1111812,1,1,1
690,690,691,18672,323460,342132,-304788,26880,525904,552784,-499024,56524,1174080,1230604,-1117556,1,1,1
691,691,692,16866,322362,339228,-305496,24150,524906,549056,-500756,50526,1174062,1224588,-1123536,1,1,1
692,692,693,14926,321170,336096,-306244,21384,523872,545256,-502488,44932,1174116,1219048,-1129184,1,1,1
693,693,694,13176,320088,333264,-306912,18582,522802,541384,-504220,38198,1173910,1212108,-1135712,1,1,1
694,694,695,11160,318820,329980,-307660,15744,521696,537440,-505952,32076,1173860,1205936,-1141784,1,1,1
695,695,696,9112,317520,326632,-308408,12870,520554,533424,-507684,26374,1173806,1200180,-1147432,1,1,1
696,696,697,7142,316258,323400,-309116,9960,519376,529336,-509416,20164,1173576,1193740,-1153412,1,1,1
697,697,698,5050,314914,319964,-309864,7014,518162,525176,-511148,14218,1173350,1187568,-1159132,1,1,1
698,698,699,2996,313568,316564,-310572,4032,516912,520944,-512880,7976,1173088,1181064,-1165112,1,1,1
699,699,700,812,312132,312944,-311320,1014,515626,516640,-514612,1650,1172834,1174484,-1171184,1,1,1
700,700,701,0,311584,311584,-311584,0,513472,513472,-513472,0,1164992,1164992,-1164992,1,1,1
701,701,702,667,310801,311468,-310134,744,512408,513152,-511664,898,1163246,1164144,-1162348,1,1,1
702,702,703,1237,309995,311232,-308758,1440,511296,512736,-509856,1846,1161394,1163240,-1159548,1,1,1
703,703,704,1816,309122,310938,-307306,2088,510136,512224,-508048,2632,1159528,1162160,-1156896,1,1,1
704,704,705,2372,308228,310600,-305856,2688,508928,511616,-506240,3320,1157544,1160864,-1154224,1,1,1
705,705,706,2869,307273,310142,-304404,3240,507672,510912,-504432,3982,1155554,1159536,-1151572,1,1,1
706,706,707,3289,306317,309606,-303028,3744,506368,510112,-502624,4654,1153426,1158080,-1148772,1,1,1
707,707,708,3704,305280,308984,-301576,4200,505016,509216,-500816,5192,1151312,1156504,-1146120,1,1,1
708,708,709,4084,304176,308260,-300092,4608,503616,508224,-499008,5656,1149272,1154928,-1143616,1,1,1
709,709,710,4380,303096,307476,-298716,4968,502168,507136,-497200,6144,1146960,1153104,-1140816,1,1,1
710,710,711,4663,301927,306590,-297264,5280,500672,505952,-495392,6514,1144678,1151192,-1138164,1,1,1
711,711,712,4907,300721,305628,-295814,5544,499128,504672,-493584,6818,1142310,1149128,-1135492,1,1,1
712,712,713,5096,299460,304556,-294364,5760,497536,503296,-491776,7088,1139936,1147024,-1132848,1,1,1
713,713,714,5244,298290,303534,-293046,5928,495896,501824,-489968,7296,1137152,1144448,-1129856,1,1,1
714,714,715,5355,296951,302306,-291596,6048,494208,500256,-488160,7434,1134646,1142080,-1127212,1,1,1
715,715,716,5427,295539,300966,-290112,6120,492472,498592,-486352,7506,1132214,1139720,-1124708,1,1,1
716,716,717,5448,294110,299558,-288662,6144,490688,496832,-484544,7536,1129600,1137136,-1122064,1,1,1
717,717,718,5427,292639,298066,-287212,6120,488856,494976,-482736,7506,1126926,1134432,-1119420,1,1,1
718,718,719,5363,291257,296620,-285894,6048,486976,493024,-480928,7418,1123846,1131264,-1116428,1,1,1
719,719,720,5260,289702,294962,-284442,5928,485048,490976,-479120,7264,1121040,1128304,-1113776,1,1,1
720,720,721,5126,288192,293318,-283066,5760,483072,488832,-477312,7028,1118004,1125032,-1110976,1,1,1
721,721,722,4950,286640,291590,-281690,5544,481048,486592,-475504,6732,1114908,1121640,-1108176,1,1,1
722,722,723,4719,284957,289676,-280238,5280,478976,484256,-473696,6402,1111926,1118328,-1105524,1,1,1
723,723,724,4448,283236,287684,-278788,4968,476856,481824,-471888,6008,1108888,1114896,-1102880,1,1,1
724,724,725,4164,281576,285740,-277412,4608,474688,479296,-470080,5496,1105576,1111072,-1100080,1,1,1
725,725,726,3809,279771,283580,-275962,4200,472472,476672,-468272,4982,1102418,1107400,-1097436,1,1,1
726,726,727,3389,277867,281256,-274478,3744,470208,473952,-466464,4454,1099386,1103840,-1094932,1,1,1
727,727,728,2925,275953,278878,-273028,3240,467896,471136,-464656,3870,1096130,1100000,-1092260,1,1,1
728,728,729,2438,274016,276454,-271578,2688,465536,468224,-462848,3188,1092804,1095992,-1089616,1,1,1
729,729,730,1886,271980,273866,-270094,2088,463128,465216,-461040,2492,1089604,1092096,-1087112,1,1,1
730,730,731,1307,269949,271256,-268642,1440,460672,462112,-459232,1706,1086166,1087872,-1084460,1,1,1
731,731,732,667,267859,268526,-267192,744,458168,458912,-457424,898,1082686,1083584,-1081788,1,1,1
732,732,733,0,265740,265740,-265740,0,455616,455616,-455616,0,1079136,1079136,-1079136,1,1,1
733,733,734,600,265186,265786,-264586,720,454720,455440,-454000,1024,1077148,1078172,-1076124,1,1,1
734,734,735,1092,264540,265632,-263448,1344,453728,455072,-452384,1958,1075162,1077120,-1073204,1,1,1
735,735,736,1372,264140,265512,-262768,1944,452232,454176,-450288,3342,1069426,1072768,-1066084,1,1,1
736,736,737,1752,263382,265134,-261630,2400,451072,453472,-448672,3968,1067132,1071100,-1063164,1,1,1
737,737,738,2060,262552,264612,-260492,2760,449816,452576,-447056,4462,1064706,1069168,-1060244,1,1,1
738,738,739,2228,262040,264268,-259812,3168,448128,451296,-444960,5470,1058594,1064064,-1053124,1,1,1
739,739,740,2424,261098,263522,-258674,3360,446704,450064,-443344,5656,1055860,1061516,-1050204,1,1,1
740,740,741,2552,260072,262624,-257520,3456,445184,448640,-441728,5664,1052856,1058520,-1047192,1,1,1
741,741,742,2600,258966,261566,-256366,3456,443568,447024,-440112,5544,1049724,1055268,-1044180,1,1,1
742,742,743,2572,257800,260372,-255228,3360,441856,445216,-438496,5278,1046538,1051816,-1041260,1,1,1
743,743,744,2526,257074,259600,-254548,3432,439832,443264,-436400,5640,1039780,1045420,-1034140,1,1,1
744,744,745,2400,255810,258210,-253410,3168,437952,441120,-434784,5016,1036236,1041252,-1031220,1,1,1
745,745,746,2172,254428,256600,-252256,2808,435976,438784,-433168,4324,1032532,1036856,-1028208,1,1,1
746,746,747,1894,253012,254906,-251118,2352,433904,436256,-431552,3416,1028704,1032120,-1025288,1,1,1
747,747,748,1682,252158,253840,-250476,2160,431616,433776,-429456,3300,1021188,1024488,-1017888,1,1,1
748,748,749,1446,251242,252688,-249796,1920,429280,431200,-427360,3058,1013826,1016884,-1010768,1,1,1
749,749,750,1178,250294,251472,-249116,1632,426896,428528,-425264,2736,1006384,1009120,-1003648,1,1,1
750,750,751,704,248682,249386,-247978,864,424512,425376,-423648,1232,1001960,1003192,-1000728,1,1,1
751,751,752,368,247666,248034,-247298,456,422008,422464,-421552,656,994264,994920,-993608,1,1,1
752,752,753,0,246656,246656,-246656,0,419456,419456,-419456,0,986208,986208,-986208,1,1,1
753,753,754,279,246197,246476,-245918,736,418256,418992,-417520,2364,982492,984856,-980128,1,1,1
754,754,755,605,245523,246128,-244918,1344,417568,418912,-416224,3652,982620,986272,-978968,1,1,1
755,755,756,824,245004,245828,-244180,1920,416208,418128,-414288,5508,978396,983904,-972888,1,1,1
756,756,757,1072,244252,245324,-243180,2304,415296,417600,-412992,6048,977776,983824,-971728,1,1,1
757,757,758,1235,243677,244912,-242442,2720,413776,416496,-411056,7344,972992,980336,-965648,1,1,1
758,758,759,1376,243080,244456,-241704,3072,412192,415264,-409120,8432,968000,976432,-959568,1,1,1
759,759,760,1491,242457,243948,-240966,3360,410544,413904,-407184,9320,962808,972128,-953488,1,1,1
760,760,761,1577,241543,243120,-239966,3328,409216,412544,-405888,8548,960876,969424,-952328,1,1,1
761,761,762,1601,240901,242502,-239300,3456,407408,410864,-403952,9076,954636,963712,-945560,1,1,1
762,762,763,1593,240227,241820,-238634,3520,405536,409056,-402016,9480,948272,957752,-938792,1,1,1
763,763,764,1565,239533,241098,-237968,3520,403600,407120,-400080,9640,941664,951304,-932024,1,1,1
764,764,765,1505,238807,240312,-237302,3456,401600,405056,-398144,9676,934932,944608,-925256,1,1,1
765,765,766,1425,238061,239486,-236636,3328,399536,402864,-396208,9468,927956,937424,-918488,1,1,1
766,766,767,1317,237287,238604,-235970,3136,397408,400544,-394272,9084,920804,929888,-911720,1,1,1
767,767,768,1135,236105,237240,-234970,2400,395376,397776,-392976,6004,916564,922568,-910560,1,1,1
768,768,769,964,235196,236160,-234232,2048,393088,395136,-391040,5136,909616,914752,-904480,1,1,1
769,769,770,762,234328,235090,-233566,1632,390736,392368,-389104,4128,901840,905968,-897712,1,1,1
770,770,771,532,233432,233964,-232900,1152,388320,389472,-387168,2944,893888,896832,-890944,1,1,1
771,771,772,279,232441,232720,-232162,608,385840,386448,-385232,1572,886436,888008,-884864,1,1,1
772,772,773,0,231424,231424,-231424,0,383296,383296,-383296,0,878784,878784,-878784,1,1,1
