addr,positive_section_count,reverse_section_count,total_section_count,signed_section_count,positive_coeff_sum,reverse_coeff_sum,total_coeff_sum,signed_coeff_sum,positive_coeff_square_sum,reverse_coeff_square_sum,total_coeff_square_sum,signed_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
263,16978,262183,279161,-245205,62720,492048,554768,-429328,624712,1390604,2015316,-765892,1,1,1
264,17015,263286,280301,-246271,60800,494576,555376,-433776,589508,1398624,1988132,-809116,1,1,1
265,16996,264333,281329,-247337,58752,496976,555728,-438224,553932,1406272,1960204,-852340,1,1,1
266,16921,265324,282245,-248403,56576,499248,555824,-442672,517984,1413548,1931532,-895564,1,1,1
267,16793,266262,283055,-249469,54272,501392,555664,-447120,481656,1420444,1902100,-938788,1,1,1
268,16606,267141,283747,-250535,51840,503408,555248,-451568,444952,1426964,1871916,-982012,1,1,1
269,16369,267970,284339,-251601,49280,505296,554576,-456016,407872,1433108,1840980,-1025236,1,1,1
270,16082,268749,284831,-252667,46592,507056,553648,-460464,370416,1438876,1809292,-1068460,1,1,1
271,15540,268898,284438,-253358,43776,507192,550968,-463416,333520,1438188,1771708,-1104668,1,1,1
272,15227,269611,284838,-254384,42688,509080,551768,-466392,323788,1445140,1768928,-1121352,1,1,1
273,14525,269949,284474,-255424,39648,510872,550520,-471224,286884,1453640,1740524,-1166756,1,1,1
274,13714,269828,283542,-256114,36480,510752,547232,-474272,249988,1453368,1703356,-1203380,1,1,1
275,13210,270081,283291,-256871,35136,510536,545672,-475400,240068,1450792,1690860,-1210724,1,1,1
276,12621,270167,282788,-257546,33728,510256,543984,-476528,230256,1448908,1679164,-1218652,1,1,1
277,12058,270361,282419,-258303,32256,509912,542168,-477656,220004,1446000,1666004,-1225996,1,1,1
278,11400,270459,281859,-259059,30720,509504,540224,-478784,209956,1443620,1653576,-1233664,1,1,1
279,10729,270463,281192,-259734,29120,509032,538152,-479912,199612,1441204,1640816,-1241592,1,1,1
280,10084,270575,280659,-260491,27456,508496,535952,-481040,188828,1437764,1626592,-1248936,1,1,1
281,9354,270520,279874,-261166,25728,507896,533624,-482168,178152,1435016,1613168,-1256864,1,1,1
282,8691,270883,279574,-262192,23936,508760,532696,-484824,166732,1438408,1605140,-1271676,1,1,1
283,7569,270451,278020,-262882,19872,508032,527904,-488160,126732,1436736,1563468,-1310004,1,1,1
284,6795,270434,277229,-263639,17920,507208,525128,-489288,115160,1432520,1547680,-1317360,1,1,1
285,5944,270258,276202,-264314,15904,506320,522224,-490416,103640,1428952,1532592,-1325312,1,1,1
286,5125,270196,275321,-265071,13824,505368,519192,-491544,91644,1424312,1515956,-1332668,1,1,1
287,4237,270333,274570,-266096,11680,505720,517400,-494040,79672,1426456,1506128,-1346784,1,1,1
288,2948,269815,272763,-266867,7104,504640,511744,-497536,37804,1423688,1461492,-1385884,1,1,1
289,1974,269597,271571,-267623,4800,503464,508264,-498664,25484,1419036,1444520,-1393552,1,1,1
290,974,269272,270246,-268298,2432,502224,504656,-499792,12976,1414432,1427408,-1401456,1,1,1
291,1536,269833,271369,-268297,1856,501720,503576,-499864,2528,1409590,1412118,-1407062,1,1,1
292,3042,270873,273915,-267831,3664,503016,506680,-499352,4972,1411610,1416582,-1406638,1,1,1
293,4518,271883,276401,-267365,5424,504264,509688,-498840,7332,1413546,1420878,-1406214,1,1,1
294,5964,272863,278827,-266899,7136,505464,512600,-498328,9608,1415398,1425006,-1405790,1,1,1
295,7400,273830,281230,-266430,8800,506616,515416,-497816,11728,1417100,1428828,-1405372,1,1,1
296,8572,274614,283186,-266042,10416,507720,518136,-497304,14232,1419080,1433312,-1404848,1,1,1
297,9708,275418,285126,-265710,11984,508776,520760,-496792,16664,1420828,1437492,-1404164,1,1,1
298,11032,276410,287442,-265378,13504,509784,523288,-496280,18576,1421864,1440440,-1403288,1,1,1
299,12308,277301,289609,-264993,14976,510744,525720,-495768,20472,1423038,1443510,-1402566,1,1,1
300,13566,278093,291659,-264527,16400,511656,528056,-495256,22260,1424402,1446662,-1402142,1,1,1
301,14794,278855,293649,-264061,17776,512520,530296,-494744,23964,1425682,1449646,-1401718,1,1,1
302,15992,279587,295579,-263595,19104,513336,532440,-494232,25584,1426878,1452462,-1401294,1,1,1
303,17180,280302,297482,-263122,20384,514104,534488,-493720,27048,1427932,1454980,-1400884,1,1,1
304,18332,281040,299372,-262708,21616,514824,536440,-493208,28440,1428516,1456956,-1400076,1,1,1
305,19440,281706,301146,-262266,22800,515496,538296,-492696,29776,1429268,1459044,-1399492,1,1,1
306,20456,282280,302736,-261824,23936,516120,540056,-492184,31152,1430156,1461308,-1399004,1,1,1
307,21268,282686,303954,-261418,25024,516696,541720,-491672,32840,1431164,1464004,-1398324,1,1,1
308,22106,283110,305216,-261004,26064,517224,543288,-491160,34332,1432192,1466524,-1397860,1,1,1
309,23024,283608,306632,-260584,27056,517704,544760,-490648,35472,1432832,1468304,-1397360,1,1,1
310,23830,284042,307872,-260212,28000,518136,546136,-490136,36692,1433144,1469836,-1396452,1,1,1
311,24598,284438,309036,-259840,28896,518520,547416,-489624,37844,1433388,1471232,-1395544,1,1,1
312,25328,284796,310124,-259468,29744,518856,548600,-489112,38928,1433564,1472492,-1394636,1,1,1
313,25910,285012,310922,-259102,30544,519144,549688,-488600,40212,1433976,1474188,-1393764,1,1,1
314,26536,285224,311760,-258688,31296,519384,550680,-488088,41264,1434564,1475828,-1393300,1,1,1
315,27384,285643,313027,-258259,32576,520176,552752,-487600,43808,1436670,1480478,-1392862,1,1,1
316,28566,286461,315027,-257895,34336,521472,555808,-487136,47100,1439098,1486198,-1391998,1,1,1
317,29816,287332,317148,-257516,36000,522672,558672,-486672,49928,1441104,1491032,-1391176,1,1,1
318,30858,288059,318917,-257201,37568,523776,561344,-486208,52888,1442882,1495770,-1389994,1,1,1
319,31860,288697,320557,-256837,39040,524784,563824,-485744,55604,1444734,1500338,-1389130,1,1,1
320,32912,289370,322282,-256458,40416,525696,566112,-485280,57904,1446212,1504116,-1388308,1,1,1
321,33856,289984,323840,-256128,41696,526512,568208,-484816,60144,1447312,1507456,-1387168,1,1,1
322,34716,290514,325230,-255798,42880,527232,570112,-484352,62264,1448292,1510556,-1386028,1,1,1
323,35412,290895,326307,-255483,43968,527856,571824,-483888,64392,1449238,1513630,-1384846,1,1,1
324,36106,291225,327331,-255119,44960,528384,573344,-483424,66164,1450146,1516310,-1383982,1,1,1
325,36742,291497,328239,-254755,45856,528816,574672,-482960,67740,1450858,1518598,-1383118,1,1,1
326,37320,291711,329031,-254391,46656,529152,575808,-482496,69120,1451374,1520494,-1382254,1,1,1
327,37582,291624,329206,-254042,47936,529472,577408,-481536,75264,1453756,1529020,-1378492,1,1,1
328,38178,292020,330198,-253842,49728,530288,580016,-480560,82336,1455868,1538204,-1373532,1,1,1
329,38748,292390,331138,-253642,51456,531040,582496,-479584,89184,1457756,1546940,-1368572,1,1,1
330,39290,292732,332022,-253442,53120,531728,584848,-478608,95848,1459460,1555308,-1363612,1,1,1
331,39808,293050,332858,-253242,54720,532352,587072,-477632,102248,1460900,1563148,-1358652,1,1,1
332,40302,293344,333646,-253042,56256,532912,589168,-476656,108384,1462076,1570460,-1353692,1,1,1
333,40616,293462,334078,-252846,57728,532720,590448,-474992,115952,1459972,1575924,-1344020,1,1,1
334,40916,293630,334546,-252714,59264,532480,591744,-473216,123992,1455628,1579620,-1331636,1,1,1
335,41196,293778,334974,-252582,60768,532208,592976,-471440,131976,1451228,1583204,-1319252,1,1,1
336,41456,293906,335362,-252450,62240,531904,594144,-469664,139904,1446772,1586676,-1306868,1,1,1
337,41840,294154,335994,-252314,63680,532192,595872,-468512,146176,1445084,1591260,-1298908,1,1,1
338,42076,294197,336273,-252121,64896,531824,596720,-466928,153300,1442590,1595890,-1289290,1,1,1
339,42382,294381,336763,-251999,66256,531408,597664,-465152,160848,1436450,1597298,-1275602,1,1,1
340,42676,294553,337229,-251877,67584,530960,598544,-463376,168264,1430178,1598442,-1261914,1,1,1
341,42958,294713,337671,-251755,68880,530480,599360,-461600,175548,1423774,1599322,-1248226,1,1,1
342,43228,294861,338089,-251633,70144,529968,600112,-459824,182700,1417238,1599938,-1234538,1,1,1
343,43593,295097,338690,-251504,71376,529952,601328,-458576,187954,1412742,1600696,-1224788,1,1,1
344,43750,295061,338811,-251311,72288,529376,601664,-457088,193484,1409518,1603002,-1216034,1,1,1
345,44370,295540,339910,-251170,73440,530240,603680,-456800,195856,1408872,1604728,-1213016,1,1,1
346,44838,295802,340640,-250964,73600,531024,604624,-457424,191296,1410796,1602092,-1219500,1,1,1
347,44902,295679,340581,-250777,73632,530288,603920,-456656,189140,1406974,1596114,-1217834,1,1,1
348,45090,295745,340835,-250655,74592,529472,604064,-454880,194392,1398538,1592930,-1204146,1,1,1
349,45142,295862,341004,-250720,76096,528554,604650,-452458,217160,1389634,1606794,-1172474,1,1,1
350,45423,296365,341788,-250942,77949,528552,606501,-450603,232309,1380234,1612543,-1147925,1,1,1
351,46225,297866,344091,-251641,79795,530683,610478,-450888,237311,1381693,1619004,-1144382,1,1,1
352,46489,298109,344598,-251620,81586,530656,612242,-449070,252110,1380718,1632828,-1128608,1,1,1
353,47217,299472,346689,-252255,83405,532722,616127,-449317,257533,1382252,1639785,-1124719,1,1,1
354,47376,299508,346884,-252132,85179,532327,617506,-447148,281125,1380569,1661694,-1099444,1,1,1
355,47837,300363,348200,-252526,86989,532935,619924,-445946,289767,1372463,1662230,-1082696,1,1,1
356,48109,300786,348895,-252677,88757,532858,621615,-444101,302843,1368740,1671583,-1065897,1,1,1
357,48881,302224,351105,-253343,90545,534806,625351,-444261,307695,1369194,1676889,-1061499,1,1,1
358,49613,303427,353040,-253814,92192,536708,628900,-444516,311802,1373952,1685754,-1062150,1,1,1
359,50008,303960,353968,-253952,93809,537182,630991,-443373,319511,1374104,1693615,-1054593,1,1,1
360,50244,304333,354577,-254089,95501,537019,632520,-441518,332311,1370139,1702450,-1037828,1,1,1
361,51482,306710,358192,-255228,97235,541435,638670,-444200,335643,1383811,1719454,-1048168,1,1,1
362,52175,307791,359966,-255616,98604,543182,641786,-444578,336738,1388504,1725242,-1051766,1,1,1
363,53347,309885,363232,-256538,100115,547331,647446,-447216,338951,1405883,1744834,-1066932,1,1,1
364,53998,310976,364974,-256978,101398,548956,650354,-447558,340424,1409632,1750056,-1069208,1,1,1
365,55139,313028,368167,-257889,102849,552923,655772,-450074,342495,1425529,1768024,-1083034,1,1,1
366,56245,315042,371287,-258797,103977,556707,660684,-452730,341279,1438913,1780192,-1097634,1,1,1
367,56410,315099,371509,-258689,105221,556354,661575,-451133,350675,1437470,1788145,-1086795,1,1,1
368,56624,315457,372081,-258833,106793,555973,662766,-449180,362493,1430427,1792920,-1067934,1,1,1
369,57033,316201,373234,-259168,108369,556213,664582,-447844,368791,1424583,1793374,-1055792,1,1,1
370,57421,316837,374258,-259416,109866,556450,666316,-446584,374834,1422456,1797290,-1047622,1,1,1
371,58021,317906,375927,-259885,111355,557867,669222,-446512,379109,1424389,1803498,-1045280,1,1,1
372,58599,318820,377419,-260221,112707,559183,671890,-446476,382573,1427001,1809574,-1044428,1,1,1
373,58943,319283,378226,-260340,114011,559325,673336,-445314,387603,1425805,1813408,-1038202,1,1,1
374,59295,319861,379156,-260566,115450,559440,674890,-443990,393538,1423350,1816888,-1029812,1,1,1
375,59917,320961,380878,-261044,116883,560600,677483,-443717,397229,1423766,1820995,-1026537,1,1,1
376,60247,321372,381619,-261125,118212,560657,678869,-442445,402734,1422395,1825129,-1019661,1,1,1
377,60840,322446,383286,-261606,119601,561760,681361,-442159,406345,1422638,1828983,-1016293,1,1,1
378,61161,322841,384002,-261680,120906,561790,682696,-440884,411766,1421212,1832978,-1009446,1,1,1
379,62215,324823,387038,-262608,122263,564821,687084,-442558,413951,1429395,1843346,-1015444,1,1,1
380,63225,326644,389869,-263419,123071,567793,690864,-444722,412099,1437855,1849954,-1025756,1,1,1
381,63482,326979,390461,-263497,123816,567749,691565,-443933,412710,1436297,1849007,-1023587,1,1,1
382,63785,327460,391245,-263675,125166,567693,692859,-442527,418362,1433385,1851747,-1015023,1,1,1
383,64083,327935,392018,-263852,126490,567632,694122,-441142,423850,1430482,1854332,-1006632,1,1,1
384,64372,328386,392758,-264014,127815,567526,695341,-439711,429455,1427402,1856857,-997947,1,1,1
385,64649,328830,393479,-264181,129096,567427,696523,-438331,434832,1424453,1859285,-989621,1,1,1
386,64927,329258,394185,-264331,130406,567282,697688,-436876,440420,1421284,1861704,-980864,1,1,1
387,65403,330109,395512,-264706,131701,568209,699910,-436508,444283,1421619,1865902,-977336,1,1,1
388,65933,330924,396857,-264991,132835,569030,701865,-436195,446667,1422308,1868975,-975641,1,1,1
389,66445,331722,398167,-265277,133871,569790,703661,-435919,448469,1422740,1871209,-974271,1,1,1
390,66889,332391,399280,-265502,134923,570571,705494,-435648,450923,1423781,1874704,-972858,1,1,1
391,67119,332627,399746,-265508,136016,570363,706379,-434347,455512,1421887,1877399,-966375,1,1,1
392,67364,332994,400358,-265630,137262,570129,707391,-432867,460938,1418627,1879565,-957689,1,1,1
393,67607,333357,400964,-265750,138486,569867,708353,-431381,466200,1415255,1881455,-949055,1,1,1
394,67853,333717,401570,-265864,139713,569581,709294,-429868,471477,1411715,1883192,-940238,1,1,1
395,68317,334505,402822,-266188,140961,570313,711274,-429352,475391,1411681,1887072,-936290,1,1,1
396,69299,336232,405531,-266933,142017,572673,714690,-430656,476241,1416873,1893114,-940632,1,1,1
397,69694,336772,406466,-267078,142635,573327,715962,-430692,476219,1418349,1894568,-942130,1,1,1
398,70144,337433,407577,-267289,143689,573897,717586,-430208,479123,1418257,1897380,-939134,1,1,1
399,71102,339116,410218,-268014,144703,576081,720784,-431378,479841,1422097,1901938,-942256,1,1,1
400,71486,339612,411098,-268126,145237,576619,721856,-431382,478515,1423157,1901672,-944642,1,1,1
401,71929,340252,412181,-268323,146293,577179,723472,-430886,481115,1422831,1903946,-941716,1,1,1
402,71958,339997,411955,-268039,147479,576255,723734,-428776,500215,1419627,1919842,-919412,1,1,1
403,72120,340240,412360,-268120,148882,575569,724451,-426687,511894,1405815,1917709,-893921,1,1,1
404,72699,341238,413937,-268539,150209,576093,726302,-425884,515179,1399271,1914450,-884092,1,1,1
405,72772,341099,413871,-268327,151321,575342,726663,-424021,525785,1396282,1922067,-870497,1,1,1
406,72859,341133,413992,-268274,152701,574416,727117,-421715,545633,1386920,1932553,-841287,1,1,1
407,73450,342195,415645,-268745,154038,574883,728921,-420845,548906,1375061,1923967,-826155,1,1,1
408,73886,342756,416642,-268870,155073,575289,730362,-420216,551781,1374647,1926428,-822866,1,1,1
409,74379,343481,417860,-269102,156091,575686,731777,-419595,553843,1373122,1926965,-819279,1,1,1
410,74818,344029,418847,-269211,157120,576060,733180,-418940,556592,1372602,1929194,-816010,1,1,1
411,75306,344738,420044,-269432,158119,576414,734533,-418295,558577,1370944,1929521,-812367,1,1,1
412,75743,345277,421020,-269534,159211,576857,736068,-417646,561615,1370811,1932426,-809196,1,1,1
413,75786,344973,420759,-269187,160397,575857,736254,-415460,580459,1367459,1947918,-787000,1,1,1
414,75875,345057,420932,-269182,161754,574873,736627,-413119,600024,1352819,1952843,-752795,1,1,1
415,76560,346319,422879,-269759,163097,577009,740106,-413912,603043,1347403,1950446,-744360,1,1,1
416,77023,346801,423824,-269778,163797,577411,741208,-413614,599003,1347753,1946756,-748750,1,1,1
417,77489,347389,424878,-269900,164869,577723,742592,-412854,601755,1346325,1948080,-744570,1,1,1
418,77952,347974,425926,-270022,165997,578123,744120,-412126,604759,1345299,1950058,-740540,1,1,1
419,78497,348617,427114,-270120,167173,578478,745651,-411305,607407,1344334,1951741,-736927,1,1,1
420,79021,349250,428271,-270229,168271,578754,747025,-410483,609755,1342954,1952709,-733199,1,1,1
421,79302,349398,428700,-270096,169353,578249,747602,-408896,614287,1340069,1954356,-725782,1,1,1
422,79581,349784,429365,-270203,170461,577733,748194,-407272,619087,1333417,1952504,-714330,1,1,1
423,79863,350172,430035,-270309,171581,577225,748806,-405644,623935,1326797,1950732,-702862,1,1,1
424,80156,350562,430718,-270406,172709,576719,749428,-404010,628749,1320179,1948928,-691430,1,1,1
425,80453,350947,431400,-270494,173861,576199,750060,-402338,633669,1313511,1947180,-679842,1,1,1
426,80752,351333,432085,-270581,175019,575689,750708,-400670,638603,1306889,1945492,-668286,1,1,1
427,81399,352393,433792,-270994,176217,577531,753748,-401314,641047,1307691,1948738,-666644,1,1,1
428,82033,353111,435144,-271078,177077,579359,756436,-402282,637799,1312735,1950534,-674936,1,1,1
429,82677,353827,436504,-271150,178113,581171,759284,-403058,637495,1317651,1955146,-680156,1,1,1
430,82992,353895,436887,-270903,179257,580649,759906,-401392,641527,1315337,1956864,-673810,1,1,1
431,83316,354279,437595,-270963,180513,580125,760638,-399612,646855,1308653,1955508,-661798,1,1,1
432,83402,354182,437584,-270780,181777,579024,760801,-397247,665259,1301200,1966459,-635941,1,1,1
433,83974,355190,439164,-271216,183053,579264,762317,-396211,668327,1287592,1955919,-619265,1,1,1
434,84065,354848,438913,-270783,184321,578160,762481,-393839,686721,1283872,1970593,-597151,1,1,1
435,85100,356764,441864,-271664,185600,579968,765568,-394368,688560,1274466,1963026,-585906,1,1,1
436,85108,357818,442926,-272710,184544,581760,766304,-397216,681446,1279100,1960546,-597654,1,1,1
437,85091,358845,443936,-273754,183456,583520,766976,-400064,674242,1283648,1957890,-609406,1,1,1
438,85030,359811,444841,-274781,182336,585248,767584,-402912,666976,1288044,1955020,-621068,1,1,1
439,84991,360807,445798,-275816,181184,586944,768128,-405760,659526,1292416,1951942,-632890,1,1,1
440,84904,361766,446670,-276862,180000,588608,768608,-408608,652196,1296834,1949030,-644638,1,1,1
441,84778,362676,447454,-277898,178784,590240,769024,-411456,644782,1301128,1945910,-656346,1,1,1
442,84638,363580,448218,-278942,177536,591840,769376,-414304,637262,1305476,1942738,-668214,1,1,1
443,84456,364425,448881,-279969,176256,593408,769664,-417152,629746,1309622,1939368,-679876,1,1,1
444,84294,365300,449594,-281006,174944,594944,769888,-420000,622042,1313740,1935782,-691698,1,1,1
445,84072,366114,450186,-282042,173600,596448,770048,-422848,614362,1317884,1932246,-703522,1,1,1
446,83830,366908,450738,-283078,172224,597920,770144,-425696,606620,1321966,1928586,-715346,1,1,1
447,83568,367682,451250,-284114,170816,599360,770176,-428544,598820,1325990,1924810,-727170,1,1,1
448,83272,368413,451685,-285141,169376,600768,770144,-431392,590970,1329918,1920888,-738948,1,1,1
449,82991,369160,452151,-286169,167904,602144,770048,-434240,582986,1333710,1916696,-750724,1,1,1
450,82701,369915,452616,-287214,166400,603488,769888,-437088,574972,1337562,1912534,-762590,1,1,1
451,82342,370592,452934,-288250,164864,604800,769664,-439936,567040,1341338,1908378,-774298,1,1,1
452,81950,371234,453184,-289284,163296,606080,769376,-442784,559004,1345126,1904130,-786122,1,1,1
453,81539,371869,453408,-290330,161696,607328,769024,-445632,551026,1348896,1899922,-797870,1,1,1
454,81093,372457,453550,-291364,160064,608544,768608,-448480,542966,1352544,1895510,-809578,1,1,1
455,80634,373036,453670,-292402,158400,609728,768128,-451328,534862,1356144,1891006,-821282,1,1,1
456,80164,373602,453766,-293438,156704,610880,767584,-454176,526608,1359714,1886322,-833106,1,1,1
457,79670,374152,453822,-294482,154976,612000,766976,-457024,518322,1363296,1881618,-844974,1,1,1
458,79144,374670,453814,-295526,153216,613088,766304,-459872,510056,1366782,1876838,-856726,1,1,1
459,78594,375154,453748,-296560,151424,614144,765568,-462720,501704,1370138,1871842,-868434,1,1,1
460,78031,375627,453658,-297596,149600,615168,764768,-465568,493296,1373434,1866730,-880138,1,1,1
461,77436,376061,453497,-298625,147744,616160,763904,-468416,484848,1376644,1861492,-891796,1,1,1
462,76855,376508,453363,-299653,145856,617120,762976,-471264,476192,1379764,1855956,-903572,1,1,1
463,76253,376934,453187,-300681,143936,618048,761984,-474112,467480,1382828,1850308,-915348,1,1,1
464,75630,377339,452969,-301709,141984,618944,760928,-476960,458712,1385836,1844548,-927124,1,1,1
465,74981,377725,452706,-302744,140000,619808,759808,-479808,449904,1388850,1838754,-938946,1,1,1
466,74260,378040,452300,-303780,137984,620640,758624,-482656,441224,1391874,1833098,-950650,1,1,1
467,73226,377602,450828,-304376,135936,620240,756176,-484304,433456,1391712,1825168,-958256,1,1,1
468,72861,378146,451007,-305285,135280,621200,756480,-485920,431442,1395332,1826774,-963890,1,1,1
469,71842,377720,449562,-305878,133176,620760,753936,-487584,422626,1395052,1817678,-972426,1,1,1
470,71447,378234,449681,-306787,132480,621664,754144,-489184,420548,1398536,1819084,-977988,1,1,1
471,70548,378247,448795,-307699,130320,622544,752864,-492224,411100,1403152,1814252,-992052,1,1,1
472,69652,378338,447990,-308686,128128,623392,751520,-495264,401470,1407454,1808924,-1005984,1,1,1
473,68447,377731,446178,-309284,125904,622864,748768,-496960,393660,1407378,1801038,-1013718,1,1,1
474,67999,378192,446191,-310193,125120,623648,748768,-498528,391394,1410560,1801954,-1019166,1,1,1
475,66897,377683,444580,-310786,122840,623080,745920,-500240,382140,1410028,1792168,-1027888,1,1,1
476,66449,378238,444687,-311789,122016,623808,745824,-501792,379744,1412788,1792532,-1033044,1,1,1
477,65310,378013,443323,-312703,119680,624512,744192,-504832,371296,1417392,1788688,-1046096,1,1,1
478,64160,377456,441616,-313296,117312,623880,741192,-506568,361820,1416752,1778572,-1054932,1,1,1
479,63644,377849,441493,-314205,116424,624520,740944,-508096,359342,1419536,1778878,-1060194,1,1,1
480,62474,377272,439746,-314798,114000,623848,737848,-509848,349690,1418792,1768482,-1069102,1,1,1
481,61952,377753,439705,-315801,113072,624432,737504,-511360,347108,1421180,1768288,-1074072,1,1,1
482,60760,377569,438329,-316809,110592,624992,735584,-514400,338252,1425156,1763408,-1086904,1,1,1
483,59523,377321,436844,-317798,108080,625520,733600,-517440,329348,1429208,1758556,-1099860,1,1,1
484,58145,376541,434686,-318396,105536,624760,730296,-519224,320808,1428756,1749564,-1107948,1,1,1
485,57534,376839,434373,-319305,104520,625224,729744,-520704,318132,1431138,1749270,-1113006,1,1,1
486,56403,376714,433117,-320311,101920,625664,727584,-523744,307670,1434508,1742178,-1126838,1,1,1
487,54984,375890,430874,-320906,99288,624840,724128,-525552,298920,1433888,1732808,-1134968,1,1,1
488,54330,376145,430475,-321815,98208,625216,723424,-527008,296116,1436064,1732180,-1139948,1,1,1
489,53126,375853,428979,-322727,95520,625568,721088,-530048,285492,1439504,1724996,-1154012,1,1,1
490,51896,375610,427506,-323714,92800,625888,718688,-533088,274798,1442778,1717576,-1167980,1,1,1
491,50515,375240,425755,-324725,90048,626176,716224,-536128,265458,1446282,1711740,-1180824,1,1,1
492,49011,374331,423342,-325320,87264,625240,712504,-537976,256320,1445466,1701786,-1189146,1,1,1
493,48188,374098,422286,-325910,86072,624280,710352,-538208,253630,1442834,1696464,-1189204,1,1,1
494,47430,374324,421754,-326894,84864,624480,709344,-539616,250622,1444524,1695146,-1193902,1,1,1
495,45962,373773,419735,-327811,82000,624656,706656,-542656,241094,1448066,1689160,-1206972,1,1,1
496,44656,373473,418129,-328817,79104,624800,703904,-545696,229964,1450756,1680720,-1220792,1,1,1
497,43077,372489,415566,-329412,76176,623760,699936,-547584,220500,1449764,1670264,-1229264,1,1,1
498,42287,372702,414989,-330415,74880,623840,698720,-548960,217278,1450948,1668226,-1233670,1,1,1
499,40753,372082,412835,-331329,71896,623896,695792,-552000,207418,1454176,1661594,-1246758,1,1,1
500,39354,371595,410949,-332241,68880,623920,692800,-555040,196100,1456910,1653010,-1260810,1,1,1
501,37955,371202,409157,-333247,65832,623912,689744,-558080,184652,1459270,1643922,-1274618,1,1,1
502,36299,370141,406440,-333842,62752,622760,685512,-560008,174792,1458068,1632860,-1283276,1,1,1
503,35351,369783,405134,-334432,61344,621584,682928,-560240,171624,1454976,1626600,-1283352,1,1,1
504,34459,369800,404259,-335341,59920,621488,681408,-561568,168190,1455988,1624178,-1287798,1,1,1
505,32913,368847,401760,-335934,56760,620280,677040,-563520,156766,1454288,1611054,-1297522,1,1,1
506,31991,368834,400825,-336843,55296,620128,675424,-564832,153268,1455164,1608432,-1301896,1,1,1
507,30483,368238,398721,-337755,52080,619952,672032,-567872,141452,1457424,1598876,-1315972,1,1,1
508,28902,367250,396152,-338348,48832,618680,667512,-569848,129776,1455574,1585350,-1325798,1,1,1
509,27945,367202,395147,-339257,47304,618440,665744,-571136,126128,1456198,1582326,-1330070,1,1,1
510,26334,366184,392518,-339850,44000,617128,661128,-573128,114316,1454284,1568600,-1339968,1,1,1
511,25372,366206,391578,-340834,42432,616832,659264,-574400,110536,1454380,1564916,-1343844,1,1,1
512,23624,365056,388680,-341432,39072,615480,654552,-576408,99612,1452744,1552356,-1353132,1,1,1
513,22593,364615,387208,-342022,37464,614104,651568,-576640,95820,1449034,1544854,-1353214,1,1,1
514,21605,364611,386216,-343006,35840,613728,649568,-577888,91888,1448822,1540710,-1356934,1,1,1
515,19813,363417,383230,-343604,32400,612320,644720,-579920,80800,1447106,1527906,-1366306,1,1,1
516,18745,362939,381684,-344194,30736,610888,641624,-580152,76914,1443296,1520210,-1366382,1,1,1
517,17669,362453,380122,-344784,29056,609440,638496,-580384,72996,1439454,1512450,-1366458,1,1,1
518,16585,361959,378544,-345374,27360,607976,635336,-580616,69046,1435580,1504626,-1366534,1,1,1
519,15489,361453,376942,-345964,25648,606496,632144,-580848,65072,1431682,1496754,-1366610,1,1,1
520,14383,360937,375320,-346554,23920,605000,628920,-581080,61070,1427756,1488826,-1366686,1,1,1
521,13267,360411,373678,-347144,22176,603488,625664,-581312,57040,1423802,1480842,-1366762,1,1,1
522,12168,360296,372464,-348128,20416,602912,623328,-582496,52922,1423194,1476116,-1370272,1,1,1
523,10291,359411,369702,-349120,16776,602312,619088,-585536,41380,1424638,1466018,-1383258,1,1,1
524,8372,358090,366462,-349718,13104,600744,613848,-587640,29820,1422696,1452516,-1392876,1,1,1
525,7206,357514,364720,-350308,11280,599152,610432,-587872,25644,1418596,1444240,-1392952,1,1,1
526,6028,356926,362954,-350898,9440,597544,606984,-588104,21444,1414472,1435916,-1393028,1,1,1
527,4842,356330,361172,-351488,7584,595920,603504,-588336,17212,1410316,1427528,-1393104,1,1,1
528,3648,355726,359374,-352078,5712,594280,599992,-588568,12948,1406128,1419076,-1393180,1,1,1
529,2442,355110,357552,-352668,3824,592624,596448,-588800,8660,1401916,1410576,-1393256,1,1,1
530,1226,354484,355710,-353258,1920,590952,592872,-589032,4344,1397676,1402020,-1393332,1,1,1
531,588,353844,354432,-353256,1280,589116,590396,-587836,3240,1392716,1395956,-1389476,1,1,1
532,1591,354244,355835,-352653,2536,589260,591796,-586724,5050,1392028,1397078,-1386978,1,1,1
533,2121,353879,356000,-351758,3732,588660,592392,-584928,8150,1390786,1398936,-1382636,1,1,1
534,3001,354195,357196,-351194,4928,588720,593648,-583792,10142,1390030,1400172,-1379888,1,1,1
535,3905,354270,358175,-350365,6040,588744,594784,-582704,11692,1389904,1401596,-1378212,1,1,1
536,4690,354148,358838,-349458,7104,588720,595824,-581616,13434,1390226,1403660,-1376792,1,1,1
537,5437,354078,359515,-348641,8120,588648,596768,-580528,15094,1390278,1405372,-1375184,1,1,1
538,6141,353918,360059,-347777,9088,588528,597616,-579440,16716,1390316,1407032,-1373600,1,1,1
539,6506,353432,359938,-346926,10008,587724,597732,-577716,19284,1388586,1407870,-1369302,1,1,1
540,6858,353194,360052,-346336,11000,586884,597884,-575884,22512,1386012,1408524,-1363500,1,1,1
