addr,positive_section_count,reverse_section_count,total_section_count,signed_section_count,positive_coeff_sum,reverse_coeff_sum,total_coeff_sum,signed_coeff_sum,positive_coeff_square_sum,reverse_coeff_square_sum,total_coeff_square_sum,signed_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
823,4979,179777,184756,-174798,8568,301400,309968,-292832,19136,726874,746010,-707738,1,1,1
824,4766,178700,183466,-173934,8320,299088,307408,-290768,18846,721400,740246,-702554,1,1,1
825,4540,177610,182150,-173070,8056,296760,304816,-288704,18560,715912,734472,-697352,1,1,1
826,4334,176537,180871,-172203,7776,294496,302272,-286720,18116,710644,728760,-692528,1,1,1
827,3969,174823,178792,-170854,7040,292136,299176,-285096,16240,706650,722890,-690410,1,1,1
828,3751,173736,177487,-169985,6720,289816,296536,-283096,15700,701206,716906,-685506,1,1,1
829,3353,171862,175215,-168509,5928,287472,293400,-281544,13642,697756,711398,-684114,1,1,1
830,2934,169964,172898,-167030,5104,285096,290200,-279992,11512,694210,705722,-682698,1,1,1
831,2507,168065,170572,-165558,4248,282688,286936,-278440,9324,690652,699976,-681328,1,1,1
832,2040,166134,168174,-164094,3360,280216,283576,-276856,7140,686938,694078,-679798,1,1,1
833,1719,164949,166668,-163230,2928,277720,280648,-274792,6478,681080,687558,-674602,1,1,1
834,1400,163761,165161,-162361,2480,275224,277704,-272744,5734,675264,680998,-669530,1,1,1
835,886,161768,162654,-160882,1512,272704,274216,-271192,3308,671458,674766,-668150,1,1,1
836,362,159780,160142,-159418,512,270152,270664,-269640,864,667604,668468,-666740,1,1,1
837,708,159252,159960,-158544,768,268358,269126,-267590,888,662530,663418,-661642,1,1,1
838,1430,158565,159995,-157135,1500,267306,268806,-265806,1640,660644,662284,-659004,1,1,1
839,2109,157743,159852,-155634,2196,266218,268414,-264022,2370,658888,661258,-656518,1,1,1
840,2755,156925,159680,-154170,2856,265094,267950,-262238,3058,657080,660138,-654022,1,1,1
841,3362,156064,159426,-152702,3480,263934,267414,-260454,3716,655290,659006,-651574,1,1,1
842,3895,155155,159050,-151260,4068,262738,266806,-258670,4414,653444,657858,-649030,1,1,1
843,4431,154298,158729,-149867,4620,261506,266126,-256886,4998,651342,656340,-646344,1,1,1
844,4894,153260,158154,-148366,5136,260238,265374,-255102,5620,649574,655194,-643954,1,1,1
845,4972,151954,156926,-146982,5616,258514,264130,-252898,7312,646870,654182,-639558,1,1,1
846,5527,151946,157473,-146419,6180,257174,263354,-250994,7894,640714,648608,-632820,1,1,1
847,5913,150827,156740,-144914,6600,255810,262410,-249210,8370,638712,647082,-630342,1,1,1
848,6269,149789,156058,-143520,6984,254410,261394,-247426,8798,636456,645254,-627658,1,1,1
849,6561,148691,155252,-142130,7332,252974,260306,-245642,9246,634212,643458,-624966,1,1,1
850,6866,147686,154552,-140820,7644,251502,259146,-243858,9560,631614,641174,-622054,1,1,1
851,7077,146491,153568,-139414,7920,249994,257914,-242074,9954,629364,639318,-619410,1,1,1
852,7359,145585,152944,-138226,8160,248450,256610,-240290,10098,626300,636398,-616202,1,1,1
853,7545,144329,151874,-136784,8364,246870,255234,-238506,10326,623984,634310,-613658,1,1,1
854,7737,143111,150848,-135374,8532,245254,253786,-236722,10434,621456,631890,-611022,1,1,1
855,7855,141761,149616,-133906,8664,243602,252266,-234938,10582,619156,629738,-608574,1,1,1
856,7955,140451,148406,-132496,8760,241914,250674,-233154,10658,616596,627254,-605938,1,1,1
857,7983,139073,147056,-131090,8820,240190,249010,-231370,10770,614064,624834,-603294,1,1,1
858,8057,137959,146016,-129902,8844,238430,247274,-229586,10682,610768,621450,-600086,1,1,1
859,8065,136573,144638,-128508,8832,236634,245466,-227802,10618,608020,618638,-597402,1,1,1
860,8059,135174,143233,-127115,8784,234802,243586,-226018,10474,605190,615664,-594716,1,1,1
861,7984,133594,141578,-125610,8700,232934,241634,-224234,10360,602598,612958,-592238,1,1,1
862,7880,131964,139844,-124084,8580,231030,239610,-222450,10196,600106,610302,-589910,1,1,1
863,7745,130361,138106,-122616,8424,229090,237514,-220666,9986,597448,607434,-587462,1,1,1
864,7569,128744,136313,-121175,8232,227114,235346,-218882,9750,594666,604416,-584916,1,1,1
865,7342,127016,134358,-119674,8004,225102,233106,-217098,9508,592034,601542,-582526,1,1,1
866,7126,125391,132517,-118265,7740,223054,230794,-215314,9136,589024,598160,-579888,1,1,1
867,6828,123588,130416,-116760,7440,220970,228410,-213530,8820,586230,595050,-577410,1,1,1
868,6514,121884,128398,-115370,7104,218850,225954,-211746,8428,583146,591574,-574718,1,1,1
869,6215,120275,126490,-114060,6732,216694,223426,-209962,7898,579704,587602,-571806,1,1,1
870,5858,118509,124367,-112651,6324,214502,220826,-208178,7376,576544,583920,-569168,1,1,1
871,5435,116585,122020,-111150,5880,212274,218154,-206394,6878,573656,580534,-566778,1,1,1
872,4970,114594,119564,-109624,5400,210010,215410,-204610,6356,570806,577162,-564450,1,1,1
873,4499,112717,117216,-108218,4884,207710,212594,-202826,5738,567544,573282,-561806,1,1,1
874,4046,110955,115001,-106909,4332,205374,209706,-201042,4976,563868,568844,-558892,1,1,1
875,3484,108896,112380,-105412,3744,203002,206746,-199258,4324,560818,565142,-556494,1,1,1
876,2886,106834,109720,-103948,3120,200594,203714,-197474,3636,557634,561270,-553998,1,1,1
877,2292,104846,107138,-102554,2460,198150,200610,-195690,2832,554146,556978,-551314,1,1,1
878,1626,102738,104364,-101112,1764,195670,197434,-193906,2064,550834,552898,-548770,1,1,1
879,920,100568,101488,-99648,1032,193154,194186,-192122,1268,547582,548850,-546314,1,1,1
880,264,98612,98876,-98348,264,190602,190866,-190338,264,543634,543898,-543370,1,1,1
881,644,99061,99705,-98417,768,190488,191256,-189720,1040,541880,542920,-540840,1,1,1
882,1198,98755,99953,-97557,1488,191040,192528,-189552,2128,546060,548188,-543932,1,1,1
883,1555,98159,99714,-96604,2160,190369,192529,-188209,3436,545353,548789,-541917,1,1,1
884,2067,98340,100407,-96273,2832,190757,193589,-187925,4458,547505,551963,-543047,1,1,1
885,2625,98157,100782,-95532,3420,191089,194509,-187669,5100,550239,555339,-545139,1,1,1
886,3106,97712,100818,-94606,3969,191393,195362,-187424,5785,553851,559636,-548066,1,1,1
887,3561,97336,100897,-93775,4497,191577,196074,-187080,6477,556679,563156,-550202,1,1,1
888,4010,96914,100924,-92904,4966,191685,196651,-186719,6980,559249,566229,-552269,1,1,1
889,4362,96268,100630,-91906,5376,191682,197058,-186306,7524,562174,569698,-554650,1,1,1
890,4716,95695,100411,-90979,5761,191670,197431,-185909,7965,564898,572863,-556933,1,1,1
891,5085,95144,100229,-90059,6143,191478,197621,-185335,8373,566098,574471,-557725,1,1,1
892,5344,94341,99685,-88997,6453,191290,197743,-184837,8803,568842,577645,-560039,1,1,1
893,5219,92907,98126,-87688,6743,189426,196169,-182683,12971,565960,578931,-552989,1,1,1
894,5339,92952,98291,-87613,7262,187725,194987,-180463,15540,544325,559865,-528785,1,1,1
895,5588,93151,98739,-87563,7747,186561,194308,-178814,16527,533459,549986,-516932,1,1,1
896,5771,92795,98566,-87024,8151,185434,193585,-177283,17367,530320,547687,-512953,1,1,1
897,5972,92434,98406,-86462,8562,184270,192832,-175708,18200,526920,545120,-508720,1,1,1
898,6150,92046,98196,-85896,8925,183018,191943,-174093,18859,523214,542073,-504355,1,1,1
899,6291,91562,97853,-85271,9240,181758,190998,-172518,19448,520276,539724,-500828,1,1,1
900,6544,91319,97863,-84775,9540,181171,190711,-171631,19836,519739,539575,-499903,1,1,1
901,6578,90149,96727,-83571,9689,179831,189520,-170142,20155,518131,538286,-497976,1,1,1
902,6684,89585,96269,-82901,9967,178428,188395,-168461,20763,514838,535601,-494075,1,1,1
903,6858,89224,96082,-82366,10161,177660,187821,-167499,20971,513994,534965,-493023,1,1,1
904,6920,88204,95124,-81284,10093,176888,186981,-166795,20345,514736,535081,-494391,1,1,1
905,6867,86885,93752,-80018,10069,175414,185483,-165345,20231,513114,533345,-492883,1,1,1
906,6922,86299,93221,-79377,10247,173892,184139,-163645,20725,508866,529591,-488141,1,1,1
907,7093,86059,93152,-78966,10381,173121,183502,-162740,20709,507021,527730,-486312,1,1,1
908,7106,84827,91933,-77721,10457,171651,182108,-161194,20753,505091,525844,-484338,1,1,1
909,7196,84274,91470,-77078,10682,170164,180846,-159482,21246,501052,522298,-479806,1,1,1
910,7220,83567,90787,-76347,10931,168352,179283,-157421,22337,496094,518431,-473757,1,1,1
911,7361,83358,90719,-75997,11211,166749,177960,-155538,22895,488329,511224,-465434,1,1,1
912,7284,82519,89803,-75235,11311,164850,176161,-153539,23809,483884,507693,-460075,1,1,1
913,7380,82268,89648,-74888,11552,163200,174752,-151648,24442,475328,499770,-450886,1,1,1
914,7415,81685,89100,-74270,11637,161529,173166,-149892,24547,470379,494926,-445832,1,1,1
915,7528,81129,88657,-73601,11745,160366,172111,-148621,24605,468564,493169,-443959,1,1,1
916,7400,79712,87112,-72312,11566,158692,170258,-147126,24208,466398,490606,-442190,1,1,1
917,7385,78915,86300,-71530,11724,156750,168474,-145026,25130,461216,486346,-436086,1,1,1
918,7458,78617,86075,-71159,11919,155016,166935,-143097,25691,452450,478141,-426759,1,1,1
919,7447,77925,85372,-70478,11941,153217,165158,-141276,25747,447433,473180,-421686,1,1,1
920,7494,77260,84754,-69766,11950,151824,163774,-139874,25658,445016,470674,-419358,1,1,1
921,7430,75972,83402,-68542,11667,150598,162265,-138931,24565,444748,469313,-420183,1,1,1
922,7450,74641,82091,-67191,11543,149214,160757,-137671,23915,443766,467681,-419851,1,1,1
923,7289,73002,80291,-65713,11331,147392,158723,-136061,23467,441562,465029,-418095,1,1,1
924,7356,72332,79688,-64976,11372,145913,157285,-134541,23408,438427,461835,-415019,1,1,1
925,7254,70837,78091,-63583,11142,144386,155528,-133244,22824,437510,460334,-414686,1,1,1
926,7135,69390,76525,-62255,10918,142531,153449,-131613,22166,434753,456919,-412587,1,1,1
927,7162,68641,75803,-61479,11016,140724,151740,-129708,22368,430090,452458,-407722,1,1,1
928,7164,67770,74934,-60606,10991,138807,149798,-127816,22247,425555,447802,-403308,1,1,1
929,6813,65963,72776,-59150,10373,136564,146937,-126191,20643,422106,442749,-401463,1,1,1
930,6604,64909,71513,-58305,10095,134361,144456,-124266,20153,417241,437394,-397088,1,1,1
931,6416,63881,70297,-57465,9902,132143,142045,-122241,20056,411887,431943,-391831,1,1,1
932,6216,62909,69125,-56693,9629,129874,139503,-120245,19629,405860,425489,-386231,1,1,1
933,6116,62350,68466,-56234,9532,127598,137130,-118066,19550,396374,415924,-376824,1,1,1
934,5936,61328,67264,-55392,9263,125200,134463,-115937,19057,389874,408931,-370817,1,1,1
935,5829,60780,66609,-54951,9153,122875,132028,-113722,18937,379257,398194,-360320,1,1,1
936,5651,59810,65461,-54159,8864,120757,129621,-111893,18332,374211,392543,-355879,1,1,1
937,5343,57939,63282,-52596,8305,118457,126762,-110152,16825,371005,387830,-354180,1,1,1
938,5161,56811,61972,-51650,8074,116114,124188,-108040,16464,365852,382316,-349388,1,1,1
939,5004,55755,60759,-50751,7892,113782,121674,-105890,16194,360070,376264,-343876,1,1,1
940,4801,54616,59417,-49815,7652,111426,119078,-103774,15898,354832,370730,-338934,1,1,1
941,4708,54053,58761,-49345,7559,109083,116642,-101524,15801,344177,359978,-328376,1,1,1
942,4522,52979,57501,-48457,7293,106710,114003,-99417,15281,338260,353541,-322979,1,1,1
943,4346,51833,56179,-47487,7069,104355,111424,-97286,14943,333149,348092,-318206,1,1,1
944,4205,50804,55009,-46599,6837,102138,108975,-95301,14473,328092,342565,-313619,1,1,1
945,3912,48795,52707,-44883,6333,99839,106172,-93506,13437,325211,338648,-311774,1,1,1
946,3626,46912,50538,-43286,5764,97533,103297,-91769,11888,321841,333729,-309953,1,1,1
947,3360,44873,48233,-41513,5288,95210,100498,-89922,10670,319036,329706,-308366,1,1,1
948,3088,42885,45973,-39797,4810,93000,97810,-88190,9678,316678,326356,-307000,1,1,1
949,2890,40969,43859,-38079,4467,90669,95136,-86202,8909,313495,322404,-304586,1,1,1
950,2796,39970,42766,-37174,4290,88383,92673,-84093,8502,307581,316083,-299079,1,1,1
951,2563,37988,40551,-35425,3880,85925,89805,-82045,7556,304043,311599,-296487,1,1,1
952,2409,36849,39258,-34440,3669,83465,87134,-79796,7181,297993,305174,-290812,1,1,1
953,2303,35796,38099,-33493,3500,81032,84532,-77532,6864,291456,298320,-284592,1,1,1
954,2201,34758,36959,-32557,3335,78612,81947,-75277,6523,284936,291459,-278413,1,1,1
955,2079,33608,35687,-31529,3189,76136,79325,-72947,6333,278840,285173,-272507,1,1,1
956,2006,32962,34968,-30956,3127,73658,76785,-70531,6359,268722,275081,-262363,1,1,1
957,1959,32329,34288,-30370,3075,71233,74308,-68158,6295,258823,265118,-252528,1,1,1
958,1857,31152,33009,-29295,2921,68834,71755,-65913,5987,253582,259569,-247595,1,1,1
959,1675,29031,30706,-27356,2618,66362,68980,-63744,5284,250336,255620,-245052,1,1,1
960,1448,27013,28461,-25565,2244,63891,66135,-61647,4544,247063,251607,-242519,1,1,1
961,1245,25033,26278,-23788,1878,61375,63253,-59497,3660,243287,246947,-239627,1,1,1
962,1131,23836,24967,-22705,1697,58837,60534,-57140,3305,237267,240572,-233962,1,1,1
963,1019,22656,23675,-21637,1552,56324,57876,-54772,3086,231194,234280,-228108,1,1,1
964,855,20603,21458,-19748,1294,53764,55058,-52470,2596,227450,230046,-224854,1,1,1
965,690,18602,19292,-17912,1012,51212,52224,-50200,1920,223568,225488,-221648,1,1,1
966,604,17399,18003,-16795,878,48688,49566,-47810,1650,217710,219360,-216060,1,1,1
967,489,15480,15969,-14991,653,46139,46792,-45486,1097,213625,214722,-212528,1,1,1
968,416,14218,14634,-13802,553,43584,44137,-43031,903,208052,208955,-207149,1,1,1
969,342,12950,13292,-12608,461,41018,41479,-40557,775,202440,203215,-201665,1,1,1
970,276,11747,12023,-11471,382,38446,38828,-38064,662,196152,196814,-195490,1,1,1
971,198,9695,9893,-9497,261,35889,36150,-35628,443,192411,192854,-191968,1,1,1
972,153,8567,8720,-8414,189,33324,33513,-33135,291,185596,185887,-185305,1,1,1
973,114,7307,7421,-7193,155,30771,30926,-30616,273,180011,180284,-179738,1,1,1
974,97,6620,6717,-6523,139,28228,28367,-28089,259,169758,170017,-169499,1,1,1
975,86,6155,6241,-6069,130,25670,25800,-25540,278,154626,154904,-154348,1,1,1
976,85,5882,5967,-5797,135,23117,23252,-22982,301,128041,128342,-127740,1,1,1
977,72,5408,5480,-5336,120,20555,20675,-20435,302,112921,113223,-112619,1,1,1
978,61,5127,5188,-5066,113,17988,18101,-17875,309,86306,86615,-85997,1,1,1
979,45,4423,4468,-4378,91,15418,15509,-15327,269,76006,76275,-75737,1,1,1
980,30,3301,3331,-3271,49,12868,12917,-12819,117,69262,69379,-69145,1,1,1
981,18,2175,2193,-2157,25,10300,10325,-10275,43,62442,62485,-62399,1,1,1
982,8,1469,1477,-1461,12,7724,7736,-7712,22,52122,52144,-52100,1,1,1
983,3,765,768,-762,5,5150,5155,-5145,9,41804,41813,-41795,1,1,1
984,2,482,484,-480,4,2576,2580,-2572,8,15152,15160,-15144,1,1,1
