shell_weight,scale,sample_index,f_value,ratio,grad_norm,hessian_min,hessian_max,hessian_has_positive_direction,z_std,z_max,z_min,selector
8,0,0,0.0,1.0,3.025739675457749e-15,-0.4347826086956535,-8.118505867571457e-15,False,0.0,0.0,0.0,best_ratio
8,5.0,26,-32.431729174294944,8.223921970259893e-15,7.0174682462688,-0.8300343921405682,1.91923987117063,True,4.744246992342608,8.978359654028257,-8.028977786557466,best_hessian_max
8,8.0,4,-146.90421694010752,1.5860220269947765e-64,7.409531125873067,-5.200575664438773e-09,0.9829756568562029,True,10.490430057842053,27.972096242832308,-16.057448357763867,worst_f
12,0,0,0.0,1.0,2.222533674940268e-14,-0.7391304347826114,1.1379786002407855e-13,False,0.0,0.0,0.0,best_ratio
12,8.0,35,-131.80219776031316,5.741598370578714e-58,11.392775997043978,-0.004994622534107612,1.9153349545747402,True,7.007139168573437,16.306847565279558,-14.926026757945195,best_hessian_max
12,8.0,34,-208.1826585709795,3.8674094552024214e-91,11.48830097011965,-3.3284676149844954e-06,0.01889049309100261,True,10.909950372396585,25.679309515568676,-22.804762877636556,worst_f
16,0,0,0.0,1.0,2.3655828132643237e-15,-1.101449275362318,1.0658141036401503e-14,False,0.0,0.0,0.0,best_ratio
16,8.0,21,-383.62057934829306,2.4871343436370398e-167,15.382577697763832,-9.19199699409249e-14,2.2166022206869362,True,9.632847131771758,28.54099035089993,-19.011763027743246,best_hessian_max
16,8.0,21,-383.62057934829306,2.4871343436370398e-167,15.382577697763832,-9.19199699409249e-14,2.2166022206869362,True,9.632847131771758,28.54099035089993,-19.011763027743246,worst_f
