pair_id,baseline_class_outlier_witness_id,rank104_class_outlier_witness_id,common_prefix_node_count,common_suffix_node_count,baseline_divergent_node_count,rank104_divergent_node_count,trace_node_edit_distance,trace_edge_edit_distance,rank104_outlier_closed_path_gain,rank104_outlier_variation_advantage,rank104_outlier_delta_penalty,shared_closure_tail_node_count,shared_closure_tail_node_0_id,shared_closure_tail_node_1_id,shared_closure_tail_node_2_id,shared_closure_tail_node_3_id,shared_closure_tail_node_4_id,shared_closure_tail_node_5_id
0,9,23,3,6,2,2,2,3,12,52,2,6,54,45,29,28,34,44
