observable_id,observable_code,value
0,0,2
1,1,2
2,2,56
3,3,91
4,4,56
5,5,56
6,6,56
7,7,56
8,8,56
9,9,45
10,10,11
11,11,3
12,12,56
13,13,56
14,14,0
15,15,0
16,16,0
17,17,1
18,18,1
19,19,0
20,20,0
21,21,0
