observable_id,observable_code,value,scale_code
0,0,20,0
1,1,30,0
2,2,12,0
3,3,12,0
4,4,30,0
5,5,20,0
6,6,60,0
7,7,90,0
8,8,32,0
9,9,12,0
10,10,20,0
11,11,1,0
12,12,1,0
13,13,1,0
14,14,5,0
15,15,9,0
16,16,12,0
17,17,6,0
18,18,6,0
19,19,0,0
20,20,3,0
21,21,0,0
