circuit_id,v0,v1,v2,v3
0,0,1,2,3
1,0,1,2,4
2,0,1,3,4
3,0,1,5,6
4,0,1,5,10
5,0,1,5,11
6,0,1,6,10
7,0,1,6,11
8,0,1,7,14
9,0,1,8,13
10,0,1,9,12
11,0,1,10,11
12,0,1,15,51
13,0,1,16,17
14,0,1,16,31
15,0,1,16,32
16,0,1,16,40
17,0,1,16,52
18,0,1,17,31
19,0,1,17,32
20,0,1,17,40
21,0,1,17,52
22,0,1,19,53
23,0,1,20,24
24,0,1,20,48
25,0,1,20,50
26,0,1,22,49
27,0,1,24,48
28,0,1,24,50
29,0,1,25,29
30,0,1,26,28
31,0,1,31,32
32,0,1,31,40
33,0,1,31,52
34,0,1,32,40
35,0,1,32,52
36,0,1,33,41
37,0,1,34,42
38,0,1,35,36
39,0,1,37,39
40,0,1,40,52
41,0,1,44,47
42,0,1,45,46
43,0,1,48,50
44,0,2,3,4
45,0,2,5,7
46,0,2,5,15
47,0,2,5,16
48,0,2,6,19
49,0,2,7,15
50,0,2,7,16
51,0,2,8,17
52,0,2,9,18
53,0,2,10,43
54,0,2,11,12
55,0,2,11,40
56,0,2,11,41
57,0,2,11,44
58,0,2,11,45
59,0,2,11,49
60,0,2,11,50
61,0,2,12,40
62,0,2,12,41
63,0,2,12,44
64,0,2,12,45
65,0,2,12,49
66,0,2,12,50
67,0,2,13,46
68,0,2,14,47
69,0,2,15,16
70,0,2,20,21
71,0,2,23,24
72,0,2,26,27
73,0,2,28,29
74,0,2,30,31
75,0,2,30,35
76,0,2,30,37
77,0,2,31,35
78,0,2,31,37
79,0,2,32,38
80,0,2,33,39
81,0,2,34,36
82,0,2,35,37
83,0,2,40,41
84,0,2,40,44
85,0,2,40,45
86,0,2,40,49
87,0,2,40,50
88,0,2,41,44
89,0,2,41,45
90,0,2,41,49
91,0,2,41,50
92,0,2,42,48
93,0,2,44,45
94,0,2,44,49
95,0,2,44,50
96,0,2,45,49
97,0,2,45,50
98,0,2,49,50
99,0,2,52,53
100,0,3,5,8
101,0,3,5,20
102,0,3,5,23
103,0,3,5,31
104,0,3,5,34
105,0,3,5,43
106,0,3,5,45
107,0,3,6,47
108,0,3,7,44
109,0,3,8,20
110,0,3,8,23
111,0,3,8,31
112,0,3,8,34
113,0,3,8,43
114,0,3,8,45
115,0,3,9,46
116,0,3,10,51
117,0,3,11,13
118,0,3,11,53
119,0,3,13,53
120,0,3,14,52
121,0,3,16,19
122,0,3,17,18
123,0,3,20,23
124,0,3,20,31
125,0,3,20,34
126,0,3,20,43
127,0,3,20,45
128,0,3,21,30
129,0,3,22,32
130,0,3,23,31
131,0,3,23,34
132,0,3,23,43
133,0,3,23,45
134,0,3,24,33
135,0,3,25,26
136,0,3,27,28
137,0,3,31,34
138,0,3,31,43
139,0,3,31,45
140,0,3,34,43
141,0,3,34,45
142,0,3,35,38
143,0,3,35,40
144,0,3,35,42
145,0,3,37,41
146,0,3,38,40
147,0,3,38,42
148,0,3,40,42
149,0,3,43,45
150,0,4,5,9
151,0,4,5,35
152,0,4,5,39
153,0,4,5,50
154,0,4,5,51
155,0,4,6,52
156,0,4,7,53
157,0,4,9,35
158,0,4,9,39
159,0,4,9,50
160,0,4,9,51
161,0,4,11,14
162,0,4,12,13
163,0,4,15,43
164,0,4,16,18
165,0,4,16,45
166,0,4,16,47
167,0,4,17,46
168,0,4,18,45
169,0,4,18,47
170,0,4,19,44
171,0,4,20,22
172,0,4,20,40
173,0,4,21,42
174,0,4,22,40
175,0,4,23,41
176,0,4,25,28
177,0,4,27,29
178,0,4,30,34
179,0,4,31,33
180,0,4,35,39
181,0,4,35,50
182,0,4,35,51
183,0,4,36,48
184,0,4,38,49
185,0,4,39,50
186,0,4,39,51
187,0,4,45,47
188,0,4,50,51
189,0,5,6,10
190,0,5,6,11
191,0,5,7,15
192,0,5,7,16
193,0,5,8,20
194,0,5,8,23
195,0,5,8,31
196,0,5,8,34
197,0,5,8,43
198,0,5,8,45
199,0,5,9,35
200,0,5,9,39
201,0,5,9,50
202,0,5,9,51
203,0,5,10,11
204,0,5,12,14
205,0,5,15,16
206,0,5,17,19
207,0,5,20,23
208,0,5,20,31
209,0,5,20,34
210,0,5,20,43
211,0,5,20,45
212,0,5,21,44
213,0,5,22,46
214,0,5,23,31
215,0,5,23,34
216,0,5,23,43
217,0,5,23,45
218,0,5,24,47
219,0,5,25,42
220,0,5,26,41
221,0,5,28,40
222,0,5,31,34
223,0,5,31,43
224,0,5,31,45
225,0,5,32,33
226,0,5,34,43
227,0,5,34,45
228,0,5,35,39
229,0,5,35,50
230,0,5,35,51
231,0,5,36,52
232,0,5,37,53
233,0,5,39,50
234,0,5,39,51
235,0,5,43,45
236,0,5,50,51
237,0,6,8,16
238,0,6,9,20
239,0,6,10,11
240,0,6,22,31
241,0,6,26,33
242,0,6,26,35
243,0,6,26,45
244,0,6,28,41
245,0,6,29,40
246,0,6,33,35
247,0,6,33,45
248,0,6,34,44
249,0,6,35,45
250,0,6,36,50
251,0,6,39,49
