observable_id,observable_code,value,scale_code
0,0,54,0
1,1,6,0
2,2,84,0
3,3,32,0
4,4,3,0
5,5,3,0
6,6,9,0
7,7,17,0
8,8,2,0
9,9,1,0
10,10,1,0
11,11,1,0
12,12,1560,0
13,13,1560,0
14,14,0,0
15,15,237881393182,0
16,16,3103251249022,0
17,17,1,0
18,18,0,0
19,19,7095,0
20,20,2824272,0
21,21,2831367,0
22,22,5705,0
23,23,34973033701,0
24,24,1,0
25,25,2831367,0
26,26,0,0
27,27,2831367,0
28,28,146,0
29,29,141,0
30,30,1,0
