observable_id,observable_code,value_x1e12,aux_id
0,0,2,0
1,1,44,0
2,2,6,0
3,3,9,0
4,4,12,0
5,5,4,0
6,6,2,0
7,7,2,0
8,8,2,0
9,9,1,0
10,10,1,0
11,11,3,0
12,12,3,0
13,13,175,0
14,14,185,0
15,15,183,0
16,16,134,0
17,17,2,0
18,18,4,0
19,19,2,0
